s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 1.6501170E+002, 4.4546780E+002, 5.2889437E+002, 5.2981394E+002, 5.2137414E+002, 4.9170533E+002, 5.6793856E+002, 1.1974603E+002, 7.0976632E+001, 2.0583209E+002, 1.6745155E+002, 1.1707442E+002, 4.1638219E+001, 2.8831831E+001, 2.6115495E+001, 2.2982699E+001, 2.2477837E+001
 1.6510880E+002, 4.3964161E+002, 5.2884051E+002, 5.4174763E+002, 5.2761711E+002, 4.8776087E+002, 6.4630852E+002, 1.1445607E+002, 7.1439633E+001, 2.1228017E+002, 1.6699624E+002, 1.1501194E+002, 4.0571964E+001, 2.8812640E+001, 2.6114459E+001, 2.3018708E+001, 2.2396992E+001
 1.6520589E+002, 4.4213302E+002, 5.3277794E+002, 5.4898643E+002, 5.3056187E+002, 4.8452985E+002, 5.5333487E+002, 1.0936801E+002, 7.1719671E+001, 2.1299730E+002, 1.6665483E+002, 1.1373823E+002, 3.9646727E+001, 2.8774787E+001, 2.6089175E+001, 2.3032832E+001, 2.2292611E+001
 1.6530299E+002, 4.5683698E+002, 5.4199226E+002, 5.4901207E+002, 5.3104534E+002, 4.8628886E+002, 4.6862308E+002, 1.0619471E+002, 7.1867311E+001, 2.0813969E+002, 1.6634548E+002, 1.1271191E+002, 3.8847126E+001, 2.8717988E+001, 2.6070866E+001, 2.3064792E+001, 2.2184052E+001
 1.6540009E+002, 4.8486184E+002, 5.5083004E+002, 5.4950724E+002, 5.2899456E+002, 4.9465003E+002, 4.4785792E+002, 1.0470600E+002, 7.2301546E+001, 2.0381776E+002, 1.6603340E+002, 1.1159809E+002, 3.8282920E+001, 2.8697169E+001, 2.6040755E+001, 2.3102669E+001, 2.2065559E+001
 1.6551337E+002, 4.8600025E+002, 5.5629631E+002, 5.5143087E+002, 5.2488215E+002, 5.0676345E+002, 4.3438887E+002, 1.0405215E+002, 7.2391957E+001, 2.3165308E+002, 1.6568128E+002, 1.1013467E+002, 3.7911975E+001, 2.8708646E+001, 2.6017236E+001, 2.3162065E+001, 2.1944856E+001
 1.6561047E+002, 4.7937922E+002, 5.5478393E+002, 5.5128160E+002, 5.2052342E+002, 5.1383930E+002, 3.9231223E+002, 1.0524867E+002, 7.2813605E+001, 2.5906344E+002, 1.6507567E+002, 1.0844218E+002, 3.7726303E+001, 2.8717566E+001, 2.6021455E+001, 2.3259446E+001, 2.1875642E+001
 1.6570757E+002, 4.7862408E+002, 5.4935500E+002, 5.4627999E+002, 5.1764504E+002, 5.1080719E+002, 3.4726347E+002, 1.0697895E+002, 7.2840186E+001, 2.4220985E+002, 1.6399972E+002, 1.0677465E+002, 3.7748090E+001, 2.8693989E+001, 2.5971269E+001, 2.3283153E+001, 2.1820095E+001
 1.6580467E+002, 4.7376716E+002, 5.4442229E+002, 5.3816575E+002, 5.1582398E+002, 5.0652177E+002, 3.1598900E+002, 1.0984376E+002, 7.3620413E+001, 2.3576866E+002, 1.6233437E+002, 1.0513983E+002, 3.7903588E+001, 2.8704559E+001, 2.5960110E+001, 2.3251785E+001, 2.1776288E+001
 1.6590176E+002, 4.6550101E+002, 5.4213912E+002, 5.3087759E+002, 5.1481028E+002, 5.1001191E+002, 3.0105326E+002, 1.1350829E+002, 7.4479220E+001, 2.2541821E+002, 1.6039286E+002, 1.0369050E+002, 3.8139892E+001, 2.8666076E+001, 2.5924123E+001, 2.3137593E+001, 2.1761295E+001
 1.6601505E+002, 4.6146880E+002, 5.4086763E+002, 5.2550818E+002, 5.1420692E+002, 5.1844518E+002, 2.9390549E+002, 1.1754508E+002, 7.5598270E+001, 2.2057732E+002, 1.5837798E+002, 1.0249804E+002, 3.8641956E+001, 2.8703675E+001, 2.5928774E+001, 2.2941461E+001, 2.1763766E+001
 1.6611215E+002, 4.6021718E+002, 5.3609718E+002, 5.2321739E+002, 5.1413886E+002, 5.4822142E+002, 2.8941524E+002, 1.2074575E+002, 7.6454840E+001, 2.2038761E+002, 1.5676020E+002, 1.0173640E+002, 3.9336754E+001, 2.8752388E+001, 2.5970131E+001, 2.2742721E+001, 2.1815734E+001
 1.6620924E+002, 4.6023537E+002, 5.2963139E+002, 5.2306941E+002, 5.1433567E+002, 5.9770501E+002, 2.8317987E+002, 1.2153648E+002, 7.6933514E+001, 2.1564481E+002, 1.5578850E+002, 1.0150198E+002, 4.0292657E+001, 2.8885007E+001, 2.6061061E+001, 2.2601533E+001, 2.1891493E+001
 1.6630635E+002, 4.5779644E+002, 5.2555759E+002, 5.2283635E+002, 5.1505392E+002, 6.1483008E+002, 2.7542046E+002, 1.2124458E+002, 7.7061798E+001, 2.0937057E+002, 1.5530324E+002, 1.0164471E+002, 4.1419470E+001, 2.8997787E+001, 2.6113161E+001, 2.2466869E+001, 2.1906242E+001
 1.6640344E+002, 4.5318266E+002, 5.2359835E+002, 5.2191295E+002, 5.1564866E+002, 5.9804594E+002, 2.6973593E+002, 1.1953493E+002, 7.6758602E+001, 2.0649141E+002, 1.5522564E+002, 1.0205977E+002, 4.2660348E+001, 2.9045184E+001, 2.6173083E+001, 2.2457773E+001, 2.1949965E+001
 1.6650055E+002, 4.4968963E+002, 5.2292823E+002, 5.2190104E+002, 5.1584456E+002, 5.7494091E+002, 2.6920101E+002, 1.1760189E+002, 7.6331633E+001, 2.0846671E+002, 1.5554428E+002, 1.0267755E+002, 4.4115076E+001, 2.9156328E+001, 2.6242147E+001, 2.2518398E+001, 2.1951323E+001
 1.6661383E+002, 4.4956421E+002, 5.2368945E+002, 5.2296049E+002, 5.1594644E+002, 5.6878565E+002, 2.7412765E+002, 1.1623877E+002, 7.6043458E+001, 2.1436702E+002, 1.5623306E+002, 1.0340281E+002, 4.5883666E+001, 2.9214269E+001, 2.6239101E+001, 2.2627849E+001, 2.1923876E+001
 1.6671092E+002, 4.5094788E+002, 5.2672637E+002, 5.2474628E+002, 5.1659704E+002, 5.7319509E+002, 2.8299208E+002, 1.1439249E+002, 7.5372299E+001, 2.1990104E+002, 1.5743193E+002, 1.0406535E+002, 4.7826586E+001, 2.9316896E+001, 2.6284319E+001, 2.2800827E+001, 2.1876212E+001
 1.6680803E+002, 4.5208854E+002, 5.3061338E+002, 5.2959035E+002, 5.1717919E+002, 5.5032455E+002, 2.9425347E+002, 1.1380416E+002, 7.4956790E+001, 2.1895931E+002, 1.5910812E+002, 1.0457884E+002, 4.9695831E+001, 2.9377815E+001, 2.6260325E+001, 2.2954547E+001, 2.1819380E+001
 1.6690512E+002, 4.5181379E+002, 5.3374024E+002, 5.3892545E+002, 5.1755776E+002, 5.2674698E+002, 3.0846655E+002, 1.1349290E+002, 7.4318578E+001, 2.1068115E+002, 1.6128831E+002, 1.0505649E+002, 5.1566990E+001, 2.9437581E+001, 2.6232234E+001, 2.3112198E+001, 2.1763514E+001
 1.6700223E+002, 4.4953811E+002, 5.3674633E+002, 5.4556964E+002, 5.1865705E+002, 5.1438511E+002, 3.2523311E+002, 1.1218809E+002, 7.3353226E+001, 1.9996565E+002, 1.6399387E+002, 1.0566200E+002, 5.3382325E+001, 2.9472598E+001, 2.6194023E+001, 2.3264610E+001, 2.1717641E+001
 1.6711551E+002, 4.4754916E+002, 5.3996667E+002, 5.3871031E+002, 5.2063730E+002, 5.1131726E+002, 3.4345454E+002, 1.1000199E+002, 7.2352729E+001, 1.9134455E+002, 1.6734708E+002, 1.0678154E+002, 5.5304797E+001, 2.9609202E+001, 2.6187116E+001, 2.3414466E+001, 2.1680896E+001
 1.6721260E+002, 4.5542381E+002, 5.3862196E+002, 5.2670725E+002, 5.2166823E+002, 5.0819522E+002, 3.5316428E+002, 1.0771810E+002, 7.1430329E+001, 1.8779722E+002, 1.7065440E+002, 1.0863675E+002, 5.7008293E+001, 2.9742136E+001, 2.6236273E+001, 2.3595001E+001, 2.1690069E+001
 1.6730971E+002, 4.6465752E+002, 5.3319399E+002, 5.2303591E+002, 5.2116203E+002, 5.0373364E+002, 3.4313936E+002, 1.0602955E+002, 7.0769267E+001, 1.8821497E+002, 1.7331542E+002, 1.1125721E+002, 5.8372371E+001, 2.9817227E+001, 2.6254273E+001, 2.3767728E+001, 2.1761078E+001
 1.6740680E+002, 4.6899975E+002, 5.2918628E+002, 5.2477158E+002, 5.1978036E+002, 4.9963317E+002, 3.1414154E+002, 1.0504156E+002, 7.0165421E+001, 1.8979602E+002, 1.7536104E+002, 1.1470140E+002, 5.9524738E+001, 2.9884266E+001, 2.6224035E+001, 2.3859868E+001, 2.1822495E+001
 1.6750391E+002, 4.6272259E+002, 5.2885013E+002, 5.2766484E+002, 5.1862908E+002, 5.0504000E+002, 2.8481709E+002, 1.0548883E+002, 6.9716193E+001, 1.9321186E+002, 1.7672293E+002, 1.1865841E+002, 6.0321876E+001, 2.9892384E+001, 2.6251886E+001, 2.3994840E+001, 2.1925808E+001
 1.6760100E+002, 4.5827755E+002, 5.3178520E+002, 5.3073831E+002, 5.1754374E+002, 5.3433679E+002, 2.6980293E+002, 1.0736399E+002, 6.9495087E+001, 2.0149147E+002, 1.7746108E+002, 1.2282722E+002, 6.0846428E+001, 2.9952239E+001, 2.6268391E+001, 2.4047981E+001, 2.1982169E+001
 1.6771428E+002, 4.5923219E+002, 5.3796487E+002, 5.3466798E+002, 5.1573762E+002, 5.5329037E+002, 2.6841961E+002, 1.1159304E+002, 6.9196734E+001, 2.1537931E+002, 1.7764580E+002, 1.2682365E+002, 6.0832098E+001, 2.9922695E+001, 2.6315045E+001, 2.4132958E+001, 2.2061465E+001
 1.6781139E+002, 4.6257688E+002, 5.4394330E+002, 5.3911988E+002, 5.1450665E+002, 5.5739884E+002, 2.7165058E+002, 1.1702572E+002, 6.8975641E+001, 2.2788212E+002, 1.7744379E+002, 1.2976620E+002, 6.0352491E+001, 2.9928711E+001, 2.6425150E+001, 2.4272783E+001, 2.2176619E+001
 1.6790848E+002, 4.6399469E+002, 5.4732044E+002, 5.4092526E+002, 5.1440691E+002, 5.5649627E+002, 2.7081503E+002, 1.2269581E+002, 6.8705990E+001, 2.2899631E+002, 1.7704743E+002, 1.3107317E+002, 5.9460351E+001, 2.9901158E+001, 2.6500884E+001, 2.4346605E+001, 2.2248151E+001
 1.6800558E+002, 4.6084747E+002, 5.4899000E+002, 5.3948138E+002, 5.1436470E+002, 5.3534185E+002, 2.6683571E+002, 1.2635310E+002, 6.8541897E+001, 2.2303211E+002, 1.7638794E+002, 1.3086195E+002, 5.8171770E+001, 2.9837206E+001, 2.6576936E+001, 2.4397101E+001, 2.2300875E+001
 1.6810268E+002, 4.5822710E+002, 5.4826057E+002, 5.4444275E+002, 5.1431144E+002, 5.0851879E+002, 2.6392255E+002, 1.2769815E+002, 6.8808414E+001, 2.2135886E+002, 1.7545678E+002, 1.2927149E+002, 5.6621912E+001, 2.9673017E+001, 2.6608610E+001, 2.4426004E+001, 2.2360408E+001
 1.6821596E+002, 4.5391704E+002, 5.4943094E+002, 5.5393232E+002, 5.1370492E+002, 4.9238759E+002, 2.6111829E+002, 1.2617575E+002, 6.8934222E+001, 2.1869224E+002, 1.7417430E+002, 1.2650347E+002, 5.4932322E+001, 2.9501504E+001, 2.6568370E+001, 2.4370686E+001, 2.2395864E+001
 1.6831306E+002, 4.3934091E+002, 5.5285169E+002, 5.5017359E+002, 5.1248580E+002, 4.8985097E+002, 2.5390776E+002, 1.2315362E+002, 6.9325169E+001, 2.1164077E+002, 1.7275981E+002, 1.2332448E+002, 5.3332994E+001, 2.9357661E+001, 2.6602179E+001, 2.4382664E+001, 2.2479256E+001
 1.6841016E+002, 4.1435507E+002, 5.5176799E+002, 5.3607196E+002, 5.1231582E+002, 4.9677396E+002, 2.4337399E+002, 1.1969333E+002, 6.9452019E+001, 2.0335765E+002, 1.7168855E+002, 1.2059006E+002, 5.2037098E+001, 2.9247807E+001, 2.6604877E+001, 2.4348377E+001, 2.2523180E+001
 1.6850726E+002, 4.3807472E+002, 5.4654426E+002, 5.2706353E+002, 5.1355744E+002, 4.9355955E+002, 2.3803190E+002, 1.1608702E+002, 6.9736050E+001, 1.9964168E+002, 1.7113907E+002, 1.1843951E+002, 5.0973422E+001, 2.9124768E+001, 2.6625753E+001, 2.4333306E+001, 2.2544789E+001
 1.6860435E+002, 4.4617714E+002, 5.4198256E+002, 5.2646541E+002, 5.1539698E+002, 4.8134675E+002, 2.3870916E+002, 1.1321844E+002, 6.9295350E+001, 2.0778448E+002, 1.7125944E+002, 1.1709597E+002, 5.0168686E+001, 2.9039220E+001, 2.6649591E+001, 2.4310731E+001, 2.2512008E+001
 1.6870146E+002, 4.5181488E+002, 5.3972961E+002, 5.2808476E+002, 5.1738066E+002, 4.8042677E+002, 2.4019868E+002, 1.1196714E+002, 6.8942844E+001, 2.1958051E+002, 1.7213765E+002, 1.1655618E+002, 4.9480671E+001, 2.8862357E+001, 2.6606060E+001, 2.4284406E+001, 2.2461132E+001
 1.6881474E+002, 4.6272573E+002, 5.3872908E+002, 5.2642429E+002, 5.1956348E+002, 4.9266374E+002, 2.4667869E+002, 1.1252057E+002, 6.8996867E+001, 2.2487211E+002, 1.7379815E+002, 1.1676304E+002, 4.8915509E+001, 2.8745624E+001, 2.6573181E+001, 2.4240718E+001, 2.2359614E+001
 1.6891183E+002, 4.7990892E+002, 5.3846527E+002, 5.2418226E+002, 5.2190592E+002, 5.0420974E+002, 2.7619858E+002, 1.1321441E+002, 6.8798836E+001, 2.4026475E+002, 1.7595983E+002, 1.1752682E+002, 4.8405667E+001, 2.8616281E+001, 2.6561584E+001, 2.4305014E+001, 2.2300544E+001
 1.6900894E+002, 4.8331635E+002, 5.3856049E+002, 5.2452530E+002, 5.2417717E+002, 5.0732117E+002, 3.2332005E+002, 1.1380465E+002, 6.8922791E+001, 2.5743781E+002, 1.7801392E+002, 1.1848975E+002, 4.7972853E+001, 2.8578652E+001, 2.6524098E+001, 2.4347691E+001, 2.2224554E+001
 1.6910603E+002, 4.7705880E+002, 5.3816966E+002, 5.2565072E+002, 5.2571076E+002, 5.0821196E+002, 3.6198698E+002, 1.1429166E+002, 6.9488003E+001, 2.4413444E+002, 1.7982660E+002, 1.1941767E+002, 4.7454288E+001, 2.8508850E+001, 2.6488098E+001, 2.4422584E+001, 2.2174094E+001
 1.6920312E+002, 4.7954950E+002, 5.3713425E+002, 5.2624693E+002, 5.2648028E+002, 5.1658695E+002, 3.8410206E+002, 1.1587658E+002, 7.0644581E+001, 2.2875209E+002, 1.8128630E+002, 1.2016446E+002, 4.6857126E+001, 2.8473360E+001, 2.6453788E+001, 2.4519581E+001, 2.2171653E+001
 1.6930023E+002, 4.8069754E+002, 5.3536333E+002, 5.2579185E+002, 5.2691844E+002, 5.2907586E+002, 3.9138677E+002, 1.1620525E+002, 7.1944272E+001, 2.1564373E+002, 1.8243613E+002, 1.2069478E+002, 4.6267402E+001, 2.8440958E+001, 2.6367019E+001, 2.4557709E+001, 2.2159523E+001
 1.6941351E+002, 4.7052032E+002, 5.3311691E+002, 5.2483982E+002, 5.2664117E+002, 5.4665546E+002, 3.7749903E+002, 1.1567664E+002, 7.2830724E+001, 2.0017515E+002, 1.8324942E+002, 1.2116697E+002, 4.5717787E+001, 2.8542071E+001, 2.6420573E+001, 2.4689976E+001, 2.2236862E+001
 1.6951060E+002, 4.6121456E+002, 5.3142566E+002, 5.2479770E+002, 5.2649912E+002, 5.7099699E+002, 3.4355322E+002, 1.1491540E+002, 7.3285132E+001, 1.9808122E+002, 1.8391583E+002, 1.2180381E+002, 4.5353666E+001, 2.8626179E+001, 2.6431338E+001, 2.4777613E+001, 2.2325813E+001
 1.6960771E+002, 4.5983849E+002, 5.3032692E+002, 5.2630621E+002, 5.2769984E+002, 5.9524516E+002, 3.1268603E+002, 1.1435989E+002, 7.3664313E+001, 2.0565102E+002, 1.8434859E+002, 1.2264986E+002, 4.5268015E+001, 2.8761702E+001, 2.6456667E+001, 2.4830112E+001, 2.2391862E+001
 1.6970480E+002, 4.6223917E+002, 5.3020914E+002, 5.2913224E+002, 5.2722127E+002, 6.0680836E+002, 3.0257855E+002, 1.1418474E+002, 7.3982061E+001, 2.1156199E+002, 1.8471049E+002, 1.2379836E+002, 4.5495001E+001, 2.8905027E+001, 2.6476550E+001, 2.4883931E+001, 2.2460694E+001
 1.6980191E+002, 4.6273628E+002, 5.3126319E+002, 5.3247412E+002, 5.2367383E+002, 6.0592565E+002, 3.1059567E+002, 1.1394682E+002, 7.4338099E+001, 2.1315096E+002, 1.8494588E+002, 1.2512852E+002, 4.5939842E+001, 2.9019019E+001, 2.6523668E+001, 2.4964070E+001, 2.2534653E+001
 1.6991519E+002, 4.6372239E+002, 5.3475286E+002, 5.3551920E+002, 5.1791511E+002, 6.3593133E+002, 3.0761625E+002, 1.1354066E+002, 7.4524052E+001, 2.1136494E+002, 1.8509037E+002, 1.2667542E+002, 4.6685786E+001, 2.9107002E+001, 2.6540094E+001, 2.4986027E+001, 2.2558320E+001
 1.7001228E+002, 4.6879046E+002, 5.4131117E+002, 5.3707504E+002, 5.1453524E+002, 6.7871698E+002, 2.8546878E+002, 1.1290886E+002, 7.4231657E+001, 2.0664624E+002, 1.8514765E+002, 1.2813794E+002, 4.7653884E+001, 2.9220824E+001, 2.6592890E+001, 2.5005749E+001, 2.2554490E+001
 1.7010939E+002, 4.7409694E+002, 5.4870414E+002, 5.3759742E+002, 5.1591111E+002, 6.4667294E+002, 2.6425230E+002, 1.1071208E+002, 7.4450211E+001, 2.0172967E+002, 1.8506285E+002, 1.2927532E+002, 4.8693163E+001, 2.9235784E+001, 2.6596886E+001, 2.4991923E+001, 2.2537253E+001
 1.7020648E+002, 4.8483267E+002, 5.5675366E+002, 5.3757044E+002, 5.2155347E+002, 5.5532470E+002, 2.5529524E+002, 1.0716550E+002, 7.4171475E+001, 1.9940078E+002, 1.8482951E+002, 1.3013814E+002, 4.9805759E+001, 2.9277025E+001, 2.6638057E+001, 2.4982119E+001, 2.2521922E+001
 1.7030359E+002, 4.9496685E+002, 5.5391352E+002, 5.3643835E+002, 5.5168952E+002, 5.0568318E+002, 2.5312313E+002, 1.0382226E+002, 7.4089924E+001, 2.0051256E+002, 1.8449080E+002, 1.3072448E+002, 5.0987881E+001, 2.9411248E+001, 2.6767199E+001, 2.5015892E+001, 2.2517828E+001
 1.7040068E+002, 5.1155940E+002, 5.4158262E+002, 5.3490817E+002, 6.3733593E+002, 5.3034484E+002, 2.5656372E+002, 1.0115430E+002, 7.4222809E+001, 2.0640293E+002, 1.8417002E+002, 1.3113039E+002, 5.2205134E+001, 2.9486082E+001, 2.6848176E+001, 2.5030932E+001, 2.2528712E+001
 1.7051396E+002, 4.9869225E+002, 5.3517606E+002, 5.3306615E+002, 6.3399321E+002, 5.5487082E+002, 2.6432093E+002, 9.8423626E+001, 7.3739080E+001, 2.2001708E+002, 1.8399100E+002, 1.3150720E+002, 5.3560057E+001, 2.9616960E+001, 2.6972044E+001, 2.5075889E+001, 2.2560727E+001
 1.7061107E+002, 4.9920184E+002, 5.3258132E+002, 5.3474982E+002, 5.7651250E+002, 5.6165582E+002, 2.7936007E+002, 9.8255745E+001, 7.3604125E+001, 2.3107306E+002, 1.8401822E+002, 1.3186471E+002, 5.4878248E+001, 2.9744965E+001, 2.7080855E+001, 2.5129138E+001, 2.2602743E+001
 1.7070816E+002, 4.9652888E+002, 5.3470143E+002, 5.6055112E+002, 6.1200356E+002, 5.7263683E+002, 2.9695720E+002, 1.0074315E+002, 7.3545577E+001, 2.2614420E+002, 1.8410504E+002, 1.3203583E+002, 5.6078040E+001, 2.9890562E+001, 2.7207392E+001, 2.5230052E+001, 2.2672211E+001
 1.7080527E+002, 4.7948303E+002, 5.4419984E+002, 5.9617663E+002, 6.5093969E+002, 5.7314966E+002, 3.0863586E+002, 1.0388340E+002, 7.3528273E+001, 2.1409780E+002, 1.8422638E+002, 1.3191187E+002, 5.7204052E+001, 3.0084673E+001, 2.7329552E+001, 2.5293477E+001, 2.2681016E+001
 1.7090236E+002, 4.6705558E+002, 5.7321568E+002, 5.8783843E+002, 6.3257333E+002, 5.6686438E+002, 3.1284237E+002, 1.0671414E+002, 7.3917727E+001, 2.0446160E+002, 1.8436310E+002, 1.3132178E+002, 5.8109676E+001, 3.0175245E+001, 2.7397683E+001, 2.5336203E+001, 2.2660180E+001
 1.7101564E+002, 4.6129031E+002, 5.9485750E+002, 5.6756317E+002, 6.0394694E+002, 5.5721871E+002, 3.1426348E+002, 1.0607669E+002, 7.4389581E+001, 2.0444739E+002, 1.8447162E+002, 1.3013166E+002, 5.8884371E+001, 3.0213995E+001, 2.7484235E+001, 2.5405868E+001, 2.2614642E+001
 1.7111275E+002, 4.6840597E+002, 5.6961945E+002, 5.7367354E+002, 6.0498774E+002, 5.3918842E+002, 3.1234783E+002, 1.0097669E+002, 7.5105094E+001, 2.1952671E+002, 1.8441189E+002, 1.2862967E+002, 5.9644091E+001, 3.0297888E+001, 2.7545873E+001, 2.5439534E+001, 2.2534674E+001
 1.7120984E+002, 4.7309186E+002, 5.7305996E+002, 5.7898139E+002, 5.9953091E+002, 5.2490301E+002, 3.0692570E+002, 9.5397083E+001, 7.5576735E+001, 2.3209936E+002, 1.8409688E+002, 1.2724199E+002, 6.0334263E+001, 3.0399731E+001, 2.7603958E+001, 2.5462519E+001, 2.2451356E+001
 1.7130695E+002, 4.8534024E+002, 6.0284515E+002, 5.7153126E+002, 5.9188324E+002, 5.2058788E+002, 2.9606311E+002, 9.2931112E+001, 7.5691410E+001, 2.2329561E+002, 1.8384685E+002, 1.2615690E+002, 6.1072448E+001, 3.0537984E+001, 2.7718415E+001, 2.5539453E+001, 2.2383913E+001
 1.7140404E+002, 5.1436026E+002, 6.0880212E+002, 5.6111647E+002, 5.9375438E+002, 5.2503102E+002, 2.8509120E+002, 9.3706339E+001, 7.5799350E+001, 2.1009552E+002, 1.8398988E+002, 1.2573607E+002, 6.1931801E+001, 3.0617810E+001, 2.7763024E+001, 2.5563590E+001, 2.2310991E+001
 1.7150114E+002, 5.2420341E+002, 5.7636585E+002, 5.5792353E+002, 6.0437941E+002, 5.3551790E+002, 2.8330632E+002, 9.8546559E+001, 7.5853571E+001, 2.1260219E+002, 1.8469221E+002, 1.2623492E+002, 6.2884331E+001, 3.0646105E+001, 2.7779955E+001, 2.5585185E+001, 2.2247835E+001
 1.7161443E+002, 5.1528363E+002, 5.4843478E+002, 5.6810173E+002, 6.2084980E+002, 5.4700732E+002, 2.9553614E+002, 1.0320607E+002, 7.5689503E+001, 2.3144306E+002, 1.8625022E+002, 1.2806189E+002, 6.4053568E+001, 3.0733783E+001, 2.7836129E+001, 2.5644509E+001, 2.2207084E+001
 1.7171152E+002, 5.0627326E+002, 5.4537451E+002, 5.7679493E+002, 6.2109112E+002, 5.4782809E+002, 3.0957918E+002, 1.0700976E+002, 7.4820381E+001, 2.3502890E+002, 1.8817295E+002, 1.3117476E+002, 6.5456419E+001, 3.0920098E+001, 2.7919980E+001, 2.5702428E+001, 2.2162401E+001
 1.7180862E+002, 5.1053442E+002, 5.6613778E+002, 5.6838081E+002, 6.3893611E+002, 5.3941957E+002, 3.1529490E+002, 1.0950869E+002, 7.4181040E+001, 2.1464626E+002, 1.8955867E+002, 1.3481644E+002, 6.6822269E+001, 3.1078979E+001, 2.7989829E+001, 2.5740538E+001, 2.2104385E+001
 1.7190572E+002, 5.0662343E+002, 5.8928016E+002, 5.7137051E+002, 6.0797431E+002, 5.2397119E+002, 3.1943255E+002, 1.1067623E+002, 7.3799590E+001, 2.0042213E+002, 1.8958624E+002, 1.3859758E+002, 6.8241022E+001, 3.1191581E+001, 2.8076216E+001, 2.5858059E+001, 2.2117256E+001
 1.7200282E+002, 5.0351143E+002, 6.0629681E+002, 6.1944548E+002, 5.6875160E+002, 5.0864612E+002, 3.2402759E+002, 1.0947919E+002, 7.3742436E+001, 1.9670862E+002, 1.8748665E+002, 1.4193445E+002, 6.9728669E+001, 3.1343197E+001, 2.8150885E+001, 2.5958423E+001, 2.2140255E+001
 1.7211610E+002, 5.1947091E+002, 6.2619419E+002, 5.9953555E+002, 5.6316171E+002, 4.8839109E+002, 3.1927950E+002, 1.0703749E+002, 7.3159205E+001, 1.9844152E+002, 1.8345490E+002, 1.4471948E+002, 7.1158912E+001, 3.1516291E+001, 2.8239441E+001, 2.6073611E+001, 2.2162574E+001
 1.7221320E+002, 5.3188717E+002, 5.9251352E+002, 5.6923909E+002, 5.6756438E+002, 4.8252197E+002, 3.0372215E+002, 1.0486189E+002, 7.2435781E+001, 2.0192960E+002, 1.7979651E+002, 1.4691201E+002, 7.2333386E+001, 3.1659023E+001, 2.8340534E+001, 2.6253612E+001, 2.2226502E+001
 1.7231030E+002, 5.1933842E+002, 5.7508662E+002, 5.5918800E+002, 5.6712194E+002, 5.0243032E+002, 2.9283695E+002, 1.0433078E+002, 7.2011750E+001, 2.0324124E+002, 1.7876738E+002, 1.4863541E+002, 7.3106789E+001, 3.1706604E+001, 2.8357789E+001, 2.6330303E+001, 2.2248886E+001
 1.7240739E+002, 4.9359894E+002, 5.6623087E+002, 5.5363710E+002, 5.6225403E+002, 5.1271020E+002, 2.9339125E+002, 1.0510081E+002, 7.1557764E+001, 2.0707555E+002, 1.8051915E+002, 1.5013121E+002, 7.3560943E+001, 3.1711385E+001, 2.8381085E+001, 2.6386408E+001, 2.2264176E+001
 1.7250450E+002, 4.8829141E+002, 5.6084996E+002, 5.5623543E+002, 5.5850647E+002, 5.0472433E+002, 3.0178514E+002, 1.0677437E+002, 7.1398106E+001, 2.3409218E+002, 1.8391937E+002, 1.5104985E+002, 7.3697456E+001, 3.1640969E+001, 2.8374817E+001, 2.6389951E+001, 2.2312166E+001
 1.7260159E+002, 4.8673787E+002, 5.5958063E+002, 5.6983205E+002, 5.5512283E+002, 4.8608168E+002, 3.0804804E+002, 1.0830960E+002, 7.1167975E+001, 2.8991915E+002, 1.8693396E+002, 1.5088655E+002, 7.3607914E+001, 3.1659935E+001, 2.8408849E+001, 2.6281079E+001, 2.2332332E+001
 1.7271487E+002, 4.8024338E+002, 5.6229334E+002, 5.8282153E+002, 5.4832493E+002, 4.7242408E+002, 3.0993489E+002, 1.0933577E+002, 7.0623181E+001, 2.6211584E+002, 1.8834173E+002, 1.4913236E+002, 7.3268356E+001, 3.1668644E+001, 2.8439163E+001, 2.6018841E+001, 2.2316582E+001
 1.7281198E+002, 4.7351899E+002, 5.6622731E+002, 5.8006778E+002, 5.3900502E+002, 4.7308987E+002, 3.1096486E+002, 1.0930483E+002, 7.0024287E+001, 2.6053366E+002, 1.8825370E+002, 1.4611166E+002, 7.2607877E+001, 3.1497926E+001, 2.8414709E+001, 2.5710785E+001, 2.2311961E+001
 1.7290907E+002, 4.7394005E+002, 5.6710965E+002, 5.7164136E+002, 5.3152230E+002, 4.8460028E+002, 3.1662237E+002, 1.0850364E+002, 6.9174552E+001, 2.6672888E+002, 1.8770292E+002, 1.4289622E+002, 7.1884331E+001, 3.1346204E+001, 2.8393742E+001, 2.5410391E+001, 2.2300192E+001
 1.7300618E+002, 4.8898002E+002, 5.6602233E+002, 5.6781497E+002, 5.2680096E+002, 4.9421805E+002, 3.2877178E+002, 1.0845947E+002, 6.8209673E+001, 2.6102215E+002, 1.8718909E+002, 1.3981169E+002, 7.1149064E+001, 3.1191919E+001, 2.8385701E+001, 2.5124695E+001, 2.2301325E+001
 1.7310327E+002, 4.9634920E+002, 5.6585461E+002, 5.6689764E+002, 5.2441692E+002, 4.9683597E+002, 3.4538679E+002, 1.0921697E+002, 6.7201636E+001, 2.6405467E+002, 1.8667687E+002, 1.3709034E+002, 7.0458484E+001, 3.1015179E+001, 2.8320253E+001, 2.4804237E+001, 2.2274019E+001
