s,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 1.8261136E+002, 6.9573043E+001, 2.1517858E+001, 7.8638731E+001, 7.3285050E+001, 7.3606999E+001, 5.6452302E+001, 2.9913954E+001, 2.6259726E+001, 2.2467316E+001, 2.1813041E+001, 4.6092879E-001, 2.6689112E-001
 1.8281197E+002, 6.9767017E+001, 2.1481250E+001, 7.9561504E+001, 7.3824831E+001, 7.3588847E+001, 5.7110834E+001, 3.0028341E+001, 2.6296219E+001, 2.2515538E+001, 2.1789830E+001, 4.5635763E-001, 2.6486166E-001
 1.8302261E+002, 7.0227486E+001, 2.1440116E+001, 8.0512742E+001, 7.4201579E+001, 7.3484773E+001, 5.7750716E+001, 3.0099538E+001, 2.6325425E+001, 2.2564583E+001, 2.1766267E+001, 4.5094757E-001, 2.6418554E-001
 1.8321571E+002, 7.0263728E+001, 2.1420283E+001, 8.1301358E+001, 7.4456394E+001, 7.3321125E+001, 5.8319087E+001, 3.0135647E+001, 2.6370635E+001, 2.2643386E+001, 2.1768787E+001, 4.5508097E-001, 2.6461922E-001
 1.8340880E+002, 6.9493822E+001, 2.1409035E+001, 8.1591851E+001, 7.4638271E+001, 7.3172514E+001, 5.8757289E+001, 3.0151778E+001, 2.6411697E+001, 2.2722159E+001, 2.1780738E+001, 4.6375243E-001, 2.6801809E-001
 1.8361220E+002, 6.8388974E+001, 2.1386829E+001, 8.1246244E+001, 7.4799831E+001, 7.3052336E+001, 5.9008983E+001, 3.0111958E+001, 2.6419086E+001, 2.2778842E+001, 2.1791547E+001, 4.6249944E-001, 2.7022335E-001
 1.8381725E+002, 6.7507002E+001, 2.1372415E+001, 8.0300512E+001, 7.4931957E+001, 7.2982596E+001, 5.8978211E+001, 3.0004706E+001, 2.6412757E+001, 2.2828317E+001, 2.1807512E+001, 4.5920493E-001, 2.6936310E-001
 1.8400748E+002, 6.7285793E+001, 2.1363185E+001, 7.8979937E+001, 7.5018972E+001, 7.2969636E+001, 5.8640948E+001, 2.9854222E+001, 2.6395170E+001, 2.2868067E+001, 2.1820842E+001, 4.5742689E-001, 2.6766874E-001
 1.8422488E+002, 6.7939691E+001, 2.1360623E+001, 7.7451453E+001, 7.5032661E+001, 7.2992044E+001, 5.7943381E+001, 2.9670280E+001, 2.6359634E+001, 2.2901085E+001, 2.1846721E+001, 4.5309163E-001, 2.6402786E-001
 1.8441167E+002, 6.9242945E+001, 2.1372933E+001, 7.5799954E+001, 7.4953001E+001, 7.3041998E+001, 5.6925897E+001, 2.9503297E+001, 2.6332887E+001, 2.2947488E+001, 2.1879578E+001, 4.5508256E-001, 2.6297874E-001
 1.8460153E+002, 7.0608580E+001, 2.1377188E+001, 7.4152660E+001, 7.4790405E+001, 7.3090348E+001, 5.5740324E+001, 2.9385525E+001, 2.6297652E+001, 2.2972230E+001, 2.1893405E+001, 4.5315692E-001, 2.6193871E-001
 1.8482463E+002, 7.1698441E+001, 2.1378404E+001, 7.2248181E+001, 7.4535442E+001, 7.3134504E+001, 5.4218826E+001, 2.9319497E+001, 2.6244664E+001, 2.2974407E+001, 2.1909868E+001, 4.4644189E-001, 2.6167289E-001
 1.8500739E+002, 7.1967224E+001, 2.1384436E+001, 7.0505110E+001, 7.4241518E+001, 7.3159623E+001, 5.2567410E+001, 2.9334501E+001, 2.6197061E+001, 2.2972974E+001, 2.1929973E+001, 4.4154536E-001, 2.6076712E-001
 1.8521625E+002, 7.1523229E+001, 2.1406265E+001, 6.9428834E+001, 7.3968668E+001, 7.3164720E+001, 5.1043790E+001, 2.9450273E+001, 2.6175627E+001, 2.2990628E+001, 2.1951998E+001, 4.4454685E-001, 2.6086033E-001
 1.8542511E+002, 7.0885797E+001, 2.1427908E+001, 6.9146226E+001, 7.3715713E+001, 7.3146355E+001, 4.9636088E+001, 2.9688150E+001, 2.6151583E+001, 2.2993381E+001, 2.1968880E+001, 4.4426046E-001, 2.6060294E-001
 1.8560785E+002, 7.0471007E+001, 2.1441757E+001, 6.9691668E+001, 7.3512231E+001, 7.3109358E+001, 4.8626200E+001, 3.0030875E+001, 2.6129581E+001, 2.2985099E+001, 2.1994736E+001, 4.4493260E-001, 2.5959013E-001
 1.8581671E+002, 7.0260288E+001, 2.1461245E+001, 7.0763083E+001, 7.3305533E+001, 7.3061965E+001, 4.7994462E+001, 3.0492442E+001, 2.6118560E+001, 2.2988341E+001, 2.2028048E+001, 4.4830944E-001, 2.5927201E-001
 1.8602557E+002, 7.0122333E+001, 2.1463762E+001, 7.1962894E+001, 7.3041260E+001, 7.3008006E+001, 4.7734217E+001, 3.1092240E+001, 2.6076978E+001, 2.2947092E+001, 2.2035112E+001, 4.3911045E-001, 2.5819329E-001
 1.8621355E+002, 7.0050790E+001, 2.1468482E+001, 7.2788255E+001, 7.2737559E+001, 7.2959233E+001, 4.7859782E+001, 3.1750982E+001, 2.6029499E+001, 2.2902544E+001, 2.2058393E+001, 4.2887665E-001, 2.5431535E-001
 1.8641457E+002, 7.0140843E+001, 2.1496151E+001, 7.3209637E+001, 7.2412422E+001, 7.2932347E+001, 4.8340779E+001, 3.2496019E+001, 2.6013813E+001, 2.2895760E+001, 2.2075573E+001, 4.3277742E-001, 2.5395694E-001
 1.8661559E+002, 7.0295509E+001, 2.1523731E+001, 7.3289564E+001, 7.2131328E+001, 7.2921806E+001, 4.9137052E+001, 3.3318617E+001, 2.5994843E+001, 2.2886080E+001, 2.2022521E+001, 4.3708983E-001, 2.5603964E-001
 1.8680502E+002, 7.0416733E+001, 2.1540201E+001, 7.3123515E+001, 7.1952728E+001, 7.2906763E+001, 5.0145281E+001, 3.4146010E+001, 2.5958745E+001, 2.2861617E+001, 2.1980735E+001, 4.3518523E-001, 2.5579285E-001
 1.8701157E+002, 7.0565775E+001, 2.1552246E+001, 7.2806184E+001, 7.1856556E+001, 7.2882615E+001, 5.1300437E+001, 3.4946462E+001, 2.5915563E+001, 2.2825134E+001, 2.1946950E+001, 4.2971901E-001, 2.5373339E-001
 1.8721811E+002, 7.0958583E+001, 2.1577058E+001, 7.2389300E+001, 7.1794042E+001, 7.2850004E+001, 5.2635092E+001, 3.5757170E+001, 2.5888371E+001, 2.2811397E+001, 2.1919507E+001, 4.2921922E-001, 2.5391512E-001
 1.8742467E+002, 7.1600749E+001, 2.1607111E+001, 7.1956902E+001, 7.1760454E+001, 7.2777799E+001, 5.3979332E+001, 3.6482035E+001, 2.5879943E+001, 2.2809909E+001, 2.1897410E+001, 4.3320235E-001, 2.5472887E-001
 1.8760539E+002, 7.1406753E+001, 2.1627204E+001, 7.1601020E+001, 7.1773658E+001, 7.2643504E+001, 5.5138878E+001, 3.7011275E+001, 2.5881657E+001, 2.2793971E+001, 2.1881354E+001, 4.3510399E-001, 2.5444878E-001
 1.8781194E+002, 6.9440760E+001, 2.1637405E+001, 7.1359445E+001, 7.1860921E+001, 7.2452949E+001, 5.6121898E+001, 3.7328403E+001, 2.5882860E+001, 2.2765131E+001, 2.1862367E+001, 4.3142367E-001, 2.5470321E-001
 1.8801849E+002, 6.7270210E+001, 2.1650873E+001, 7.1247436E+001, 7.2056297E+001, 7.2238588E+001, 5.6950351E+001, 3.7413285E+001, 2.5899716E+001, 2.2739921E+001, 2.1852145E+001, 4.3004570E-001, 2.5436105E-001
 1.8822504E+002, 6.7344870E+001, 2.1657608E+001, 7.1247771E+001, 7.2365940E+001, 7.2071884E+001, 5.7523612E+001, 3.7206734E+001, 2.5921968E+001, 2.2703580E+001, 2.1843801E+001, 4.2559420E-001, 2.5359530E-001
 1.8840576E+002, 6.9164256E+001, 2.1674175E+001, 7.1273468E+001, 7.2746962E+001, 7.1991436E+001, 5.7834144E+001, 3.6757640E+001, 2.5926059E+001, 2.2688856E+001, 2.1846210E+001, 4.2548730E-001, 2.5290335E-001
 1.8861230E+002, 7.0751198E+001, 2.1686003E+001, 7.1284291E+001, 7.3186597E+001, 7.1977100E+001, 5.7929682E+001, 3.6084666E+001, 2.5790133E+001, 2.2677863E+001, 2.1848862E+001, 4.2599856E-001, 2.5147474E-001
 1.8881886E+002, 7.0877281E+001, 2.1687764E+001, 7.1291179E+001, 7.3674670E+001, 7.1987917E+001, 5.7829223E+001, 3.5203930E+001, 2.5625204E+001, 2.2661078E+001, 2.1839544E+001, 4.2413730E-001, 2.5099765E-001
 1.8902541E+002, 6.9978261E+001, 2.1684885E+001, 7.1315963E+001, 7.4126631E+001, 7.1956013E+001, 5.7528899E+001, 3.4249076E+001, 2.5478112E+001, 2.2647111E+001, 2.1820346E+001, 4.2154596E-001, 2.4941871E-001
 1.8920613E+002, 6.8969677E+001, 2.1671565E+001, 7.1396856E+001, 7.4463639E+001, 7.1829619E+001, 5.7056271E+001, 3.3364120E+001, 2.5340826E+001, 2.2623132E+001, 2.1788852E+001, 4.1568644E-001, 2.4816216E-001
 1.8941269E+002, 6.8131459E+001, 2.1668192E+001, 7.1564596E+001, 7.4656899E+001, 7.1544079E+001, 5.6369691E+001, 3.2555723E+001, 2.5220822E+001, 2.2611179E+001, 2.1764394E+001, 4.1206516E-001, 2.4710942E-001
 1.8961923E+002, 6.7682194E+001, 2.1673612E+001, 7.1801890E+001, 7.4658930E+001, 7.1024496E+001, 5.5432178E+001, 3.1831478E+001, 2.5121404E+001, 2.2627806E+001, 2.1751091E+001, 4.1509614E-001, 2.4768576E-001
 1.8982578E+002, 6.7892041E+001, 2.1684998E+001, 7.2070581E+001, 7.4422929E+001, 7.0280489E+001, 5.4343389E+001, 3.1242834E+001, 2.5040648E+001, 2.2657314E+001, 2.1745962E+001, 4.2051424E-001, 2.4815843E-001
 1.9001907E+002, 6.8294291E+001, 2.1682226E+001, 7.2361727E+001, 7.3982286E+001, 6.9464065E+001, 5.3227204E+001, 3.0779031E+001, 2.4958105E+001, 2.2670258E+001, 2.1731025E+001, 4.1912303E-001, 2.4692973E-001
 1.9022064E+002, 6.8403453E+001, 2.1672761E+001, 7.2681302E+001, 7.3418015E+001, 6.8732546E+001, 5.2240606E+001, 3.0432919E+001, 2.4880510E+001, 2.2674412E+001, 2.1716698E+001, 4.1348807E-001, 2.4567261E-001
 1.9040923E+002, 6.8421292E+001, 2.1643247E+001, 7.3057770E+001, 7.2799363E+001, 6.8179782E+001, 5.1446221E+001, 3.0165399E+001, 2.4791567E+001, 2.2641325E+001, 2.1692015E+001, 3.9852128E-001, 2.4356131E-001
 1.9061388E+002, 6.8690423E+001, 2.1645807E+001, 7.3518495E+001, 7.2199691E+001, 6.7885526E+001, 5.0918328E+001, 2.9976121E+001, 2.4757825E+001, 2.2659368E+001, 2.1692104E+001, 3.9692591E-001, 2.4375806E-001
 1.9081683E+002, 6.9137824E+001, 2.1700615E+001, 7.4062059E+001, 7.1658165E+001, 6.7865018E+001, 5.0688641E+001, 2.9866136E+001, 2.4802782E+001, 2.2746142E+001, 2.1724473E+001, 4.1515253E-001, 2.4840743E-001
 1.9101010E+002, 6.9433965E+001, 2.1710822E+001, 7.4545558E+001, 7.1260534E+001, 6.8036196E+001, 5.0734998E+001, 2.9822812E+001, 2.4826814E+001, 2.2768145E+001, 2.1736580E+001, 4.2057763E-001, 2.5161587E-001
 1.9120338E+002, 6.9568034E+001, 2.1713012E+001, 7.4898070E+001, 7.0961571E+001, 6.8270943E+001, 5.0942575E+001, 2.9838517E+001, 2.4850641E+001, 2.2767959E+001, 2.1753795E+001, 4.2075282E-001, 2.4830408E-001
 1.9142427E+002, 6.9661032E+001, 2.1703600E+001, 7.5040389E+001, 7.0735549E+001, 6.8496675E+001, 5.1256043E+001, 2.9933643E+001, 2.4857958E+001, 2.2746024E+001, 2.1755687E+001, 4.1155835E-001, 2.4287342E-001
 1.9161755E+002, 6.9811218E+001, 2.1667344E+001, 7.4938519E+001, 7.0588845E+001, 6.8643921E+001, 5.1582360E+001, 3.0116532E+001, 2.4810346E+001, 2.2706389E+001, 2.1744249E+001, 3.9693819E-001, 2.4127624E-001
 1.9181084E+002, 7.0010986E+001, 2.1667315E+001, 7.4683988E+001, 7.0512799E+001, 6.8689822E+001, 5.1810450E+001, 3.0371346E+001, 2.4769247E+001, 2.2724055E+001, 2.1768874E+001, 3.9803620E-001, 2.3989948E-001
 1.9200410E+002, 7.0240766E+001, 2.1663385E+001, 7.4382440E+001, 7.0490739E+001, 6.8666110E+001, 5.1908162E+001, 3.0689888E+001, 2.4728285E+001, 2.2744254E+001, 2.1789296E+001, 3.9893689E-001, 2.3913036E-001
 1.9222499E+002, 7.0475155E+001, 2.1635264E+001, 7.4102703E+001, 7.0512504E+001, 6.8601034E+001, 5.1828066E+001, 3.1085475E+001, 2.4677183E+001, 2.2751981E+001, 2.1794684E+001, 3.9260526E-001, 2.3800544E-001
 1.9241827E+002, 7.0649625E+001, 2.1610561E+001, 7.3921233E+001, 7.0565112E+001, 6.8544054E+001, 5.1591509E+001, 3.1539920E+001, 2.4660829E+001, 2.2799799E+001, 2.1799872E+001, 3.9268537E-001, 2.3848605E-001
 1.9261156E+002, 7.0667888E+001, 2.1591500E+001, 7.3850495E+001, 7.0633054E+001, 6.8497416E+001, 5.1310898E+001, 3.2006408E+001, 2.4676244E+001, 2.2872076E+001, 2.1795860E+001, 3.9757585E-001, 2.3956973E-001
 1.9280482E+002, 7.0496178E+001, 2.1568161E+001, 7.3851448E+001, 7.0714707E+001, 6.8408494E+001, 5.1142897E+001, 3.2502470E+001, 2.4697529E+001, 2.2941575E+001, 2.1778741E+001, 3.9851035E-001, 2.3987194E-001
 1.9301964E+002, 6.9998317E+001, 2.1542863E+001, 7.3877227E+001, 7.0821897E+001, 6.8208280E+001, 5.1257270E+001, 3.3094802E+001, 2.4739415E+001, 2.3034283E+001, 2.1761057E+001, 4.0164661E-001, 2.4102304E-001
 1.9321620E+002, 6.9095227E+001, 2.1513065E+001, 7.3864634E+001, 7.0952849E+001, 6.7883855E+001, 5.1701520E+001, 3.3723301E+001, 2.4789385E+001, 2.3133152E+001, 2.1747926E+001, 4.0305869E-001, 2.4067890E-001
 1.9341524E+002, 6.7830893E+001, 2.1468786E+001, 7.3784798E+001, 7.1104504E+001, 6.7477645E+001, 5.2384130E+001, 3.4371767E+001, 2.4828517E+001, 2.3211385E+001, 2.1719297E+001, 3.9681885E-001, 2.3942533E-001
 1.9360443E+002, 6.6798053E+001, 2.1418614E+001, 7.3640070E+001, 7.1269618E+001, 6.7056349E+001, 5.3201142E+001, 3.5058674E+001, 2.4872254E+001, 2.3295261E+001, 2.1693711E+001, 3.9064525E-001, 2.3830054E-001
 1.9382065E+002, 6.6801688E+001, 2.1389856E+001, 7.3433777E+001, 7.1448234E+001, 6.6673929E+001, 5.4066167E+001, 3.5789857E+001, 2.4946254E+001, 2.3388045E+001, 2.1688911E+001, 3.9121340E-001, 2.3674910E-001
 1.9400986E+002, 6.7540930E+001, 2.1360830E+001, 7.3186314E+001, 7.1638163E+001, 6.6399079E+001, 5.4888016E+001, 3.6511713E+001, 2.5028936E+001, 2.3487160E+001, 2.1674768E+001, 3.9244906E-001, 2.3734587E-001
 1.9422607E+002, 6.8101259E+001, 2.1331717E+001, 7.2927122E+001, 7.1813070E+001, 6.6265345E+001, 5.5666321E+001, 3.7189950E+001, 2.5114749E+001, 2.3582860E+001, 2.1666421E+001, 3.9428714E-001, 2.3885384E-001
 1.9441528E+002, 6.8177683E+001, 2.1319905E+001, 7.2698877E+001, 7.1908204E+001, 6.6271237E+001, 5.6451698E+001, 3.7792196E+001, 2.5218540E+001, 2.3689485E+001, 2.1676868E+001, 4.0021179E-001, 2.3918239E-001
 1.9460448E+002, 6.7965291E+001, 2.1301060E+001, 7.2552627E+001, 7.1877298E+001, 6.6399557E+001, 5.7246288E+001, 3.8247626E+001, 2.5307779E+001, 2.3763270E+001, 2.1676274E+001, 4.0123235E-001, 2.3951854E-001
 1.9482069E+002, 6.7716911E+001, 2.1274700E+001, 7.2501700E+001, 7.1716699E+001, 6.6634209E+001, 5.8173527E+001, 3.8578548E+001, 2.5382690E+001, 2.3803330E+001, 2.1668986E+001, 3.9467591E-001, 2.3850018E-001
 1.9500990E+002, 6.7587735E+001, 2.1259425E+001, 7.2591898E+001, 7.1470612E+001, 6.6925999E+001, 5.9107405E+001, 3.8725374E+001, 2.5459765E+001, 2.3842476E+001, 2.1667879E+001, 3.8898891E-001, 2.3591467E-001
 1.9522612E+002, 6.7583249E+001, 2.1257739E+001, 7.2809924E+001, 7.1193384E+001, 6.7238244E+001, 5.9870911E+001, 3.8676284E+001, 2.5549881E+001, 2.3883770E+001, 2.1666897E+001, 3.8967857E-001, 2.3604453E-001
 1.9541531E+002, 6.7650462E+001, 2.1259797E+001, 7.3032667E+001, 7.0923679E+001, 6.7520388E+001, 6.0223716E+001, 3.8436819E+001, 2.5630676E+001, 2.3912892E+001, 2.1667126E+001, 3.9076439E-001, 2.3736511E-001
 1.9560452E+002, 6.7831287E+001, 2.1276667E+001, 7.3155071E+001, 7.0694492E+001, 6.7711248E+001, 5.9989048E+001, 3.8052245E+001, 2.5705548E+001, 2.3944734E+001, 2.1679017E+001, 3.9587325E-001, 2.3738609E-001
 1.9582074E+002, 6.8122656E+001, 2.1292530E+001, 7.3174934E+001, 7.0481811E+001, 6.7802750E+001, 5.9102911E+001, 3.7512868E+001, 2.5754534E+001, 2.3948350E+001, 2.1681381E+001, 3.9773304E-001, 2.3711742E-001
 1.9600993E+002, 6.8403080E+001, 2.1296356E+001, 7.3128651E+001, 7.0288979E+001, 6.7744966E+001, 5.7713270E+001, 3.6879494E+001, 2.5754986E+001, 2.3923130E+001, 2.1668821E+001, 3.9260006E-001, 2.3664248E-001
 1.9621535E+002, 6.8674991E+001, 2.1318043E+001, 7.3069125E+001, 7.0139670E+001, 6.7514966E+001, 5.6128291E+001, 3.6206446E+001, 2.5745074E+001, 2.3918704E+001, 2.1671146E+001, 3.9454002E-001, 2.3613682E-001
 1.9642348E+002, 6.9007278E+001, 2.1345725E+001, 7.3017711E+001, 7.0008842E+001, 6.7111215E+001, 5.4559158E+001, 3.5470709E+001, 2.5702628E+001, 2.3900727E+001, 2.1664787E+001, 3.9393234E-001, 2.3590083E-001
 1.9660185E+002, 6.9521367E+001, 2.1365593E+001, 7.2990401E+001, 6.9905240E+001, 6.6653545E+001, 5.3409463E+001, 3.4788857E+001, 2.5636975E+001, 2.3876739E+001, 2.1657850E+001, 3.9118906E-001, 2.3581370E-001
 1.9680997E+002, 7.0311586E+001, 2.1393380E+001, 7.2980039E+001, 6.9827092E+001, 6.6223710E+001, 5.2635745E+001, 3.4122728E+001, 2.5578812E+001, 2.3874016E+001, 2.1658726E+001, 3.9306677E-001, 2.3609641E-001
 1.9701810E+002, 7.1116143E+001, 2.1435892E+001, 7.2966220E+001, 6.9777228E+001, 6.5933156E+001, 5.2179740E+001, 3.3443286E+001, 2.5539639E+001, 2.3899430E+001, 2.1663240E+001, 4.0206512E-001, 2.3773099E-001
 1.9722621E+002, 7.1438775E+001, 2.1457643E+001, 7.2929768E+001, 6.9764229E+001, 6.5916744E+001, 5.2015426E+001, 3.2794698E+001, 2.5477166E+001, 2.3874668E+001, 2.1653517E+001, 4.0181484E-001, 2.3827340E-001
 1.9740459E+002, 7.1316219E+001, 2.1444977E+001, 7.2869784E+001, 6.9780173E+001, 6.6152394E+001, 5.2011804E+001, 3.2206811E+001, 2.5379433E+001, 2.3773765E+001, 2.1624793E+001, 3.8636968E-001, 2.3543882E-001
 1.9761272E+002, 7.0928832E+001, 2.1471479E+001, 7.2791945E+001, 6.9819283E+001, 6.6597865E+001, 5.2081077E+001, 3.1640733E+001, 2.5331090E+001, 2.3752983E+001, 2.1619675E+001, 3.8599670E-001, 2.3222476E-001
 1.9782083E+002, 7.0441850E+001, 2.1488979E+001, 7.2698600E+001, 6.9882206E+001, 6.7200755E+001, 5.2165315E+001, 3.1057195E+001, 2.5274384E+001, 2.3726876E+001, 2.1605878E+001, 3.8500290E-001, 2.3121649E-001
 1.9801100E+002, 7.0164992E+001, 2.1500780E+001, 7.2599828E+001, 6.9955149E+001, 6.7719075E+001, 5.2168572E+001, 3.0521733E+001, 2.5221004E+001, 2.3701512E+001, 2.1593345E+001, 3.8370969E-001, 2.3048496E-001
 1.9822495E+002, 7.0179708E+001, 2.1522970E+001, 7.2485348E+001, 7.0036572E+001, 6.7987515E+001, 5.2031766E+001, 3.0014218E+001, 2.5182795E+001, 2.3697260E+001, 2.1585529E+001, 3.8734999E-001, 2.3146977E-001
 1.9841214E+002, 7.0439421E+001, 2.1547713E+001, 7.2352783E+001, 7.0121693E+001, 6.7901532E+001, 5.1738779E+001, 2.9550963E+001, 2.5148472E+001, 2.3697035E+001, 2.1580749E+001, 3.9291793E-001, 2.3449048E-001
 1.9862607E+002, 7.0875468E+001, 2.1567511E+001, 7.2215138E+001, 7.0205139E+001, 6.7475146E+001, 5.1281684E+001, 2.9138880E+001, 2.5099244E+001, 2.3684500E+001, 2.1575539E+001, 3.9237474E-001, 2.3422631E-001
 1.9881326E+002, 7.1320068E+001, 2.1578176E+001, 7.2147315E+001, 7.0290752E+001, 6.6924698E+001, 5.0738850E+001, 2.8800157E+001, 2.5038085E+001, 2.3662238E+001, 2.1561419E+001, 3.8697176E-001, 2.3213833E-001
 1.9900044E+002, 7.1531501E+001, 2.1586796E+001, 7.2185029E+001, 7.0381157E+001, 6.6542573E+001, 5.0236599E+001, 2.8583503E+001, 2.4985492E+001, 2.3648645E+001, 2.1552456E+001, 3.8449557E-001, 2.3203565E-001
 1.9922240E+002, 7.1212036E+001, 2.1598472E+001, 7.2269479E+001, 7.0514308E+001, 6.6460561E+001, 4.9793849E+001, 2.8474179E+001, 2.4937149E+001, 2.3649932E+001, 2.1548410E+001, 3.8491926E-001, 2.3274324E-001
 1.9942831E+002, 6.9636689E+001, 2.1610304E+001, 7.2376358E+001, 7.0675149E+001, 6.6755183E+001, 4.9500844E+001, 2.8495774E+001, 2.4892088E+001, 2.3647208E+001, 2.1544099E+001, 3.8564847E-001, 2.3261608E-001
 1.9961069E+002, 6.7764410E+001, 2.1611987E+001, 7.2504303E+001, 7.0846122E+001, 6.7244520E+001, 4.9426325E+001, 2.8642555E+001, 2.4846670E+001, 2.3641192E+001, 2.1539510E+001, 3.8245340E-001, 2.3177671E-001
 1.9980484E+002, 6.7412323E+001, 2.1609953E+001, 7.2709304E+001, 7.1046342E+001, 6.7812127E+001, 4.9527942E+001, 2.8930944E+001, 2.4809192E+001, 2.3645413E+001, 2.1537355E+001, 3.8167298E-001, 2.3139538E-001
 2.0003134E+002, 6.8637717E+001, 2.1601802E+001, 7.3043645E+001, 7.1292822E+001, 6.8403721E+001, 4.9819959E+001, 2.9415880E+001, 2.4776033E+001, 2.3663060E+001, 2.1538751E+001, 3.8203854E-001, 2.3073798E-001
 2.0020518E+002, 6.9902754E+001, 2.1593581E+001, 7.3437341E+001, 7.1539686E+001, 6.8868417E+001, 5.0254257E+001, 3.0016896E+001, 2.4755824E+001, 2.3687119E+001, 2.1545894E+001, 3.8304241E-001, 2.3124076E-001
 2.0040802E+002, 7.0295933E+001, 2.1586393E+001, 7.3847533E+001, 7.1761961E+001, 6.9195685E+001, 5.0822654E+001, 3.0699309E+001, 2.4742631E+001, 2.3706453E+001, 2.1554572E+001, 3.8219785E-001, 2.3183528E-001
 2.0061086E+002, 6.9844140E+001, 2.1568282E+001, 7.4271411E+001, 7.1937569E+001, 6.9432131E+001, 5.1568442E+001, 3.1509899E+001, 2.4736201E+001, 2.3719296E+001, 2.1560746E+001, 3.8226765E-001, 2.3247815E-001
 2.0081369E+002, 6.9541278E+001, 2.1552438E+001, 7.4596914E+001, 7.1980453E+001, 6.9555251E+001, 5.2339297E+001, 3.2329304E+001, 2.4751753E+001, 2.3749537E+001, 2.1574759E+001, 3.8720479E-001, 2.3284114E-001
 2.0101651E+002, 6.9411970E+001, 2.1532746E+001, 7.4705097E+001, 7.1858878E+001, 6.9580023E+001, 5.2976390E+001, 3.3081434E+001, 2.4761944E+001, 2.3758830E+001, 2.1585820E+001, 3.8805686E-001, 2.3342379E-001
 2.0121935E+002, 6.8749613E+001, 2.1495838E+001, 7.4484494E+001, 7.1611707E+001, 6.9520156E+001, 5.3367496E+001, 3.3724567E+001, 2.4751406E+001, 2.3719386E+001, 2.1582695E+001, 3.8166243E-001, 2.3243591E-001
 2.0142218E+002, 6.7288890E+001, 2.1462616E+001, 7.3896383E+001, 7.1323799E+001, 6.9379623E+001, 5.3489884E+001, 3.4230830E+001, 2.4742395E+001, 2.3680209E+001, 2.1582894E+001, 3.7409670E-001, 2.2939281E-001
 2.0162502E+002, 6.6291281E+001, 2.1447306E+001, 7.3027873E+001, 7.1096695E+001, 6.9168895E+001, 5.3422052E+001, 3.4606635E+001, 2.4751746E+001, 2.3668000E+001, 2.1594974E+001, 3.7346537E-001, 2.2947252E-001
 2.0182784E+002, 6.6810887E+001, 2.1446995E+001, 7.2116795E+001, 7.1006296E+001, 6.8883566E+001, 5.3253514E+001, 3.4858799E+001, 2.4787442E+001, 2.3676099E+001, 2.1616047E+001, 3.8237043E-001, 2.3350617E-001
 2.0200169E+002, 6.7649868E+001, 2.1442148E+001, 7.1446008E+001, 7.1049243E+001, 6.8552596E+001, 5.3038671E+001, 3.4966449E+001, 2.4807945E+001, 2.3661518E+001, 2.1631318E+001, 3.8466851E-001, 2.3405182E-001
 2.0220453E+002, 6.7744840E+001, 2.1444646E+001, 7.1037021E+001, 7.1190013E+001, 6.8227080E+001, 5.2795594E+001, 3.4961759E+001, 2.4831177E+001, 2.3646314E+001, 2.1646823E+001, 3.8732378E-001, 2.3422539E-001
 2.0240736E+002, 6.7412328E+001, 2.1433853E+001, 7.0824562E+001, 7.1411613E+001, 6.7975872E+001, 5.2487878E+001, 3.4838796E+001, 2.4837668E+001, 2.3598801E+001, 2.1647652E+001, 3.8418230E-001, 2.3442916E-001
 2.0261018E+002, 6.7430369E+001, 2.1424499E+001, 7.0710901E+001, 7.1672911E+001, 6.7896935E+001, 5.2092447E+001, 3.4607879E+001, 2.4837864E+001, 2.3550076E+001, 2.1650832E+001, 3.8039440E-001, 2.3261335E-001
 2.0281302E+002, 6.7965192E+001, 2.1428018E+001, 7.0545733E+001, 7.1901126E+001, 6.7982378E+001, 5.1584891E+001, 3.4297628E+001, 2.4853945E+001, 2.3525300E+001, 2.1651876E+001, 3.7879046E-001, 2.3077932E-001
 2.0302455E+002, 6.8589038E+001, 2.1417906E+001, 7.0229470E+001, 7.1955805E+001, 6.8096457E+001, 5.0975964E+001, 3.3931210E+001, 2.4856143E+001, 2.3484129E+001, 2.1636744E+001, 3.7234444E-001, 2.2963145E-001
 2.0321579E+002, 6.8964357E+001, 2.1427226E+001, 6.9847906E+001, 7.1688920E+001, 6.8012279E+001, 5.0373245E+001, 3.3548807E+001, 2.4838141E+001, 2.3466332E+001, 2.1629565E+001, 3.7232671E-001, 2.2825334E-001
 2.0340703E+002, 6.9028251E+001, 2.1449131E+001, 6.9702410E+001, 7.1080002E+001, 6.7581704E+001, 4.9941538E+001, 3.3198925E+001, 2.4769316E+001, 2.3472967E+001, 2.1622404E+001, 3.7582298E-001, 2.2817549E-001
 2.0361688E+002, 6.8617170E+001, 2.1465746E+001, 6.9891878E+001, 7.0211662E+001, 6.6810699E+001, 4.9731446E+001, 3.2859408E+001, 2.4691522E+001, 2.3478284E+001, 2.1606027E+001, 3.7745452E-001, 2.2967090E-001
 2.0381677E+002, 6.7519538E+001, 2.1480584E+001, 7.0243300E+001, 6.9617128E+001, 6.6141619E+001, 4.9768631E+001, 3.2571831E+001, 2.4618375E+001, 2.3477704E+001, 2.1585922E+001, 3.7732640E-001, 2.2919034E-001
