s,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 2.0401668E+002, 6.6238868E+001, 2.1494831E+001, 7.0586082E+001, 6.9683974E+001, 6.6124876E+001, 4.9952781E+001, 3.2339551E+001, 2.4542113E+001, 2.3466664E+001, 2.1556126E+001, 3.7406052E-001, 2.2742969E-001
 2.0421657E+002, 6.6070392E+001, 2.1511109E+001, 7.0845335E+001, 7.0239714E+001, 6.6954558E+001, 5.0162546E+001, 3.2156599E+001, 2.4479868E+001, 2.3465689E+001, 2.1525711E+001, 3.7272127E-001, 2.2675703E-001
 2.0441647E+002, 6.7508464E+001, 2.1526638E+001, 7.0939583E+001, 7.0430336E+001, 6.8269748E+001, 5.0316262E+001, 3.2010026E+001, 2.4432699E+001, 2.3471637E+001, 2.1496881E+001, 3.7382261E-001, 2.2697973E-001
 2.0461923E+002, 6.9400745E+001, 2.1549749E+001, 7.0858917E+001, 6.9495216E+001, 6.9421870E+001, 5.0421399E+001, 3.1880526E+001, 2.4396006E+001, 2.3483592E+001, 2.1473769E+001, 3.7552863E-001, 2.2690447E-001
 2.0480771E+002, 7.0303659E+001, 2.1560528E+001, 7.0602704E+001, 6.7983554E+001, 6.9935632E+001, 5.0564080E+001, 3.1737765E+001, 2.4355491E+001, 2.3474522E+001, 2.1446860E+001, 3.7258904E-001, 2.2548643E-001
 2.0502759E+002, 7.0145114E+001, 2.1567009E+001, 7.0147209E+001, 6.7012070E+001, 6.9729096E+001, 5.0870772E+001, 3.1557896E+001, 2.4317468E+001, 2.3459179E+001, 2.1423870E+001, 3.6705350E-001, 2.2411604E-001
 2.0520233E+002, 6.9700077E+001, 2.1582986E+001, 6.9595476E+001, 6.6867943E+001, 6.9086527E+001, 5.1359826E+001, 3.1348406E+001, 2.4301291E+001, 2.3460650E+001, 2.1415237E+001, 3.6703108E-001, 2.2441549E-001
 2.0540097E+002, 6.9237431E+001, 2.1609979E+001, 6.9174804E+001, 6.7155349E+001, 6.8352966E+001, 5.1927599E+001, 3.1109947E+001, 2.4307465E+001, 2.3473421E+001, 2.1419879E+001, 3.7311415E-001, 2.2602160E-001
 2.0560992E+002, 6.8469050E+001, 2.1626779E+001, 6.8949079E+001, 6.7728451E+001, 6.7546883E+001, 5.2560785E+001, 3.0772805E+001, 2.4298728E+001, 2.3457672E+001, 2.1426370E+001, 3.7250476E-001, 2.2617088E-001
 2.0580269E+002, 6.7558284E+001, 2.1617475E+001, 6.8987968E+001, 6.8491504E+001, 6.6979653E+001, 5.3058498E+001, 3.0397576E+001, 2.4267102E+001, 2.3407336E+001, 2.1426871E+001, 3.6122816E-001, 2.2342495E-001
 2.0602299E+002, 6.6789738E+001, 2.1621580E+001, 6.9237335E+001, 6.9343429E+001, 6.6819910E+001, 5.3486611E+001, 2.9977580E+001, 2.4260926E+001, 2.3372502E+001, 2.1446704E+001, 3.5985489E-001, 2.2268967E-001
 2.0621576E+002, 6.6382321E+001, 2.1630645E+001, 6.9621947E+001, 6.9955000E+001, 6.7121071E+001, 5.3910600E+001, 2.9531642E+001, 2.4256627E+001, 2.3334487E+001, 2.1477953E+001, 3.6027285E-001, 2.2082388E-001
 2.0642230E+002, 6.6237369E+001, 2.1639235E+001, 7.0036802E+001, 7.0184931E+001, 6.7687496E+001, 5.4440594E+001, 2.9109861E+001, 2.4252891E+001, 2.3315345E+001, 2.1507120E+001, 3.5929679E-001, 2.2030484E-001
 2.0660405E+002, 6.6170615E+001, 2.1644280E+001, 7.0389559E+001, 7.0147566E+001, 6.8277002E+001, 5.5067864E+001, 2.8718488E+001, 2.4253998E+001, 2.3296658E+001, 2.1536282E+001, 3.5801345E-001, 2.2028683E-001
 2.0681610E+002, 6.6092257E+001, 2.1651565E+001, 7.0598860E+001, 6.9906242E+001, 6.8722368E+001, 5.5605898E+001, 2.8362911E+001, 2.4260731E+001, 2.3256188E+001, 2.1572825E+001, 3.5815107E-001, 2.2067594E-001
 2.0702814E+002, 6.6042042E+001, 2.1672042E+001, 7.0656249E+001, 6.9488168E+001, 6.8972567E+001, 5.5780554E+001, 2.8032965E+001, 2.4276882E+001, 2.3212047E+001, 2.1619893E+001, 3.6096378E-001, 2.2146005E-001
 2.0720990E+002, 6.6075322E+001, 2.1678529E+001, 7.0629646E+001, 6.9085761E+001, 6.9040721E+001, 5.5375568E+001, 2.7791959E+001, 2.4283502E+001, 2.3158395E+001, 2.1656429E+001, 3.6131858E-001, 2.2240091E-001
 2.0742194E+002, 6.6065191E+001, 2.1690024E+001, 7.0620497E+001, 6.8799190E+001, 6.9037201E+001, 5.4364596E+001, 2.7635325E+001, 2.4301500E+001, 2.3120248E+001, 2.1691902E+001, 3.6403729E-001, 2.2197407E-001
 2.0760368E+002, 6.5838831E+001, 2.1692052E+001, 7.0674810E+001, 6.8658502E+001, 6.9017705E+001, 5.2887272E+001, 2.7568020E+001, 2.4311481E+001, 2.3068213E+001, 2.1716201E+001, 3.6356608E-001, 2.2057436E-001
 2.0781573E+002, 6.5573275E+001, 2.1685456E+001, 7.0793389E+001, 6.8638443E+001, 6.8978523E+001, 5.1169886E+001, 2.7609957E+001, 2.4308548E+001, 2.3000349E+001, 2.1732613E+001, 3.6043795E-001, 2.2028385E-001
 2.0802777E+002, 6.5626342E+001, 2.1678142E+001, 7.0909760E+001, 6.8693421E+001, 6.8866122E+001, 4.9386453E+001, 2.7784262E+001, 2.4298008E+001, 2.2925638E+001, 2.1745446E+001, 3.5621702E-001, 2.2041750E-001
 2.0822408E+002, 6.5952294E+001, 2.1688932E+001, 7.0963613E+001, 6.8795463E+001, 6.8629585E+001, 4.7934581E+001, 2.8089953E+001, 2.4304417E+001, 2.2880847E+001, 2.1759461E+001, 3.5844192E-001, 2.2030595E-001
 2.0841409E+002, 6.6162080E+001, 2.1700891E+001, 7.0911763E+001, 6.8933140E+001, 6.8247928E+001, 4.6876275E+001, 2.8486627E+001, 2.4307588E+001, 2.2841405E+001, 2.1765239E+001, 3.6004885E-001, 2.2056350E-001
 2.0860410E+002, 6.6206281E+001, 2.1700680E+001, 7.0740936E+001, 6.9099746E+001, 6.7693417E+001, 4.6029573E+001, 2.8980054E+001, 2.4296029E+001, 2.2795778E+001, 2.1763750E+001, 3.5890577E-001, 2.2055121E-001
 2.0882668E+002, 6.6207570E+001, 2.1703612E+001, 7.0450561E+001, 6.9258311E+001, 6.6952941E+001, 4.5236305E+001, 2.9612601E+001, 2.4285241E+001, 2.2761365E+001, 2.1762173E+001, 3.5988847E-001, 2.2032073E-001
 2.0900583E+002, 6.6234593E+001, 2.1705704E+001, 7.0123173E+001, 6.9335089E+001, 6.6188191E+001, 4.4497549E+001, 3.0321185E+001, 2.4277835E+001, 2.2737656E+001, 2.1754426E+001, 3.6054997E-001, 2.2039387E-001
 2.0921484E+002, 6.6273554E+001, 2.1683956E+001, 6.9791679E+001, 6.9300269E+001, 6.5567220E+001, 4.3904898E+001, 3.1041376E+001, 2.4252908E+001, 2.2696929E+001, 2.1734043E+001, 3.5220167E-001, 2.1921486E-001
 2.0942386E+002, 6.6308765E+001, 2.1680661E+001, 6.9421582E+001, 6.9148641E+001, 6.5096634E+001, 4.3512839E+001, 3.1836743E+001, 2.4258016E+001, 2.2691481E+001, 2.1719672E+001, 3.5186730E-001, 2.1801439E-001
 2.0960301E+002, 6.6329955E+001, 2.1687964E+001, 6.9079123E+001, 6.8891965E+001, 6.4839529E+001, 4.3438320E+001, 3.2540810E+001, 2.4281054E+001, 2.2710233E+001, 2.1708800E+001, 3.5489708E-001, 2.1796561E-001
 2.0981786E+002, 6.6335027E+001, 2.1685338E+001, 6.8790240E+001, 6.8491627E+001, 6.4718577E+001, 4.3628393E+001, 3.3185171E+001, 2.4308816E+001, 2.2728527E+001, 2.1695379E+001, 3.5559940E-001, 2.1818025E-001
 2.1000284E+002, 6.6319822E+001, 2.1676439E+001, 6.8647426E+001, 6.7970695E+001, 6.4716810E+001, 4.3975748E+001, 3.3713885E+001, 2.4351524E+001, 2.2759185E+001, 2.1678974E+001, 3.5673070E-001, 2.1781009E-001
 2.1021426E+002, 6.6286808E+001, 2.1666811E+001, 6.8728068E+001, 6.7443702E+001, 6.4877776E+001, 4.4381356E+001, 3.4082419E+001, 2.4405622E+001, 2.2797660E+001, 2.1660634E+001, 3.5699853E-001, 2.1684166E-001
 2.1040190E+002, 6.6249973E+001, 2.1642728E+001, 6.9010724E+001, 6.7075346E+001, 6.5217356E+001, 4.4784688E+001, 3.4298583E+001, 2.4458903E+001, 2.2816458E+001, 2.1635841E+001, 3.5174748E-001, 2.1612711E-001
 2.1060538E+002, 6.6221854E+001, 2.1627595E+001, 6.9411789E+001, 6.6924015E+001, 6.5642747E+001, 4.5143719E+001, 3.4385733E+001, 2.4535143E+001, 2.2854988E+001, 2.1621213E+001, 3.5014089E-001, 2.1549370E-001
 2.1080887E+002, 6.6206457E+001, 2.1625026E+001, 6.9808819E+001, 6.6842073E+001, 6.5939201E+001, 4.5425088E+001, 3.4387178E+001, 2.4636077E+001, 2.2917057E+001, 2.1611598E+001, 3.5314106E-001, 2.1552197E-001
 2.1101236E+002, 6.6208295E+001, 2.1611961E+001, 7.0053603E+001, 6.6664903E+001, 6.5833672E+001, 4.5607505E+001, 3.4351968E+001, 2.4734894E+001, 2.2951468E+001, 2.1596753E+001, 3.5230056E-001, 2.1595473E-001
 2.1121585E+002, 6.6228436E+001, 2.1603696E+001, 7.0050433E+001, 6.6407351E+001, 6.5233032E+001, 4.5831963E+001, 3.4351847E+001, 2.4841444E+001, 2.2979520E+001, 2.1592880E+001, 3.5424180E-001, 2.1600482E-001
 2.1141934E+002, 6.6257414E+001, 2.1599226E+001, 6.9746509E+001, 6.6216287E+001, 6.4364051E+001, 4.6335677E+001, 3.4422354E+001, 2.4951580E+001, 2.3005763E+001, 2.1591918E+001, 3.5805231E-001, 2.1716465E-001
 2.1162283E+002, 6.6240286E+001, 2.1573474E+001, 6.9103547E+001, 6.6185447E+001, 6.3676923E+001, 4.7216885E+001, 3.4559752E+001, 2.5042333E+001, 2.2994173E+001, 2.1579025E+001, 3.5500488E-001, 2.1675100E-001
 2.1182632E+002, 6.6089642E+001, 2.1535240E+001, 6.8153357E+001, 6.6280602E+001, 6.3497996E+001, 4.8300875E+001, 3.4753663E+001, 2.5111934E+001, 2.2963362E+001, 2.1564798E+001, 3.4610552E-001, 2.1330945E-001
 2.1200073E+002, 6.5923677E+001, 2.1517347E+001, 6.7142155E+001, 6.6386551E+001, 6.3750693E+001, 4.9231762E+001, 3.4973090E+001, 2.5185590E+001, 2.2958054E+001, 2.1559230E+001, 3.4524626E-001, 2.1210284E-001
 2.1220422E+002, 6.5919031E+001, 2.1490238E+001, 6.6212048E+001, 6.6417094E+001, 6.4202339E+001, 4.9923368E+001, 3.5194336E+001, 2.5247846E+001, 2.2942951E+001, 2.1543122E+001, 3.4325380E-001, 2.1196742E-001
 2.1242226E+002, 6.5963244E+001, 2.1472272E+001, 6.5488959E+001, 6.6316589E+001, 6.4753225E+001, 5.0454716E+001, 3.5423848E+001, 2.5302604E+001, 2.2929757E+001, 2.1540208E+001, 3.4213005E-001, 2.1155556E-001
 2.1261411E+002, 6.6204549E+001, 2.1461570E+001, 6.5192329E+001, 6.6092410E+001, 6.5271867E+001, 5.0831616E+001, 3.5611204E+001, 2.5349494E+001, 2.2938700E+001, 2.1543484E+001, 3.4429015E-001, 2.1132442E-001
 2.1280597E+002, 6.6264234E+001, 2.1451484E+001, 6.5297218E+001, 6.5816168E+001, 6.5671857E+001, 5.1058024E+001, 3.5710074E+001, 2.5379707E+001, 2.2945877E+001, 2.1546844E+001, 3.4626139E-001, 2.1151778E-001
 2.1301691E+002, 6.6114565E+001, 2.1437021E+001, 6.5699256E+001, 6.5518520E+001, 6.5953103E+001, 5.1129518E+001, 3.5693772E+001, 2.5384827E+001, 2.2935594E+001, 2.1549716E+001, 3.4400310E-001, 2.1178084E-001
 2.1321815E+002, 6.5818370E+001, 2.1416151E+001, 6.6195606E+001, 6.5267823E+001, 6.6045980E+001, 5.1005006E+001, 3.5530591E+001, 2.5363929E+001, 2.2911451E+001, 2.1549912E+001, 3.3885201E-001, 2.1081990E-001
 2.1341939E+002, 6.5451835E+001, 2.1409658E+001, 6.6631983E+001, 6.5079409E+001, 6.5943729E+001, 5.0764377E+001, 3.5208679E+001, 2.5351639E+001, 2.2915017E+001, 2.1557881E+001, 3.4170967E-001, 2.1051552E-001
 2.1362064E+002, 6.4938729E+001, 2.1412702E+001, 6.6919437E+001, 6.4925742E+001, 6.5724594E+001, 5.0632858E+001, 3.4719664E+001, 2.5340588E+001, 2.2931713E+001, 2.1570401E+001, 3.4907248E-001, 2.1291970E-001
 2.1382188E+002, 6.4310939E+001, 2.1402044E+001, 6.6997484E+001, 6.4767026E+001, 6.5585636E+001, 5.0824538E+001, 3.4060644E+001, 2.5299826E+001, 2.2918523E+001, 2.1574046E+001, 3.4871858E-001, 2.1357300E-001
 2.1402313E+002, 6.3919754E+001, 2.1381047E+001, 6.6843324E+001, 6.4590508E+001, 6.5441345E+001, 5.1293599E+001, 3.3262854E+001, 2.5233853E+001, 2.2883293E+001, 2.1570223E+001, 3.4209667E-001, 2.1155702E-001
 2.1420425E+002, 6.4569049E+001, 2.1376263E+001, 6.6540622E+001, 6.4424364E+001, 6.5297250E+001, 5.1658726E+001, 3.2446971E+001, 2.5181538E+001, 2.2880576E+001, 2.1573168E+001, 3.4072398E-001, 2.1050705E-001
 2.1442563E+002, 6.5239452E+001, 2.1376418E+001, 6.6186505E+001, 6.4266392E+001, 6.5164896E+001, 5.1436534E+001, 3.1568666E+001, 2.5128155E+001, 2.2887000E+001, 2.1578086E+001, 3.4086223E-001, 2.1090859E-001
 2.1461537E+002, 6.5540611E+001, 2.1379395E+001, 6.5953776E+001, 6.4128269E+001, 6.5062647E+001, 5.0336220E+001, 3.0730868E+001, 2.5080791E+001, 2.2904076E+001, 2.1586675E+001, 3.4309499E-001, 2.1154796E-001
 2.1481642E+002, 6.5629636E+001, 2.1380591E+001, 6.5929729E+001, 6.4000570E+001, 6.5022130E+001, 4.8622508E+001, 3.0033926E+001, 2.5039978E+001, 2.2921091E+001, 2.1593703E+001, 3.4424345E-001, 2.1159531E-001
 2.1501408E+002, 6.5612810E+001, 2.1375182E+001, 6.6079717E+001, 6.3860183E+001, 6.5025885E+001, 4.6723739E+001, 2.9462510E+001, 2.4999160E+001, 2.2930376E+001, 2.1596558E+001, 3.4242405E-001, 2.1094632E-001
 2.1521173E+002, 6.5481580E+001, 2.1364158E+001, 6.6307727E+001, 6.3710413E+001, 6.4968270E+001, 4.5094501E+001, 2.9049633E+001, 2.4960127E+001, 2.2941683E+001, 2.1595932E+001, 3.3957402E-001, 2.1051167E-001
 2.1541786E+002, 6.5265631E+001, 2.1354595E+001, 6.6489701E+001, 6.3555439E+001, 6.4766033E+001, 4.3883460E+001, 2.8792839E+001, 2.4926791E+001, 2.2955265E+001, 2.1598122E+001, 3.3707249E-001, 2.0973211E-001
 2.1560423E+002, 6.5010114E+001, 2.1352197E+001, 6.6556811E+001, 6.3395176E+001, 6.4434667E+001, 4.3052140E+001, 2.8678291E+001, 2.4907168E+001, 2.2979114E+001, 2.1605309E+001, 3.3696478E-001, 2.0971335E-001
 2.1581194E+002, 6.4750386E+001, 2.1353359E+001, 6.6535821E+001, 6.3237074E+001, 6.4170246E+001, 4.2501514E+001, 2.8676027E+001, 2.4889315E+001, 2.2996739E+001, 2.1614577E+001, 3.3524470E-001, 2.0877988E-001
 2.1600667E+002, 6.4516282E+001, 2.1353505E+001, 6.6511240E+001, 6.3124356E+001, 6.4088978E+001, 4.2178446E+001, 2.8753444E+001, 2.4877801E+001, 2.3011439E+001, 2.1621423E+001, 3.3471129E-001, 2.0876890E-001
 2.1620140E+002, 6.4315866E+001, 2.1379096E+001, 6.6523871E+001, 6.3084224E+001, 6.4105780E+001, 4.2087186E+001, 2.8892574E+001, 2.4895520E+001, 2.3057055E+001, 2.1646902E+001, 3.4543809E-001, 2.1076940E-001
 2.1642395E+002, 6.4136518E+001, 2.1390543E+001, 6.6548863E+001, 6.3128152E+001, 6.4201924E+001, 4.2252037E+001, 2.9070270E+001, 2.4886885E+001, 2.3068564E+001, 2.1659196E+001, 3.4823302E-001, 2.1223255E-001
 2.1661868E+002, 6.3993279E+001, 2.1386623E+001, 6.6504073E+001, 6.3273344E+001, 6.4317792E+001, 4.2682947E+001, 2.9260915E+001, 2.4849806E+001, 2.3043994E+001, 2.1657341E+001, 3.4146398E-001, 2.1004423E-001
 2.1681342E+002, 6.3888650E+001, 2.1394759E+001, 6.6325323E+001, 6.3499195E+001, 6.4412256E+001, 4.3331287E+001, 2.9463442E+001, 2.4813486E+001, 2.3018167E+001, 2.1654992E+001, 3.3669161E-001, 2.0817735E-001
 2.1701649E+002, 6.3804332E+001, 2.1402215E+001, 6.5991786E+001, 6.3768984E+001, 6.4482871E+001, 4.4185936E+001, 2.9696767E+001, 2.4763235E+001, 2.2975926E+001, 2.1647899E+001, 3.3088540E-001, 2.0725296E-001
 2.1720010E+002, 6.3735045E+001, 2.1420529E+001, 6.5547800E+001, 6.4018177E+001, 6.4532021E+001, 4.5174095E+001, 2.9964512E+001, 2.4714721E+001, 2.2937606E+001, 2.1645684E+001, 3.2963315E-001, 2.0601564E-001
 2.1741431E+002, 6.3686355E+001, 2.1446159E+001, 6.5058535E+001, 6.4216861E+001, 6.4578917E+001, 4.6255219E+001, 3.0275981E+001, 2.4665327E+001, 2.2905010E+001, 2.1639297E+001, 3.3195641E-001, 2.0624190E-001
 2.1762852E+002, 6.3657276E+001, 2.1481607E+001, 6.4569781E+001, 6.4373289E+001, 6.4645849E+001, 4.7431933E+001, 3.0641085E+001, 2.4607791E+001, 2.2871486E+001, 2.1633647E+001, 3.3854721E-001, 2.0832681E-001
 2.1781212E+002, 6.3651807E+001, 2.1504409E+001, 6.4209126E+001, 6.4486369E+001, 6.4729666E+001, 4.8475442E+001, 3.0970566E+001, 2.4528110E+001, 2.2811265E+001, 2.1617414E+001, 3.3936404E-001, 2.0808233E-001
 2.1802634E+002, 6.3791288E+001, 2.1515628E+001, 6.3998615E+001, 6.4570903E+001, 6.4845772E+001, 4.9427978E+001, 3.1246593E+001, 2.4425780E+001, 2.2731152E+001, 2.1586716E+001, 3.3504254E-001, 2.0717734E-001
 2.1820993E+002, 6.4319721E+001, 2.1526906E+001, 6.3965380E+001, 6.4602644E+001, 6.4993848E+001, 5.0265354E+001, 3.1432978E+001, 2.4316995E+001, 2.2659420E+001, 2.1554602E+001, 3.3351746E-001, 2.0667385E-001
 2.1842415E+002, 6.5418611E+001, 2.1528306E+001, 6.4122594E+001, 6.4557165E+001, 6.5153088E+001, 5.0949154E+001, 3.1478342E+001, 2.4189738E+001, 2.2582691E+001, 2.1521026E+001, 3.2843886E-001, 2.0570958E-001
 2.1860774E+002, 6.6784085E+001, 2.1530037E+001, 6.4424144E+001, 6.4446908E+001, 6.5290630E+001, 5.1466422E+001, 3.1372885E+001, 2.4072983E+001, 2.2515246E+001, 2.1484563E+001, 3.2838022E-001, 2.0501345E-001
 2.1881519E+002, 6.7871121E+001, 2.1523230E+001, 6.4839392E+001, 6.4294707E+001, 6.5367767E+001, 5.1767568E+001, 3.1108880E+001, 2.3964610E+001, 2.2452883E+001, 2.1441830E+001, 3.2962236E-001, 2.0529403E-001
 2.1900571E+002, 6.8442874E+001, 2.1518707E+001, 6.5396364E+001, 6.4138362E+001, 6.5364338E+001, 5.1849424E+001, 3.0732051E+001, 2.3868147E+001, 2.2401983E+001, 2.1406718E+001, 3.3220481E-001, 2.0589074E-001
 2.1922343E+002, 6.8460421E+001, 2.1513172E+001, 6.6228051E+001, 6.4007998E+001, 6.5274879E+001, 5.1705382E+001, 3.0277293E+001, 2.3778933E+001, 2.2348140E+001, 2.1370669E+001, 3.3458324E-001, 2.0541815E-001
 2.1941396E+002, 6.7902389E+001, 2.1489860E+001, 6.7285663E+001, 6.3945682E+001, 6.5127650E+001, 5.1340005E+001, 2.9818928E+001, 2.3685642E+001, 2.2273668E+001, 2.1324638E+001, 3.2865439E-001, 2.0449033E-001
 2.1961537E+002, 6.6861805E+001, 2.1472042E+001, 6.8328558E+001, 6.3980214E+001, 6.4965606E+001, 5.0816911E+001, 2.9434761E+001, 2.3614686E+001, 2.2218170E+001, 2.1291387E+001, 3.2552851E-001, 2.0434547E-001
 2.1980997E+002, 6.5365835E+001, 2.1463881E+001, 6.8948018E+001, 6.4120356E+001, 6.4797349E+001, 5.0167844E+001, 2.9124739E+001, 2.3566840E+001, 2.2181364E+001, 2.1265416E+001, 3.2671976E-001, 2.0387633E-001
 2.2000757E+002, 6.3711659E+001, 2.1458978E+001, 6.8583066E+001, 6.4344831E+001, 6.4642606E+001, 4.9500048E+001, 2.8916531E+001, 2.3533492E+001, 2.2153582E+001, 2.1244849E+001, 3.2680648E-001, 2.0395110E-001
 2.2022020E+002, 6.2294214E+001, 2.1463541E+001, 6.7388311E+001, 6.4621654E+001, 6.4492188E+001, 4.8861310E+001, 2.8798924E+001, 2.3515525E+001, 2.2142192E+001, 2.1232677E+001, 3.2777284E-001, 2.0409276E-001
 2.2042569E+002, 6.1382726E+001, 2.1462989E+001, 6.5953074E+001, 6.4884281E+001, 6.4345493E+001, 4.8354427E+001, 2.8767111E+001, 2.3503807E+001, 2.2133698E+001, 2.1221557E+001, 3.2756434E-001, 2.0410336E-001
 2.2060182E+002, 6.0987570E+001, 2.1463629E+001, 6.4824398E+001, 6.5081951E+001, 6.4207510E+001, 4.8051760E+001, 2.8798241E+001, 2.3498326E+001, 2.2133002E+001, 2.1216357E+001, 3.2674028E-001, 2.0283831E-001
 2.2080731E+002, 6.1174751E+001, 2.1468114E+001, 6.4333597E+001, 6.5198197E+001, 6.4079512E+001, 4.7952982E+001, 2.8876572E+001, 2.3495390E+001, 2.2142237E+001, 2.1213195E+001, 3.2413552E-001, 2.0122290E-001
 2.2101279E+002, 6.1666059E+001, 2.1471009E+001, 6.4724720E+001, 6.5145293E+001, 6.3975665E+001, 4.8074511E+001, 2.9002909E+001, 2.3492409E+001, 2.2159217E+001, 2.1212343E+001, 3.2082458E-001, 2.0118452E-001
 2.2121828E+002, 6.2002134E+001, 2.1490363E+001, 6.5749318E+001, 6.4763475E+001, 6.3924376E+001, 4.8407674E+001, 2.9164419E+001, 2.3507403E+001, 2.2205572E+001, 2.1227404E+001, 3.2347532E-001, 2.0165834E-001
 2.2142377E+002, 6.2106261E+001, 2.1514821E+001, 6.6709336E+001, 6.4053970E+001, 6.3934880E+001, 4.8916729E+001, 2.9349709E+001, 2.3530504E+001, 2.2265685E+001, 2.1248034E+001, 3.2663632E-001, 2.0179033E-001
 2.2162924E+002, 6.2040120E+001, 2.1527167E+001, 6.7240239E+001, 6.3398251E+001, 6.4002300E+001, 4.9553133E+001, 2.9555660E+001, 2.3547907E+001, 2.2315824E+001, 2.1266867E+001, 3.2626579E-001, 2.0233058E-001
 2.2180537E+002, 6.1849629E+001, 2.1536097E+001, 6.7414568E+001, 6.3279681E+001, 6.4087104E+001, 5.0187259E+001, 2.9760047E+001, 2.3564245E+001, 2.2369372E+001, 2.1291956E+001, 3.2563887E-001, 2.0223630E-001
 2.2201086E+002, 6.1562961E+001, 2.1534544E+001, 6.7377823E+001, 6.3764805E+001, 6.4147434E+001, 5.0795750E+001, 2.9966773E+001, 2.3570252E+001, 2.2412198E+001, 2.1315130E+001, 3.1992088E-001, 2.0012771E-001
 2.2221635E+002, 6.1279496E+001, 2.1541113E+001, 6.7178843E+001, 6.4648988E+001, 6.4145374E+001, 5.1386245E+001, 3.0207615E+001, 2.3593220E+001, 2.2477130E+001, 2.1347945E+001, 3.1918567E-001, 1.9949904E-001
 2.2242183E+002, 6.1091442E+001, 2.1555755E+001, 6.6890772E+001, 6.5550751E+001, 6.4047458E+001, 5.1836694E+001, 3.0466470E+001, 2.3628943E+001, 2.2553560E+001, 2.1388402E+001, 3.2159055E-001, 2.0042560E-001
 2.2262732E+002, 6.0994377E+001, 2.1564536E+001, 6.6606278E+001, 6.6255758E+001, 6.3870585E+001, 5.2088700E+001, 3.0742719E+001, 2.3663504E+001, 2.2624482E+001, 2.1429542E+001, 3.2230457E-001, 2.0068841E-001
 2.2280345E+002, 6.0998876E+001, 2.1561082E+001, 6.6389930E+001, 6.6639349E+001, 6.3681770E+001, 5.2131542E+001, 3.1020079E+001, 2.3687662E+001, 2.2668742E+001, 2.1462941E+001, 3.1888559E-001, 1.9959983E-001
 2.2300893E+002, 6.1084307E+001, 2.1561356E+001, 6.6203939E+001, 6.6704139E+001, 6.3520716E+001, 5.1995705E+001, 3.1333656E+001, 2.3719734E+001, 2.2715392E+001, 2.1496024E+001, 3.1625824E-001, 1.9815744E-001
 2.2321442E+002, 6.1240752E+001, 2.1563711E+001, 6.5995589E+001, 6.6485286E+001, 6.3417072E+001, 5.1688149E+001, 3.1723681E+001, 2.3765767E+001, 2.2774214E+001, 2.1530357E+001, 3.1629934E-001, 1.9837628E-001
 2.2341991E+002, 6.1441770E+001, 2.1573252E+001, 6.5767258E+001, 6.6114007E+001, 6.3398493E+001, 5.1240870E+001, 3.2168534E+001, 2.3822385E+001, 2.2841461E+001, 2.1566125E+001, 3.1916482E-001, 1.9968844E-001
 2.2362540E+002, 6.1672885E+001, 2.1587792E+001, 6.5554939E+001, 6.5746598E+001, 6.3458031E+001, 5.0695476E+001, 3.2663058E+001, 2.3879383E+001, 2.2899362E+001, 2.1602279E+001, 3.2084023E-001, 2.0003514E-001
 2.2380151E+002, 6.1918903E+001, 2.1593814E+001, 6.5416194E+001, 6.5484319E+001, 6.3571206E+001, 5.0124242E+001, 3.3164082E+001, 2.3930520E+001, 2.2936804E+001, 2.1625347E+001, 3.2179016E-001, 2.0084705E-001
 2.2400700E+002, 6.2213849E+001, 2.1595849E+001, 6.5350824E+001, 6.5300958E+001, 6.3714613E+001, 4.9487450E+001, 3.3680992E+001, 2.3979493E+001, 2.2966615E+001, 2.1638301E+001, 3.2161214E-001, 2.0066519E-001
 2.2421249E+002, 6.2599722E+001, 2.1596970E+001, 6.5328930E+001, 6.5140857E+001, 6.3879467E+001, 4.8744717E+001, 3.4225761E+001, 2.4029688E+001, 2.2993258E+001, 2.1643118E+001, 3.2027315E-001, 1.9987350E-001
 2.2441797E+002, 6.3055507E+001, 2.1599720E+001, 6.5300684E+001, 6.4964884E+001, 6.4035558E+001, 4.7974781E+001, 3.4726668E+001, 2.4080091E+001, 2.3009433E+001, 2.1634976E+001, 3.1965989E-001, 1.9949297E-001
 2.2462346E+002, 6.3560020E+001, 2.1605628E+001, 6.5221899E+001, 6.4744243E+001, 6.4155248E+001, 4.7218933E+001, 3.5147722E+001, 2.4130542E+001, 2.3020395E+001, 2.1618378E+001, 3.2104874E-001, 1.9963390E-001
 2.2482895E+002, 6.4078502E+001, 2.1612606E+001, 6.5086872E+001, 6.4487589E+001, 6.4207368E+001, 4.6515887E+001, 3.5455849E+001, 2.4178010E+001, 2.3027479E+001, 2.1595382E+001, 3.2241305E-001, 1.9995230E-001
 2.2500508E+002, 6.4533828E+001, 2.1618244E+001, 6.4928364E+001, 6.4243285E+001, 6.4171664E+001, 4.5930394E+001, 3.5624937E+001, 2.4211597E+001, 2.3024221E+001, 2.1566663E+001, 3.2115695E-001, 1.9989022E-001
 2.2521056E+002, 6.4920997E+001, 2.1615955E+001, 6.4753395E+001, 6.4021546E+001, 6.4037285E+001, 4.5419805E+001, 3.5676257E+001, 2.4234631E+001, 2.3006530E+001, 2.1530926E+001, 3.1973638E-001, 1.9944453E-001
