s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,s
 6.5312660E+001, 4.3355590E+002, 4.9737522E+002, 5.0591652E+002, 5.0105650E+002, 4.4223682E+002, 3.3976096E+002, 1.8629167E+002, 6.7508436E+001, 1.9003130E+002, 1.3451246E+002, 1.0331648E+002, 7.2019795E+001, 3.2726423E+001, 2.5876094E+001, 2.4260978E+001, 2.1495574E+001, 0.0000000E+000, 6.5272404E+001
 6.5413300E+001, 4.4797420E+002, 4.9705612E+002, 5.0802732E+002, 4.9070979E+002, 4.5458072E+002, 3.8405634E+002, 1.8760943E+002, 6.7785156E+001, 1.7460068E+002, 1.3643021E+002, 1.0411388E+002, 7.2021435E+001, 3.3031628E+001, 2.5933924E+001, 2.4204153E+001, 2.1467025E+001, 0.0000000E+000, 6.5373046E+001
 6.5513947E+001, 4.5394577E+002, 4.9994622E+002, 5.0108690E+002, 4.8273348E+002, 4.6418714E+002, 4.2568862E+002, 1.8671979E+002, 6.7846636E+001, 1.7480344E+002, 1.3868232E+002, 1.0503082E+002, 7.2015444E+001, 3.3350281E+001, 2.5996801E+001, 2.4164639E+001, 2.1480215E+001, 0.0000000E+000, 6.5473688E+001
 6.5614586E+001, 4.4765840E+002, 5.0216965E+002, 4.8980347E+002, 4.7531993E+002, 4.7103933E+002, 4.4733249E+002, 1.8184951E+002, 6.7690761E+001, 1.8305965E+002, 1.4107617E+002, 1.0589759E+002, 7.2088215E+001, 3.3688909E+001, 2.6035130E+001, 2.4105821E+001, 2.1505332E+001, 0.0000000E+000, 6.5574330E+001
 6.5715225E+001, 4.5100575E+002, 5.0059458E+002, 4.8115234E+002, 4.6961132E+002, 4.7515180E+002, 4.4777655E+002, 1.7135247E+002, 6.6245408E+001, 1.9128173E+002, 1.4315562E+002, 1.0665955E+002, 7.2270146E+001, 3.4120817E+001, 2.6062428E+001, 2.4027389E+001, 2.1529212E+001, 0.0000000E+000, 6.5674972E+001
 6.5815872E+001, 4.5994718E+002, 4.9654771E+002, 4.7642836E+002, 4.6650457E+002, 4.7314580E+002, 4.5656078E+002, 1.5773038E+002, 6.5526577E+001, 1.9654574E+002, 1.4463872E+002, 1.0744836E+002, 7.2599992E+001, 3.4639139E+001, 2.6109745E+001, 2.3952728E+001, 2.1556757E+001, 0.0000000E+000, 6.5775614E+001
 6.5916512E+001, 4.5455589E+002, 4.9519982E+002, 4.7372455E+002, 4.6420765E+002, 4.6440812E+002, 4.6688530E+002, 1.4343939E+002, 6.5646138E+001, 1.9441657E+002, 1.4548602E+002, 1.0835786E+002, 7.3122559E+001, 3.5218684E+001, 2.6139494E+001, 2.3857301E+001, 2.1565510E+001, 0.0000000E+000, 6.5876256E+001
 6.6017151E+001, 4.5342709E+002, 4.9755487E+002, 4.7301948E+002, 4.6228821E+002, 4.5436792E+002, 4.6558661E+002, 1.3104873E+002, 6.6085990E+001, 1.8893569E+002, 1.4574690E+002, 1.0932441E+002, 7.3906979E+001, 3.5884254E+001, 2.6215820E+001, 2.3829827E+001, 2.1629986E+001, 0.0000000E+000, 6.5976898E+001
 6.6117798E+001, 4.8567582E+002, 5.0195148E+002, 4.7414410E+002, 4.6153766E+002, 4.5189984E+002, 4.4542389E+002, 1.2122726E+002, 6.6285964E+001, 1.8649229E+002, 1.4564311E+002, 1.1019079E+002, 7.4981780E+001, 3.6617750E+001, 2.6287854E+001, 2.3792693E+001, 2.1671180E+001, 0.0000000E+000, 6.6077539E+001
 6.6218437E+001, 4.8625279E+002, 4.9872588E+002, 4.7450557E+002, 4.6200465E+002, 4.5593019E+002, 4.3077990E+002, 1.1411923E+002, 6.6374232E+001, 2.0356862E+002, 1.4550229E+002, 1.1094403E+002, 7.6383568E+001, 3.7405049E+001, 2.6359490E+001, 2.3747105E+001, 2.1688965E+001, 0.0000000E+000, 6.6178181E+001
 6.6319077E+001, 4.7831126E+002, 4.9005846E+002, 4.7351232E+002, 4.6326630E+002, 4.5707364E+002, 4.3797717E+002, 1.0963656E+002, 6.6046062E+001, 2.1966587E+002, 1.4560600E+002, 1.1177147E+002, 7.8080009E+001, 3.8194255E+001, 2.6455981E+001, 2.3720824E+001, 2.1699497E+001, 0.0000000E+000, 6.6278823E+001
 6.6419724E+001, 5.0043329E+002, 4.8018067E+002, 4.7183663E+002, 4.6414195E+002, 4.5242162E+002, 4.6585792E+002, 1.0711215E+002, 6.6018521E+001, 2.1114413E+002, 1.4602534E+002, 1.1298145E+002, 8.0035381E+001, 3.8931868E+001, 2.6517004E+001, 2.3673852E+001, 2.1695154E+001, 0.0000000E+000, 6.6379465E+001
 6.6500237E+001, 4.7712837E+002, 4.7685553E+002, 4.7081259E+002, 4.6401307E+002, 4.4920801E+002, 4.8365834E+002, 1.0627200E+002, 6.5774121E+001, 2.0151932E+002, 1.4662546E+002, 1.1442675E+002, 8.1841438E+001, 3.9502963E+001, 2.6606011E+001, 2.3654342E+001, 2.1683608E+001, 0.0000000E+000, 6.6470043E+001
 6.6600876E+001, 4.5904385E+002, 4.9124589E+002, 4.7068551E+002, 4.6335451E+002, 4.5097669E+002, 4.6206552E+002, 1.0641962E+002, 6.5066227E+001, 1.9202810E+002, 1.4733483E+002, 1.1595342E+002, 8.3519711E+001, 3.9928478E+001, 2.6710943E+001, 2.3654951E+001, 2.1675338E+001, 0.0000000E+000, 6.6560620E+001
 6.6701523E+001, 4.6335279E+002, 5.0630294E+002, 4.7033766E+002, 4.6278935E+002, 4.5031522E+002, 4.1075454E+002, 1.0834810E+002, 6.4564652E+001, 1.8556013E+002, 1.4808223E+002, 1.1724814E+002, 8.5071886E+001, 4.0227672E+001, 2.6817583E+001, 2.3657158E+001, 2.1663304E+001, 0.0000000E+000, 6.6661262E+001
 6.6802162E+001, 4.1869069E+002, 5.0433255E+002, 4.7142333E+002, 4.6245733E+002, 4.5217871E+002, 3.6571063E+002, 1.1070745E+002, 6.3752333E+001, 1.9065355E+002, 1.4862637E+002, 1.1786982E+002, 8.6055294E+001, 4.0278161E+001, 2.6917473E+001, 2.3675172E+001, 2.1652903E+001, 0.0000000E+000, 6.6761904E+001
 6.6902802E+001, 4.2295789E+002, 4.9766618E+002, 4.7386036E+002, 4.6185672E+002, 4.6727883E+002, 3.3660452E+002, 1.1533159E+002, 6.3373075E+001, 1.9908151E+002, 1.4884478E+002, 1.1813172E+002, 8.6340387E+001, 4.0089914E+001, 2.7027012E+001, 2.3712709E+001, 2.1638000E+001, 0.0000000E+000, 6.6862546E+001
 6.7003448E+001, 4.3075459E+002, 4.9416926E+002, 4.7591841E+002, 4.6074970E+002, 4.8230667E+002, 3.2929695E+002, 1.2296749E+002, 6.3511456E+001, 2.0007636E+002, 1.4865292E+002, 1.1846740E+002, 8.5868665E+001, 3.9681222E+001, 2.7125513E+001, 2.3746549E+001, 2.1607778E+001, 0.0000000E+000, 6.6963188E+001
 6.7104088E+001, 4.1265163E+002, 4.9305083E+002, 4.7716905E+002, 4.5926927E+002, 4.8917806E+002, 3.4027063E+002, 1.3380897E+002, 6.3950168E+001, 1.9215621E+002, 1.4816879E+002, 1.1886481E+002, 8.4646812E+001, 3.9028127E+001, 2.7217963E+001, 2.3793733E+001, 2.1571651E+001, 0.0000000E+000, 6.7063830E+001
 6.7204727E+001, 4.1217810E+002, 4.9159118E+002, 4.7826841E+002, 4.5824422E+002, 4.8576841E+002, 3.6206867E+002, 1.4673765E+002, 6.4014992E+001, 1.8343717E+002, 1.4754715E+002, 1.1898380E+002, 8.2823242E+001, 3.8244552E+001, 2.7307941E+001, 2.3848044E+001, 2.1549372E+001, 0.0000000E+000, 6.7164472E+001
 6.7305374E+001, 4.1624068E+002, 4.8905139E+002, 4.8008416E+002, 4.5804080E+002, 4.7253561E+002, 3.8644380E+002, 1.6063668E+002, 6.3917589E+001, 1.8031482E+002, 1.4692356E+002, 1.1857446E+002, 8.0543443E+001, 3.7401123E+001, 2.7364631E+001, 2.3876628E+001, 2.1524988E+001, 0.0000000E+000, 6.7265114E+001
 6.7406013E+001, 4.2865283E+002, 4.8586452E+002, 4.8219032E+002, 4.5861681E+002, 4.5358615E+002, 4.0555636E+002, 1.7309449E+002, 6.4240132E+001, 1.8143847E+002, 1.4632212E+002, 1.1770859E+002, 7.7980793E+001, 3.6574745E+001, 2.7445926E+001, 2.3912780E+001, 2.1523613E+001, 0.0000000E+000, 6.7365755E+001
 6.7506653E+001, 4.5021450E+002, 4.8239151E+002, 4.8355809E+002, 4.5951083E+002, 4.4283594E+002, 4.1045604E+002, 1.8005018E+002, 6.4499911E+001, 1.8250588E+002, 1.4585459E+002, 1.1663480E+002, 7.5352020E+001, 3.5819859E+001, 2.7480810E+001, 2.3909526E+001, 2.1526725E+001, 0.0000000E+000, 6.7466397E+001
 6.7607292E+001, 4.3018394E+002, 4.7917064E+002, 4.8344385E+002, 4.6017271E+002, 4.5468191E+002, 3.9536996E+002, 1.7933625E+002, 6.4960208E+001, 1.8130491E+002, 1.4559876E+002, 1.1539665E+002, 7.2837890E+001, 3.5153659E+001, 2.7497537E+001, 2.3876520E+001, 2.1529090E+001, 0.0000000E+000, 6.7567039E+001
 6.7707939E+001, 4.1031345E+002, 4.7710656E+002, 4.8161131E+002, 4.6037708E+002, 5.3018728E+002, 3.7495632E+002, 1.7149002E+002, 6.5810680E+001, 1.7903133E+002, 1.4555910E+002, 1.1396759E+002, 7.0619562E+001, 3.4607237E+001, 2.7487252E+001, 2.3813232E+001, 2.1525046E+001, 0.0000000E+000, 6.7667681E+001
 6.7808578E+001, 4.1325949E+002, 4.7615115E+002, 4.7891976E+002, 4.6015378E+002, 5.4752226E+002, 3.7579984E+002, 1.5973548E+002, 6.7147343E+001, 1.7740368E+002, 1.4568916E+002, 1.1241500E+002, 6.8817684E+001, 3.4182665E+001, 2.7449961E+001, 2.3715720E+001, 2.1495290E+001, 0.0000000E+000, 6.7768323E+001
 6.7909218E+001, 4.3437741E+002, 4.7535889E+002, 4.7633143E+002, 4.5940809E+002, 5.1610712E+002, 4.0407650E+002, 1.4647055E+002, 6.7635494E+001, 1.7660612E+002, 1.4575277E+002, 1.1090877E+002, 6.7461532E+001, 3.3845342E+001, 2.7411045E+001, 2.3632207E+001, 2.1474047E+001, 0.0000000E+000, 6.7868965E+001
 6.8009865E+001, 4.4405619E+002, 4.7396201E+002, 4.7390222E+002, 4.5830378E+002, 4.9260499E+002, 4.3440257E+002, 1.3401384E+002, 6.7753512E+001, 1.7575939E+002, 1.4555804E+002, 1.0974446E+002, 6.6591152E+001, 3.3631387E+001, 2.7418780E+001, 2.3602391E+001, 2.1477942E+001, 0.0000000E+000, 6.7969607E+001
 6.8110504E+001, 4.3892939E+002, 4.7367047E+002, 4.7142784E+002, 4.5722194E+002, 5.0665197E+002, 4.3789835E+002, 1.2379469E+002, 6.7584898E+001, 1.7516251E+002, 1.4509244E+002, 1.0919692E+002, 6.6208250E+001, 3.3554754E+001, 2.7435812E+001, 2.3609896E+001, 2.1483677E+001, 0.0000000E+000, 6.8070249E+001
 6.8211143E+001, 4.5679358E+002, 4.7549622E+002, 4.7016955E+002, 4.5869533E+002, 5.0192158E+002, 4.3550544E+002, 1.1714652E+002, 6.7530489E+001, 1.7772996E+002, 1.4462103E+002, 1.0938550E+002, 6.6198242E+001, 3.3559936E+001, 2.7447674E+001, 2.3661947E+001, 2.1502061E+001, 0.0000000E+000, 6.8170890E+001
 6.8311790E+001, 4.6203648E+002, 4.7909504E+002, 4.7275389E+002, 4.6632579E+002, 4.7393930E+002, 4.5140341E+002, 1.1434163E+002, 6.7417710E+001, 1.8502959E+002, 1.4477895E+002, 1.1037289E+002, 6.6632537E+001, 3.3647920E+001, 2.7469399E+001, 2.3761879E+001, 2.1542754E+001, 0.0000000E+000, 6.8271532E+001
 6.8412430E+001, 4.5262941E+002, 4.8575095E+002, 4.7986215E+002, 4.7418361E+002, 4.6109950E+002, 4.7505045E+002, 1.1436929E+002, 6.7311359E+001, 1.9218159E+002, 1.4618339E+002, 1.1215651E+002, 6.7468258E+001, 3.3857171E+001, 2.7472951E+001, 2.3889717E+001, 2.1594246E+001, 0.0000000E+000, 6.8372174E+001
 6.8513069E+001, 4.6525181E+002, 4.9352081E+002, 4.8942693E+002, 4.7570622E+002, 4.6367792E+002, 4.8247698E+002, 1.1606463E+002, 6.7773293E+001, 1.9496999E+002, 1.4913229E+002, 1.1475393E+002, 6.8769779E+001, 3.4221021E+001, 2.7506193E+001, 2.4053798E+001, 2.1650721E+001, 0.0000000E+000, 6.8472816E+001
 6.8613716E+001, 4.7456847E+002, 5.0365637E+002, 4.9739229E+002, 4.7424648E+002, 4.7398751E+002, 4.5954957E+002, 1.1810464E+002, 6.8175060E+001, 1.9398626E+002, 1.5365498E+002, 1.1831951E+002, 7.0649236E+001, 3.4793868E+001, 2.7548268E+001, 2.4215339E+001, 2.1687448E+001, 0.0000000E+000, 6.8573458E+001
 6.8714355E+001, 4.6187749E+002, 5.1168303E+002, 4.9784947E+002, 4.7250636E+002, 4.8283414E+002, 4.2948066E+002, 1.2098845E+002, 6.8798463E+001, 1.9243831E+002, 1.5922615E+002, 1.2278970E+002, 7.3098611E+001, 3.5542187E+001, 2.7608775E+001, 2.4386327E+001, 2.1707942E+001, 0.0000000E+000, 6.8674100E+001
 6.8814995E+001, 4.3964690E+002, 5.1014906E+002, 4.9123414E+002, 4.7099558E+002, 4.8489829E+002, 4.1204545E+002, 1.2375278E+002, 6.9050681E+001, 2.0040305E+002, 1.6462538E+002, 1.2755550E+002, 7.6161996E+001, 3.6451878E+001, 2.7652084E+001, 2.4547353E+001, 2.1706837E+001, 0.0000000E+000, 6.8774742E+001
 6.8915642E+001, 4.2906395E+002, 5.0142585E+002, 4.8248444E+002, 4.6927624E+002, 4.8957924E+002, 3.9549462E+002, 1.2577934E+002, 6.8645389E+001, 2.1491370E+002, 1.6875090E+002, 1.3156632E+002, 7.9770154E+001, 3.7548273E+001, 2.7720945E+001, 2.4706338E+001, 2.1683656E+001, 0.0000000E+000, 6.8875384E+001
 6.9016281E+001, 4.3363630E+002, 4.9086807E+002, 4.7487482E+002, 4.6700856E+002, 5.0786842E+002, 3.7264641E+002, 1.2887250E+002, 6.8716855E+001, 2.1160376E+002, 1.7122949E+002, 1.3411850E+002, 8.3726830E+001, 3.8787206E+001, 2.7827965E+001, 2.4871996E+001, 2.1641495E+001, 0.0000000E+000, 6.8976025E+001
 6.9116920E+001, 4.4690494E+002, 4.8032502E+002, 4.6984473E+002, 4.6476993E+002, 5.3218919E+002, 3.6251614E+002, 1.3213395E+002, 6.9089395E+001, 2.0192275E+002, 1.7231413E+002, 1.3588464E+002, 8.7708491E+001, 4.0078910E+001, 2.7936309E+001, 2.5029833E+001, 2.1593957E+001, 0.0000000E+000, 6.9076667E+001
 6.9217567E+001, 4.4668004E+002, 4.7045082E+002, 4.6707458E+002, 4.6256403E+002, 5.3749690E+002, 3.8120158E+002, 1.3486710E+002, 6.9037079E+001, 1.9895158E+002, 1.7234306E+002, 1.3799430E+002, 9.1426477E+001, 4.1343732E+001, 2.8029357E+001, 2.5163233E+001, 2.1541987E+001, 0.0000000E+000, 6.9177309E+001
 6.9318207E+001, 4.3274839E+002, 4.6520845E+002, 4.6576319E+002, 4.6094003E+002, 5.1901397E+002, 4.1291043E+002, 1.3717845E+002, 6.9229465E+001, 2.0150367E+002, 1.7172269E+002, 1.4045833E+002, 9.4617996E+001, 4.2509614E+001, 2.8168143E+001, 2.5331300E+001, 2.1527023E+001, 0.0000000E+000, 6.9277951E+001
 6.9418846E+001, 4.3294525E+002, 4.6978591E+002, 4.6493732E+002, 4.6051611E+002, 5.0972039E+002, 4.4405782E+002, 1.3872533E+002, 6.9466866E+001, 2.0736118E+002, 1.7087968E+002, 1.4231928E+002, 9.7154025E+001, 4.3514330E+001, 2.8262941E+001, 2.5448083E+001, 2.1511834E+001, 0.0000000E+000, 6.9378593E+001
 6.9519493E+001, 4.3028761E+002, 4.8310938E+002, 4.6454633E+002, 4.6112237E+002, 5.1394528E+002, 4.6655594E+002, 1.3983045E+002, 7.0013772E+001, 2.1156205E+002, 1.7005101E+002, 1.4305347E+002, 9.8826137E+001, 4.4217222E+001, 2.8344916E+001, 2.5561600E+001, 2.1520134E+001, 0.0000000E+000, 6.9479235E+001
 6.9600006E+001, 4.2649091E+002, 4.9362634E+002, 4.6508116E+002, 4.6203559E+002, 5.1167916E+002, 4.7261672E+002, 1.3981051E+002, 7.0611911E+001, 2.1143516E+002, 1.6933462E+002, 1.4308746E+002, 9.9586360E+001, 4.4597402E+001, 2.8451768E+001, 2.5701666E+001, 2.1561563E+001, 0.0000000E+000, 6.9569812E+001
 6.9700645E+001, 4.3348824E+002, 4.9756870E+002, 4.6721983E+002, 4.6244065E+002, 5.0383987E+002, 4.6599016E+002, 1.3925592E+002, 7.1319999E+001, 2.1197381E+002, 1.6871030E+002, 1.4285610E+002, 9.9670059E+001, 4.4663278E+001, 2.8505883E+001, 2.5806212E+001, 2.1595363E+001, 0.0000000E+000, 6.9660390E+001
 6.9801292E+001, 4.4772405E+002, 5.0153173E+002, 4.7229025E+002, 4.6317186E+002, 5.0022150E+002, 4.5394303E+002, 1.3833732E+002, 7.2983392E+001, 2.1843950E+002, 1.6796904E+002, 1.4229588E+002, 9.9188190E+001, 4.4463044E+001, 2.8559510E+001, 2.5919929E+001, 2.1635907E+001, 0.0000000E+000, 6.9761032E+001
 6.9901932E+001, 4.3711979E+002, 5.0350536E+002, 4.7690428E+002, 4.6486375E+002, 4.9469022E+002, 4.3803782E+002, 1.3654638E+002, 7.4826367E+001, 2.2634333E+002, 1.6719836E+002, 1.4147599E+002, 9.8329032E+001, 4.4004216E+001, 2.8593477E+001, 2.6032861E+001, 2.1685904E+001, 0.0000000E+000, 6.9861674E+001
 7.0002571E+001, 4.3012442E+002, 4.9755694E+002, 4.7761421E+002, 4.6615946E+002, 4.9151193E+002, 4.1647220E+002, 1.3378161E+002, 7.6017887E+001, 2.2671701E+002, 1.6635563E+002, 1.4072519E+002, 9.7285561E+001, 4.3381281E+001, 2.8616219E+001, 2.6149227E+001, 2.1761157E+001, 0.0000000E+000, 6.9962316E+001
 7.0103218E+001, 4.3210511E+002, 4.8678743E+002, 4.7678034E+002, 4.6703927E+002, 5.1240268E+002, 3.9764759E+002, 1.3136124E+002, 7.5061052E+001, 2.2192952E+002, 1.6547378E+002, 1.4020080E+002, 9.6152435E+001, 4.2596690E+001, 2.8663491E+001, 2.6294130E+001, 2.1882850E+001, 0.0000000E+000, 7.0062958E+001
 7.0203857E+001, 4.3178864E+002, 4.7739946E+002, 4.7800837E+002, 4.6848615E+002, 6.2261701E+002, 3.7923416E+002, 1.2926037E+002, 7.4621556E+001, 2.2041767E+002, 1.6458903E+002, 1.3967551E+002, 9.4883330E+001, 4.1673496E+001, 2.8687060E+001, 2.6439155E+001, 2.2041085E+001, 0.0000000E+000, 7.0163600E+001
 7.0304497E+001, 4.2802781E+002, 4.7551868E+002, 4.8108032E+002, 4.6892513E+002, 6.1572230E+002, 3.6223900E+002, 1.2823875E+002, 7.4906291E+001, 2.2288625E+002, 1.6375381E+002, 1.3882249E+002, 9.3410752E+001, 4.0714745E+001, 2.8722132E+001, 2.6587198E+001, 2.2223839E+001, 0.0000000E+000, 7.0264241E+001
 7.0405144E+001, 4.2577770E+002, 4.8055081E+002, 4.8190592E+002, 4.6972102E+002, 5.8049570E+002, 3.4976538E+002, 1.2739544E+002, 7.5212745E+001, 2.2492949E+002, 1.6295778E+002, 1.3732947E+002, 9.1642278E+001, 3.9715213E+001, 2.8754272E+001, 2.6741758E+001, 2.2416594E+001, 0.0000000E+000, 7.0364883E+001
 7.0505783E+001, 4.3704450E+002, 4.8853897E+002, 4.8270026E+002, 4.7876575E+002, 5.4908317E+002, 3.4606829E+002, 1.2659551E+002, 7.5134336E+001, 2.2350275E+002, 1.6219670E+002, 1.3508230E+002, 8.9619609E+001, 3.8764268E+001, 2.8806011E+001, 2.6914361E+001, 2.2606930E+001, 0.0000000E+000, 7.0465525E+001
 7.0606422E+001, 4.4536030E+002, 4.9528109E+002, 4.8613348E+002, 4.8912427E+002, 5.2233718E+002, 3.5142971E+002, 1.2674354E+002, 7.5176558E+001, 2.1894004E+002, 1.6151624E+002, 1.3212302E+002, 8.7496336E+001, 3.7932764E+001, 2.8850347E+001, 2.7053498E+001, 2.2747091E+001, 0.0000000E+000, 7.0566167E+001
 7.0707069E+001, 4.4102799E+002, 5.0065855E+002, 4.8368783E+002, 4.9068772E+002, 5.2392651E+002, 3.5126798E+002, 1.2620919E+002, 7.4192330E+001, 2.1336162E+002, 1.6090919E+002, 1.2860652E+002, 8.5322387E+001, 3.7164974E+001, 2.8859863E+001, 2.7144509E+001, 2.2821242E+001, 0.0000000E+000, 7.0666809E+001
 7.0807709E+001, 4.4379243E+002, 5.0493282E+002, 4.7873791E+002, 4.8740973E+002, 5.0089738E+002, 3.3195183E+002, 1.2636996E+002, 7.4382352E+001, 2.0880773E+002, 1.6049867E+002, 1.2515576E+002, 8.3292488E+001, 3.6546152E+001, 2.8861147E+001, 2.7186619E+001, 2.2841861E+001, 0.0000000E+000, 7.0767451E+001
 7.0908348E+001, 4.4596381E+002, 5.1496172E+002, 4.7835467E+002, 4.8502308E+002, 4.8062777E+002, 2.9820195E+002, 1.2654386E+002, 7.4484565E+001, 2.0750682E+002, 1.6059505E+002, 1.2260857E+002, 8.1507435E+001, 3.6046709E+001, 2.8873469E+001, 2.7224544E+001, 2.2856153E+001, 0.0000000E+000, 7.0868093E+001
 7.1008995E+001, 4.3764464E+002, 5.2810768E+002, 4.8231799E+002, 4.8535467E+002, 5.1875635E+002, 2.6383432E+002, 1.2727710E+002, 7.3611830E+001, 2.1070771E+002, 1.6136946E+002, 1.2171095E+002, 8.0045870E+001, 3.5669737E+001, 2.8885672E+001, 2.7224349E+001, 2.2850733E+001, 0.0000000E+000, 7.0968735E+001
 7.1109634E+001, 4.6216323E+002, 5.3077212E+002, 4.8653618E+002, 4.8704457E+002, 5.4987992E+002, 2.3042928E+002, 1.2802034E+002, 7.2257012E+001, 2.1239042E+002, 1.6299913E+002, 1.2266280E+002, 7.8896749E+001, 3.5375615E+001, 2.8875485E+001, 2.7167567E+001, 2.2817469E+001, 0.0000000E+000, 7.1069376E+001
 7.1210274E+001, 5.0666625E+002, 5.3088559E+002, 4.9071279E+002, 4.9352711E+002, 5.2757481E+002, 1.9959221E+002, 1.2879409E+002, 7.1378506E+001, 2.0940801E+002, 1.6563958E+002, 1.2507933E+002, 7.8042724E+001, 3.5130224E+001, 2.8883010E+001, 2.7122012E+001, 2.2801324E+001, 0.0000000E+000, 7.1170018E+001
 7.1310921E+001, 4.9013211E+002, 5.3164393E+002, 4.9577795E+002, 5.0479590E+002, 5.0903361E+002, 1.8485494E+002, 1.3016113E+002, 7.1098897E+001, 2.0548570E+002, 1.6947627E+002, 1.2814855E+002, 7.7474429E+001, 3.4934723E+001, 2.8899093E+001, 2.7062420E+001, 2.2771503E+001, 0.0000000E+000, 7.1270660E+001
 7.1411560E+001, 4.8495020E+002, 5.3290313E+002, 4.9547047E+002, 5.2419282E+002, 4.7900021E+002, 1.9144350E+002, 1.3224495E+002, 7.0832131E+001, 2.0594079E+002, 1.7411060E+002, 1.3094218E+002, 7.7136879E+001, 3.4772596E+001, 2.8912921E+001, 2.6996830E+001, 2.2742348E+001, 0.0000000E+000, 7.1371302E+001
 7.1512199E+001, 4.8927459E+002, 5.1645768E+002, 4.9182157E+002, 5.4632892E+002, 4.6360561E+002, 2.1134478E+002, 1.3474780E+002, 7.0511878E+001, 2.2240182E+002, 1.7833563E+002, 1.3261156E+002, 7.6996807E+001, 3.4658171E+001, 2.8967724E+001, 2.6964103E+001, 2.2704484E+001, 0.0000000E+000, 7.1471944E+001
 7.1612839E+001, 4.8276958E+002, 4.9955053E+002, 4.9243002E+002, 5.5169386E+002, 4.8269443E+002, 2.3776482E+002, 1.3879759E+002, 7.0826057E+001, 2.3533149E+002, 1.8086166E+002, 1.3277334E+002, 7.7047395E+001, 3.4571883E+001, 2.9027632E+001, 2.6944435E+001, 2.2634269E+001, 0.0000000E+000, 7.1572586E+001
 7.1713486E+001, 4.6840991E+002, 4.9771139E+002, 5.0013365E+002, 5.5411339E+002, 5.1657766E+002, 2.6330220E+002, 1.4375271E+002, 7.1440906E+001, 2.4163068E+002, 1.8186462E+002, 1.3158317E+002, 7.7245844E+001, 3.4500440E+001, 2.9087215E+001, 2.6933800E+001, 2.2500520E+001, 0.0000000E+000, 7.1673228E+001
 7.1814125E+001, 4.7889133E+002, 5.0376019E+002, 5.2084914E+002, 5.7906744E+002, 5.3375861E+002, 2.7957385E+002, 1.4990507E+002, 7.2382161E+001, 2.5576799E+002, 1.8192734E+002, 1.2954117E+002, 7.7601153E+001, 3.4475303E+001, 2.9141278E+001, 2.6896013E+001, 2.2273282E+001, 0.0000000E+000, 7.1773870E+001
 7.1914764E+001, 4.8591977E+002, 5.1474234E+002, 5.4805848E+002, 5.7707787E+002, 5.2699023E+002, 2.8513477E+002, 1.5657464E+002, 7.3441141E+001, 2.4583474E+002, 1.8118356E+002, 1.2722019E+002, 7.8069117E+001, 3.4442974E+001, 2.9204721E+001, 2.6877322E+001, 2.2002887E+001, 0.0000000E+000, 7.1874511E+001
 7.2015411E+001, 4.6907144E+002, 5.4220893E+002, 5.5727371E+002, 5.5179239E+002, 4.9928202E+002, 2.8281585E+002, 1.6280553E+002, 7.4824833E+001, 2.4003115E+002, 1.7967098E+002, 1.2511013E+002, 7.8680640E+001, 3.4444271E+001, 2.9293531E+001, 2.6899663E+001, 2.1763767E+001, 0.0000000E+000, 7.1975153E+001
 7.2116051E+001, 4.8309959E+002, 5.7785010E+002, 5.5585580E+002, 5.4044611E+002, 4.7773929E+002, 2.7514253E+002, 1.6753498E+002, 7.6747324E+001, 2.3439973E+002, 1.7774110E+002, 1.2356166E+002, 7.9441262E+001, 3.4464663E+001, 2.9375468E+001, 2.6922838E+001, 2.1582048E+001, 0.0000000E+000, 7.2075795E+001
 7.2216690E+001, 5.0023558E+002, 5.6286729E+002, 5.7400693E+002, 5.3440282E+002, 4.6693268E+002, 2.6660460E+002, 1.6899057E+002, 7.8109188E+001, 2.2809570E+002, 1.7595731E+002, 1.2290056E+002, 8.0396111E+001, 3.4534229E+001, 2.9462002E+001, 2.6967729E+001, 2.1499571E+001, 0.0000000E+000, 7.2176437E+001
 7.2317337E+001, 5.0100402E+002, 5.9662269E+002, 6.0519538E+002, 5.0676500E+002, 4.5718221E+002, 2.6608553E+002, 1.6764036E+002, 7.9889913E+001, 2.2625500E+002, 1.7495114E+002, 1.2335663E+002, 8.1583011E+001, 3.4654468E+001, 2.9544298E+001, 2.7030440E+001, 2.1538875E+001, 0.0000000E+000, 7.2277079E+001
 7.2417976E+001, 5.0525677E+002, 6.5369283E+002, 6.4411665E+002, 4.9520322E+002, 4.4997372E+002, 2.7625651E+002, 1.6514242E+002, 8.2130033E+001, 2.2715948E+002, 1.7489014E+002, 1.2502367E+002, 8.3025125E+001, 3.4814870E+001, 2.9603642E+001, 2.7109301E+001, 2.1720228E+001, 0.0000000E+000, 7.2377721E+001
 7.2518616E+001, 5.3575895E+002, 7.3717592E+002, 7.1092220E+002, 4.9783223E+002, 4.4700844E+002, 2.9123870E+002, 1.6128361E+002, 8.3572126E+001, 2.2822900E+002, 1.7479371E+002, 1.2790667E+002, 8.4750094E+001, 3.5060556E+001, 2.9663803E+001, 2.7202059E+001, 2.2004326E+001, 0.0000000E+000, 7.2478363E+001
