s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg
 4.3400509E+002, 1.5223892E-001, 1.5382402E-001, 1.3502204E-004, 3.2714106E-002, 2.1343795E+002, 2.0112282E+002, 5.9531655E+000, 1.1990091E+003, 8.2801784E-002, 8.2801784E-002, 8.2801784E-002, 8.2801784E-002, 8.2801784E-002, 1.0868225E-001
 4.3500136E+002, 1.5372798E-001, 1.5393695E-001, 1.3138693E-004, 3.1843904E-002, 2.1438548E+002, 2.0127902E+002, 2.8122042E+000, 1.1718403E+003, 7.3813963E-002, 7.3813963E-002, 7.3813963E-002, 7.3813963E-002, 7.3813963E-002, 1.0901805E-001
 4.3600410E+002, 1.5396222E-001, 1.5353680E-001, 1.3081495E-004, 3.1707086E-002, 2.1936737E+002, 2.0503610E+002, 5.4589890E+000, 1.2373063E+003, 8.4218628E-002, 8.4218628E-002, 8.4218628E-002, 8.4218628E-002, 8.4218628E-002, 1.0935972E-001
 4.3700318E+002, 1.5449618E-001, 1.5325968E-001, 1.2951155E-004, 3.1395039E-002, 2.2112865E+002, 2.0166873E+002, 2.3033530E+001, 1.2635014E+003, 9.0612200E-002, 9.0612200E-002, 9.0612200E-002, 9.0612200E-002, 9.0612200E-002, 1.0970429E-001
 4.3800060E+002, 1.5500574E-001, 1.5317166E-001, 1.2826780E-004, 3.1097292E-002, 2.1906182E+002, 2.0527684E+002, 3.8170935E+000, 1.1492731E+003, 8.6462511E-002, 8.6462511E-002, 8.6462511E-002, 8.6462511E-002, 8.6462511E-002, 1.1002251E-001
 4.3900672E+002, 1.5487275E-001, 1.5252587E-001, 1.2859205E-004, 3.1174983E-002, 2.1823044E+002, 2.0547405E+002,-6.7940339E-001, 1.1458010E+003, 9.0650335E-002, 9.0650335E-002, 9.0650335E-002, 9.0650335E-002, 9.0650335E-002, 1.1035837E-001
 4.4000603E+002, 1.5377696E-001, 1.5205057E-001, 1.3126686E-004, 3.1815288E-002, 2.2506475E+002, 2.0459535E+002, 9.2517549E+000, 1.2730831E+003, 9.0858846E-002, 9.0858846E-002, 9.0858846E-002, 9.0858846E-002, 9.0858846E-002, 1.1070739E-001
 4.4100994E+002, 1.5346786E-001, 1.5106665E-001, 1.3202148E-004, 3.1995970E-002, 2.2463681E+002, 2.0629998E+002, 1.5175840E+001, 1.1601615E+003, 1.1769517E-001, 1.1769517E-001, 1.1769517E-001, 1.1769517E-001, 1.1769517E-001, 1.1103901E-001
 4.4201049E+002, 1.5410921E-001, 1.5104075E-001, 1.3045598E-004, 3.1621197E-002, 2.2183716E+002, 2.0690052E+002,-3.5075644E+000, 1.1162833E+003, 7.7312003E-002, 7.7312003E-002, 7.7312003E-002, 7.7312003E-002, 7.7312003E-002, 1.1135871E-001
 4.4300496E+002, 1.5317035E-001, 1.5133453E-001, 1.3274783E-004, 3.2169796E-002, 2.2650186E+002, 2.0811370E+002, 1.9808281E+000, 1.1509572E+003, 6.5374263E-002, 6.5374263E-002, 6.5374263E-002, 6.5374263E-002, 6.5374263E-002, 1.1169844E-001
 4.4400118E+002, 1.5323157E-001, 1.5079486E-001, 1.3259823E-004, 3.2134106E-002, 2.2362521E+002, 2.0522787E+002, 7.7343991E+000, 1.2215274E+003, 9.6930428E-002, 9.6930428E-002, 9.6930428E-002, 9.6930428E-002, 9.6930428E-002, 1.1203889E-001
 4.4500970E+002, 1.5176361E-001, 1.5082680E-001, 1.3618173E-004, 3.2991955E-002, 2.2867275E+002, 2.0452822E+002,-1.8982045E+000, 1.1559139E+003, 8.8174370E-002, 8.8174370E-002, 8.8174370E-002, 8.8174370E-002, 8.8174370E-002, 1.1236576E-001
 4.4601099E+002, 1.5222750E-001, 1.5135843E-001, 1.3504939E-004, 3.2720859E-002, 2.2904534E+002, 2.0551153E+002, 1.6647116E+001, 1.2324518E+003, 1.2220434E-001, 1.2220434E-001, 1.2220434E-001, 1.2220434E-001, 1.2220434E-001, 1.1271813E-001
 4.4700194E+002, 1.5184626E-001, 1.5119089E-001, 1.3597992E-004, 3.2943611E-002, 2.2641287E+002, 2.0525408E+002, 1.7198667E+000, 1.1922875E+003, 1.0538840E-001, 1.0538840E-001, 1.0538840E-001, 1.0538840E-001, 1.0538840E-001, 1.1303810E-001
 4.4800038E+002, 1.5076363E-001, 1.5089083E-001, 1.3862302E-004, 3.3576310E-002, 2.2480434E+002, 2.0814408E+002, 4.1944414E+000, 1.2293538E+003, 8.1667111E-002, 8.1667111E-002, 8.1667111E-002, 8.1667111E-002, 8.1667111E-002, 1.1337361E-001
 4.4900728E+002, 1.5109077E-001, 1.5051517E-001, 1.3782432E-004, 3.3385178E-002, 2.2165370E+002, 2.1223114E+002, 4.6691384E+000, 1.1310601E+003, 8.6439252E-002, 8.6439252E-002, 8.6439252E-002, 8.6439252E-002, 8.6439252E-002, 1.1370735E-001
 4.5001016E+002, 1.5107389E-001, 1.5036177E-001, 1.3786546E-004, 3.3395086E-002, 2.2149291E+002, 2.1093668E+002, 8.9240098E+000, 1.2415431E+003, 8.9922945E-002, 8.9922945E-002, 8.9922945E-002, 8.9922945E-002, 8.9922945E-002, 1.1404657E-001
 4.5100767E+002, 1.5046043E-001, 1.5053630E-001, 1.3936354E-004, 3.3753629E-002, 2.2339792E+002, 2.0775623E+002,-3.9966975E+000, 1.0972212E+003, 6.8613825E-002, 6.8613825E-002, 6.8613825E-002, 6.8613825E-002, 6.8613825E-002, 1.1437005E-001
 4.5200473E+002, 1.4965377E-001, 1.5055926E-001, 1.4133272E-004, 3.4225029E-002, 2.2414615E+002, 2.1005960E+002, 2.8807332E+000, 1.2076593E+003, 7.8094440E-002, 7.8094440E-002, 7.8094440E-002, 7.8094440E-002, 7.8094440E-002, 1.1471828E-001
 4.5300447E+002, 1.4923829E-001, 1.5006297E-001, 1.4234638E-004, 3.4467777E-002, 2.2765740E+002, 2.0763958E+002, 3.2295714E+000, 1.1742883E+003, 8.6580736E-002, 8.6580736E-002, 8.6580736E-002, 8.6580736E-002, 8.6580736E-002, 1.1505047E-001
 4.5400491E+002, 1.4833153E-001, 1.4936519E-001, 1.4455976E-004, 3.4997635E-002, 2.3508454E+002, 2.0700323E+002, 1.1058669E+001, 1.2471123E+003, 6.2611045E-002, 6.2611045E-002, 6.2611045E-002, 6.2611045E-002, 6.2611045E-002, 1.1539342E-001
 4.5500527E+002, 1.4605212E-001, 1.4861748E-001, 1.5012411E-004, 3.6329599E-002, 2.4800596E+002, 2.0658454E+002, 3.7046391E+000, 1.1403087E+003, 7.9410321E-002, 7.9410321E-002, 7.9410321E-002, 7.9410321E-002, 7.9410321E-002, 1.1571796E-001
 4.5600137E+002, 1.4529691E-001, 1.4803922E-001, 1.5196862E-004, 3.6771031E-002, 2.4720921E+002, 2.0995228E+002, 9.4884541E+000, 1.1827964E+003, 7.2229187E-002, 7.2229187E-002, 7.2229187E-002, 7.2229187E-002, 7.2229187E-002, 1.1605390E-001
 4.5701215E+002, 1.4439865E-001, 1.4738543E-001, 1.5416135E-004, 3.7295815E-002, 2.5177719E+002, 2.0855133E+002,-8.2529944E-001, 1.1449862E+003, 7.9465329E-002, 7.9465329E-002, 7.9465329E-002, 7.9465329E-002, 7.9465329E-002, 1.1638389E-001
 4.5800423E+002, 1.4395869E-001, 1.4661665E-001, 1.5523541E-004, 3.7552920E-002, 2.5152739E+002, 2.0926484E+002, 1.1381675E+001, 1.2162246E+003, 8.5988630E-002, 8.5988630E-002, 8.5988630E-002, 8.5988630E-002, 8.5988630E-002, 1.1672870E-001
 4.5900747E+002, 1.4404647E-001, 1.4614495E-001, 1.5502138E-004, 3.7501621E-002, 2.4575641E+002, 2.1084987E+002, 4.9849416E+000, 1.2269943E+003, 8.5937809E-002, 8.5937809E-002, 8.5937809E-002, 8.5937809E-002, 8.5937809E-002, 1.1705988E-001
 4.6000148E+002, 1.4469150E-001, 1.4583108E-001, 1.5344624E-004, 3.7124681E-002, 2.4203546E+002, 2.1281541E+002, 1.0353234E+001, 1.2372714E+003, 9.7835138E-002, 9.7835138E-002, 9.7835138E-002, 9.7835138E-002, 9.7835138E-002, 1.1739732E-001
 4.6100178E+002, 1.4388749E-001, 1.4603461E-001, 1.5540856E-004, 3.7594465E-002, 2.5062590E+002, 2.1416846E+002, 5.9227716E+000, 1.1912131E+003, 9.2516480E-002, 9.2516480E-002, 9.2516480E-002, 9.2516480E-002, 9.2516480E-002, 1.1772597E-001
 4.6200308E+002, 1.4691090E-001, 1.4611813E-001, 1.4802790E-004, 3.5827729E-002, 2.3704541E+002, 2.1375256E+002,-4.7827014E+000, 1.1104372E+003, 8.4468678E-002, 8.4468678E-002, 8.4468678E-002, 8.4468678E-002, 8.4468678E-002, 1.1805447E-001
 4.6300059E+002, 1.4452647E-001, 1.4610618E-001, 1.5384927E-004, 3.7221170E-002, 2.3853885E+002, 2.1301894E+002, 4.8435080E+000, 1.2123740E+003, 9.8332579E-002, 9.8332579E-002, 9.8332579E-002, 9.8332579E-002, 9.8332579E-002, 1.1839849E-001
 4.6400939E+002, 1.4661167E-001, 1.4552327E-001, 1.4875882E-004, 3.6002708E-002, 2.2543743E+002, 2.0928729E+002, 3.0850608E+000, 1.2118906E+003, 9.7999636E-002, 9.7999636E-002, 9.7999636E-002, 9.7999636E-002, 9.7999636E-002, 1.1873490E-001
 4.6500175E+002, 1.4595423E-001, 1.4488409E-001, 1.5036319E-004, 3.6386760E-002, 2.3010763E+002, 2.1201923E+002, 1.4564768E+001, 1.3533219E+003, 9.3946043E-002, 9.3946043E-002, 9.3946043E-002, 9.3946043E-002, 9.3946043E-002, 1.1908463E-001
 4.6601086E+002, 1.4361018E-001, 1.4489273E-001, 1.5608602E-004, 3.7756623E-002, 2.4220935E+002, 2.1851792E+002, 1.2624135E+001, 1.1158847E+003, 1.2125284E-001, 1.2125284E-001, 1.2125284E-001, 1.2125284E-001, 1.2125284E-001, 1.1940796E-001
 4.6700173E+002, 1.4315108E-001, 1.4527365E-001, 1.5720701E-004, 3.8024969E-002, 2.4302268E+002, 2.2127367E+002,-3.4862355E+000, 1.1558189E+003, 6.4105852E-002, 6.4105852E-002, 6.4105852E-002, 6.4105852E-002, 6.4105852E-002, 1.1973424E-001
 4.6800599E+002, 1.4360419E-001, 1.4645101E-001, 1.5610109E-004, 3.7760221E-002, 2.3949889E+002, 2.2127525E+002,-8.0261891E-001, 1.1656896E+003, 7.5977234E-002, 7.5977234E-002, 7.5977234E-002, 7.5977234E-002, 7.5977234E-002, 1.2007642E-001
 4.6900282E+002, 1.4254231E-001, 1.4884711E-001, 1.5869357E-004, 3.8380791E-002, 2.4113828E+002, 2.1965359E+002, 9.7725288E+000, 1.2656639E+003, 8.8574772E-002, 8.8574772E-002, 8.8574772E-002, 8.8574772E-002, 8.8574772E-002, 1.2042241E-001
 4.7000897E+002, 1.4386529E-001, 1.5018025E-001, 1.5546359E-004, 3.7607575E-002, 2.3595173E+002, 2.2044800E+002, 2.3946638E+000, 1.1361898E+003, 9.4325187E-002, 9.4325187E-002, 9.4325187E-002, 9.4325187E-002, 9.4325187E-002, 1.2074777E-001
 4.7100200E+002, 1.4448084E-001, 1.5028610E-001, 1.5396096E-004, 3.7247944E-002, 2.3468505E+002, 2.2132610E+002, 5.4583259E-001, 1.1741595E+003, 7.5673956E-002, 7.5673956E-002, 7.5673956E-002, 7.5673956E-002, 7.5673956E-002, 1.2108539E-001
 4.7200629E+002, 1.4616320E-001, 1.4995765E-001, 1.4985357E-004, 3.6264739E-002, 2.2861549E+002, 2.2113278E+002, 1.1965730E+001, 1.2376383E+003, 7.6612602E-002, 7.6612602E-002, 7.6612602E-002, 7.6612602E-002, 7.6612602E-002, 1.2143110E-001
 4.7300163E+002, 1.4659013E-001, 1.4947557E-001, 1.4881105E-004, 3.6015208E-002, 2.3084975E+002, 2.2010307E+002, 9.3164173E+000, 1.2349493E+003, 7.3965826E-002, 7.3965826E-002, 7.3965826E-002, 7.3965826E-002, 7.3965826E-002, 1.2175934E-001
 4.7400266E+002, 1.4560952E-001, 1.4891584E-001, 1.5120506E-004, 3.6588264E-002, 2.2728590E+002, 2.2234557E+002, 7.2520761E+000, 1.1757943E+003, 7.8315249E-002, 7.8315249E-002, 7.8315249E-002, 7.8315249E-002, 7.8315249E-002, 1.2208531E-001
 4.7500198E+002, 1.4315748E-001, 1.4884394E-001, 1.5719131E-004, 3.8021132E-002, 2.3461656E+002, 2.2008077E+002,-2.9777579E+000, 1.1448856E+003, 8.2448587E-002, 8.2448587E-002, 8.2448587E-002, 8.2448587E-002, 8.2448587E-002, 1.2241583E-001
 4.7600235E+002, 1.4394653E-001, 1.4904152E-001, 1.5526483E-004, 3.7560030E-002, 2.3354426E+002, 2.1995860E+002,-5.2678527E+000, 1.1393829E+003, 7.8250635E-002, 7.8250635E-002, 7.8250635E-002, 7.8250635E-002, 7.8250635E-002, 1.2275550E-001
 4.7700367E+002, 1.4417007E-001, 1.4917563E-001, 1.5471890E-004, 3.7429405E-002, 2.2985319E+002, 2.2547979E+002, 4.7276670E+000, 1.2236505E+003, 7.1306854E-002, 7.1306854E-002, 7.1306854E-002, 7.1306854E-002, 7.1306854E-002, 1.2310734E-001
 4.7800257E+002, 1.4132734E-001, 1.4909192E-001, 1.6165858E-004, 3.9090621E-002, 2.3232706E+002, 2.2503386E+002, 1.2260505E+001, 1.2622281E+003, 7.9925160E-002, 7.9925160E-002, 7.9925160E-002, 7.9925160E-002, 7.9925160E-002, 1.2344929E-001
 4.7901040E+002, 1.4068600E-001, 1.4938936E-001, 1.6322385E-004, 3.9465381E-002, 2.2823106E+002, 2.2157181E+002, 3.1675947E+000, 1.1777110E+003, 7.2156632E-002, 7.2156632E-002, 7.2156632E-002, 7.2156632E-002, 7.2156632E-002, 1.2377838E-001
 4.8000936E+002, 1.4272969E-001, 1.4919135E-001, 1.5823510E-004, 3.8271151E-002, 2.2613058E+002, 2.2308261E+002,-3.8916573E+000, 1.1209979E+003, 5.3508426E-002, 5.3508426E-002, 5.3508426E-002, 5.3508426E-002, 5.3508426E-002, 1.2411366E-001
 4.8101063E+002, 1.4265474E-001, 1.4877988E-001, 1.5841821E-004, 3.8314948E-002, 2.2310818E+002, 2.2163914E+002,-1.7940967E+000, 1.1557199E+003, 6.8337770E-002, 6.8337770E-002, 6.8337770E-002, 6.8337770E-002, 6.8337770E-002, 1.2445635E-001
 4.8200500E+002, 1.4131721E-001, 1.4840403E-001, 1.6168340E-004, 3.9096558E-002, 2.2081941E+002, 2.2652121E+002, 1.1039186E+001, 1.2649279E+003, 7.6867320E-002, 7.6867320E-002, 7.6867320E-002, 7.6867320E-002, 7.6867320E-002, 1.2480589E-001
 4.8300923E+002, 1.4092484E-001, 1.4792447E-001, 1.6264127E-004, 3.9325817E-002, 2.1933063E+002, 2.2898281E+002, 2.0363987E+000, 1.1682326E+003, 6.5616183E-002, 6.5616183E-002, 6.5616183E-002, 6.5616183E-002, 6.5616183E-002, 1.2513439E-001
 4.8400696E+002, 1.3948560E-001, 1.4765514E-001, 1.6615486E-004, 4.0166853E-002, 2.2390797E+002, 2.3097203E+002, 1.1527057E+001, 1.2561363E+003, 7.0163507E-002, 7.0163507E-002, 7.0163507E-002, 7.0163507E-002, 7.0163507E-002, 1.2548014E-001
 4.8501084E+002, 1.3928842E-001, 1.4754126E-001, 1.6663635E-004, 4.0282080E-002, 2.2427245E+002, 2.2816279E+002,-1.3369744E+000, 1.1645680E+003, 6.7129194E-002, 6.7129194E-002, 6.7129194E-002, 6.7129194E-002, 6.7129194E-002, 1.2580671E-001
 4.8600739E+002, 1.3916032E-001, 1.4742590E-001, 1.6694924E-004, 4.0356958E-002, 2.2119660E+002, 2.2968445E+002,-5.8839816E+000, 1.1335376E+003, 5.1726038E-002, 5.1726038E-002, 5.1726038E-002, 5.1726038E-002, 5.1726038E-002, 1.2615072E-001
 4.8700027E+002, 1.4141672E-001, 1.4687049E-001, 1.6144045E-004, 3.9038385E-002, 2.1729496E+002, 2.3506879E+002,-1.3632604E-001, 1.1571945E+003, 5.0113299E-002, 5.0113299E-002, 5.0113299E-002, 5.0113299E-002, 5.0113299E-002, 1.2649435E-001
 4.8800092E+002, 1.4138334E-001, 1.4669800E-001, 1.6152194E-004, 3.9057881E-002, 2.1955989E+002, 2.3248889E+002, 4.9204354E+000, 1.1842272E+003, 6.2861390E-002, 6.2861390E-002, 6.2861390E-002, 6.2861390E-002, 6.2861390E-002, 1.2682973E-001
 4.8900897E+002, 1.4093912E-001, 1.4646016E-001, 1.6260627E-004, 3.9317440E-002, 2.2245158E+002, 2.3039495E+002,-7.8374134E-001, 1.1531082E+003, 5.1120041E-002, 5.1120041E-002, 5.1120041E-002, 5.1120041E-002, 5.1120041E-002, 1.2716632E-001
 4.9000315E+002, 1.4200426E-001, 1.4549826E-001, 1.6000637E-004, 3.8695057E-002, 2.2357642E+002, 2.3201927E+002, 3.8407467E+000, 1.1933190E+003, 4.8780121E-002, 4.8780121E-002, 4.8780121E-002, 4.8780121E-002, 4.8780121E-002, 1.2750484E-001
 4.9100986E+002, 1.4295262E-001, 1.4507934E-001, 1.5769148E-004, 3.8140908E-002, 2.2563708E+002, 2.3367380E+002, 1.7932909E+000, 1.1922394E+003, 4.2736760E-002, 4.2736760E-002, 4.2736760E-002, 4.2736760E-002, 4.2736760E-002, 1.2783701E-001
 4.9200139E+002, 1.4182068E-001, 1.4510978E-001, 1.6045478E-004, 3.8802388E-002, 2.2744250E+002, 2.3315254E+002, 2.5128129E+001, 1.4098731E+003, 5.9524891E-002, 5.9524891E-002, 5.9524891E-002, 5.9524891E-002, 5.9524891E-002, 1.2818961E-001
 4.9300618E+002, 1.3959772E-001, 1.4538051E-001, 1.6588273E-004, 4.0101499E-002, 2.3164549E+002, 2.3000864E+002, 2.0675450E+001, 1.1520741E+003, 8.2280792E-002, 8.2280792E-002, 8.2280792E-002, 8.2280792E-002, 8.2280792E-002, 1.2850504E-001
 4.9400354E+002, 1.3943029E-001, 1.4590558E-001, 1.6629058E-004, 4.0199248E-002, 2.3072198E+002, 2.3012263E+002,-2.8811862E+000, 1.1766979E+003, 4.7146514E-002, 4.7146514E-002, 4.7146514E-002, 4.7146514E-002, 4.7146514E-002, 1.2883172E-001
 4.9501217E+002, 1.3912472E-001, 1.4532623E-001, 1.6703558E-004, 4.0377722E-002, 2.2545914E+002, 2.3283001E+002,-6.5685550E+000, 1.0936932E+003, 5.1412716E-002, 5.1412716E-002, 5.1412716E-002, 5.1412716E-002, 5.1412716E-002, 1.2917612E-001
 4.9600856E+002, 1.3995983E-001, 1.4189317E-001, 1.6499683E-004, 3.9889785E-002, 2.2787414E+002, 2.3095643E+002, 8.0953055E+000, 1.2411120E+003, 4.8773695E-002, 4.8773695E-002, 4.8773695E-002, 4.8773695E-002, 4.8773695E-002, 1.2951867E-001
 4.9700795E+002, 1.3981198E-001, 1.4173159E-001, 1.6535815E-004, 3.9976227E-002, 2.2580417E+002, 2.2975240E+002, 5.7573355E+000, 1.2352177E+003, 5.3808026E-002, 5.3808026E-002, 5.3808026E-002, 5.3808026E-002, 5.3808026E-002, 1.2984758E-001
 4.9800284E+002, 1.3806311E-001, 1.4153036E-001, 1.6962729E-004, 4.0998140E-002, 2.2835142E+002, 2.3118483E+002, 1.3514773E+000, 1.0942963E+003, 4.8993387E-002, 4.8993387E-002, 4.8993387E-002, 4.8993387E-002, 4.8993387E-002, 1.3017292E-001
 4.9900771E+002, 1.3730223E-001, 1.4087245E-001, 1.7148496E-004, 4.1442757E-002, 2.3020611E+002, 2.2766022E+002,-5.1940110E+000, 1.1154370E+003, 4.4877508E-002, 4.4877508E-002, 4.4877508E-002, 4.4877508E-002, 4.4877508E-002, 1.3050853E-001
 5.0000547E+002, 1.3634930E-001, 1.4014988E-001, 1.7381352E-004, 4.1999600E-002, 2.4416319E+002, 2.2666629E+002, 1.1862103E+001, 1.2343378E+003, 5.4874790E-002, 5.4874790E-002, 5.4874790E-002, 5.4874790E-002, 5.4874790E-002, 1.3085915E-001
 5.0100775E+002, 1.3616078E-001, 1.3899398E-001, 1.7427369E-004, 4.2109724E-002, 2.4291045E+002, 2.2804769E+002, 5.2455861E-001, 1.1658643E+003, 5.2834008E-002, 5.2834008E-002, 5.2834008E-002, 5.2834008E-002, 5.2834008E-002, 1.3118123E-001
 5.0200454E+002, 1.3621289E-001, 1.3871762E-001, 1.7414535E-004, 4.2079321E-002, 2.3309527E+002, 2.2467732E+002,-2.7778665E-001, 1.1897296E+003, 6.9250110E-002, 6.9250110E-002, 6.9250110E-002, 6.9250110E-002, 6.9250110E-002, 1.3151657E-001
 5.0300578E+002, 1.3432661E-001, 1.3876832E-001, 1.7875164E-004, 4.3181397E-002, 2.4909766E+002, 2.2827036E+002, 3.4853699E+000, 1.2384649E+003, 6.2141026E-002, 6.2141026E-002, 6.2141026E-002, 6.2141026E-002, 6.2141026E-002, 1.3186296E-001
 5.0400921E+002, 1.3564870E-001, 1.3913847E-001, 1.7552325E-004, 4.2408931E-002, 2.3838031E+002, 2.2950800E+002, 1.2297087E+001, 1.2950595E+003, 7.3159794E-002, 7.3159794E-002, 7.3159794E-002, 7.3159794E-002, 7.3159794E-002, 1.3220820E-001
 5.0500503E+002, 1.3627173E-001, 1.3953551E-001, 1.7400198E-004, 4.2044929E-002, 2.3263514E+002, 2.3269494E+002, 5.8815334E+000, 1.1197233E+003, 7.1536253E-002, 7.1536253E-002, 7.1536253E-002, 7.1536253E-002, 7.1536253E-002, 1.3253193E-001
 5.0600340E+002, 1.3557315E-001, 1.3956051E-001, 1.7570741E-004, 4.2453070E-002, 2.3432370E+002, 2.3583131E+002,-8.1566923E+000, 1.1045003E+003, 5.6173029E-002, 5.6173029E-002, 5.6173029E-002, 5.6173029E-002, 5.6173029E-002, 1.3286191E-001
 5.0700563E+002, 1.3558132E-001, 1.3957485E-001, 1.7568753E-004, 4.2448220E-002, 2.3602429E+002, 2.3636325E+002,-6.0953712E+000, 1.1189116E+003, 5.1288346E-002, 5.1288346E-002, 5.1288346E-002, 5.1288346E-002, 5.1288346E-002, 1.3320575E-001
 5.0800526E+002, 1.3417322E-001, 1.3946310E-001, 1.7912492E-004, 4.3270884E-002, 2.3892646E+002, 2.3974462E+002, 6.8728946E-001, 1.1836577E+003, 4.3154195E-002, 4.3154195E-002, 4.3154195E-002, 4.3154195E-002, 4.3154195E-002, 1.3355202E-001
 5.0900004E+002, 1.3334917E-001, 1.3906152E-001, 1.8113753E-004, 4.3752426E-002, 2.4974779E+002, 2.3637936E+002, 1.4342135E+001, 1.2813832E+003, 6.4957661E-002, 6.4957661E-002, 6.4957661E-002, 6.4957661E-002, 6.4957661E-002, 1.3389414E-001
 5.1001053E+002, 1.3662790E-001, 1.3883913E-001, 1.7313254E-004, 4.1836562E-002, 2.4807116E+002, 2.3752221E+002, 1.2068970E+001, 1.2394878E+003, 6.3638205E-002, 6.3638205E-002, 6.3638205E-002, 6.3638205E-002, 6.3638205E-002, 1.3421798E-001
 5.1100040E+002, 1.3233145E-001, 1.3884067E-001, 1.8362124E-004, 4.4346820E-002, 2.6621422E+002, 2.3648166E+002, 2.4530005E+000, 1.1899854E+003, 5.7816798E-002, 5.7816798E-002, 5.7816798E-002, 5.7816798E-002, 5.7816798E-002, 1.3454206E-001
 5.1200477E+002, 1.3498550E-001, 1.3863271E-001, 1.7714230E-004, 4.2796181E-002, 2.5232955E+002, 2.3850827E+002, 5.2534696E+000, 1.2190205E+003, 6.1537472E-002, 6.1537472E-002, 6.1537472E-002, 6.1537472E-002, 6.1537472E-002, 1.3488265E-001
 5.1300035E+002, 1.3516483E-001, 1.3848845E-001, 1.7670469E-004, 4.2691473E-002, 2.5285610E+002, 2.3832696E+002,-4.6199882E+000, 1.1178405E+003, 4.6927382E-002, 4.6927382E-002, 4.6927382E-002, 4.6927382E-002, 4.6927382E-002, 1.3521295E-001
 5.1400824E+002, 1.3670804E-001, 1.3856629E-001, 1.7293732E-004, 4.1789856E-002, 2.4182151E+002, 2.3619285E+002,-2.0702250E+000, 1.1677549E+003, 4.0208705E-002, 4.0208705E-002, 4.0208705E-002, 4.0208705E-002, 4.0208705E-002, 1.3555753E-001
 5.1500883E+002, 1.3811707E-001, 1.3867333E-001, 1.6949588E-004, 4.0966348E-002, 2.3487336E+002, 2.3815875E+002, 1.0682474E+000, 1.1957047E+003, 4.9194514E-002, 4.9194514E-002, 4.9194514E-002, 4.9194514E-002, 4.9194514E-002, 1.3589785E-001
 5.1601124E+002, 1.3893577E-001, 1.3851179E-001, 1.6749711E-004, 4.0488048E-002, 2.2686408E+002, 2.4051668E+002, 6.7557153E+000, 1.2510636E+003, 5.4832297E-002, 5.4832297E-002, 5.4832297E-002, 5.4832297E-002, 5.4832297E-002, 1.3624177E-001
 5.1700795E+002, 1.3902240E-001, 1.3757092E-001, 1.6728600E-004, 4.0437486E-002, 2.3052151E+002, 2.4187391E+002, 7.9967241E-001, 1.1854562E+003, 5.2665820E-002, 5.2665820E-002, 5.2665820E-002, 5.2665820E-002, 5.2665820E-002, 1.3657265E-001
 5.1800060E+002, 1.3702042E-001, 1.3766247E-001, 1.7217354E-004, 4.1607309E-002, 2.3034270E+002, 2.3806708E+002, 3.5723739E+000, 1.2809453E+003, 4.8662330E-002, 4.8662330E-002, 4.8662330E-002, 4.8662330E-002, 4.8662330E-002, 1.3691891E-001
 5.1900480E+002, 1.3416998E-001, 1.3889947E-001, 1.7913185E-004, 4.3272679E-002, 2.3331502E+002, 2.3597738E+002, 1.2288014E+000, 1.0823867E+003, 5.6838658E-002, 5.6838658E-002, 5.6838658E-002, 5.6838658E-002, 5.6838658E-002, 1.3724891E-001
 5.2000408E+002, 1.3447882E-001, 1.3954443E-001, 1.7837856E-004, 4.3092335E-002, 2.2817771E+002, 2.3643406E+002, 1.1982024E+001, 1.3162123E+003, 3.4087576E-002, 3.4087576E-002, 3.4087576E-002, 3.4087576E-002, 3.4087576E-002, 1.3760195E-001
 5.2100203E+002, 1.3297153E-001, 1.3890292E-001, 1.8205883E-004, 4.3972998E-002, 2.3235932E+002, 2.4254359E+002, 2.5022391E+001, 1.2342018E+003, 5.8760847E-002, 5.8760847E-002, 5.8760847E-002, 5.8760847E-002, 5.8760847E-002, 1.3793095E-001
 5.2200507E+002, 1.3288007E-001, 1.3728136E-001, 1.8228293E-004, 4.4026536E-002, 2.4034394E+002, 2.4366944E+002,-8.3356506E-001, 1.1360641E+003, 5.7781900E-002, 5.7781900E-002, 5.7781900E-002, 5.7781900E-002, 5.7781900E-002, 1.3824038E-001
 5.2300980E+002, 1.3435095E-001, 1.3714949E-001, 1.7869154E-004, 4.3167082E-002, 2.3559282E+002, 2.4988589E+002,-6.7048101E+000, 1.1248418E+003, 4.4395427E-002, 4.4395427E-002, 4.4395427E-002, 4.4395427E-002, 4.4395427E-002, 1.3858014E-001
 5.2400946E+002, 1.3398535E-001, 1.3676775E-001, 1.7958392E-004, 4.3380693E-002, 2.3693801E+002, 2.4519471E+002,-4.4751720E-001, 1.1830410E+003, 4.4547969E-002, 4.4547969E-002, 4.4547969E-002, 4.4547969E-002, 4.4547969E-002, 1.3893376E-001
 5.2500234E+002, 1.3284480E-001, 1.3663344E-001, 1.8236836E-004, 4.4047056E-002, 2.4023141E+002, 2.4547962E+002,-7.1318886E+000, 1.1293301E+003, 4.2683362E-002, 4.2683362E-002, 4.2683362E-002, 4.2683362E-002, 4.2683362E-002, 1.3927885E-001
