s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg
 5.2600918E+002, 1.3255376E-001, 1.3660717E-001, 1.8307941E-004, 4.4217179E-002, 2.3742067E+002, 2.4771232E+002,-6.5836960E+000, 1.1134099E+003, 4.3919951E-002, 4.3919951E-002, 4.3919951E-002, 4.3919951E-002, 4.3919951E-002, 1.3962899E-001
 5.2700643E+002, 1.3144345E-001, 1.3619840E-001, 1.8578951E-004, 4.4865879E-002, 2.4930507E+002, 2.4499323E+002,-3.1004203E+000, 1.1511925E+003, 4.9589307E-002, 4.9589307E-002, 4.9589307E-002, 4.9589307E-002, 4.9589307E-002, 1.3997670E-001
 5.2800271E+002, 1.3327985E-001, 1.3550242E-001, 1.8130621E-004, 4.3792922E-002, 2.4156395E+002, 2.4743718E+002,-6.2511399E+000, 1.1306942E+003, 4.2906346E-002, 4.2906346E-002, 4.2906346E-002, 4.2906346E-002, 4.2906346E-002, 1.4031769E-001
 5.2900877E+002, 1.3295575E-001, 1.3516799E-001, 1.8209718E-004, 4.3982252E-002, 2.4683181E+002, 2.4480746E+002, 4.1498494E-001, 1.2047731E+003, 5.3449647E-002, 5.3449647E-002, 5.3449647E-002, 5.3449647E-002, 5.3449647E-002, 1.4066746E-001
 5.3000454E+002, 1.3281790E-001, 1.3538546E-001, 1.8243426E-004, 4.4062864E-002, 2.4284857E+002, 2.4285749E+002,-4.7573234E+000, 1.1572249E+003, 4.3567454E-002, 4.3567454E-002, 4.3567454E-002, 4.3567454E-002, 4.3567454E-002, 1.4100705E-001
 5.3100084E+002, 1.2695203E-001, 1.3529815E-001, 1.9675428E-004, 4.7489970E-002, 2.7198470E+002, 2.4606595E+002, 9.2424765E-001, 1.2208333E+003, 5.5182192E-002, 5.5182192E-002, 5.5182192E-002, 5.5182192E-002, 5.5182192E-002, 1.4135614E-001
 5.3200462E+002, 1.2606918E-001, 1.3450385E-001, 1.9891027E-004, 4.8005879E-002, 2.7323827E+002, 2.4620888E+002, 1.4695670E+001, 1.3210149E+003, 7.3404341E-002, 7.3404341E-002, 7.3404341E-002, 7.3404341E-002, 7.3404341E-002, 1.4170528E-001
 5.3300461E+002, 1.3029188E-001, 1.3314645E-001, 1.8860083E-004, 4.5538666E-002, 2.5293791E+002, 2.4845155E+002, 6.0207924E+000, 1.1952390E+003, 5.8100305E-002, 5.8100305E-002, 5.8100305E-002, 5.8100305E-002, 5.8100305E-002, 1.4202645E-001
 5.3400151E+002, 1.2997150E-001, 1.3221818E-001, 1.8938245E-004, 4.5725780E-002, 2.5557616E+002, 2.4879084E+002,-8.1376509E+000, 1.1169885E+003, 4.2673045E-002, 4.2673045E-002, 4.2673045E-002, 4.2673045E-002, 4.2673045E-002, 1.4236562E-001
 5.3500499E+002, 1.2813435E-001, 1.3192552E-001, 1.9386840E-004, 4.6799325E-002, 2.6087015E+002, 2.4812009E+002,-1.5153673E+000, 1.1947480E+003, 5.0714125E-002, 5.0714125E-002, 5.0714125E-002, 5.0714125E-002, 5.0714125E-002, 1.4272673E-001
 5.3600677E+002, 1.2961855E-001, 1.3193709E-001, 1.9024505E-004, 4.5932174E-002, 2.5253441E+002, 2.5257415E+002,-5.8578483E+000, 1.1775594E+003, 4.1141922E-002, 4.1141922E-002, 4.1141922E-002, 4.1141922E-002, 4.1141922E-002, 1.4307500E-001
 5.3700018E+002, 1.3113373E-001, 1.3198335E-001, 1.8654544E-004, 4.5046844E-002, 2.4427000E+002, 2.5846630E+002, 7.0766626E+000, 1.2489260E+003, 4.6823724E-002, 4.6823724E-002, 4.6823724E-002, 4.6823724E-002, 4.6823724E-002, 1.4342623E-001
 5.3800060E+002, 1.3080053E-001, 1.3198569E-001, 1.8735934E-004, 4.5241592E-002, 2.4601551E+002, 2.6078208E+002, 1.9479590E+001, 1.3039982E+003, 7.2365255E-002, 7.2365255E-002, 7.2365255E-002, 7.2365255E-002, 7.2365255E-002, 1.4376766E-001
 5.3900658E+002, 1.3124869E-001, 1.3243923E-001, 1.8626519E-004, 4.4979732E-002, 2.4327650E+002, 2.6233953E+002,-5.3200813E+000, 1.1302943E+003, 5.2915595E-002, 5.2915595E-002, 5.2915595E-002, 5.2915595E-002, 5.2915595E-002, 1.4408070E-001
 5.4000057E+002, 1.3093548E-001, 1.3336931E-001, 1.8702999E-004, 4.5162732E-002, 2.4598799E+002, 2.6184083E+002,-3.4801779E+000, 1.1578372E+003, 3.5912389E-002, 3.5912389E-002, 3.5912389E-002, 3.5912389E-002, 3.5912389E-002, 1.4442833E-001
 5.4100350E+002, 1.3175061E-001, 1.3363086E-001, 1.8503979E-004, 4.4686471E-002, 2.4452825E+002, 2.6327411E+002, 9.1273411E+000, 1.2427721E+003, 3.7411994E-002, 3.7411994E-002, 3.7411994E-002, 3.7411994E-002, 3.7411994E-002, 1.4477875E-001
 5.4200958E+002, 1.3219558E-001, 1.3317645E-001, 1.8395361E-004, 4.4426491E-002, 2.4251722E+002, 2.6258152E+002,-4.0558974E+000, 1.1821096E+003, 3.5485888E-002, 3.5485888E-002, 3.5485888E-002, 3.5485888E-002, 3.5485888E-002, 1.4510965E-001
 5.4300174E+002, 1.3230590E-001, 1.3240744E-001, 1.8368441E-004, 4.4362070E-002, 2.4109332E+002, 2.5969833E+002, 3.9010745E+000, 1.2341793E+003, 3.2399919E-002, 3.2399919E-002, 3.2399919E-002, 3.2399919E-002, 3.2399919E-002, 1.4545742E-001
 5.4400504E+002, 1.3220791E-001, 1.3174246E-001, 1.8392314E-004, 4.4419277E-002, 2.3850821E+002, 2.6140008E+002, 9.5939875E-001, 1.1736345E+003, 3.7684992E-002, 3.7684992E-002, 3.7684992E-002, 3.7684992E-002, 3.7684992E-002, 1.4579272E-001
 5.4500013E+002, 1.3129555E-001, 1.3160238E-001, 1.8615079E-004, 4.4952381E-002, 2.4007126E+002, 2.6344861E+002,-5.3961757E+000, 1.1613019E+003, 3.0453486E-002, 3.0453486E-002, 3.0453486E-002, 3.0453486E-002, 3.0453486E-002, 1.4613798E-001
 5.4600757E+002, 1.3177237E-001, 1.3141378E-001, 1.8498650E-004, 4.4673796E-002, 2.3644787E+002, 2.6131034E+002, 3.9632927E-002, 1.1823584E+003, 3.7518034E-002, 3.7518034E-002, 3.7518034E-002, 3.7518034E-002, 3.7518034E-002, 1.4648912E-001
 5.4700768E+002, 1.3202395E-001, 1.3128750E-001, 1.8437258E-004, 4.4526824E-002, 2.3629904E+002, 2.6246366E+002,-7.0800453E+000, 1.1233844E+003, 2.9404338E-002, 2.9404338E-002, 2.9404338E-002, 2.9404338E-002, 2.9404338E-002, 1.4682849E-001
 5.4800455E+002, 1.3250850E-001, 1.3115500E-001, 1.8318924E-004, 4.4243650E-002, 2.3628505E+002, 2.6174956E+002,-1.1360688E+000, 1.2204750E+003, 3.1414869E-002, 3.1414869E-002, 3.1414869E-002, 3.1414869E-002, 3.1414869E-002, 1.4718155E-001
 5.4900246E+002, 1.3054922E-001, 1.3088920E-001, 1.8797258E-004, 4.5388395E-002, 2.3796491E+002, 2.6040058E+002, 2.5911013E+000, 1.2198212E+003, 4.0322131E-002, 4.0322131E-002, 4.0322131E-002, 4.0322131E-002, 4.0322131E-002, 1.4752382E-001
 5.5000470E+002, 1.2875635E-001, 1.3052857E-001, 1.9234955E-004, 4.6435868E-002, 2.4539577E+002, 2.5779458E+002,-3.3128372E-001, 1.1620866E+003, 4.5043224E-002, 4.5043224E-002, 4.5043224E-002, 4.5043224E-002, 4.5043224E-002, 1.4785998E-001
 5.5100106E+002, 1.2861963E-001, 1.3028854E-001, 1.9268349E-004, 4.6515774E-002, 2.4290395E+002, 2.6032380E+002,-7.9600731E+000, 1.1201532E+003, 3.8750206E-002, 3.8750206E-002, 3.8750206E-002, 3.8750206E-002, 3.8750206E-002, 1.4820451E-001
 5.5200150E+002, 1.2837073E-001, 1.2988464E-001, 1.9329162E-004, 4.6661282E-002, 2.3893156E+002, 2.5941606E+002,-1.1476927E+000, 1.2161419E+003, 4.4990130E-002, 4.4990130E-002, 4.4990130E-002, 4.4990130E-002, 4.4990130E-002, 1.4856146E-001
 5.5300529E+002, 1.2655979E-001, 1.2921198E-001, 1.9771310E-004, 4.7719408E-002, 2.2813324E+002, 2.6261532E+002,-7.5816775E+000, 1.0811423E+003, 4.5611278E-002, 4.5611278E-002, 4.5611278E-002, 4.5611278E-002, 4.5611278E-002, 1.4890034E-001
 5.5400706E+002, 1.2503204E-001, 1.2806809E-001, 2.0144312E-004, 4.8612017E-002, 2.2726203E+002, 2.6039179E+002,-1.0680270E+001, 1.0419594E+003, 2.7894906E-002, 2.7894906E-002, 2.7894906E-002, 2.7894906E-002, 2.7894906E-002, 1.4924095E-001
 5.5500991E+002, 1.2723206E-001, 1.2810006E-001, 1.9607161E-004, 4.7326592E-002, 2.3552683E+002, 2.6050779E+002,-5.1762623E+000, 1.1620724E+003, 3.2876876E-002, 3.2876876E-002, 3.2876876E-002, 3.2876876E-002, 3.2876876E-002, 1.4959515E-001
 5.5600362E+002, 1.2772073E-001, 1.2847334E-001, 1.9487855E-004, 4.7041077E-002, 2.4041445E+002, 2.6882007E+002, 4.6427084E+000, 1.2547480E+003, 5.1302525E-002, 5.1302525E-002, 5.1302525E-002, 5.1302525E-002, 5.1302525E-002, 1.4994622E-001
 5.5700483E+002, 1.2826972E-001, 1.2951124E-001, 1.9353811E-004, 4.6720282E-002, 2.3793324E+002, 2.6963651E+002, 2.0214022E+000, 1.2202590E+003, 5.8405049E-002, 5.8405049E-002, 5.8405049E-002, 5.8405049E-002, 5.8405049E-002, 1.5027559E-001
 5.5801110E+002, 1.2660797E-001, 1.2984019E-001, 1.9759516E-004, 4.7691209E-002, 2.3414027E+002, 2.6593898E+002, 1.0980196E+001, 1.3159579E+003, 4.5785665E-002, 4.5785665E-002, 4.5785665E-002, 4.5785665E-002, 4.5785665E-002, 1.5061930E-001
 5.5900158E+002, 1.2516038E-001, 1.2973286E-001, 2.0112961E-004, 4.8537005E-002, 2.3486080E+002, 2.6607390E+002, 1.2023473E+001, 1.2145012E+003, 7.3290076E-002, 7.3290076E-002, 7.3290076E-002, 7.3290076E-002, 7.3290076E-002, 1.5094165E-001
 5.6000250E+002, 1.2121671E-001, 1.2957365E-001, 2.1075812E-004, 5.0841192E-002, 2.3045732E+002, 2.6307268E+002,-9.4816197E+000, 1.1077598E+003, 4.7450791E-002, 4.7450791E-002, 4.7450791E-002, 4.7450791E-002, 4.7450791E-002, 1.5126551E-001
 5.6100047E+002, 1.2102564E-001, 1.2958392E-001, 2.1122488E-004, 5.0952814E-002, 2.2883987E+002, 2.6573471E+002,-5.1551741E+000, 1.1482152E+003, 4.4409286E-002, 4.4409286E-002, 4.4409286E-002, 4.4409286E-002, 4.4409286E-002, 1.5161666E-001
 5.6200666E+002, 1.2258235E-001, 1.2932480E-001, 2.0742409E-004, 5.0043268E-002, 2.3059582E+002, 2.6678617E+002,-2.8962622E-001, 1.2305572E+003, 3.8667441E-002, 3.8667441E-002, 3.8667441E-002, 3.8667441E-002, 3.8667441E-002, 1.5197139E-001
 5.6301027E+002, 1.2299441E-001, 1.2921655E-001, 2.0641822E-004, 4.9802495E-002, 2.3297858E+002, 2.6509393E+002,-1.9218477E+000, 1.1718986E+003, 3.9391592E-002, 3.9391592E-002, 3.9391592E-002, 3.9391592E-002, 3.9391592E-002, 1.5231264E-001
 5.6400785E+002, 1.2442921E-001, 1.2889673E-001, 2.0291527E-004, 4.8964137E-002, 2.3644987E+002, 2.6706351E+002,-4.1812315E+000, 1.1625148E+003, 4.6027142E-002, 4.6027142E-002, 4.6027142E-002, 4.6027142E-002, 4.6027142E-002, 1.5265719E-001
 5.6501008E+002, 1.2426403E-001, 1.2862513E-001, 2.0331871E-004, 4.9060655E-002, 2.3692986E+002, 2.6911880E+002,-1.6961341E+000, 1.1685241E+003, 4.3858949E-002, 4.3858949E-002, 4.3858949E-002, 4.3858949E-002, 4.3858949E-002, 1.5300148E-001
 5.6600646E+002, 1.2462947E-001, 1.2824867E-001, 2.0242636E-004, 4.8847131E-002, 2.3796056E+002, 2.6312387E+002, 1.4080118E+001, 1.3792237E+003, 4.0407955E-002, 4.0407955E-002, 4.0407955E-002, 4.0407955E-002, 4.0407955E-002, 1.5335901E-001
 5.6700286E+002, 1.2392448E-001, 1.2795871E-001, 2.0414770E-004, 4.9259065E-002, 2.3540510E+002, 2.6248767E+002, 2.4725105E+001, 1.2653322E+003, 6.2846013E-002, 6.2846013E-002, 6.2846013E-002, 6.2846013E-002, 6.2846013E-002, 1.5368006E-001
 5.6800733E+002, 1.2320246E-001, 1.2817607E-001, 2.0591046E-004, 4.9680898E-002, 2.3313972E+002, 2.7088169E+002,-2.5993266E+000, 1.1361914E+003, 4.0334644E-002, 4.0334644E-002, 4.0334644E-002, 4.0334644E-002, 4.0334644E-002, 1.5398950E-001
 5.6900427E+002, 1.2425793E-001, 1.2804401E-001, 2.0333348E-004, 4.9064209E-002, 2.3247983E+002, 2.7168044E+002, 3.5761820E+000, 1.2729443E+003, 3.4093496E-002, 3.4093496E-002, 3.4093496E-002, 3.4093496E-002, 3.4093496E-002, 1.5434351E-001
 5.7000930E+002, 1.2402943E-001, 1.2782731E-001, 2.0389119E-004, 4.9197712E-002, 2.3252491E+002, 2.7699403E+002,-4.2345938E+000, 1.0533482E+003, 3.5478098E-002, 3.5478098E-002, 3.5478098E-002, 3.5478098E-002, 3.5478098E-002, 1.5466619E-001
 5.7100917E+002, 1.2079536E-001, 1.2770450E-001, 2.1178742E-004, 5.1087187E-002, 2.2892483E+002, 2.7195744E+002,-5.4889543E+000, 1.1628057E+003, 1.6678890E-002, 1.6678890E-002, 1.6678890E-002, 1.6678890E-002, 1.6678890E-002, 1.5499411E-001
 5.7201258E+002, 1.2046607E-001, 1.2765176E-001, 2.1259134E-004, 5.1279573E-002, 2.2844517E+002, 2.8547925E+002, 6.4947584E+000, 1.2514959E+003, 2.4753201E-002, 2.4753201E-002, 2.4753201E-002, 2.4753201E-002, 2.4753201E-002, 1.5533944E-001
 5.7300550E+002, 1.2213834E-001, 1.2733122E-001, 2.0850808E-004, 5.0302638E-002, 2.3138522E+002, 2.8601505E+002, 1.9748186E+001, 1.3041819E+003, 3.3460530E-002, 3.3460530E-002, 3.3460530E-002, 3.3460530E-002, 3.3460530E-002, 1.5567229E-001
 5.7400943E+002, 1.2373876E-001, 1.2673121E-001, 2.0460104E-004, 4.9367664E-002, 2.3365638E+002, 2.8039803E+002,-1.3036961E+001, 9.9415573E+002, 3.2473108E-002, 3.2473108E-002, 3.2473108E-002, 3.2473108E-002, 3.2473108E-002, 1.5596884E-001
 5.7500008E+002, 1.2492000E-001, 1.2634916E-001, 2.0171649E-004, 4.8677351E-002, 2.3340265E+002, 2.7468067E+002, 9.9108835E-001, 1.2625945E+003, 3.0039401E-002, 3.0039401E-002, 3.0039401E-002, 3.0039401E-002, 3.0039401E-002, 1.5631812E-001
 5.7600678E+002, 1.2532048E-001, 1.2668454E-001, 2.0073881E-004, 4.8443357E-002, 2.3302465E+002, 2.7605672E+002, 9.8477422E+000, 1.2614431E+003, 3.7811268E-002, 3.7811268E-002, 3.7811268E-002, 3.7811268E-002, 3.7811268E-002, 1.5665502E-001
 5.7700756E+002, 1.2534614E-001, 1.2664464E-001, 2.0067643E-004, 4.8428367E-002, 2.3298081E+002, 2.7509996E+002, 1.3108305E+000, 1.1726258E+003, 3.1272256E-002, 3.1272256E-002, 3.1272256E-002, 3.1272256E-002, 3.1272256E-002, 1.5698186E-001
 5.7800767E+002, 1.2393331E-001, 1.2664027E-001, 2.0412574E-004, 4.9253817E-002, 2.3401454E+002, 2.7992577E+002,-7.6033114E+000, 1.0750617E+003, 2.6430026E-002, 2.6430026E-002, 2.6430026E-002, 2.6430026E-002, 2.6430026E-002, 1.5731901E-001
 5.7901259E+002, 1.2239893E-001, 1.2665961E-001, 2.0787224E-004, 5.0150316E-002, 2.3597776E+002, 2.7740169E+002, 3.4536971E-001, 1.1940874E+003, 2.2703043E-002, 2.2703043E-002, 2.2703043E-002, 2.2703043E-002, 2.2703043E-002, 1.5767224E-001
 5.8000056E+002, 1.2515709E-001, 1.2657450E-001, 2.0113800E-004, 4.8538806E-002, 2.3330456E+002, 2.7713699E+002,-3.3691306E+000, 1.1524697E+003, 2.9498489E-002, 2.9498489E-002, 2.9498489E-002, 2.9498489E-002, 2.9498489E-002, 1.5800277E-001
 5.8100674E+002, 1.2455638E-001, 1.2603706E-001, 2.0260486E-004, 4.8889871E-002, 2.3399287E+002, 2.7719144E+002,-4.6250014E+000, 1.1314601E+003, 2.4852996E-002, 2.4852996E-002, 2.4852996E-002, 2.4852996E-002, 2.4852996E-002, 1.5834475E-001
 5.8200560E+002, 1.2316572E-001, 1.2558390E-001, 2.0600024E-004, 4.9702391E-002, 2.4125443E+002, 2.8208630E+002, 4.4541420E+000, 1.2501576E+003, 2.3551056E-002, 2.3551056E-002, 2.3551056E-002, 2.3551056E-002, 2.3551056E-002, 1.5869283E-001
 5.8300928E+002, 1.2259169E-001, 1.2527337E-001, 2.0740223E-004, 5.0037802E-002, 2.4067429E+002, 2.8180428E+002, 3.8215984E+000, 1.2416493E+003, 2.4186946E-002, 2.4186946E-002, 2.4186946E-002, 2.4186946E-002, 2.4186946E-002, 1.5902053E-001
 5.8400607E+002, 1.2295550E-001, 1.2409416E-001, 2.0651312E-004, 4.9825161E-002, 2.3941223E+002, 2.8074448E+002, 1.9267678E+001, 1.2307749E+003, 2.9903469E-002, 2.9903469E-002, 2.9903469E-002, 2.9903469E-002, 2.9903469E-002, 1.5935194E-001
 5.8500447E+002, 1.2392332E-001, 1.2335942E-001, 2.0415014E-004, 4.9259690E-002, 2.3720113E+002, 2.7990769E+002,-1.5703429E+000, 1.2012943E+003, 2.6145971E-002, 2.6145971E-002, 2.6145971E-002, 2.6145971E-002, 2.6145971E-002, 1.5966823E-001
 5.8600714E+002, 1.2442909E-001, 1.2220987E-001, 2.0291525E-004, 4.8964174E-002, 2.3543476E+002, 2.8386296E+002, 1.6196899E+000, 1.2199034E+003, 2.7144814E-002, 2.7144814E-002, 2.7144814E-002, 2.7144814E-002, 2.7144814E-002, 1.6000807E-001
 5.8700755E+002, 1.2329450E-001, 1.2141973E-001, 2.0568530E-004, 4.9627096E-002, 2.3142914E+002, 2.8506293E+002, 1.6195470E+001, 1.3313612E+003, 3.5433434E-002, 3.5433465E-002, 3.5433465E-002, 3.5433465E-002, 3.5433465E-002, 1.6035113E-001
 5.8801061E+002, 1.2176859E-001, 1.2187460E-001, 2.0941095E-004, 5.0518626E-002, 2.2629255E+002, 2.8423856E+002,-1.2465626E+000, 1.0657647E+003, 3.2181620E-002, 3.2181620E-002, 3.2181620E-002, 3.2181620E-002, 3.2181620E-002, 1.6065133E-001
 5.8900618E+002, 1.1947112E-001, 1.2234330E-001, 2.1502050E-004, 5.1860966E-002, 2.2802931E+002, 2.8596075E+002, 6.0201084E+000, 1.2226877E+003, 1.8959608E-002, 1.8959608E-002, 1.8959608E-002, 1.8959608E-002, 1.8959608E-002, 1.6098330E-001
 5.9000333E+002, 1.1922535E-001, 1.2248358E-001, 2.1562064E-004, 5.2004584E-002, 2.2870528E+002, 2.8371722E+002, 1.8533377E-002, 1.1935557E+003, 3.0503037E-002, 3.0503037E-002, 3.0503037E-002, 3.0503037E-002, 3.0503037E-002, 1.6130887E-001
 5.9100876E+002, 1.1963112E-001, 1.2242578E-001, 2.1462980E-004, 5.1767461E-002, 2.2883268E+002, 2.8565162E+002,-7.6432892E+000, 1.1143900E+003, 2.7727244E-002, 2.7727244E-002, 2.7727244E-002, 2.7727244E-002, 2.7727244E-002, 1.6164527E-001
 5.9200582E+002, 1.1921367E-001, 1.2244384E-001, 2.1564895E-004, 5.2011373E-002, 2.2833686E+002, 2.8570496E+002,-5.8345460E+000, 1.1401001E+003, 2.5682249E-002, 2.5682249E-002, 2.5682249E-002, 2.5682249E-002, 2.5682249E-002, 1.6199800E-001
 5.9300284E+002, 1.1776323E-001, 1.2210148E-001, 2.1919030E-004, 5.2858798E-002, 2.2943896E+002, 2.8424791E+002,-1.7416083E+000, 1.1727905E+003, 2.5956247E-002, 2.5956247E-002, 2.5956247E-002, 2.5956247E-002, 2.5956247E-002, 1.6234073E-001
 5.9400254E+002, 1.1792858E-001, 1.2158450E-001, 2.1878659E-004, 5.2762159E-002, 2.3075803E+002, 2.7741399E+002, 1.0246099E+000, 1.1931601E+003, 2.2162971E-002, 2.2162971E-002, 2.2162971E-002, 2.2162971E-002, 2.2162971E-002, 1.6268013E-001
 5.9500086E+002, 1.1790147E-001, 1.2157921E-001, 2.1885278E-004, 5.2778023E-002, 2.3141026E+002, 2.7956058E+002,-5.8427080E+000, 1.1339757E+003, 2.5220822E-002, 2.5220822E-002, 2.5220822E-002, 2.5220822E-002, 2.5220822E-002, 1.6300838E-001
 5.9600047E+002, 1.1800656E-001, 1.2180019E-001, 2.1859640E-004, 5.2716604E-002, 2.3089233E+002, 2.7963868E+002, 2.3059304E-001, 1.2236671E+003, 2.6249618E-002, 2.6249618E-002, 2.6249618E-002, 2.6249618E-002, 2.6249618E-002, 1.6336156E-001
 5.9700943E+002, 1.1775240E-001, 1.2210593E-001, 2.1921699E-004, 5.2865101E-002, 2.2971110E+002, 2.7881433E+002, 4.2736161E+000, 1.2279378E+003, 3.4285802E-002, 3.4285802E-002, 3.4285802E-002, 3.4285802E-002, 3.4285802E-002, 1.6369835E-001
 5.9800057E+002, 1.1797234E-001, 1.2228862E-001, 2.1867985E-004, 5.2736630E-002, 2.3128073E+002, 2.8261703E+002, 1.3942610E+001, 1.3170741E+003, 3.9290318E-002, 3.9290318E-002, 3.9290318E-002, 3.9290318E-002, 3.9290318E-002, 1.6404304E-001
 5.9900846E+002, 1.1905556E-001, 1.2222032E-001, 2.1603500E-004, 5.2103774E-002, 2.3514374E+002, 2.8789107E+002, 7.1869658E-001, 1.2032141E+003, 3.4669199E-002, 3.4669199E-002, 3.4669199E-002, 3.4669199E-002, 3.4669199E-002, 1.6436051E-001
 6.0000522E+002, 1.1970054E-001, 1.2184429E-001, 2.1446026E-004, 5.1726958E-002, 2.3484546E+002, 2.9045507E+002,-4.6502919E+000, 1.1565419E+003, 2.3053435E-002, 2.3053435E-002, 2.3053435E-002, 2.3053435E-002, 2.3053435E-002, 1.6469923E-001
 6.0100381E+002, 1.2156979E-001, 1.2143588E-001, 2.0989629E-004, 5.0634827E-002, 2.3896787E+002, 2.8600025E+002, 9.3161030E+000, 1.2986739E+003, 3.5427903E-002, 3.5427903E-002, 3.5427903E-002, 3.5427903E-002, 3.5427903E-002, 1.6505128E-001
 6.0201069E+002, 1.2123609E-001, 1.2178139E-001, 2.1071125E-004, 5.0829796E-002, 2.3931255E+002, 2.8634564E+002,-6.9384403E+000, 1.0947091E+003, 2.5910929E-002, 2.5910929E-002, 2.5910929E-002, 2.5910929E-002, 2.5910929E-002, 1.6536947E-001
 6.0300065E+002, 1.2113133E-001, 1.2227032E-001, 2.1096702E-004, 5.0890978E-002, 2.4165746E+002, 2.8973154E+002,-7.9971442E-001, 1.1993610E+003, 2.3177904E-002, 2.3177904E-002, 2.3177904E-002, 2.3177904E-002, 2.3177904E-002, 1.6571820E-001
 6.0400321E+002, 1.2029782E-001, 1.2220611E-001, 2.1300213E-004, 5.1377946E-002, 2.3898470E+002, 2.9532870E+002,-6.5536873E+000, 1.1522525E+003, 2.0922358E-002, 2.0922358E-002, 2.0922358E-002, 2.0922358E-002, 2.0922358E-002, 1.6605503E-001
 6.0501073E+002, 1.1788186E-001, 1.2148018E-001, 2.1890103E-004, 5.2789477E-002, 2.4152056E+002, 2.9420433E+002, 9.6265656E+000, 1.3101567E+003, 3.3085744E-002, 3.3085744E-002, 3.3085744E-002, 3.3085744E-002, 3.3085744E-002, 1.6641226E-001
 6.0600570E+002, 1.1570138E-001, 1.2102379E-001, 2.2422517E-004, 5.4063404E-002, 2.4567592E+002, 2.9417960E+002,-4.8438542E+000, 1.1039727E+003, 3.0473688E-002, 3.0473688E-002, 3.0473688E-002, 3.0473688E-002, 3.0473688E-002, 1.6673042E-001
 6.0700064E+002, 1.1434653E-001, 1.2044105E-001, 2.2753330E-004, 5.4855011E-002, 2.4393322E+002, 2.9803521E+002, 5.5209826E+000, 1.2599012E+003, 2.3013208E-002, 2.3013208E-002, 2.3013208E-002, 2.3013208E-002, 2.3013208E-002, 1.6708638E-001
 6.0800525E+002, 1.1501271E-001, 1.1862082E-001, 2.2590678E-004, 5.4465738E-002, 2.4450662E+002, 2.9832795E+002,-6.6023407E-001, 1.1764765E+003, 2.9218961E-002, 2.9218961E-002, 2.9218961E-002, 2.9218961E-002, 2.9218961E-002, 1.6740923E-001
 6.0900011E+002, 1.1776747E-001, 1.1847386E-001, 2.1918055E-004, 5.2856286E-002, 2.4445377E+002, 2.9703431E+002,-6.9347904E+000, 1.1146960E+003, 3.3005067E-002, 3.3005067E-002, 3.3005067E-002, 3.3005067E-002, 3.3005067E-002, 1.6775331E-001
 6.1000365E+002, 1.1793632E-001, 1.1947691E-001, 2.1876820E-004, 5.2757618E-002, 2.4447511E+002, 2.9891450E+002,-1.5295471E+000, 1.1583421E+003, 2.0633430E-002, 2.0633430E-002, 2.0633430E-002, 2.0633430E-002, 2.0633430E-002, 1.6810239E-001
 6.1100105E+002, 1.1616069E-001, 1.1993515E-001, 2.2310415E-004, 5.3795063E-002, 2.4747365E+002, 2.9885274E+002,-7.2505738E+000, 1.1212028E+003, 1.7284212E-002, 1.7284212E-002, 1.7284212E-002, 1.7284212E-002, 1.7284212E-002, 1.6843429E-001
 6.1200719E+002, 1.1587327E-001, 1.1892202E-001, 2.2380616E-004, 5.3963055E-002, 2.4827732E+002, 3.0085147E+002, 7.4118931E+000, 1.2431082E+003, 2.6935021E-002, 2.6935021E-002, 2.6935021E-002, 2.6935021E-002, 2.6935021E-002, 1.6878084E-001
 6.1300835E+002, 1.1493552E-001, 1.1708042E-001, 2.2609552E-004, 5.4510838E-002, 2.5101073E+002, 3.0314363E+002,-1.3329620E+000, 1.1831777E+003, 2.6543861E-002, 2.6543861E-002, 2.6543861E-002, 2.6543861E-002, 2.6543861E-002, 1.6910533E-001
 6.1400277E+002, 1.1419526E-001, 1.1609745E-001, 2.2790252E-004, 5.4943257E-002, 2.4997763E+002, 3.0276240E+002, 4.0137851E+000, 1.2319531E+003, 2.6885579E-002, 2.6885580E-002, 2.6885580E-002, 2.6885580E-002, 2.6885580E-002, 1.6945129E-001
 6.1500068E+002, 1.1452141E-001, 1.1586588E-001, 2.2710621E-004, 5.4752700E-002, 2.4699444E+002, 3.0733550E+002,-7.5495812E+000, 1.1163240E+003, 2.5104280E-002, 2.5104280E-002, 2.5104280E-002, 2.5104280E-002, 2.5104280E-002, 1.6977984E-001
 6.1600006E+002, 1.1639891E-001, 1.1545857E-001, 2.2252287E-004, 5.3655965E-002, 2.4601251E+002, 3.0646439E+002,-7.6986253E+000, 1.1019451E+003, 1.2932335E-002, 1.2932335E-002, 1.2932335E-002, 1.2932335E-002, 1.2932335E-002, 1.7012754E-001
 6.1700880E+002, 1.1725088E-001, 1.1409290E-001, 2.2044211E-004, 5.3158138E-002, 2.4036058E+002, 3.0236287E+002, 3.5135557E-001, 1.2185553E+003, 1.7221747E-002, 1.7221747E-002, 1.7221747E-002, 1.7221747E-002, 1.7221747E-002, 1.7047326E-001
