s,null,C,null,null,m,null,%/m,%/m,%/m,%/m,null,null,null,null,null
 2.5800739E+003, 3.1668801E+001, 2.8973794E+001, 2.1571088E+001, 3.6608997E+000, 2.7562316E+000, 6.0999999E+000, 8.7997459E+001, 8.5679294E+001, 7.9297463E+001, 7.1266834E+001, 7.2410501E+001, 8.8127680E+001, 8.1647385E+001, 8.9095864E+001, 6.9637127E+001
 2.5950460E+003, 3.1590783E+001, 2.8908229E+001, 2.1563532E+001, 3.6669916E+000, 2.7273087E+000, 6.0999999E+000, 8.7638382E+001, 8.5509254E+001, 7.9492834E+001, 7.1301301E+001, 7.1934536E+001, 8.7910479E+001, 8.1399482E+001, 8.9547117E+001, 6.9016300E+001
 2.6100434E+003, 3.1580763E+001, 2.8873313E+001, 2.1562278E+001, 3.5600113E+000, 2.7909272E+000, 6.0999999E+000, 8.7323345E+001, 8.5495536E+001, 7.9231739E+001, 7.1050716E+001, 7.1882735E+001, 8.7880203E+001, 8.1183029E+001, 8.9658364E+001, 6.8356338E+001
 2.6250069E+003, 3.1045438E+001, 2.8860728E+001, 2.1542528E+001, 3.5080379E+000, 2.8099613E+000, 6.0999999E+000, 8.7226247E+001, 8.4843619E+001, 7.8599016E+001, 7.1250334E+001, 7.1683103E+001, 8.7745971E+001, 8.1205843E+001, 8.9547864E+001, 6.8021279E+001
 2.6401005E+003, 3.1275844E+001, 2.8748397E+001, 2.1593715E+001, 3.6750160E+000, 2.7634140E+000, 6.0999999E+000, 8.6914583E+001, 8.4401289E+001, 7.8255285E+001, 7.0716815E+001, 7.1566410E+001, 8.7389732E+001, 8.0862476E+001, 8.8893539E+001, 6.7107989E+001
 2.6550631E+003, 3.1864799E+001, 2.8704264E+001, 2.1564766E+001, 3.7442044E+000, 2.7903851E+000, 6.0999999E+000, 8.6683842E+001, 8.3977301E+001, 7.7917296E+001, 7.0704062E+001, 7.0853326E+001, 8.7271309E+001, 8.0571287E+001, 8.9096363E+001, 6.6435771E+001
 2.6700654E+003, 3.1584291E+001, 2.8639389E+001, 2.1496208E+001, 3.6750687E+000, 2.8118617E+000, 6.0999999E+000, 8.6517099E+001, 8.3909128E+001, 7.8398872E+001, 7.0494703E+001, 7.0655658E+001, 8.7015988E+001, 8.0256793E+001, 8.8618357E+001, 6.6346275E+001
 2.6850773E+003, 3.0899012E+001, 2.8664901E+001, 2.1554465E+001, 3.6110311E+000, 2.8223247E+000, 6.0999999E+000, 8.6377363E+001, 8.3870026E+001, 7.7518102E+001, 7.0142326E+001, 7.0459361E+001, 8.6954436E+001, 7.9359824E+001, 8.8427484E+001, 6.6567631E+001
 2.7000804E+003, 3.1092633E+001, 2.8553872E+001, 2.1538554E+001, 3.6416528E+000, 2.8393577E+000, 6.0999999E+000, 8.6161577E+001, 8.3808024E+001, 7.7054391E+001, 6.9041593E+001, 7.0117203E+001, 8.6960866E+001, 7.9306965E+001, 8.8671989E+001, 6.6742694E+001
 2.7150323E+003, 3.1073758E+001, 2.8571568E+001, 2.1440622E+001, 3.6166047E+000, 2.8269911E+000, 6.0999999E+000, 8.5796895E+001, 8.3672843E+001, 7.6410322E+001, 6.8747357E+001, 7.0311074E+001, 8.6402289E+001, 7.9173707E+001, 8.8893857E+001, 6.6292133E+001
 2.7300315E+003, 3.0964214E+001, 2.8528949E+001, 2.1346813E+001, 3.5746767E+000, 2.8149053E+000, 6.0999999E+000, 8.5563045E+001, 8.3495890E+001, 7.6299583E+001, 6.8047535E+001, 6.9921533E+001, 8.6195923E+001, 7.8974612E+001, 8.9167909E+001, 6.6142476E+001
 2.7450966E+003, 3.0967032E+001, 2.8387062E+001, 2.1336826E+001, 3.5886786E+000, 2.7803557E+000, 6.0999999E+000, 8.5404476E+001, 8.3291311E+001, 7.6805940E+001, 6.7961625E+001, 6.9627158E+001, 8.5813468E+001, 7.8541986E+001, 8.9222606E+001, 6.6182583E+001
 2.7600141E+003, 3.0973180E+001, 2.8490669E+001, 2.1408918E+001, 3.7108179E+000, 2.9750318E+000, 6.0999999E+000, 8.5220537E+001, 8.2966791E+001, 7.6822917E+001, 6.7611955E+001, 6.9422261E+001, 8.5689569E+001, 7.8495740E+001, 8.8998608E+001, 6.5281478E+001
 2.7750107E+003, 3.0659479E+001, 2.8473243E+001, 2.1362931E+001, 3.6925688E+000, 2.8815700E+000, 6.0999999E+000, 8.4686043E+001, 8.2761291E+001, 7.5724323E+001, 6.7095172E+001, 6.8864495E+001, 8.5546332E+001, 7.8179959E+001, 8.8734129E+001, 6.4657103E+001
 2.7900717E+003, 3.0902165E+001, 2.8375495E+001, 2.1329871E+001, 3.6668067E+000, 2.8501041E+000, 6.0999999E+000, 8.4296864E+001, 8.2459134E+001, 7.4903706E+001, 6.7316668E+001, 6.8659188E+001, 8.5205210E+001, 7.7969817E+001, 8.8618776E+001, 6.3934239E+001
 2.8050131E+003, 3.0913912E+001, 2.8175269E+001, 2.1295426E+001, 3.7047991E+000, 2.8390407E+000, 6.0999999E+000, 8.4270850E+001, 8.2310040E+001, 7.4534007E+001, 6.6973699E+001, 6.7689051E+001, 8.4853664E+001, 7.7355726E+001, 8.8455914E+001, 6.3931916E+001
 2.8200521E+003, 3.0770430E+001, 2.8251805E+001, 2.1340950E+001, 3.6673573E+000, 2.8753281E+000, 6.0999999E+000, 8.4206021E+001, 8.2107839E+001, 7.4661466E+001, 6.6543214E+001, 6.8160264E+001, 8.4760793E+001, 7.7161491E+001, 8.7879966E+001, 6.3561023E+001
 2.8350765E+003, 3.0435560E+001, 2.8195263E+001, 2.1367709E+001, 3.6037683E+000, 2.8315089E+000, 6.0999999E+000, 8.3935957E+001, 8.1529494E+001, 7.2477191E+001, 6.5970895E+001, 6.7755037E+001, 8.4386266E+001, 7.6492631E+001, 8.7383858E+001, 6.3882436E+001
 2.8500054E+003, 3.0915778E+001, 2.8125448E+001, 2.1304018E+001, 3.6027140E+000, 2.8268568E+000, 6.0999999E+000, 8.3582472E+001, 8.1302267E+001, 7.3478817E+001, 6.5568062E+001, 6.6880982E+001, 8.4033508E+001, 7.6452330E+001, 8.6878156E+001, 6.3188337E+001
 2.8650150E+003, 3.0793280E+001, 2.8083102E+001, 2.1349356E+001, 3.6944297E+000, 2.8530249E+000, 6.0999999E+000, 8.3396475E+001, 8.1085428E+001, 7.1780835E+001, 6.5422258E+001, 6.7204654E+001, 8.3888895E+001, 7.6138718E+001, 8.7360710E+001, 6.3029815E+001
 2.8800724E+003, 3.0622443E+001, 2.8026898E+001, 2.1322415E+001, 3.7285034E+000, 2.8765550E+000, 6.0999999E+000, 8.3308439E+001, 8.0975489E+001, 7.2708741E+001, 6.4963045E+001, 6.6157717E+001, 8.3533219E+001, 7.5436472E+001, 8.6953266E+001, 6.2924147E+001
 2.8950674E+003, 3.0488036E+001, 2.8011027E+001, 2.1336134E+001, 3.7295729E+000, 2.8944341E+000, 6.0999999E+000, 8.3066185E+001, 8.1016345E+001, 7.1911952E+001, 6.4511958E+001, 6.6251807E+001, 8.3532924E+001, 7.5311896E+001, 8.7677497E+001, 6.2623640E+001
 2.9100926E+003, 3.0273802E+001, 2.7996590E+001, 2.1325372E+001, 3.6796567E+000, 2.9147918E+000, 6.0999999E+000, 8.2864944E+001, 8.0146773E+001, 7.2343342E+001, 6.4359560E+001, 6.6282859E+001, 8.3416296E+001, 7.5129666E+001, 8.7659373E+001, 6.2194057E+001
 2.9250646E+003, 3.0317375E+001, 2.7879652E+001, 2.1317390E+001, 3.6857718E+000, 2.8071476E+000, 6.0999999E+000, 8.2548644E+001, 7.8998402E+001, 7.1462619E+001, 6.4182805E+001, 6.6059366E+001, 8.2938554E+001, 7.5124388E+001, 8.7341423E+001, 6.2344340E+001
 2.9400389E+003, 3.0715653E+001, 2.8024613E+001, 2.1334399E+001, 3.8655666E+000, 2.9542647E+000, 6.0999999E+000, 8.2151870E+001, 7.8465893E+001, 7.1034827E+001, 6.3810613E+001, 6.5479098E+001, 8.2655144E+001, 7.4711748E+001, 8.6972197E+001, 6.2215336E+001
 2.9550826E+003, 3.0360590E+001, 2.7898325E+001, 2.1275513E+001, 3.7520390E+000, 2.9620215E+000, 6.0999999E+000, 8.1789281E+001, 7.8619197E+001, 7.0493598E+001, 6.3783082E+001, 6.6046998E+001, 8.2515085E+001, 7.4534131E+001, 8.7020569E+001, 6.1684860E+001
 2.9700140E+003, 3.0001443E+001, 2.7821123E+001, 2.1336742E+001, 3.6521793E+000, 2.9314206E+000, 6.0999999E+000, 8.1508688E+001, 7.8981231E+001, 6.9905286E+001, 6.3517740E+001, 6.5458524E+001, 8.2543907E+001, 7.4138534E+001, 8.6580205E+001, 6.0898225E+001
 2.9850409E+003, 3.0513127E+001, 2.7691596E+001, 2.1260203E+001, 3.7780486E+000, 2.8330297E+000, 6.0999999E+000, 8.1250468E+001, 7.7419047E+001, 6.9380531E+001, 6.3434983E+001, 6.4266500E+001, 8.1966650E+001, 7.3746980E+001, 8.6879592E+001, 6.1487236E+001
 3.0000533E+003, 2.9875747E+001, 2.7694330E+001, 2.1297105E+001, 3.6121595E+000, 2.8440891E+000, 6.0999999E+000, 8.1009665E+001, 7.7049528E+001, 7.0087730E+001, 6.3135618E+001, 6.3514621E+001, 8.1845289E+001, 7.3237643E+001, 8.6232026E+001, 6.0724020E+001
 3.0150639E+003, 3.0020679E+001, 2.7699744E+001, 2.1243087E+001, 3.6560241E+000, 2.8876906E+000, 6.0999999E+000, 8.0400586E+001, 7.7154756E+001, 6.8658022E+001, 6.2777992E+001, 6.3744985E+001, 8.1535163E+001, 7.3062797E+001, 8.6239947E+001, 6.0682382E+001
 3.0300464E+003, 2.9786226E+001, 2.7508784E+001, 2.1220749E+001, 3.6621081E+000, 2.8463035E+000, 6.0999999E+000, 8.0118914E+001, 7.7150525E+001, 6.8778671E+001, 6.2429072E+001, 6.3678819E+001, 8.1292980E+001, 7.2484765E+001, 8.6247106E+001, 5.9632854E+001
 3.0450806E+003, 2.9781232E+001, 2.7597592E+001, 2.1222258E+001, 3.6356912E+000, 2.9339255E+000, 6.0999999E+000, 7.9999840E+001, 7.7578478E+001, 6.8157443E+001, 6.2279969E+001, 6.3879334E+001, 8.0969846E+001, 7.2259276E+001, 8.6007262E+001, 5.9261590E+001
 3.0600247E+003, 2.9997302E+001, 2.7667118E+001, 2.1233746E+001, 3.7461519E+000, 2.9041097E+000, 6.0999999E+000, 7.9905230E+001, 7.6490680E+001, 6.7894919E+001, 6.1565003E+001, 6.2852533E+001, 8.0728060E+001, 7.2183063E+001, 8.5651010E+001, 5.8647283E+001
 3.0750759E+003, 2.9577551E+001, 2.7509103E+001, 2.1274169E+001, 3.6968375E+000, 2.9265923E+000, 6.0999999E+000, 7.9717530E+001, 7.5814727E+001, 6.7304405E+001, 6.1560582E+001, 6.2752503E+001, 8.0451858E+001, 7.1909265E+001, 8.5473745E+001, 5.8721197E+001
 3.0900721E+003, 2.9907359E+001, 2.7527712E+001, 2.1267692E+001, 3.8071085E+000, 2.9281600E+000, 6.0999999E+000, 7.9356038E+001, 7.4694989E+001, 6.6785019E+001, 6.0934462E+001, 6.2387317E+001, 8.0475601E+001, 7.1343122E+001, 8.5782842E+001, 5.9147515E+001
 3.1050808E+003, 2.9813446E+001, 2.7434495E+001, 2.1250316E+001, 3.7741785E+000, 2.8730559E+000, 6.0999999E+000, 7.8918308E+001, 7.5436831E+001, 6.5591679E+001, 6.0733029E+001, 6.2615373E+001, 8.0331650E+001, 7.1044380E+001, 8.5753476E+001, 5.9238907E+001
 3.1200895E+003, 2.9843192E+001, 2.7470145E+001, 2.1167777E+001, 3.8295027E+000, 2.9072527E+000, 6.0999999E+000, 7.8569418E+001, 7.5497464E+001, 6.4037542E+001, 6.0045762E+001, 6.1932269E+001, 7.9938748E+001, 7.0699233E+001, 8.5380232E+001, 5.8925080E+001
 3.1350982E+003, 2.9924969E+001, 2.7367516E+001, 2.1184806E+001, 3.7234437E+000, 2.9299512E+000, 6.0999999E+000, 7.8233875E+001, 7.5768156E+001, 6.4452406E+001, 5.9584645E+001, 6.2091718E+001, 7.9513233E+001, 7.0604199E+001, 8.5675638E+001, 5.8959194E+001
 3.1500082E+003, 3.0018577E+001, 2.7348555E+001, 2.1169691E+001, 3.7498354E+000, 2.8339473E+000, 6.0999999E+000, 7.7841038E+001, 7.5356822E+001, 6.5089105E+001, 5.9623271E+001, 6.1518970E+001, 7.9191953E+001, 7.0293307E+001, 8.5135164E+001, 5.8243780E+001
 3.1650169E+003, 2.9918438E+001, 2.7368269E+001, 2.1150310E+001, 3.7378688E+000, 2.9688299E+000, 6.0999999E+000, 7.7445692E+001, 7.3418880E+001, 6.4326001E+001, 5.9306021E+001, 6.1467271E+001, 7.8960809E+001, 7.0257960E+001, 8.5797747E+001, 5.7404880E+001
 3.1800256E+003, 3.0058777E+001, 2.7395819E+001, 2.1133856E+001, 3.8080441E+000, 3.0593945E+000, 6.0999999E+000, 7.7263382E+001, 7.3224634E+001, 6.2468721E+001, 5.9552949E+001, 6.1356617E+001, 7.8618690E+001, 6.9966206E+001, 8.5450167E+001, 5.7106266E+001
 3.1950343E+003, 2.9302551E+001, 2.7330419E+001, 2.1196030E+001, 3.7025834E+000, 2.9818606E+000, 6.0999999E+000, 7.6653062E+001, 7.1468260E+001, 6.1707235E+001, 5.9528871E+001, 6.1108498E+001, 7.8270031E+001, 6.9558787E+001, 8.5830630E+001, 5.6438565E+001
 3.2100430E+003, 2.9384264E+001, 2.7194969E+001, 2.1165073E+001, 3.5774758E+000, 2.9284442E+000, 6.0999999E+000, 7.6526850E+001, 7.2093011E+001, 6.1841744E+001, 5.9070770E+001, 5.9969149E+001, 7.7864781E+001, 6.8736369E+001, 8.5888911E+001, 5.5522730E+001
 3.2250517E+003, 2.9556127E+001, 2.7313791E+001, 2.1104285E+001, 3.8167872E+000, 3.0327397E+000, 6.0999999E+000, 7.6414059E+001, 7.1309560E+001, 6.1663630E+001, 5.8435266E+001, 5.9868401E+001, 7.7737761E+001, 6.8343595E+001, 8.5690703E+001, 5.5124093E+001
 3.2400604E+003, 2.9316289E+001, 2.7128430E+001, 2.1132826E+001, 3.6721713E+000, 2.9003408E+000, 6.0999999E+000, 7.6282906E+001, 7.0846203E+001, 6.2206447E+001, 5.7942660E+001, 5.8778143E+001, 7.7686891E+001, 6.8004871E+001, 8.4787104E+001, 5.5939937E+001
 3.2550691E+003, 2.9247413E+001, 2.7175544E+001, 2.1139204E+001, 3.6930962E+000, 2.9787050E+000, 6.0999999E+000, 7.5845761E+001, 7.0123173E+001, 6.1713178E+001, 5.7695523E+001, 5.8812285E+001, 7.7408682E+001, 6.7818960E+001, 8.4388850E+001, 5.5931121E+001
 3.2700778E+003, 2.9545744E+001, 2.7077633E+001, 2.1125853E+001, 3.6735708E+000, 2.9496180E+000, 6.0999999E+000, 7.5014219E+001, 6.8990518E+001, 6.1224136E+001, 5.6797513E+001, 5.8820413E+001, 7.6890092E+001, 6.7733053E+001, 8.4463325E+001, 5.5690570E+001
 3.2850865E+003, 2.9131800E+001, 2.7010640E+001, 2.1075258E+001, 3.6915099E+000, 2.9101482E+000, 6.0999999E+000, 7.4892181E+001, 6.9074448E+001, 6.0930996E+001, 5.6091289E+001, 5.8070144E+001, 7.6836871E+001, 6.7366847E+001, 8.4152518E+001, 5.6051638E+001
 3.3000952E+003, 2.9386670E+001, 2.7052044E+001, 2.1077420E+001, 3.7374483E+000, 2.9707846E+000, 6.0999999E+000, 7.4490717E+001, 6.9550003E+001, 5.9966637E+001, 5.6156686E+001, 5.7909628E+001, 7.6636272E+001, 6.6967910E+001, 8.4064945E+001, 5.5852192E+001
 3.3150052E+003, 2.9310357E+001, 2.7065247E+001, 2.1126502E+001, 3.6816057E+000, 3.0139931E+000, 6.0999999E+000, 7.4255311E+001, 6.9909161E+001, 5.9943423E+001, 5.6118543E+001, 5.8005772E+001, 7.6361962E+001, 6.6864918E+001, 8.4021837E+001, 5.5506911E+001
 3.3300139E+003, 2.9240937E+001, 2.6949369E+001, 2.1098915E+001, 3.7348912E+000, 2.9743341E+000, 6.0999999E+000, 7.3727246E+001, 7.0302321E+001, 5.8923418E+001, 5.5936698E+001, 5.8287231E+001, 7.5866372E+001, 6.6480892E+001, 8.4024231E+001, 5.4915579E+001
 3.3450226E+003, 2.9038364E+001, 2.6933564E+001, 2.1097580E+001, 3.7038263E+000, 2.9924378E+000, 6.0999999E+000, 7.3440790E+001, 6.8753458E+001, 5.8921460E+001, 5.5982307E+001, 5.7844310E+001, 7.5455972E+001, 6.6135914E+001, 8.4039607E+001, 5.4212076E+001
 3.3600313E+003, 2.9220552E+001, 2.6997122E+001, 2.1084042E+001, 3.7215980E+000, 2.9701926E+000, 6.0999999E+000, 7.3231781E+001, 6.7484318E+001, 5.9145233E+001, 5.6246738E+001, 5.6876743E+001, 7.5357345E+001, 6.5881217E+001, 8.3653222E+001, 5.3972534E+001
 3.3750400E+003, 2.9208933E+001, 2.6931177E+001, 2.1081542E+001, 3.6723331E+000, 2.9936786E+000, 6.0999999E+000, 7.2967829E+001, 6.7092054E+001, 5.8837187E+001, 5.6327109E+001, 5.6930344E+001, 7.4935515E+001, 6.5843972E+001, 8.2992851E+001, 5.3623512E+001
 3.3900487E+003, 2.9089251E+001, 2.6883213E+001, 2.1112120E+001, 3.7378096E+000, 3.0024581E+000, 6.0999999E+000, 7.2438724E+001, 6.7070577E+001, 5.7915605E+001, 5.5788706E+001, 5.6694982E+001, 7.4622117E+001, 6.5290360E+001, 8.3189176E+001, 5.3504739E+001
 3.4050574E+003, 2.9093410E+001, 2.6842557E+001, 2.1097831E+001, 3.6586859E+000, 2.9977066E+000, 6.0999999E+000, 7.1916469E+001, 6.6184656E+001, 5.8014815E+001, 5.5395185E+001, 5.6255896E+001, 7.4430777E+001, 6.4884675E+001, 8.2928367E+001, 5.3806072E+001
 3.4200662E+003, 2.8811795E+001, 2.5984299E+001, 2.1079821E+001, 3.6284567E+000, 3.4815718E+000, 6.0999999E+000, 7.1625574E+001, 6.6255021E+001, 5.8273461E+001, 5.5026371E+001, 5.5913072E+001, 7.3761664E+001, 6.4810645E+001, 8.2418078E+001, 5.3466739E+001
 3.4351015E+003, 2.9008366E+001, 2.6797974E+001, 2.1112934E+001, 3.8249340E+000, 2.9821700E+000, 6.0999999E+000, 7.1442813E+001, 6.5730209E+001, 5.8070630E+001, 5.4726930E+001, 5.6247598E+001, 7.3724536E+001, 6.4613479E+001, 8.2281342E+001, 5.3409936E+001
 3.4500901E+003, 2.8823686E+001, 2.6757855E+001, 2.1035223E+001, 3.6940897E+000, 2.9888084E+000, 6.0999999E+000, 7.0888656E+001, 6.5164244E+001, 5.7000349E+001, 5.4463247E+001, 5.6021720E+001, 7.3794084E+001, 6.4168860E+001, 8.2384748E+001, 5.3186099E+001
 3.4650257E+003, 2.8986707E+001, 2.5220444E+001, 2.1093711E+001, 3.7503332E+000, 3.8700040E+000, 6.0999999E+000, 6.9878007E+001, 6.5381555E+001, 5.7001378E+001, 5.4452382E+001, 5.6423177E+001, 7.3501440E+001, 6.3804343E+001, 8.2305317E+001, 5.2282965E+001
 3.4800658E+003, 2.9035505E+001, 2.6710384E+001, 2.1074952E+001, 3.8327841E+000, 2.9664357E+000, 6.0999999E+000, 6.9696962E+001, 6.5101032E+001, 5.7176319E+001, 5.3871944E+001, 5.5864784E+001, 7.3008752E+001, 6.3561100E+001, 8.2369796E+001, 5.1710062E+001
 3.4950015E+003, 2.8733567E+001, 2.5355622E+001, 2.1030579E+001, 3.7504232E+000, 3.7338117E+000, 6.0999999E+000, 6.9354557E+001, 6.4923097E+001, 5.6560086E+001, 5.3536198E+001, 5.5079800E+001, 7.2390180E+001, 6.3313580E+001, 8.2117499E+001, 5.1323998E+001
 3.5100416E+003, 2.8904722E+001, 2.6705133E+001, 2.1044052E+001, 3.6705475E+000, 3.0086874E+000, 6.0999999E+000, 6.8735234E+001, 6.5446758E+001, 5.6195837E+001, 5.3679929E+001, 5.5379432E+001, 7.1976801E+001, 6.3187058E+001, 8.2330710E+001, 5.1044705E+001
 3.5250817E+003, 2.8976021E+001, 2.4833336E+001, 2.1023345E+001, 3.8508957E+000, 4.1605026E+000, 6.0999999E+000, 6.8707041E+001, 6.4735391E+001, 5.5757140E+001, 5.3333566E+001, 5.4402403E+001, 7.1515726E+001, 6.3071485E+001, 8.2383620E+001, 5.1067432E+001
 3.5400173E+003, 2.8479772E+001, 2.4789194E+001, 2.1052940E+001, 3.7881029E+000, 4.2133989E+000, 6.0999999E+000, 6.8340604E+001, 6.3681559E+001, 5.5313007E+001, 5.2765484E+001, 5.4150357E+001, 7.1502950E+001, 6.2679576E+001, 8.2594332E+001, 5.0507828E+001
 3.5550574E+003, 2.8547116E+001, 2.3917856E+001, 2.1039150E+001, 3.7288133E+000, 4.6460242E+000, 6.0999999E+000, 6.7886218E+001, 6.2992665E+001, 5.5749989E+001, 5.2105319E+001, 5.4147773E+001, 7.1399365E+001, 6.2141305E+001, 8.2964676E+001, 5.0755825E+001
 3.5700975E+003, 2.8787716E+001, 2.1555556E+001, 2.1036033E+001, 3.6850070E+000, 6.0999999E+000, 6.0999999E+000, 6.7700852E+001, 6.2766660E+001, 5.5801707E+001, 5.1898803E+001, 5.3498183E+001, 7.0802517E+001, 6.2096132E+001, 8.2378729E+001, 5.0342861E+001
 3.5850332E+003, 2.8397360E+001, 2.3540867E+001, 2.0984101E+001, 3.6654823E+000, 4.9201074E+000, 6.0999999E+000, 6.7293751E+001, 6.2688159E+001, 5.4690349E+001, 5.1541145E+001, 5.3122780E+001, 7.0383089E+001, 6.1984666E+001, 8.2353124E+001, 5.0301073E+001
 3.6000733E+003, 2.8286957E+001, 2.3390022E+001, 2.0990496E+001, 3.6861644E+000, 5.0102935E+000, 6.0999999E+000, 6.7131979E+001, 6.1788919E+001, 5.4703424E+001, 5.1205070E+001, 5.3654672E+001, 7.0520098E+001, 6.1595925E+001, 8.2004226E+001, 5.0428258E+001
