s,kW/m2,C,kg/m2/s
 4.1820999E+002, 6.1467446E+000, 6.6687048E+002, 5.8635695E-003
 4.1881000E+002, 6.1387195E+000, 6.6691308E+002, 5.8572489E-003
 4.1941000E+002, 6.1306985E+000, 6.6695565E+002, 5.8508519E-003
 4.2001001E+002, 6.1228269E+000, 6.6699744E+002, 5.8443781E-003
 4.2060999E+002, 6.1148894E+000, 6.6703958E+002, 5.8378273E-003
 4.2120999E+002, 6.1069624E+000, 6.6708165E+002, 5.8312018E-003
 4.2181000E+002, 6.0990970E+000, 6.6712338E+002, 5.8245016E-003
 4.2241000E+002, 6.0913003E+000, 6.6716473E+002, 5.8177263E-003
 4.2301001E+002, 6.0834568E+000, 6.6720634E+002, 5.8108772E-003
 4.2360999E+002, 6.0756573E+000, 6.6724770E+002, 5.8039539E-003
 4.2420999E+002, 6.0679007E+000, 6.6728883E+002, 5.7969578E-003
 4.2481000E+002, 6.0601893E+000, 6.6732974E+002, 5.7898894E-003
 4.2541000E+002, 6.0524527E+000, 6.6737077E+002, 5.7827485E-003
 4.2601001E+002, 6.0447745E+000, 6.6741148E+002, 5.7755369E-003
 4.2660999E+002, 6.0371121E+000, 6.6745211E+002, 5.7682552E-003
 4.2720999E+002, 6.0294689E+000, 6.6749260E+002, 5.7609021E-003
 4.2781000E+002, 6.0219019E+000, 6.6753268E+002, 5.7534792E-003
 4.2841000E+002, 6.0142445E+000, 6.6757320E+002, 5.7459877E-003
 4.2901001E+002, 6.0067133E+000, 6.6761304E+002, 5.7384266E-003
 4.2960999E+002, 5.9992241E+000, 6.6765269E+002, 5.7307969E-003
 4.3020999E+002, 5.9916595E+000, 6.6769272E+002, 5.7231009E-003
 4.3081000E+002, 5.9841604E+000, 6.6773240E+002, 5.7153363E-003
 4.3141000E+002, 5.9767584E+000, 6.6777156E+002, 5.7075058E-003
 4.3201001E+002, 5.9693033E+000, 6.6781101E+002, 5.6996089E-003
 4.3260999E+002, 5.9618756E+000, 6.6785031E+002, 5.6916470E-003
 4.3320999E+002, 5.9544977E+000, 6.6788935E+002, 5.6836202E-003
 4.3381000E+002, 5.9471573E+000, 6.6792819E+002, 5.6755286E-003
 4.3441000E+002, 5.9398116E+000, 6.6796707E+002, 5.6673730E-003
 4.3501001E+002, 5.9325041E+000, 6.6800572E+002, 5.6591546E-003
 4.3560999E+002, 5.9251802E+000, 6.6804445E+002, 5.6508732E-003
 4.3620999E+002, 5.9179693E+000, 6.6808256E+002, 5.6425291E-003
 4.3681000E+002, 5.9106760E+000, 6.6812111E+002, 5.6341240E-003
 4.3741000E+002, 5.9035177E+000, 6.6815893E+002, 5.6256577E-003
 4.3801001E+002, 5.8962699E+000, 6.6819724E+002, 5.6171305E-003
 4.3860999E+002, 5.8890948E+000, 6.6823516E+002, 5.6085427E-003
 4.3920999E+002, 5.8820287E+000, 6.6827252E+002, 5.5998960E-003
 4.3981000E+002, 5.8748527E+000, 6.6831047E+002, 5.5911913E-003
 4.4041000E+002, 5.8677268E+000, 6.6834814E+002, 5.5824272E-003
 4.4101001E+002, 5.8606924E+000, 6.6838532E+002, 5.5736056E-003
 4.4160999E+002, 5.8536605E+000, 6.6842250E+002, 5.5647256E-003
 4.4220999E+002, 5.8465905E+000, 6.6845984E+002, 5.5557895E-003
 4.4281000E+002, 5.8395674E+000, 6.6849693E+002, 5.5467969E-003
 4.4341000E+002, 5.8326105E+000, 6.6853366E+002, 5.5377493E-003
 4.4401001E+002, 5.8256672E+000, 6.6857031E+002, 5.5286451E-003
 4.4460999E+002, 5.8186946E+000, 6.6860711E+002, 5.5194868E-003
 4.4520999E+002, 5.8117820E+000, 6.6864358E+002, 5.5102736E-003
 4.4581000E+002, 5.8048543E+000, 6.6868013E+002, 5.5010081E-003
 4.4641000E+002, 5.7980504E+000, 6.6871601E+002, 5.4916878E-003
 4.4701001E+002, 5.7911354E+000, 6.6875248E+002, 5.4823145E-003
 4.4760999E+002, 5.7843327E+000, 6.6878833E+002, 5.4728896E-003
 4.4820999E+002, 5.7775123E+000, 6.6882429E+002, 5.4634123E-003
 4.4881000E+002, 5.7706997E+000, 6.6886020E+002, 5.4538830E-003
 4.4941000E+002, 5.7639941E+000, 6.6889555E+002, 5.4443031E-003
 4.5001001E+002, 5.7572326E+000, 6.6893122E+002, 5.4346725E-003
 4.5060999E+002, 5.7504673E+000, 6.6896691E+002, 5.4249921E-003
 4.5120999E+002, 5.7437719E+000, 6.6900221E+002, 5.4152613E-003
 4.5181000E+002, 5.7371703E+000, 6.6903704E+002, 5.4054816E-003
 4.5241000E+002, 5.7304589E+000, 6.6907241E+002, 5.3956530E-003
 4.5301001E+002, 5.7237984E+000, 6.6910750E+002, 5.3857761E-003
 4.5360999E+002, 5.7171793E+000, 6.6914236E+002, 5.3758506E-003
 4.5420999E+002, 5.7106274E+000, 6.6917686E+002, 5.3658779E-003
 4.5481000E+002, 5.7040301E+000, 6.6921161E+002, 5.3558579E-003
 4.5541000E+002, 5.6974534E+000, 6.6924625E+002, 5.3457903E-003
 4.5601001E+002, 5.6909248E+000, 6.6928064E+002, 5.3356762E-003
 4.5660999E+002, 5.6844121E+000, 6.6931495E+002, 5.3255170E-003
 4.5720999E+002, 5.6779381E+000, 6.6934907E+002, 5.3153114E-003
 4.5781000E+002, 5.6714460E+000, 6.6938328E+002, 5.3050605E-003
 4.5841000E+002, 5.6649705E+000, 6.6941738E+002, 5.2947641E-003
 4.5901001E+002, 5.6585707E+000, 6.6945108E+002, 5.2844228E-003
 4.5960999E+002, 5.6521265E+000, 6.6948500E+002, 5.2740368E-003
 4.6020999E+002, 5.6457246E+000, 6.6951867E+002, 5.2636071E-003
 4.6081000E+002, 5.6393927E+000, 6.6955199E+002, 5.2531331E-003
 4.6141000E+002, 5.6329712E+000, 6.6958575E+002, 5.2426156E-003
 4.6201001E+002, 5.6266038E+000, 6.6961923E+002, 5.2320545E-003
 4.6260999E+002, 5.6203762E+000, 6.6965198E+002, 5.2214510E-003
 4.6320999E+002, 5.6140445E+000, 6.6968528E+002, 5.2108048E-003
 4.6381000E+002, 5.6077250E+000, 6.6971851E+002, 5.2001159E-003
 4.6441000E+002, 5.6014490E+000, 6.6975151E+002, 5.1893849E-003
 4.6501001E+002, 5.5952304E+000, 6.6978420E+002, 5.1786116E-003
 4.6560999E+002, 5.5890303E+000, 6.6981680E+002, 5.1677973E-003
 4.6620999E+002, 5.5827854E+000, 6.6984963E+002, 5.1569408E-003
 4.6681000E+002, 5.5765752E+000, 6.6988227E+002, 5.1460425E-003
 4.6741000E+002, 5.5704220E+000, 6.6991462E+002, 5.1351035E-003
 4.6801001E+002, 5.5642722E+000, 6.6994694E+002, 5.1241240E-003
 4.6860999E+002, 5.5581395E+000, 6.6997918E+002, 5.1131034E-003
 4.6920999E+002, 5.5520058E+000, 6.7001142E+002, 5.1020419E-003
 4.6981000E+002, 5.5458965E+000, 6.7004354E+002, 5.0909408E-003
 4.7041000E+002, 5.5398065E+000, 6.7007554E+002, 5.0797987E-003
 4.7101001E+002, 5.5337754E+000, 6.7010725E+002, 5.0686173E-003
 4.7160999E+002, 5.5276727E+000, 6.7013932E+002, 5.0573955E-003
 4.7220999E+002, 5.5216885E+000, 6.7017075E+002, 5.0461341E-003
 4.7281000E+002, 5.5156567E+000, 6.7020245E+002, 5.0348327E-003
 4.7341000E+002, 5.5096037E+000, 6.7023423E+002, 5.0234925E-003
 4.7401001E+002, 5.5036478E+000, 6.7026548E+002, 5.0121123E-003
 4.7460999E+002, 5.4977417E+000, 6.7029650E+002, 5.0006926E-003
 4.7520999E+002, 5.4917385E+000, 6.7032801E+002, 4.9892339E-003
 4.7581000E+002, 5.4857745E+000, 6.7035930E+002, 4.9777357E-003
 4.7641000E+002, 5.4798528E+000, 6.7039038E+002, 4.9661986E-003
 4.7701001E+002, 5.4740173E+000, 6.7042100E+002, 4.9546230E-003
 4.7760999E+002, 5.4681113E+000, 6.7045200E+002, 4.9430079E-003
 4.7820999E+002, 5.4622093E+000, 6.7048297E+002, 4.9313548E-003
 4.7881000E+002, 5.4563486E+000, 6.7051372E+002, 4.9196626E-003
 4.7941000E+002, 5.4505232E+000, 6.7054427E+002, 4.9079306E-003
 4.8001001E+002, 5.4447129E+000, 6.7057475E+002, 4.8961609E-003
 4.8060999E+002, 5.4389124E+000, 6.7060517E+002, 4.8843520E-003
 4.8120999E+002, 5.4330766E+000, 6.7063577E+002, 4.8725047E-003
 4.8181000E+002, 5.4273308E+000, 6.7066588E+002, 4.8606182E-003
 4.8241000E+002, 5.4215249E+000, 6.7069633E+002, 4.8486924E-003
 4.8301001E+002, 5.4158198E+000, 6.7072621E+002, 4.8367282E-003
 4.8360999E+002, 5.4100873E+000, 6.7075628E+002, 4.8247255E-003
 4.8420999E+002, 5.4043208E+000, 6.7078649E+002, 4.8126842E-003
 4.8481000E+002, 5.3986661E+000, 6.7081612E+002, 4.8006036E-003
 4.8541000E+002, 5.3929501E+000, 6.7084608E+002, 4.7884835E-003
 4.8601001E+002, 5.3872420E+000, 6.7087598E+002, 4.7763251E-003
 4.8660999E+002, 5.3816196E+000, 6.7090544E+002, 4.7641273E-003
 4.8720999E+002, 5.3760110E+000, 6.7093484E+002, 4.7518900E-003
 4.8781000E+002, 5.3703246E+000, 6.7096464E+002, 4.7396136E-003
 4.8841000E+002, 5.3646793E+000, 6.7099422E+002, 4.7272978E-003
 4.8901001E+002, 5.3590752E+000, 6.7102358E+002, 4.7149425E-003
 4.8960999E+002, 5.3535677E+000, 6.7105244E+002, 4.7025474E-003
 4.9020999E+002, 5.3479411E+000, 6.7108192E+002, 4.6901125E-003
 4.9081000E+002, 5.3423495E+000, 6.7111120E+002, 4.6776388E-003
 4.9141000E+002, 5.3367970E+000, 6.7114027E+002, 4.6651249E-003
 4.9201001E+002, 5.3312555E+000, 6.7116928E+002, 4.6525704E-003
 4.9260999E+002, 5.3257676E+000, 6.7119801E+002, 4.6399759E-003
 4.9320999E+002, 5.3202309E+000, 6.7122697E+002, 4.6273419E-003
 4.9381000E+002, 5.3147209E+000, 6.7125581E+002, 4.6146666E-003
 4.9441000E+002, 5.3092097E+000, 6.7128464E+002, 4.6019509E-003
 4.9501001E+002, 5.3037610E+000, 6.7131314E+002, 4.5891937E-003
 4.9560999E+002, 5.2982745E+000, 6.7134184E+002, 4.5763961E-003
 4.9620999E+002, 5.2928544E+000, 6.7137018E+002, 4.5635567E-003
 4.9681000E+002, 5.2873964E+000, 6.7139873E+002, 4.5506760E-003
 4.9741000E+002, 5.2819393E+000, 6.7142727E+002, 4.5377538E-003
 4.9801001E+002, 5.2765527E+000, 6.7145543E+002, 4.5247894E-003
 4.9860999E+002, 5.2711365E+000, 6.7148377E+002, 4.5117830E-003
 4.9920999E+002, 5.2657370E+000, 6.7151201E+002, 4.4987345E-003
 4.9981000E+002, 5.2603536E+000, 6.7154017E+002, 4.4856432E-003
 5.0041000E+002, 5.2550376E+000, 6.7156799E+002, 4.4725090E-003
 5.0101001E+002, 5.2496260E+000, 6.7159629E+002, 4.4593321E-003
 5.0160999E+002, 5.2442454E+000, 6.7162442E+002, 4.4461123E-003
 5.0220999E+002, 5.2389189E+000, 6.7165225E+002, 4.4328482E-003
 5.0281000E+002, 5.2336670E+000, 6.7167971E+002, 4.4195406E-003
 5.0341000E+002, 5.2283148E+000, 6.7170768E+002, 4.4061885E-003
 5.0401001E+002, 5.2229802E+000, 6.7173555E+002, 4.3927917E-003
 5.0460999E+002, 5.2176692E+000, 6.7176330E+002, 4.3793503E-003
 5.0520999E+002, 5.2123961E+000, 6.7179086E+002, 4.3658643E-003
 5.0581000E+002, 5.2071658E+000, 6.7181820E+002, 4.3523332E-003
 5.0641000E+002, 5.2018873E+000, 6.7184580E+002, 4.3387557E-003
 5.0701001E+002, 5.1966176E+000, 6.7187335E+002, 4.3251325E-003
 5.0760999E+002, 5.1913562E+000, 6.7190086E+002, 4.3114636E-003
 5.0820999E+002, 5.1861373E+000, 6.7192815E+002, 4.2977483E-003
 5.0881000E+002, 5.1808987E+000, 6.7195553E+002, 4.2839859E-003
 5.0941000E+002, 5.1757299E+000, 6.7198254E+002, 4.2701761E-003
 5.1001001E+002, 5.1704797E+000, 6.7200997E+002, 4.2563184E-003
 5.1060999E+002, 5.1652955E+000, 6.7203705E+002, 4.2424130E-003
 5.1120999E+002, 5.1600900E+000, 6.7206423E+002, 4.2284593E-003
 5.1181000E+002, 5.1549007E+000, 6.7209131E+002, 4.2144566E-003
 5.1240997E+002, 5.1497615E+000, 6.7211813E+002, 4.2004049E-003
 5.1301001E+002, 5.1445841E+000, 6.7214516E+002, 4.1863034E-003
 5.1360999E+002, 5.1394011E+000, 6.7217219E+002, 4.1721520E-003
 5.1421002E+002, 5.1343164E+000, 6.7219871E+002, 4.1579502E-003
 5.1481000E+002, 5.1291403E+000, 6.7222571E+002, 4.1436985E-003
 5.1540997E+002, 5.1239713E+000, 6.7225266E+002, 4.1293954E-003
 5.1601001E+002, 5.1188589E+000, 6.7227931E+002, 4.1150399E-003
 5.1660999E+002, 5.1138129E+000, 6.7230562E+002, 4.1006331E-003
 5.1721002E+002, 5.1086833E+000, 6.7233237E+002, 4.0861739E-003
 5.1781000E+002, 5.1035521E+000, 6.7235913E+002, 4.0716611E-003
 5.1840997E+002, 5.0984495E+000, 6.7238573E+002, 4.0570950E-003
 5.1901001E+002, 5.0933626E+000, 6.7241224E+002, 4.0424752E-003
 5.1960999E+002, 5.0883407E+000, 6.7243842E+002, 4.0278007E-003
 5.2021002E+002, 5.0832670E+000, 6.7246488E+002, 4.0130725E-003
 5.2081000E+002, 5.0781731E+000, 6.7249143E+002, 3.9982880E-003
 5.2140997E+002, 5.0731215E+000, 6.7251776E+002, 3.9834482E-003
 5.2201001E+002, 5.0680495E+000, 6.7254420E+002, 3.9685521E-003
 5.2260999E+002, 5.0630452E+000, 6.7257030E+002, 3.9535999E-003
 5.2321002E+002, 5.0580082E+000, 6.7259656E+002, 3.9385896E-003
 5.2381000E+002, 5.0530027E+000, 6.7262266E+002, 3.9235215E-003
 5.2440997E+002, 5.0479324E+000, 6.7264911E+002, 3.9083950E-003
 5.2501001E+002, 5.0429386E+000, 6.7267514E+002, 3.8932094E-003
 5.2560999E+002, 5.0379248E+000, 6.7270129E+002, 3.8779641E-003
 5.2621002E+002, 5.0328865E+000, 6.7272754E+002, 3.8626597E-003
 5.2681000E+002, 5.0279653E+000, 6.7275318E+002, 3.8472946E-003
 5.2740997E+002, 5.0229326E+000, 6.7277941E+002, 3.8318676E-003
 5.2801001E+002, 5.0179122E+000, 6.7280555E+002, 3.8163796E-003
 5.2860999E+002, 5.0129763E+000, 6.7283124E+002, 3.8008286E-003
 5.2921002E+002, 5.0079900E+000, 6.7285721E+002, 3.7852146E-003
 5.2981000E+002, 5.0029727E+000, 6.7288334E+002, 3.7695369E-003
 5.3040997E+002, 4.9980205E+000, 6.7290911E+002, 3.7537952E-003
 5.3101001E+002, 4.9931054E+000, 6.7293469E+002, 3.7379885E-003
 5.3160999E+002, 4.9881463E+000, 6.7296052E+002, 3.7221164E-003
 5.3221002E+002, 4.9831536E+000, 6.7298651E+002, 3.7061786E-003
 5.3281000E+002, 4.9781854E+000, 6.7301236E+002, 3.6901741E-003
 5.3340997E+002, 4.9732402E+000, 6.7303807E+002, 3.6741015E-003
 5.3401001E+002, 4.9683560E+000, 6.7306346E+002, 3.6579611E-003
 5.3460999E+002, 4.9634097E+000, 6.7308917E+002, 3.6417520E-003
 5.3521002E+002, 4.9584568E+000, 6.7311491E+002, 3.6254726E-003
 5.3581000E+002, 4.9535032E+000, 6.7314066E+002, 3.6091228E-003
 5.3640997E+002, 4.9485846E+000, 6.7316622E+002, 3.5927020E-003
 5.3701001E+002, 4.9436671E+000, 6.7319178E+002, 3.5762099E-003
 5.3760999E+002, 4.9387809E+000, 6.7321719E+002, 3.5596457E-003
 5.3821002E+002, 4.9338491E+000, 6.7324283E+002, 3.5430083E-003
 5.3881000E+002, 4.9289480E+000, 6.7326832E+002, 3.5262961E-003
 5.3940997E+002, 4.9240018E+000, 6.7329406E+002, 3.5095095E-003
 5.4001001E+002, 4.9191300E+000, 6.7331939E+002, 3.4926473E-003
 5.4060999E+002, 4.9142101E+000, 6.7334500E+002, 3.4757090E-003
 5.4121002E+002, 4.9093142E+000, 6.7337046E+002, 3.4586926E-003
 5.4181000E+002, 4.9044636E+000, 6.7339571E+002, 3.4415985E-003
 5.4240997E+002, 4.8995251E+000, 6.7342141E+002, 3.4244255E-003
 5.4301001E+002, 4.8946203E+000, 6.7344692E+002, 3.4071732E-003
 5.4360999E+002, 4.8897626E+000, 6.7347218E+002, 3.3898397E-003
 5.4421002E+002, 4.8848665E+000, 6.7349764E+002, 3.3724252E-003
 5.4481000E+002, 4.8799557E+000, 6.7352316E+002, 3.3549290E-003
 5.4540997E+002, 4.8750719E+000, 6.7354853E+002, 3.3373494E-003
 5.4601001E+002, 4.8702405E+000, 6.7357362E+002, 3.3196848E-003
 5.4660999E+002, 4.8653398E+000, 6.7359908E+002, 3.3019351E-003
 5.4721002E+002, 4.8604223E+000, 6.7362463E+002, 3.2841000E-003
 5.4781000E+002, 4.8555269E+000, 6.7365006E+002, 3.2661780E-003
 5.4840997E+002, 4.8506651E+000, 6.7367530E+002, 3.2481673E-003
 5.4901001E+002, 4.8458534E+000, 6.7370031E+002, 3.2300680E-003
 5.4960999E+002, 4.8409462E+000, 6.7372580E+002, 3.2118792E-003
 5.5021002E+002, 4.8360451E+000, 6.7375124E+002, 3.1936002E-003
 5.5081000E+002, 4.8311516E+000, 6.7377664E+002, 3.1752291E-003
 5.5140997E+002, 4.8262859E+000, 6.7380190E+002, 3.1567649E-003
 5.5201001E+002, 4.8214235E+000, 6.7382712E+002, 3.1382068E-003
 5.5260999E+002, 4.8165878E+000, 6.7385223E+002, 3.1195545E-003
 5.5321002E+002, 4.8116760E+000, 6.7387772E+002, 3.1008061E-003
 5.5381000E+002, 4.8068032E+000, 6.7390301E+002, 3.0819610E-003
 5.5440997E+002, 4.8019151E+000, 6.7392839E+002, 3.0630178E-003
 5.5501001E+002, 4.7970462E+000, 6.7395366E+002, 3.0439759E-003
 5.5560999E+002, 4.7921774E+000, 6.7397894E+002, 3.0248333E-003
 5.5621002E+002, 4.7873246E+000, 6.7400412E+002, 3.0055901E-003
 5.5681000E+002, 4.7824311E+000, 6.7402951E+002, 2.9862448E-003
 5.5740997E+002, 4.7775542E+000, 6.7405482E+002, 2.9667956E-003
 5.5801001E+002, 4.7726607E+000, 6.7408020E+002, 2.9472424E-003
 5.5860999E+002, 4.7677778E+000, 6.7410553E+002, 2.9275839E-003
 5.5921002E+002, 4.7629249E+000, 6.7413071E+002, 2.9078192E-003
 5.5981000E+002, 4.7580386E+000, 6.7415605E+002, 2.8879468E-003
 5.6040997E+002, 4.7531195E+000, 6.7418156E+002, 2.8679649E-003
 5.6101001E+002, 4.7482887E+000, 6.7420660E+002, 2.8478744E-003
 5.6160999E+002, 4.7433959E+000, 6.7423198E+002, 2.8276717E-003
 5.6221002E+002, 4.7384649E+000, 6.7425753E+002, 2.8073579E-003
 5.6281000E+002, 4.7335521E+000, 6.7428298E+002, 2.7869315E-003
 5.6340997E+002, 4.7287005E+000, 6.7430813E+002, 2.7663903E-003
 5.6401001E+002, 4.7238568E+000, 6.7433325E+002, 2.7457336E-003
 5.6460999E+002, 4.7189214E+000, 6.7435884E+002, 2.7249611E-003
 5.6521002E+002, 4.7139950E+000, 6.7438438E+002, 2.7040714E-003
 5.6581000E+002, 4.7090860E+000, 6.7440983E+002, 2.6830639E-003
 5.6640997E+002, 4.7041867E+000, 6.7443522E+002, 2.6619369E-003
 5.6701001E+002, 4.6993256E+000, 6.7446041E+002, 2.6406890E-003
 5.6760999E+002, 4.6944087E+000, 6.7448588E+002, 2.6193201E-003
 5.6821002E+002, 4.6894619E+000, 6.7451150E+002, 2.5978292E-003
 5.6881000E+002, 4.6845508E+000, 6.7453693E+002, 2.5762151E-003
 5.6940997E+002, 4.6796078E+000, 6.7456252E+002, 2.5544765E-003
 5.7001001E+002, 4.6747139E+000, 6.7458787E+002, 2.5326133E-003
 5.7060999E+002, 4.6697825E+000, 6.7461340E+002, 2.5106245E-003
 5.7121002E+002, 4.6648743E+000, 6.7463881E+002, 2.4885096E-003
 5.7181000E+002, 4.6598951E+000, 6.7466458E+002, 2.4662672E-003
 5.7240997E+002, 4.6549783E+000, 6.7469002E+002, 2.4438958E-003
 5.7301001E+002, 4.6500306E+000, 6.7471564E+002, 2.4213966E-003
 5.7360999E+002, 4.6450542E+000, 6.7474140E+002, 2.3987671E-003
 5.7421002E+002, 4.6401619E+000, 6.7476672E+002, 2.3760089E-003
 5.7481000E+002, 4.6351895E+000, 6.7479246E+002, 2.3531199E-003
 5.7540997E+002, 4.6301904E+000, 6.7481833E+002, 2.3300992E-003
 5.7601001E+002, 4.6252713E+000, 6.7484378E+002, 2.3069488E-003
 5.7660999E+002, 4.6203024E+000, 6.7486951E+002, 2.2836657E-003
 5.7721002E+002, 4.6152870E+000, 6.7489546E+002, 2.2602520E-003
 5.7781000E+002, 4.6103037E+000, 6.7492124E+002, 2.2367052E-003
 5.7840997E+002, 4.6053688E+000, 6.7494677E+002, 2.2130269E-003
 5.7901001E+002, 4.6003965E+000, 6.7497249E+002, 2.1892163E-003
 5.7960999E+002, 4.5953620E+000, 6.7499853E+002, 2.1652746E-003
 5.8021002E+002, 4.5903412E+000, 6.7502449E+002, 2.1412010E-003
 5.8081000E+002, 4.5853347E+000, 6.7505037E+002, 2.1169969E-003
 5.8140997E+002, 4.5803576E+000, 6.7507610E+002, 2.0926620E-003
 5.8201001E+002, 4.5753656E+000, 6.7510192E+002, 2.0681973E-003
 5.8260999E+002, 4.5703211E+000, 6.7512799E+002, 2.0436026E-003
 5.8321002E+002, 4.5652688E+000, 6.7515411E+002, 2.0188798E-003
 5.8381000E+002, 4.5602452E+000, 6.7518008E+002, 1.9940307E-003
 5.8440997E+002, 4.5552026E+000, 6.7520614E+002, 1.9690543E-003
 5.8501001E+002, 4.5501841E+000, 6.7523208E+002, 1.9439532E-003
 5.8560999E+002, 4.5451281E+000, 6.7525822E+002, 1.9187295E-003
 5.8621002E+002, 4.5400805E+000, 6.7528431E+002, 1.8933837E-003
 5.8681000E+002, 4.5349758E+000, 6.7531069E+002, 1.8679192E-003
 5.8740997E+002, 4.5299512E+000, 6.7533665E+002, 1.8423365E-003
 5.8801001E+002, 4.5248408E+000, 6.7536306E+002, 1.8166393E-003
 5.8860999E+002, 4.5197764E+000, 6.7538922E+002, 1.7908284E-003
 5.8921002E+002, 4.5147297E+000, 6.7541530E+002, 1.7649085E-003
 5.8981000E+002, 4.5095814E+000, 6.7544190E+002, 1.7388818E-003
 5.9040997E+002, 4.5044857E+000, 6.7546822E+002, 1.7127516E-003
 5.9101001E+002, 4.4994209E+000, 6.7549438E+002, 1.6865206E-003
 5.9160999E+002, 4.4942723E+000, 6.7552097E+002, 1.6601941E-003
 5.9221002E+002, 4.4891449E+000, 6.7554744E+002, 1.6337762E-003
 5.9281000E+002, 4.4840338E+000, 6.7557381E+002, 1.6072709E-003
 5.9340997E+002, 4.4789496E+000, 6.7560006E+002, 1.5806815E-003
 5.9401001E+002, 4.4737708E+000, 6.7562679E+002, 1.5540143E-003
 5.9460999E+002, 4.4686019E+000, 6.7565347E+002, 1.5272752E-003
 5.9521002E+002, 4.4634437E+000, 6.7568008E+002, 1.5004687E-003
 5.9581000E+002, 4.4583446E+000, 6.7570639E+002, 1.4736019E-003
 5.9640997E+002, 4.4531899E+000, 6.7573300E+002, 1.4466800E-003
 5.9701001E+002, 4.4479901E+000, 6.7575983E+002, 1.4197095E-003
 5.9760999E+002, 4.4427972E+000, 6.7578662E+002, 1.3926991E-003
 5.9821002E+002, 4.4376266E+000, 6.7581329E+002, 1.3656552E-003
 5.9881000E+002, 4.4324434E+000, 6.7584002E+002, 1.3385864E-003
 5.9940997E+002, 4.4272932E+000, 6.7586658E+002, 1.3114994E-003
 6.0001001E+002, 4.4220647E+000, 6.7589355E+002, 1.2844044E-003
