s,kW/m2,C,kg/m2/s,kW/m2,m
 4.1670999E+002, 3.6811274E+001, 3.6692145E+002, 1.9980331E-002, 5.0000000E+001, 9.7810409E-003
 4.1760999E+002, 3.6873545E+001, 3.6574652E+002, 2.0364606E-002, 5.0000000E+001, 9.7446330E-003
 4.1851001E+002, 3.6850815E+001, 3.6620492E+002, 1.9869518E-002, 5.0000000E+001, 9.7083880E-003
 4.1941000E+002, 3.6849894E+001, 3.6619101E+002, 2.0422066E-002, 5.0000000E+001, 9.6721668E-003
 4.2031000E+002, 3.6904750E+001, 3.6519298E+002, 2.0264820E-002, 5.0000000E+001, 9.6353008E-003
 4.2120999E+002, 3.6837208E+001, 3.6643829E+002, 2.0260646E-002, 5.0000000E+001, 9.5991724E-003
 4.2210999E+002, 3.6898533E+001, 3.6527644E+002, 2.0615784E-002, 5.0000000E+001, 9.5622694E-003
 4.2301001E+002, 3.6882073E+001, 3.6562737E+002, 2.0102359E-002, 5.0000000E+001, 9.5255749E-003
 4.2391000E+002, 3.6879265E+001, 3.6563972E+002, 2.0597703E-002, 5.0000000E+001, 9.4890046E-003
 4.2481000E+002, 3.6931273E+001, 3.6468306E+002, 2.0397328E-002, 5.0000000E+001, 9.4518588E-003
 4.2570999E+002, 3.6868928E+001, 3.6584220E+002, 2.0425671E-002, 5.0000000E+001, 9.4154522E-003
 4.2660999E+002, 3.6931349E+001, 3.6465780E+002, 2.0733721E-002, 5.0000000E+001, 9.3783092E-003
 4.2751001E+002, 3.6906423E+001, 3.6516833E+002, 2.0201909E-002, 5.0000000E+001, 9.3414791E-003
 4.2841000E+002, 3.6915317E+001, 3.6496088E+002, 2.0702497E-002, 5.0000000E+001, 9.3046624E-003
 4.2931000E+002, 3.6954308E+001, 3.6425975E+002, 2.0392995E-002, 5.0000000E+001, 9.2674268E-003
 4.3020999E+002, 3.6904704E+001, 3.6516548E+002, 2.0588283E-002, 5.0000000E+001, 9.2308411E-003
 4.3110999E+002, 3.6970302E+001, 3.6392118E+002, 2.0809332E-002, 5.0000000E+001, 9.1935230E-003
 4.3201001E+002, 3.6923459E+001, 3.6483794E+002, 2.0244313E-002, 5.0000000E+001, 9.1567306E-003
 4.3291000E+002, 3.6957213E+001, 3.6416929E+002, 2.0781667E-002, 5.0000000E+001, 9.1196571E-003
 4.3381000E+002, 3.6970261E+001, 3.6395058E+002, 2.0359937E-002, 5.0000000E+001, 9.0824621E-003
 4.3470999E+002, 3.6946352E+001, 3.6437645E+002, 2.0718495E-002, 5.0000000E+001, 9.0456791E-003
 4.3560999E+002, 3.7004762E+001, 3.6327903E+002, 2.0632867E-002, 5.0000000E+001, 9.0082557E-003
 4.3651001E+002, 3.6945407E+001, 3.6440503E+002, 2.0497921E-002, 5.0000000E+001, 8.9715489E-003
 4.3741000E+002, 3.7003169E+001, 3.6329780E+002, 2.0846251E-002, 5.0000000E+001, 8.9342103E-003
 4.3831000E+002, 3.6979353E+001, 3.6377906E+002, 2.0338911E-002, 5.0000000E+001, 8.8971763E-003
 4.3920999E+002, 3.6994179E+001, 3.6346900E+002, 2.0813110E-002, 5.0000000E+001, 8.8601141E-003
 4.4010999E+002, 3.7018493E+001, 3.6302698E+002, 2.0448615E-002, 5.0000000E+001, 8.8227767E-003
 4.4101001E+002, 3.6987671E+001, 3.6359479E+002, 2.0742613E-002, 5.0000000E+001, 8.7859309E-003
 4.4191000E+002, 3.7046985E+001, 3.6248005E+002, 2.0705390E-002, 5.0000000E+001, 8.7484364E-003
 4.4281000E+002, 3.6990626E+001, 3.6354977E+002, 2.0526442E-002, 5.0000000E+001, 8.7116234E-003
 4.4370999E+002, 3.7046398E+001, 3.6247502E+002, 2.0884690E-002, 5.0000000E+001, 8.6742165E-003
 4.4460999E+002, 3.7021544E+001, 3.6297117E+002, 2.0388842E-002, 5.0000000E+001, 8.6371219E-003
 4.4551001E+002, 3.7040399E+001, 3.6258979E+002, 2.0856120E-002, 5.0000000E+001, 8.5999560E-003
 4.4641000E+002, 3.7055740E+001, 3.6232334E+002, 2.0470315E-002, 5.0000000E+001, 8.5626065E-003
 4.4731000E+002, 3.7036755E+001, 3.6266058E+002, 2.0808569E-002, 5.0000000E+001, 8.5256263E-003
 4.4820999E+002, 3.7083700E+001, 3.6178432E+002, 2.0610190E-002, 5.0000000E+001, 8.4881111E-003
 4.4910999E+002, 3.7037751E+001, 3.6264660E+002, 2.0701617E-002, 5.0000000E+001, 8.4512165E-003
 4.5001001E+002, 3.7098519E+001, 3.6147867E+002, 2.0931941E-002, 5.0000000E+001, 8.4136748E-003
 4.5091000E+002, 3.7051928E+001, 3.6240397E+002, 2.0411202E-002, 5.0000000E+001, 8.3766798E-003
 4.5181000E+002, 3.7095905E+001, 3.6152892E+002, 2.0914921E-002, 5.0000000E+001, 8.3392758E-003
 4.5270999E+002, 3.7081359E+001, 3.6183979E+002, 2.0461554E-002, 5.0000000E+001, 8.3020522E-003
 4.5360999E+002, 3.7094909E+001, 3.6154835E+002, 2.0893367E-002, 5.0000000E+001, 8.2648228E-003
 4.5451001E+002, 3.7108516E+001, 3.6130834E+002, 2.0521176E-002, 5.0000000E+001, 8.2274135E-003
 4.5541000E+002, 3.7095206E+001, 3.6154362E+002, 2.0859489E-002, 5.0000000E+001, 8.1903180E-003
 4.5631000E+002, 3.7132254E+001, 3.6085041E+002, 2.0605483E-002, 5.0000000E+001, 8.1527778E-003
 4.5720999E+002, 3.7098220E+001, 3.6148841E+002, 2.0801982E-002, 5.0000000E+001, 8.1157573E-003
 4.5810999E+002, 3.7151786E+001, 3.6047191E+002, 2.0751388E-002, 5.0000000E+001, 8.0781444E-003
 4.5901001E+002, 3.7105523E+001, 3.6135526E+002, 2.0680483E-002, 5.0000000E+001, 8.0411315E-003
 4.5991000E+002, 3.7160892E+001, 3.6028030E+002, 2.0968918E-002, 5.0000000E+001, 8.0035419E-003
 4.6081000E+002, 3.7121684E+001, 3.6106071E+002, 2.0487834E-002, 5.0000000E+001, 7.9664240E-003
 4.6170999E+002, 3.7163712E+001, 3.6022607E+002, 2.0960047E-002, 5.0000000E+001, 7.9289300E-003
 4.6260999E+002, 3.7144563E+001, 3.6062437E+002, 2.0520100E-002, 5.0000000E+001, 7.8916639E-003
 4.6351001E+002, 3.7167305E+001, 3.6015700E+002, 2.0949142E-002, 5.0000000E+001, 7.8542785E-003
 4.6441000E+002, 3.7164986E+001, 3.6022992E+002, 2.0554253E-002, 5.0000000E+001, 7.8168942E-003
 4.6531000E+002, 3.7172316E+001, 3.6006065E+002, 2.0937756E-002, 5.0000000E+001, 7.7795864E-003
 4.6620999E+002, 3.7184106E+001, 3.5985379E+002, 2.0588696E-002, 5.0000000E+001, 7.7421043E-003
 4.6710999E+002, 3.7178169E+001, 3.5994820E+002, 2.0923150E-002, 5.0000000E+001, 7.7048574E-003
 4.6801001E+002, 3.7201301E+001, 3.5952084E+002, 2.0624954E-002, 5.0000000E+001, 7.6673034E-003
 4.6891000E+002, 3.7185467E+001, 3.5980799E+002, 2.0907852E-002, 5.0000000E+001, 7.6300914E-003
 4.6981000E+002, 3.7217781E+001, 3.5920290E+002, 2.0662781E-002, 5.0000000E+001, 7.5924804E-003
 4.7070999E+002, 3.7193669E+001, 3.5965055E+002, 2.0888380E-002, 5.0000000E+001, 7.5552913E-003
 4.7160999E+002, 3.7232881E+001, 3.5890713E+002, 2.0704103E-002, 5.0000000E+001, 7.5176380E-003
 4.7251001E+002, 3.7202799E+001, 3.5947542E+002, 2.0864681E-002, 5.0000000E+001, 7.4804585E-003
 4.7341000E+002, 3.7246097E+001, 3.5865052E+002, 2.0742681E-002, 5.0000000E+001, 7.4427816E-003
 4.7431000E+002, 3.7213147E+001, 3.5927659E+002, 2.0844645E-002, 5.0000000E+001, 7.4055953E-003
 4.7520999E+002, 3.7258846E+001, 3.5840004E+002, 2.0779205E-002, 5.0000000E+001, 7.3679002E-003
 4.7610999E+002, 3.7224165E+001, 3.5906470E+002, 2.0824548E-002, 5.0000000E+001, 7.3307029E-003
 4.7701001E+002, 3.7270281E+001, 3.5817741E+002, 2.0803208E-002, 5.0000000E+001, 7.2930008E-003
 4.7791000E+002, 3.7235827E+001, 3.5883941E+002, 2.0817747E-002, 5.0000000E+001, 7.2557855E-003
 4.7881000E+002, 3.7281829E+001, 3.5795133E+002, 2.0818863E-002, 5.0000000E+001, 7.2180744E-003
 4.7970999E+002, 3.7247748E+001, 3.5860846E+002, 2.0817477E-002, 5.0000000E+001, 7.1808430E-003
 4.8060999E+002, 3.7293158E+001, 3.5773056E+002, 2.0825394E-002, 5.0000000E+001, 7.1431244E-003
 4.8151001E+002, 3.7259815E+001, 3.5837387E+002, 2.0825771E-002, 5.0000000E+001, 7.1058771E-003
 4.8241000E+002, 3.7055460E+001, 3.6232265E+002, 1.9112138E-002, 5.0000000E+001, 7.0693278E-003
 4.8331000E+002, 3.6816493E+001, 3.6682277E+002, 1.9968806E-002, 5.0000000E+001, 7.0348198E-003
 4.8420999E+002, 3.6875825E+001, 3.6570443E+002, 2.0513850E-002, 5.0000000E+001, 6.9982889E-003
 4.8510999E+002, 3.6826534E+001, 3.6667168E+002, 2.0089125E-002, 5.0000000E+001, 6.9618378E-003
 4.8601001E+002, 3.6848052E+001, 3.6622497E+002, 2.0712053E-002, 5.0000000E+001, 6.9250032E-003
 4.8691000E+002, 3.6896395E+001, 3.6534229E+002, 2.0470034E-002, 5.0000000E+001, 6.8876840E-003
 4.8781000E+002, 3.6834342E+001, 3.6648922E+002, 2.0565338E-002, 5.0000000E+001, 6.8510814E-003
 4.8870999E+002, 3.6899105E+001, 3.6526549E+002, 2.0836368E-002, 5.0000000E+001, 6.8137314E-003
 4.8960999E+002, 3.6885982E+001, 3.6553464E+002, 2.0323998E-002, 5.0000000E+001, 6.7766282E-003
 4.9051001E+002, 3.6882056E+001, 3.6558720E+002, 2.0779522E-002, 5.0000000E+001, 6.7397075E-003
 4.9141000E+002, 3.6944609E+001, 3.6443593E+002, 2.0672057E-002, 5.0000000E+001, 6.7022100E-003
 4.9231000E+002, 3.6878893E+001, 3.6565951E+002, 2.0498359E-002, 5.0000000E+001, 6.6654757E-003
 4.9320999E+002, 3.6937297E+001, 3.6454545E+002, 2.0862679E-002, 5.0000000E+001, 6.6281089E-003
 4.9410999E+002, 3.6936515E+001, 3.6458204E+002, 2.0388718E-002, 5.0000000E+001, 6.5908777E-003
 4.9501001E+002, 3.6924537E+001, 3.6478761E+002, 2.0797030E-002, 5.0000000E+001, 6.5539318E-003
 4.9591000E+002, 3.6986646E+001, 3.6362880E+002, 2.0714069E-002, 5.0000000E+001, 6.5163917E-003
 4.9681000E+002, 3.6925115E+001, 3.6478967E+002, 2.0522863E-002, 5.0000000E+001, 6.4795850E-003
 4.9770999E+002, 3.6982215E+001, 3.6369544E+002, 2.0885225E-002, 5.0000000E+001, 6.4421743E-003
 4.9860999E+002, 3.6977193E+001, 3.6381960E+002, 2.0413956E-002, 5.0000000E+001, 6.4049364E-003
 4.9951001E+002, 3.6972971E+001, 3.6387162E+002, 2.0830614E-002, 5.0000000E+001, 6.3678975E-003
 5.0041000E+002, 3.7025779E+001, 3.6288283E+002, 2.0634599E-002, 5.0000000E+001, 6.3303519E-003
 5.0131000E+002, 3.6971733E+001, 3.6390309E+002, 2.0650552E-002, 5.0000000E+001, 6.2935003E-003
 5.0220999E+002, 3.7032615E+001, 3.6273760E+002, 2.0912689E-002, 5.0000000E+001, 6.2560009E-003
 5.0310999E+002, 3.7009722E+001, 3.6320914E+002, 2.0419313E-002, 5.0000000E+001, 6.2188485E-003
 5.0401001E+002, 3.7026583E+001, 3.6285291E+002, 2.0875101E-002, 5.0000000E+001, 6.1816443E-003
 5.0491000E+002, 3.7056195E+001, 3.6230818E+002, 2.0533291E-002, 5.0000000E+001, 6.1441750E-003
 5.0581000E+002, 3.7024066E+001, 3.6290350E+002, 2.0794490E-002, 5.0000000E+001, 6.1072097E-003
 5.0670999E+002, 3.7086929E+001, 3.6171045E+002, 2.0858291E-002, 5.0000000E+001, 6.0696102E-003
 5.0760999E+002, 3.7035377E+001, 3.6270393E+002, 2.0505047E-002, 5.0000000E+001, 6.0326403E-003
 5.0851001E+002, 3.7085896E+001, 3.6172045E+002, 2.0922669E-002, 5.0000000E+001, 5.9951761E-003
 5.0941000E+002, 3.7076733E+001, 3.6192242E+002, 2.0478990E-002, 5.0000000E+001, 5.9579016E-003
 5.1031000E+002, 3.7084906E+001, 3.6173991E+002, 2.0889272E-002, 5.0000000E+001, 5.9206906E-003
 5.1120999E+002, 3.7115114E+001, 3.6118064E+002, 2.0570915E-002, 5.0000000E+001, 5.8831837E-003
 5.1210999E+002, 3.7086869E+001, 3.6170460E+002, 2.0824844E-002, 5.0000000E+001, 5.8461434E-003
 5.1301001E+002, 3.7144389E+001, 3.6061224E+002, 2.0782272E-002, 5.0000000E+001, 5.8085175E-003
 5.1390997E+002, 3.7096883E+001, 3.6152299E+002, 2.0640843E-002, 5.0000000E+001, 5.7715072E-003
 5.1481000E+002, 3.7150938E+001, 3.6047199E+002, 2.0950554E-002, 5.0000000E+001, 5.7339514E-003
 5.1571002E+002, 3.7127271E+001, 3.6095747E+002, 2.0501141E-002, 5.0000000E+001, 5.6967409E-003
 5.1660999E+002, 3.7154310E+001, 3.6040730E+002, 2.0931584E-002, 5.0000000E+001, 5.6593594E-003
 5.1751001E+002, 3.7159861E+001, 3.6032876E+002, 2.0549761E-002, 5.0000000E+001, 5.6219573E-003
 5.1840997E+002, 3.7159353E+001, 3.6031073E+002, 2.0905486E-002, 5.0000000E+001, 5.5847236E-003
 5.1931000E+002, 3.7189004E+001, 3.5976053E+002, 2.0612940E-002, 5.0000000E+001, 5.5471796E-003
 5.2021002E+002, 3.7166549E+001, 3.6017359E+002, 2.0863883E-002, 5.0000000E+001, 5.5100436E-003
 5.2110999E+002, 3.7214191E+001, 3.5927255E+002, 2.0711284E-002, 5.0000000E+001, 5.4724114E-003
 5.2201001E+002, 3.7177103E+001, 3.5997423E+002, 2.0786174E-002, 5.0000000E+001, 5.4353152E-003
 5.2290997E+002, 3.7232406E+001, 3.5890868E+002, 2.0885848E-002, 5.0000000E+001, 5.3976621E-003
 5.2381000E+002, 3.7193540E+001, 3.5966689E+002, 2.0631271E-002, 5.0000000E+001, 5.3605288E-003
 5.2471002E+002, 3.7241830E+001, 3.5871507E+002, 2.0975737E-002, 5.0000000E+001, 5.3229339E-003
 5.2560999E+002, 3.7217840E+001, 3.5920360E+002, 2.0560020E-002, 5.0000000E+001, 5.2856824E-003
 5.2651001E+002, 3.7251187E+001, 3.5853346E+002, 2.0967908E-002, 5.0000000E+001, 5.2481786E-003
 5.2740997E+002, 3.7241780E+001, 3.5874075E+002, 2.0585391E-002, 5.0000000E+001, 5.2108240E-003
 5.2831000E+002, 3.7261777E+001, 3.5832776E+002, 2.0960246E-002, 5.0000000E+001, 5.1733918E-003
 5.2921002E+002, 3.7263759E+001, 3.5831256E+002, 2.0609370E-002, 5.0000000E+001, 5.1359581E-003
 5.3010999E+002, 3.7273564E+001, 3.5809861E+002, 2.0953152E-002, 5.0000000E+001, 5.0985752E-003
 5.3101001E+002, 3.7283976E+001, 3.5791646E+002, 2.0631363E-002, 5.0000000E+001, 5.0610833E-003
 5.3190997E+002, 3.7286494E+001, 3.5784696E+002, 2.0947259E-002, 5.0000000E+001, 5.0237309E-003
 5.3281000E+002, 3.7302810E+001, 3.5754959E+002, 2.0650553E-002, 5.0000000E+001, 4.9861982E-003
 5.3371002E+002, 3.7300496E+001, 3.5757409E+002, 2.0943444E-002, 5.0000000E+001, 4.9488603E-003
 5.3460999E+002, 3.7320198E+001, 3.5720895E+002, 2.0666065E-002, 5.0000000E+001, 4.9113018E-003
 5.3551001E+002, 3.7315484E+001, 3.5728151E+002, 2.0942654E-002, 5.0000000E+001, 4.8739651E-003
 5.3640997E+002, 3.7336349E+001, 3.5689173E+002, 2.0677306E-002, 5.0000000E+001, 4.8363935E-003
 5.3731000E+002, 3.7331383E+001, 3.5697062E+002, 2.0945568E-002, 5.0000000E+001, 4.7990466E-003
 5.3821002E+002, 3.7351442E+001, 3.5659562E+002, 2.0684292E-002, 5.0000000E+001, 4.7614730E-003
 5.3910999E+002, 3.7348136E+001, 3.5664241E+002, 2.0952256E-002, 5.0000000E+001, 4.7241056E-003
 5.4001001E+002, 3.7365510E+001, 3.5631892E+002, 2.0687724E-002, 5.0000000E+001, 4.6865407E-003
 5.4090997E+002, 3.7365715E+001, 3.5629738E+002, 2.0962096E-002, 5.0000000E+001, 4.6491426E-003
 5.4181000E+002, 3.7378680E+001, 3.5606024E+002, 2.0688733E-002, 5.0000000E+001, 4.6115973E-003
 5.4271002E+002, 3.7384107E+001, 3.5593577E+002, 2.0974008E-002, 5.0000000E+001, 4.5741575E-003
 5.4360999E+002, 3.7390922E+001, 3.5581817E+002, 2.0688499E-002, 5.0000000E+001, 4.5366437E-003
 5.4451001E+002, 3.7403290E+001, 3.5555800E+002, 2.0986831E-002, 5.0000000E+001, 4.4991504E-003
 5.4540997E+002, 3.7402425E+001, 3.5559107E+002, 2.0688002E-002, 5.0000000E+001, 4.4616807E-003
 5.4631000E+002, 3.7423220E+001, 3.5516481E+002, 2.0999561E-002, 5.0000000E+001, 4.4241212E-003
 5.4721002E+002, 3.7414058E+001, 3.5536614E+002, 2.0686904E-002, 5.0000000E+001, 4.3867043E-003
 5.4810999E+002, 3.7443560E+001, 3.5476720E+002, 2.0958776E-002, 5.0000000E+001, 4.3490753E-003
 5.4901001E+002, 3.7424480E+001, 3.5515625E+002, 2.0739909E-002, 5.0000000E+001, 4.3117194E-003
 5.4990997E+002, 3.7458776E+001, 3.5447077E+002, 2.0827688E-002, 5.0000000E+001, 4.2740447E-003
 5.5081000E+002, 3.7071407E+001, 3.6208154E+002, 1.8888615E-002, 5.0000000E+001, 4.2381559E-003
 5.5171002E+002, 3.6819642E+001, 3.6676225E+002, 2.0106024E-002, 5.0000000E+001, 4.2034522E-003
 5.5260999E+002, 3.6881964E+001, 3.6558871E+002, 2.0535032E-002, 5.0000000E+001, 4.1667941E-003
 5.5351001E+002, 3.6861915E+001, 3.6600663E+002, 2.0165733E-002, 5.0000000E+001, 4.1301282E-003
 5.5440997E+002, 3.6857676E+001, 3.6604472E+002, 2.0669156E-002, 5.0000000E+001, 4.0933962E-003
 5.5531000E+002, 3.6929657E+001, 3.6468940E+002, 2.0751404E-002, 5.0000000E+001, 4.0561031E-003
 5.5621002E+002, 3.6885762E+001, 3.6554083E+002, 2.0247471E-002, 5.0000000E+001, 4.0193345E-003
 5.5710999E+002, 3.6913420E+001, 3.6499596E+002, 2.0724731E-002, 5.0000000E+001, 3.9823325E-003
 5.5801001E+002, 3.6978384E+001, 3.6377759E+002, 2.0595906E-002, 5.0000000E+001, 3.9449961E-003
 5.5890997E+002, 3.6914884E+001, 3.6498382E+002, 2.0434267E-002, 5.0000000E+001, 3.9083632E-003
 5.5981000E+002, 3.6972301E+001, 3.6388312E+002, 2.0748449E-002, 5.0000000E+001, 3.8711489E-003
 5.6071002E+002, 3.7004549E+001, 3.6330580E+002, 2.0387235E-002, 5.0000000E+001, 3.8339443E-003
 5.6160999E+002, 3.6966089E+001, 3.6400424E+002, 2.0665888E-002, 5.0000000E+001, 3.7972122E-003
 5.6251001E+002, 3.7033259E+001, 3.6272508E+002, 2.0769938E-002, 5.0000000E+001, 3.7598851E-003
 5.6340997E+002, 3.7019693E+001, 3.6301871E+002, 2.0338462E-002, 5.0000000E+001, 3.7229045E-003
 5.6431000E+002, 3.7027393E+001, 3.6283736E+002, 2.0739656E-002, 5.0000000E+001, 3.6859236E-003
 5.6521002E+002, 3.7089425E+001, 3.6166796E+002, 2.0609958E-002, 5.0000000E+001, 3.6485601E-003
 5.6610999E+002, 3.7035883E+001, 3.6268906E+002, 2.0513835E-002, 5.0000000E+001, 3.6118171E-003
 5.6701001E+002, 3.7092324E+001, 3.6159711E+002, 2.0773741E-002, 5.0000000E+001, 3.5745328E-003
 5.6790997E+002, 3.7105544E+001, 3.6136989E+002, 2.0408126E-002, 5.0000000E+001, 3.5373793E-003
 5.6881000E+002, 3.7093020E+001, 3.6158499E+002, 2.0738596E-002, 5.0000000E+001, 3.5004486E-003
 5.6971002E+002, 3.7157016E+001, 3.6035876E+002, 2.0737252E-002, 5.0000000E+001, 3.4630541E-003
 5.7060999E+002, 3.7111632E+001, 3.6124728E+002, 2.0449176E-002, 5.0000000E+001, 3.4262149E-003
 5.7151001E+002, 3.7160977E+001, 3.6027844E+002, 2.0785522E-002, 5.0000000E+001, 3.3889295E-003
 5.7240997E+002, 3.7173343E+001, 3.6006243E+002, 2.0446609E-002, 5.0000000E+001, 3.3517521E-003
 5.7331000E+002, 3.7167027E+001, 3.6016267E+002, 2.0760443E-002, 5.0000000E+001, 3.3147423E-003
 5.7421002E+002, 3.7223164E+001, 3.5909166E+002, 2.0616512E-002, 5.0000000E+001, 3.2773474E-003
 5.7510999E+002, 3.7182094E+001, 3.5988140E+002, 2.0622313E-002, 5.0000000E+001, 3.2404650E-003
 5.7601001E+002, 3.7237261E+001, 3.5880345E+002, 2.0802731E-002, 5.0000000E+001, 3.2030962E-003
 5.7690997E+002, 3.7229075E+001, 3.5898499E+002, 2.0467315E-002, 5.0000000E+001, 3.1660017E-003
 5.7781000E+002, 3.7247405E+001, 3.5860675E+002, 2.0790908E-002, 5.0000000E+001, 3.1288232E-003
 5.7871002E+002, 3.7276244E+001, 3.5806709E+002, 2.0519493E-002, 5.0000000E+001, 3.0915283E-003
 5.7960999E+002, 3.7260702E+001, 3.5834968E+002, 2.0764833E-002, 5.0000000E+001, 3.0544992E-003
 5.8051001E+002, 3.7313885E+001, 3.5732451E+002, 2.0643114E-002, 5.0000000E+001, 3.0170850E-003
 5.8140997E+002, 3.7280658E+001, 3.5796898E+002, 2.0664916E-002, 5.0000000E+001, 2.9801129E-003
 5.8231000E+002, 3.7333028E+001, 3.5693717E+002, 2.0815131E-002, 5.0000000E+001, 2.9427081E-003
 5.8321002E+002, 3.7316750E+001, 3.5727795E+002, 2.0514429E-002, 5.0000000E+001, 2.9056276E-003
 5.8410999E+002, 3.7349126E+001, 3.5662189E+002, 2.0809420E-002, 5.0000000E+001, 2.8683208E-003
 5.8501001E+002, 3.7171758E+001, 3.6015670E+002, 1.9336980E-002, 5.0000000E+001, 2.8316779E-003
 5.8590997E+002, 3.6798584E+001, 3.6716049E+002, 2.0240521E-002, 5.0000000E+001, 2.7966936E-003
 5.8681000E+002, 3.6861854E+001, 3.6596534E+002, 2.0518370E-002, 5.0000000E+001, 2.7598933E-003
 5.8771002E+002, 3.6924763E+001, 3.6479388E+002, 2.0343940E-002, 5.0000000E+001, 2.7229431E-003
 5.8860999E+002, 3.6857507E+001, 3.6606060E+002, 2.0287991E-002, 5.0000000E+001, 2.6866769E-003
 5.8951001E+002, 3.6918345E+001, 3.6490276E+002, 2.0557017E-002, 5.0000000E+001, 2.6497838E-003
 5.9040997E+002, 3.6989729E+001, 3.6356038E+002, 2.0567029E-002, 5.0000000E+001, 2.6127503E-003
 5.9131000E+002, 3.6930116E+001, 3.6470478E+002, 2.0150010E-002, 5.0000000E+001, 2.5763499E-003
 5.9221002E+002, 3.6980069E+001, 3.6373587E+002, 2.0572259E-002, 5.0000000E+001, 2.5394764E-003
 5.9310999E+002, 3.7050081E+001, 3.6240435E+002, 2.0602931E-002, 5.0000000E+001, 2.5024171E-003
 5.9401001E+002, 3.7000199E+001, 3.6338380E+002, 2.0174112E-002, 5.0000000E+001, 2.4659267E-003
 5.9490997E+002, 3.7045206E+001, 3.6249743E+002, 2.0585906E-002, 5.0000000E+001, 2.4290348E-003
 5.9581000E+002, 3.7111587E+001, 3.6123678E+002, 2.0534166E-002, 5.0000000E+001, 2.3919574E-003
 5.9671002E+002, 3.7061793E+001, 3.6220026E+002, 2.0293610E-002, 5.0000000E+001, 2.3554485E-003
 5.9760999E+002, 3.7113706E+001, 3.6118721E+002, 2.0599781E-002, 5.0000000E+001, 2.3184768E-003
 5.9851001E+002, 3.7167228E+001, 3.6017431E+002, 2.0385111E-002, 5.0000000E+001, 2.2814264E-003
 5.9940997E+002, 3.7124874E+001, 3.6098052E+002, 2.0485631E-002, 5.0000000E+001, 2.2448699E-003
 6.0031000E+002, 3.7184429E+001, 3.5982596E+002, 2.0612661E-002, 5.0000000E+001, 2.2078174E-003
 6.0121002E+002, 3.7212113E+001, 3.5931350E+002, 2.0324782E-002, 5.0000000E+001, 2.1708668E-003
 6.0210999E+002, 3.7195206E+001, 3.5961929E+002, 2.0583227E-002, 5.0000000E+001, 2.1341686E-003
 6.0301001E+002, 3.7256648E+001, 3.5842690E+002, 2.0623876E-002, 5.0000000E+001, 2.0970695E-003
 6.0390997E+002, 3.7250159E+001, 3.5857555E+002, 2.0326286E-002, 5.0000000E+001, 2.0602675E-003
 6.0481000E+002, 3.7269933E+001, 3.5816864E+002, 2.0612335E-002, 5.0000000E+001, 2.0233707E-003
 6.0571002E+002, 3.7321862E+001, 3.5717009E+002, 2.0446155E-002, 5.0000000E+001, 1.9862855E-003
 6.0660999E+002, 3.7291783E+001, 3.5774988E+002, 2.0527648E-002, 5.0000000E+001, 1.9495912E-003
 6.0751001E+002, 3.7345700E+001, 3.5668894E+002, 2.0623269E-002, 5.0000000E+001, 1.9125042E-003
 6.0840997E+002, 3.7353923E+001, 3.5654928E+002, 2.0379589E-002, 5.0000000E+001, 1.8756085E-003
 6.0931000E+002, 3.7365785E+001, 3.5629513E+002, 2.0612779E-002, 5.0000000E+001, 1.8387096E-003
 6.1021002E+002, 3.7411650E+001, 3.5540518E+002, 2.0447986E-002, 5.0000000E+001, 1.8016371E-003
 6.1110999E+002, 3.7390897E+001, 3.5580555E+002, 2.0565323E-002, 5.0000000E+001, 1.7648693E-003
 6.1201001E+002, 3.7441815E+001, 3.5479702E+002, 2.0619504E-002, 5.0000000E+001, 1.7277747E-003
 6.1290997E+002, 3.7437651E+001, 3.5489341E+002, 2.0409797E-002, 5.0000000E+001, 1.6909264E-003
 6.1381000E+002, 3.7466173E+001, 3.5431488E+002, 2.0609936E-002, 5.0000000E+001, 1.6539306E-003
 6.1471002E+002, 3.7485924E+001, 3.5393474E+002, 2.0430196E-002, 5.0000000E+001, 1.6169707E-003
 6.1560999E+002, 3.7492691E+001, 3.5378886E+002, 2.0598734E-002, 5.0000000E+001, 1.5800694E-003
 6.1651001E+002, 3.7527803E+001, 3.5309866E+002, 2.0451820E-002, 5.0000000E+001, 1.5430462E-003
 6.1740997E+002, 3.7521400E+001, 3.5321873E+002, 2.0580655E-002, 5.0000000E+001, 1.5062000E-003
 6.1831000E+002, 3.7563445E+001, 3.5238165E+002, 2.0485411E-002, 5.0000000E+001, 1.4691540E-003
 6.1921002E+002, 3.7546625E+001, 3.5271643E+002, 2.0544939E-002, 5.0000000E+001, 1.4323306E-003
 6.2010999E+002, 3.6834535E+001, 3.6653772E+002, 1.8870511E-002, 5.0000000E+001, 1.3974326E-003
 6.2101001E+002, 3.6844202E+001, 3.6629693E+002, 2.0080463E-002, 5.0000000E+001, 1.3618025E-003
 6.2190997E+002, 3.6916975E+001, 3.6492849E+002, 2.0163554E-002, 5.0000000E+001, 1.3255673E-003
 6.2281000E+002, 3.6989357E+001, 3.6355946E+002, 2.0199706E-002, 5.0000000E+001, 1.2892374E-003
 6.2371002E+002, 3.7059899E+001, 3.6221680E+002, 2.0225958E-002, 5.0000000E+001, 1.2528533E-003
 6.2460999E+002, 3.7041604E+001, 3.6257725E+002, 1.9979742E-002, 5.0000000E+001, 1.2166472E-003
