s,C,C,C,C,C,C,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,kW/m2,kW/m2,kW/m2
 1.5750009E+003, 4.7364068E+001, 3.5614573E+001, 3.1806509E+001, 3.3219940E+001, 3.9738817E+001, 4.5240002E+001, 4.2108988E+001, 4.4062159E+001, 4.1339257E+001, 4.0271781E+001, 3.9264269E+001, 4.5497352E+001, 4.7067320E+001, 3.2592518E+001, 3.2831758E+001, 3.7432240E+001, 3.2222378E+001, 3.0947040E+001, 3.1410769E+001, 3.4317792E+001, 2.0557141E+001, 4.0000000E+000, 3.6461213E-001, 6.8778991E-002, 6.8751663E-002
 1.5900218E+003, 4.7277155E+001, 3.5505215E+001, 3.1721300E+001, 3.3126270E+001, 3.9585455E+001, 4.4974062E+001, 4.3356506E+001, 4.3952580E+001, 4.0773845E+001, 3.9971421E+001, 3.7834431E+001, 4.5311884E+001, 4.6603567E+001, 3.2637861E+001, 3.3376687E+001, 3.6810621E+001, 3.1853723E+001, 3.0831079E+001, 3.1825818E+001, 3.5211766E+001, 2.0563521E+001, 4.0000000E+000, 3.4770205E-001, 6.9273471E-002, 6.8881547E-002
 1.6050426E+003, 4.7162917E+001, 3.5409960E+001, 3.1644171E+001, 3.3029187E+001, 3.9418152E+001, 4.4676141E+001, 4.4306581E+001, 4.3209663E+001, 4.0580416E+001, 3.9738404E+001, 3.7169955E+001, 4.5124346E+001, 4.6300390E+001, 3.2701191E+001, 3.3595771E+001, 3.6501295E+001, 3.1301004E+001, 3.0915883E+001, 3.2013699E+001, 3.6254461E+001, 2.0570388E+001, 4.0000000E+000, 3.3842696E-001, 6.8493058E-002, 6.7330406E-002
 1.6200634E+003, 4.7013097E+001, 3.5307216E+001, 3.1575243E+001, 3.2943615E+001, 3.9241010E+001, 4.4370614E+001, 4.4616217E+001, 4.2166814E+001, 4.0509248E+001, 3.9661436E+001, 3.8555663E+001, 4.4915370E+001, 4.6030090E+001, 3.2849668E+001, 3.3711436E+001, 3.6605393E+001, 3.1156954E+001, 3.1099927E+001, 3.2401897E+001, 3.7133380E+001, 2.0539581E+001, 4.0000000E+000, 3.3396784E-001, 6.8071070E-002, 6.6662484E-002
 1.6350052E+003, 4.6861994E+001, 3.5181860E+001, 3.1510144E+001, 3.2869028E+001, 3.9067069E+001, 4.4049467E+001, 4.4514704E+001, 4.1477957E+001, 4.0302340E+001, 3.9733466E+001, 3.8918294E+001, 4.4771794E+001, 4.5798110E+001, 3.2879192E+001, 3.3664072E+001, 3.6220399E+001, 3.0907865E+001, 3.1442193E+001, 3.3003061E+001, 3.8122535E+001, 2.0554369E+001, 4.0000000E+000, 3.4337986E-001, 6.7518009E-002, 6.5496114E-002
 1.6500260E+003, 4.6744067E+001, 3.5077219E+001, 3.1447466E+001, 3.2785940E+001, 3.8910912E+001, 4.3734801E+001, 4.3958920E+001, 4.1152062E+001, 3.9926772E+001, 3.8630336E+001, 3.8633886E+001, 4.4594828E+001, 4.5487626E+001, 3.2947376E+001, 3.3221541E+001, 3.5781058E+001, 3.0713540E+001, 3.1814519E+001, 3.3506034E+001, 3.8903001E+001, 2.0531347E+001, 4.0000000E+000, 3.4902168E-001, 6.6958291E-002, 6.4625221E-002
 1.6650468E+003, 4.6646062E+001, 3.4982825E+001, 3.1389061E+001, 3.2696335E+001, 3.8766802E+001, 4.3425916E+001, 4.3236942E+001, 4.0941982E+001, 3.9639770E+001, 3.7405420E+001, 3.9272363E+001, 4.4277776E+001, 4.5164588E+001, 3.2766620E+001, 3.2840133E+001, 3.5295208E+001, 3.0585992E+001, 3.2330891E+001, 3.4100951E+001, 3.9261797E+001, 2.0512258E+001, 4.0000000E+000, 3.4596026E-001, 6.6454185E-002, 6.3409724E-002
 1.6800676E+003, 4.6553285E+001, 3.4889448E+001, 3.1326538E+001, 3.2595102E+001, 3.8635132E+001, 4.3128034E+001, 4.2761023E+001, 4.0799448E+001, 3.9468800E+001, 3.7945689E+001, 4.0532234E+001, 4.4067625E+001, 4.5041211E+001, 3.2494149E+001, 3.2674798E+001, 3.4868900E+001, 3.0554692E+001, 3.2982865E+001, 3.5124409E+001, 3.9415595E+001, 2.0516445E+001, 4.0000000E+000, 3.4957151E-001, 6.5969384E-002, 6.2731922E-002
 1.6950094E+003, 4.6466144E+001, 3.4804098E+001, 3.1262306E+001, 3.2498728E+001, 3.8489858E+001, 4.2836440E+001, 4.2469094E+001, 4.0606923E+001, 3.8759561E+001, 3.8576362E+001, 4.1532935E+001, 4.3897536E+001, 4.4930231E+001, 3.2322475E+001, 3.2433836E+001, 3.4631355E+001, 3.0966078E+001, 3.3403950E+001, 3.5875069E+001, 3.9444904E+001, 2.0534069E+001, 4.0000000E+000, 3.4064028E-001, 6.5341637E-002, 6.1900439E-002
 1.7100302E+003, 4.6377893E+001, 3.4710693E+001, 3.1197288E+001, 3.2425288E+001, 3.8330911E+001, 4.2561173E+001, 4.2235366E+001, 4.0342352E+001, 3.8272947E+001, 4.0144088E+001, 4.1818954E+001, 4.3742986E+001, 4.4756260E+001, 3.2072240E+001, 3.2299388E+001, 3.4095897E+001, 3.1210145E+001, 3.4131387E+001, 3.6342199E+001, 3.9427946E+001, 2.0539269E+001, 4.0000000E+000, 3.2837822E-001, 6.4679693E-002, 6.1284179E-002
 1.7250510E+003, 4.6275753E+001, 3.4584868E+001, 3.1135983E+001, 3.2371493E+001, 3.8180698E+001, 4.2295407E+001, 4.2089684E+001, 4.0280407E+001, 3.8009689E+001, 4.0863019E+001, 4.2095766E+001, 4.3612898E+001, 4.4576223E+001, 3.1871317E+001, 3.2537035E+001, 3.3992736E+001, 3.1240124E+001, 3.4883676E+001, 3.6841004E+001, 3.9290641E+001, 2.0525870E+001, 4.0000000E+000, 3.3011664E-001, 6.3728606E-002, 6.0206366E-002
 1.7400718E+003, 4.6168864E+001, 3.4466854E+001, 3.1067684E+001, 3.2306476E+001, 3.8044698E+001, 4.2023032E+001, 4.1921821E+001, 3.9836988E+001, 3.8209667E+001, 4.0720725E+001, 4.1857639E+001, 4.3528514E+001, 4.4436594E+001, 3.1690260E+001, 3.3383765E+001, 3.3893027E+001, 3.1560594E+001, 3.5457284E+001, 3.7452891E+001, 3.9239039E+001, 2.0530549E+001, 4.0000000E+000, 3.2702929E-001, 6.3620068E-002, 5.9355984E-002
 1.7550136E+003, 4.6060490E+001, 3.4366667E+001, 3.1005361E+001, 3.2215278E+001, 3.7893432E+001, 4.1742039E+001, 4.1734222E+001, 3.9261151E+001, 3.9300252E+001, 4.0014572E+001, 4.1511060E+001, 4.3493861E+001, 4.4327691E+001, 3.1596420E+001, 3.3821179E+001, 3.3580348E+001, 3.2111854E+001, 3.5558606E+001, 3.8007334E+001, 3.9057571E+001, 2.0491130E+001, 4.0000000E+000, 3.2672352E-001, 6.3119245E-002, 5.7762574E-002
 1.7700344E+003, 4.5959842E+001, 3.4271375E+001, 3.0946644E+001, 3.2112477E+001, 3.7741507E+001, 4.1466810E+001, 4.1625777E+001, 3.9111135E+001, 4.0173925E+001, 3.9453444E+001, 4.0736075E+001, 4.3407634E+001, 4.4105938E+001, 3.1554878E+001, 3.4100496E+001, 3.3429122E+001, 3.3030459E+001, 3.5743109E+001, 3.8361873E+001, 3.8824976E+001, 2.0480913E+001, 4.0000000E+000, 3.2908260E-001, 6.2529376E-002, 5.7989012E-002
 1.7850552E+003, 4.5864962E+001, 3.4179184E+001, 3.0882243E+001, 3.2010793E+001, 3.7593338E+001, 4.1206981E+001, 4.1310593E+001, 3.9118794E+001, 4.0298786E+001, 3.9280519E+001, 4.0013435E+001, 4.3386032E+001, 4.3833840E+001, 3.1563245E+001, 3.4146268E+001, 3.3328813E+001, 3.3632850E+001, 3.6106294E+001, 3.8602813E+001, 3.8800964E+001, 2.0524557E+001, 4.0000000E+000, 3.1893307E-001, 6.2022585E-002, 5.6822115E-002
 1.8000761E+003, 4.5761910E+001, 3.4090508E+001, 3.0819971E+001, 3.1918832E+001, 3.7443519E+001, 4.0951318E+001, 4.0847980E+001, 3.9749788E+001, 3.9948477E+001, 3.9907376E+001, 4.0433716E+001, 4.3365833E+001, 4.3544041E+001, 3.1550531E+001, 3.4396644E+001, 3.3308068E+001, 3.4210146E+001, 3.6413200E+001, 3.8387693E+001, 3.8878409E+001, 2.0519578E+001, 4.0000000E+000, 3.1035325E-001, 6.1807091E-002, 5.6402086E-002
 1.8150178E+003, 4.5655233E+001, 3.4005957E+001, 3.0749389E+001, 3.1840140E+001, 3.7294568E+001, 4.0689500E+001, 4.0595795E+001, 4.0358344E+001, 3.9591204E+001, 4.0378375E+001, 4.0673697E+001, 4.3365361E+001, 4.3347099E+001, 3.1523660E+001, 3.4775948E+001, 3.3294290E+001, 3.4426205E+001, 3.6964469E+001, 3.7962162E+001, 3.8953418E+001, 2.0479679E+001, 4.0000000E+000, 3.1925297E-001, 6.0915253E-002, 5.5786620E-002
 1.8300386E+003, 4.5554584E+001, 3.3901161E+001, 3.0669637E+001, 3.1778248E+001, 3.7145105E+001, 4.0436943E+001, 4.0475504E+001, 4.0616808E+001, 3.9582886E+001, 4.1316900E+001, 4.0360630E+001, 4.3379018E+001, 4.3194650E+001, 3.1633148E+001, 3.5284555E+001, 3.3452319E+001, 3.4604531E+001, 3.7360931E+001, 3.7704897E+001, 3.9075008E+001, 2.0532863E+001, 4.0000000E+000, 3.1378189E-001, 6.0784771E-002, 5.5243326E-002
 1.8450595E+003, 4.5449028E+001, 3.3801063E+001, 3.0595234E+001, 3.1723792E+001, 3.7006584E+001, 4.0179348E+001, 4.0907903E+001, 4.0427242E+001, 3.9925132E+001, 4.0922728E+001, 4.0401687E+001, 4.3439909E+001, 4.3133837E+001, 3.1862818E+001, 3.5716818E+001, 3.3602000E+001, 3.5059352E+001, 3.7414654E+001, 3.7718025E+001, 3.9320689E+001, 2.0535244E+001, 4.0000000E+000, 3.1433678E-001, 6.0008851E-002, 5.4577927E-002
 1.8600012E+003, 4.5340835E+001, 3.3711320E+001, 3.0524129E+001, 3.1649445E+001, 3.6873428E+001, 3.9926168E+001, 4.1353066E+001, 4.0029222E+001, 4.0109144E+001, 4.0311698E+001, 4.0901582E+001, 4.3432905E+001, 4.3125704E+001, 3.2058819E+001, 3.6106545E+001, 3.3988350E+001, 3.5442883E+001, 3.7465528E+001, 3.7442704E+001, 3.9453047E+001, 2.0526574E+001, 4.0000000E+000, 3.1039185E-001, 5.9781444E-002, 5.3745409E-002
 1.8750220E+003, 4.5230517E+001, 3.3621643E+001, 3.0462074E+001, 3.1563858E+001, 3.6746178E+001, 3.9683228E+001, 4.1552930E+001, 3.9848998E+001, 4.0723339E+001, 4.0201761E+001, 4.1419423E+001, 4.3464156E+001, 4.3083497E+001, 3.2118571E+001, 3.6230509E+001, 3.4315127E+001, 3.5835043E+001, 3.6803791E+001, 3.6962832E+001, 3.9569023E+001, 2.0514439E+001, 4.0000000E+000, 3.0798021E-001, 5.9145695E-002, 5.2459436E-002
 1.8900429E+003, 4.5131279E+001, 3.3531172E+001, 3.0399250E+001, 3.1473524E+001, 3.6613226E+001, 3.9453314E+001, 4.1415426E+001, 3.9958914E+001, 4.0553079E+001, 4.0687639E+001, 4.1108207E+001, 4.3370372E+001, 4.3035929E+001, 3.2221724E+001, 3.6281638E+001, 3.4403075E+001, 3.6231801E+001, 3.6652818E+001, 3.7068676E+001, 3.9894184E+001, 2.0486414E+001, 4.0000000E+000, 3.0619285E-001, 5.8806155E-002, 5.2379866E-002
 1.9050637E+003, 4.5036148E+001, 3.3451527E+001, 3.0331654E+001, 3.1378811E+001, 3.6478192E+001, 3.9216362E+001, 4.1096762E+001, 4.0136324E+001, 4.0122210E+001, 4.1080581E+001, 4.0542371E+001, 4.3310101E+001, 4.2954095E+001, 3.2408329E+001, 3.6280723E+001, 3.4531723E+001, 3.6401059E+001, 3.6608892E+001, 3.7189947E+001, 4.0202468E+001, 2.0434471E+001, 4.0000000E+000, 3.0627097E-001, 5.8658392E-002, 5.1305489E-002
 1.9200054E+003, 4.4937844E+001, 3.3393475E+001, 3.0271304E+001, 3.1277042E+001, 3.6348043E+001, 3.8984672E+001, 4.0884432E+001, 4.0545729E+001, 4.0035724E+001, 4.1088332E+001, 4.0533301E+001, 4.3216143E+001, 4.2841742E+001, 3.2575977E+001, 3.6331938E+001, 3.4799376E+001, 3.6559134E+001, 3.6355049E+001, 3.7397020E+001, 4.0158692E+001, 2.0417481E+001, 4.0000000E+000, 2.9716708E-001, 5.7218760E-002, 5.0460579E-002
 1.9350263E+003, 4.4827968E+001, 3.3343534E+001, 3.0204451E+001, 3.1173658E+001, 3.6250673E+001, 3.8772988E+001, 4.0857145E+001, 4.0615277E+001, 4.0303299E+001, 4.1030669E+001, 4.0591157E+001, 4.3096368E+001, 4.2730207E+001, 3.2807603E+001, 3.6422987E+001, 3.4982294E+001, 3.6279591E+001, 3.5834301E+001, 3.7736873E+001, 4.0037211E+001, 2.0429746E+001, 4.0000000E+000, 2.9062813E-001, 5.7380792E-002, 5.0015966E-002
 1.9500471E+003, 4.4713454E+001, 3.3271182E+001, 3.0139418E+001, 3.1080644E+001, 3.6133342E+001, 3.8556261E+001, 4.0983686E+001, 4.0349331E+001, 4.0704715E+001, 4.1119615E+001, 4.0484016E+001, 4.3054285E+001, 4.2640249E+001, 3.3079017E+001, 3.6423283E+001, 3.5075084E+001, 3.5718732E+001, 3.5752565E+001, 3.8074521E+001, 4.0069402E+001, 2.0435414E+001, 4.0000000E+000, 2.9973059E-001, 5.6277582E-002, 5.0103608E-002
 1.9650679E+003, 4.4615131E+001, 3.3171847E+001, 3.0076260E+001, 3.0994130E+001, 3.5994111E+001, 3.8340012E+001, 4.1178063E+001, 4.0149843E+001, 4.0701847E+001, 4.1173529E+001, 3.9856256E+001, 4.2921356E+001, 4.2466027E+001, 3.3340285E+001, 3.6412242E+001, 3.5248697E+001, 3.5555229E+001, 3.6295445E+001, 3.8415040E+001, 4.0115919E+001, 2.0455906E+001, 4.0000000E+000, 2.9760600E-001, 5.6444996E-002, 4.9217900E-002
 1.9800097E+003, 4.4520076E+001, 3.3074017E+001, 3.0020194E+001, 3.0906871E+001, 3.5851636E+001, 3.8125782E+001, 4.1336298E+001, 4.0185234E+001, 4.0737647E+001, 4.1007974E+001, 3.9317210E+001, 4.2675324E+001, 4.2300101E+001, 3.3824033E+001, 3.6441259E+001, 3.5397194E+001, 3.5569786E+001, 3.6515089E+001, 3.8619701E+001, 4.0053806E+001, 2.0470917E+001, 4.0000000E+000, 2.8648514E-001, 5.5706531E-002, 4.8714725E-002
 1.9950305E+003, 4.4414030E+001, 3.2974829E+001, 2.9966633E+001, 3.0817946E+001, 3.5715700E+001, 3.7912577E+001, 4.1155205E+001, 4.0417312E+001, 4.0743849E+001, 4.0530329E+001, 3.8783174E+001, 4.2514871E+001, 4.2098295E+001, 3.4283822E+001, 3.6439659E+001, 3.5604180E+001, 3.5306988E+001, 3.7419041E+001, 3.8798904E+001, 3.9839926E+001, 2.0454386E+001, 4.0000000E+000, 2.9112018E-001, 5.6025308E-002, 4.7849108E-002
 2.0100513E+003, 4.4307325E+001, 3.2884319E+001, 2.9915382E+001, 3.0737374E+001, 3.5592264E+001, 3.7699924E+001, 4.0914109E+001, 4.0516048E+001, 4.0794792E+001, 4.0114984E+001, 3.8548086E+001, 4.2341698E+001, 4.1858750E+001, 3.5090662E+001, 3.6492005E+001, 3.5799024E+001, 3.5101859E+001, 3.8044050E+001, 3.8948164E+001, 3.9645682E+001, 2.0457263E+001, 4.0000000E+000, 2.8916359E-001, 5.5124162E-002, 4.7287418E-002
 2.0250721E+003, 4.4198471E+001, 3.2810408E+001, 2.9854471E+001, 3.0653748E+001, 3.5467187E+001, 3.7489626E+001, 4.0827556E+001, 4.0493102E+001, 4.0691726E+001, 3.9584491E+001, 3.8199275E+001, 4.2088927E+001, 4.1556773E+001, 3.5554060E+001, 3.6605514E+001, 3.5859315E+001, 3.5506093E+001, 3.8212897E+001, 3.9034019E+001, 3.9623011E+001, 2.0439119E+001, 4.0000000E+000, 2.8475883E-001, 5.4422263E-002, 4.6074515E-002
 2.0400139E+003, 4.4097245E+001, 3.2743220E+001, 2.9802211E+001, 3.0565466E+001, 3.5356821E+001, 3.7299900E+001, 4.0953065E+001, 4.0485508E+001, 4.0321508E+001, 3.9319841E+001, 3.8097117E+001, 4.1909150E+001, 4.1379670E+001, 3.5798898E+001, 3.6715098E+001, 3.5814215E+001, 3.5790992E+001, 3.8501777E+001, 3.9038317E+001, 3.9492874E+001, 2.0423419E+001, 4.0000000E+000, 2.8626298E-001, 5.4026095E-002, 4.4855214E-002
 2.0550347E+003, 4.4002001E+001, 3.2666473E+001, 2.9743081E+001, 3.0486371E+001, 3.5256524E+001, 3.7114622E+001, 4.1082807E+001, 4.0508216E+001, 3.9976459E+001, 3.9168720E+001, 3.8254081E+001, 4.1802307E+001, 4.1240478E+001, 3.5830046E+001, 3.6847101E+001, 3.5732555E+001, 3.5943330E+001, 3.8529334E+001, 3.8918714E+001, 3.9555163E+001, 2.0428292E+001, 4.0000000E+000, 2.7517395E-001, 5.2954307E-002, 4.4621757E-002
 2.0700555E+003, 4.3902572E+001, 3.2584985E+001, 2.9667379E+001, 3.0411847E+001, 3.5140952E+001, 3.6922178E+001, 4.1062616E+001, 4.0530359E+001, 3.9582992E+001, 3.8623250E+001, 3.8345463E+001, 4.1673317E+001, 4.1118517E+001, 3.5767681E+001, 3.6858376E+001, 3.5661820E+001, 3.6427854E+001, 3.8430972E+001, 3.8866204E+001, 3.9663071E+001, 2.0459417E+001, 4.0000000E+000, 2.8346745E-001, 5.3779518E-002, 4.5704577E-002
 2.0850763E+003, 4.3809586E+001, 3.2505345E+001, 2.9603468E+001, 3.0333956E+001, 3.5013586E+001, 3.6728373E+001, 4.1017867E+001, 4.0313775E+001, 3.9185046E+001, 3.8384976E+001, 3.7916490E+001, 4.1637010E+001, 4.0955303E+001, 3.5662165E+001, 3.6745737E+001, 3.5533551E+001, 3.6814447E+001, 3.8528819E+001, 3.8710586E+001, 3.9622035E+001, 2.0456113E+001, 4.0000000E+000, 2.7997874E-001, 5.3590442E-002, 4.5170085E-002
 2.1000181E+003, 4.3707401E+001, 3.2427939E+001, 2.9550353E+001, 3.0255024E+001, 3.4880593E+001, 3.6536490E+001, 4.0953518E+001, 4.0016902E+001, 3.8964882E+001, 3.8110651E+001, 3.7459281E+001, 4.1548048E+001, 4.0782488E+001, 3.5464244E+001, 3.6608666E+001, 3.5474861E+001, 3.7103197E+001, 3.7989874E+001, 3.8538690E+001, 3.9639652E+001, 2.0390806E+001, 4.0000000E+000, 2.6100459E-001, 5.1911784E-002, 4.4078574E-002
 2.1150389E+003, 4.3588664E+001, 3.2350992E+001, 2.9498507E+001, 3.0184679E+001, 3.4744346E+001, 3.6347095E+001, 4.0919575E+001, 3.9740019E+001, 3.8627924E+001, 3.8018511E+001, 3.7338560E+001, 4.1435161E+001, 4.0685352E+001, 3.5220021E+001, 3.6522383E+001, 3.5489262E+001, 3.7411361E+001, 3.7534860E+001, 3.8391377E+001, 3.9494730E+001, 2.0385369E+001, 4.0000000E+000, 2.6716377E-001, 5.2483101E-002, 4.3547233E-002
 2.1300597E+003, 4.3474215E+001, 3.2282161E+001, 2.9440425E+001, 3.0119749E+001, 3.4617610E+001, 3.6156401E+001, 4.0804525E+001, 3.9419451E+001, 3.8355368E+001, 3.7815123E+001, 3.7643053E+001, 4.1402757E+001, 4.0527191E+001, 3.4889245E+001, 3.6498783E+001, 3.5573962E+001, 3.7441490E+001, 3.7672431E+001, 3.8434553E+001, 3.9327017E+001, 2.0387209E+001, 4.0000000E+000, 2.6406994E-001, 5.2192857E-002, 4.3180285E-002
 2.1450015E+003, 4.3358914E+001, 3.2219220E+001, 2.9382163E+001, 3.0052633E+001, 3.4499295E+001, 3.5968995E+001, 4.0528677E+001, 3.9199912E+001, 3.8053776E+001, 3.7526806E+001, 3.7779973E+001, 4.1324807E+001, 4.0364366E+001, 3.4596627E+001, 3.6425536E+001, 3.5836808E+001, 3.7698724E+001, 3.7604663E+001, 3.8510895E+001, 3.9056141E+001, 2.0384987E+001, 4.0000000E+000, 2.5125837E-001, 5.2357877E-002, 4.3455204E-002
 2.1600223E+003, 4.3217854E+001, 3.2162211E+001, 2.9320035E+001, 2.9981929E+001, 3.4382409E+001, 3.5783003E+001, 4.0257700E+001, 3.9014400E+001, 3.7866158E+001, 3.7129974E+001, 3.7899071E+001, 4.1160089E+001, 4.0278011E+001, 3.4297680E+001, 3.6390205E+001, 3.5975716E+001, 3.7480075E+001, 3.7508490E+001, 3.8441615E+001, 3.8694583E+001, 2.0384572E+001, 4.0000000E+000, 2.4583991E-001, 5.1395610E-002, 4.3049567E-002
 2.1750431E+003, 4.3063062E+001, 3.2097812E+001, 2.9253918E+001, 2.9914705E+001, 3.4256200E+001, 3.5604476E+001, 3.9997107E+001, 3.8691647E+001, 3.7718041E+001, 3.6951835E+001, 3.7644742E+001, 4.1055512E+001, 4.0215452E+001, 3.3927793E+001, 3.6349390E+001, 3.6185871E+001, 3.7185963E+001, 3.7531128E+001, 3.8482282E+001, 3.8393809E+001, 2.0366962E+001, 4.0000000E+000, 2.5048145E-001, 5.1147740E-002, 4.2551911E-002
 2.1900639E+003, 4.2924618E+001, 3.2016541E+001, 2.9187417E+001, 2.9848375E+001, 3.4124233E+001, 3.5412181E+001, 3.9796070E+001, 3.8480153E+001, 3.7552849E+001, 3.6353405E+001, 3.7374646E+001, 4.0958727E+001, 4.0105055E+001, 3.3735203E+001, 3.6292202E+001, 3.6430221E+001, 3.7094536E+001, 3.7701044E+001, 3.8536183E+001, 3.8350777E+001, 2.0360551E+001, 4.0000000E+000, 2.4628326E-001, 5.1138111E-002, 4.1137937E-002
 2.2050057E+003, 4.2794791E+001, 3.1950808E+001, 2.9126742E+001, 2.9785410E+001, 3.4002160E+001, 3.5215541E+001, 3.9610247E+001, 3.8247367E+001, 3.7269361E+001, 3.5824450E+001, 3.7087244E+001, 4.0748944E+001, 3.9994762E+001, 3.3689499E+001, 3.6213132E+001, 3.6624850E+001, 3.6965773E+001, 3.7582388E+001, 3.8386373E+001, 3.8333514E+001, 2.0388945E+001, 4.0000000E+000, 2.5077961E-001, 5.1084882E-002, 4.1653383E-002
 2.2200265E+003, 4.2676425E+001, 3.1903516E+001, 2.9069094E+001, 2.9726878E+001, 3.3883297E+001, 3.5021409E+001, 3.9416662E+001, 3.8065461E+001, 3.7029948E+001, 3.5700967E+001, 3.6616941E+001, 4.0598315E+001, 3.9890770E+001, 3.3661198E+001, 3.6153247E+001, 3.6697986E+001, 3.6898002E+001, 3.7772044E+001, 3.8229219E+001, 3.8325809E+001, 2.0410093E+001, 4.0000000E+000, 2.4147067E-001, 4.9904098E-002, 4.0064175E-002
 2.2350473E+003, 4.2548804E+001, 3.1823907E+001, 2.9008635E+001, 2.9665850E+001, 3.3763710E+001, 3.4820022E+001, 3.9176872E+001, 3.7927360E+001, 3.6694152E+001, 3.5720088E+001, 3.6165754E+001, 4.0558916E+001, 3.9743901E+001, 3.3686508E+001, 3.6045217E+001, 3.6882149E+001, 3.6848252E+001, 3.8094222E+001, 3.8128191E+001, 3.8271315E+001, 2.0387937E+001, 4.0000000E+000, 2.3902908E-001, 4.9868683E-002, 4.0241238E-002
 2.2500682E+003, 4.2410426E+001, 3.1734898E+001, 2.8951421E+001, 2.9596418E+001, 3.3649454E+001, 3.4625159E+001, 3.8932659E+001, 3.7685567E+001, 3.6161190E+001, 3.5934280E+001, 3.5873148E+001, 4.0516222E+001, 3.9640767E+001, 3.3928899E+001, 3.5927184E+001, 3.6894884E+001, 3.6875360E+001, 3.8109289E+001, 3.7960883E+001, 3.8172002E+001, 2.0394586E+001, 4.0000000E+000, 2.3497887E-001, 5.0131585E-002, 3.9731985E-002
 2.2650099E+003, 4.2267641E+001, 3.1661675E+001, 2.8901402E+001, 2.9520457E+001, 3.3530000E+001, 3.4450273E+001, 3.8740001E+001, 3.7488832E+001, 3.5901334E+001, 3.5835247E+001, 3.5531175E+001, 4.0469779E+001, 3.9528470E+001, 3.4163797E+001, 3.5829059E+001, 3.6812680E+001, 3.6753554E+001, 3.7963366E+001, 3.7758337E+001, 3.8000553E+001, 2.0384230E+001, 4.0000000E+000, 2.3314279E-001, 4.9455793E-002, 4.0317378E-002
 2.2800307E+003, 4.2126686E+001, 3.1608049E+001, 2.8851920E+001, 2.9449743E+001, 3.3414603E+001, 3.4282490E+001, 3.8583799E+001, 3.7292388E+001, 3.5793486E+001, 3.5515356E+001, 3.5159710E+001, 4.0461975E+001, 3.9444073E+001, 3.4219371E+001, 3.5728792E+001, 3.6807838E+001, 3.6954184E+001, 3.7612606E+001, 3.7530372E+001, 3.7822599E+001, 2.0387395E+001, 4.0000000E+000, 2.3580763E-001, 4.9000555E-002, 3.9766226E-002
 2.2950516E+003, 4.1999582E+001, 3.1545840E+001, 2.8804205E+001, 2.9377136E+001, 3.3298859E+001, 3.4119866E+001, 3.8398759E+001, 3.6929559E+001, 3.5876665E+001, 3.5343253E+001, 3.5230511E+001, 4.0563201E+001, 3.9393965E+001, 3.4128158E+001, 3.5582322E+001, 3.6784467E+001, 3.7115856E+001, 3.7212431E+001, 3.7363981E+001, 3.7679345E+001, 2.0381626E+001, 4.0000000E+000, 2.4935536E-001, 4.9290106E-002, 3.9568761E-002
 2.3100724E+003, 4.1908622E+001, 3.1483947E+001, 2.8757865E+001, 2.9314867E+001, 3.3187575E+001, 3.3961161E+001, 3.8203321E+001, 3.6630300E+001, 3.5907193E+001, 3.5349526E+001, 3.5123184E+001, 4.0580843E+001, 3.9361660E+001, 3.4045384E+001, 3.5437115E+001, 3.6759658E+001, 3.7234770E+001, 3.7120982E+001, 3.7322175E+001, 3.7596501E+001, 2.0375983E+001, 4.0000000E+000, 2.3773618E-001, 4.8477178E-002, 3.9650681E-002
 2.3250141E+003, 4.1815648E+001, 3.1417886E+001, 2.8704209E+001, 2.9253465E+001, 3.3089587E+001, 3.3801085E+001, 3.8009277E+001, 3.6321778E+001, 3.5739337E+001, 3.5280164E+001, 3.5036002E+001, 4.0532288E+001, 3.9284012E+001, 3.3993823E+001, 3.5297721E+001, 3.6772328E+001, 3.7190872E+001, 3.7153416E+001, 3.7223082E+001, 3.7543221E+001, 2.0370115E+001, 4.0000000E+000, 2.4645442E-001, 4.8051005E-002, 3.8997559E-002
 2.3400350E+003, 4.1728123E+001, 3.1358792E+001, 2.8647114E+001, 2.9195515E+001, 3.2996026E+001, 3.3637769E+001, 3.7770078E+001, 3.6175483E+001, 3.5567599E+001, 3.5152279E+001, 3.5045490E+001, 4.0512800E+001, 3.9113560E+001, 3.3958911E+001, 3.5150664E+001, 3.6797728E+001, 3.6899584E+001, 3.6994481E+001, 3.7119873E+001, 3.7430563E+001, 2.0363332E+001, 4.0000000E+000, 2.4289511E-001, 4.7557463E-002, 3.8908571E-002
 2.3550558E+003, 4.1639975E+001, 3.1292152E+001, 2.8589634E+001, 2.9128361E+001, 3.2893992E+001, 3.3480292E+001, 3.7448244E+001, 3.6154283E+001, 3.5445874E+001, 3.5229574E+001, 3.4888076E+001, 4.0444392E+001, 3.9010750E+001, 3.4039449E+001, 3.5016761E+001, 3.6785559E+001, 3.6593126E+001, 3.6824285E+001, 3.7062757E+001, 3.7165430E+001, 2.0371258E+001, 4.0000000E+000, 2.3926382E-001, 4.7130987E-002, 3.8261077E-002
