s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg,kg
 4.7400521E+002, 1.4187016E-001, 1.4400761E-001, 1.6032354E-004, 3.8792556E-002, 2.3207840E+002, 1.8728185E+002, 7.3548070E+000, 1.2329934E+003, 8.8642924E-002, 8.8642924E-002, 8.8642924E-002, 8.8642924E-002, 8.8642924E-002, 8.8642924E-002, 8.8642924E-002, 8.8642924E-002, 8.8642924E-002, 8.8642924E-002, 1.0707126E-001, 1.2222547E-002
 4.7500756E+002, 1.4261132E-001, 1.4467966E-001, 1.5851287E-004, 3.8359152E-002, 2.2404772E+002, 1.8779822E+002, 8.9844062E+000, 1.2753315E+003, 8.6601571E-002, 8.6601571E-002, 8.6601571E-002, 8.6601571E-002, 8.6601571E-002, 8.6601571E-002, 8.6601571E-002, 8.6601571E-002, 8.6601571E-002, 8.6601571E-002, 1.0734495E-001, 1.2283136E-002
 4.7600050E+002, 1.4246766E-001, 1.4515265E-001, 1.5886394E-004, 3.8443101E-002, 2.1762993E+002, 1.8929097E+002, 3.4547569E+000, 1.1255327E+003, 7.1912717E-002, 7.1912717E-002, 7.1912717E-002, 7.1912717E-002, 7.1912717E-002, 7.1912717E-002, 7.1912717E-002, 7.1912717E-002, 7.1912717E-002, 7.1912717E-002, 1.0761171E-001, 1.2340684E-002
 4.7701113E+002, 1.4254070E-001, 1.4522423E-001, 1.5868624E-004, 3.8400412E-002, 2.1645263E+002, 1.9194082E+002,-3.1002554E+000, 1.1628567E+003, 6.3040979E-002, 6.3040979E-002, 6.3040979E-002, 6.3040979E-002, 6.3040979E-002, 6.3040979E-002, 6.3040979E-002, 6.3040979E-002, 6.3040979E-002, 6.3040979E-002, 1.0788960E-001, 1.2398963E-002
 4.7800809E+002, 1.4257408E-001, 1.4508941E-001, 1.5860494E-004, 3.8380935E-002, 2.1691171E+002, 1.9174445E+002, 4.8580478E+000, 1.2073804E+003, 6.7840690E-002, 6.7840690E-002, 6.7840690E-002, 6.7840690E-002, 6.7840690E-002, 6.7840690E-002, 6.7840690E-002, 6.7840690E-002, 6.7840690E-002, 6.7840690E-002, 1.0817249E-001, 1.2461318E-002
 4.7900924E+002, 1.4233558E-001, 1.4458694E-001, 1.5918706E-004, 3.8520453E-002, 2.1845364E+002, 1.9103487E+002,-6.3082680E+000, 1.1187252E+003, 6.2143010E-002, 6.2143010E-002, 6.2143010E-002, 6.2143010E-002, 6.2143010E-002, 6.2143010E-002, 6.2143010E-002, 6.2143010E-002, 6.2143010E-002, 6.2143010E-002, 1.0844245E-001, 1.2516311E-002
 4.8001004E+002, 1.4100930E-001, 1.4374860E-001, 1.6242458E-004, 3.9295929E-002, 2.2344288E+002, 1.9223043E+002, 6.9020527E+000, 1.2341458E+003, 7.2043149E-002, 7.2043149E-002, 7.2043149E-002, 7.2043149E-002, 7.2043149E-002, 7.2043149E-002, 7.2043149E-002, 7.2043149E-002, 7.2043149E-002, 7.2043149E-002, 1.0873806E-001, 1.2565801E-002
 4.8100373E+002, 1.3801519E-001, 1.4310310E-001, 1.6973201E-004, 4.1046031E-002, 2.3852932E+002, 1.9280393E+002,-2.4188578E+000, 1.1128917E+003, 6.8881546E-002, 6.8881546E-002, 6.8881546E-002, 6.8881546E-002, 6.8881546E-002, 6.8881546E-002, 6.8881546E-002, 6.8881546E-002, 6.8881546E-002, 6.8881546E-002, 1.0900552E-001, 1.2624041E-002
 4.8200902E+002, 1.3882588E-001, 1.4246543E-001, 1.6775345E-004, 4.0572118E-002, 2.3646862E+002, 1.9291567E+002, 4.7319033E+000, 1.2786465E+003, 8.3138748E-002, 8.3138748E-002, 8.3138748E-002, 8.3138748E-002, 8.3138748E-002, 8.3138748E-002, 8.3138748E-002, 8.3138748E-002, 8.3138748E-002, 8.3138748E-002, 1.0929488E-001, 1.2682892E-002
 4.8300555E+002, 1.3932133E-001, 1.4273517E-001, 1.6654447E-004, 4.0282462E-002, 2.3516304E+002, 1.9604034E+002, 9.9036394E+000, 1.2046156E+003, 9.1941304E-002, 9.1941304E-002, 9.1941304E-002, 9.1941304E-002, 9.1941304E-002, 9.1941304E-002, 9.1941304E-002, 9.1941304E-002, 9.1941304E-002, 9.1941304E-002, 1.0956257E-001, 1.2747773E-002
 4.8400814E+002, 1.3994663E-001, 1.4366916E-001, 1.6501803E-004, 3.9916919E-002, 2.3486336E+002, 1.9609831E+002,-3.1007264E+000, 1.1531416E+003, 6.8941320E-002, 6.8941320E-002, 6.8941320E-002, 6.8941320E-002, 6.8941320E-002, 6.8941320E-002, 6.8941320E-002, 6.8941320E-002, 6.8941320E-002, 6.8941320E-002, 1.0982407E-001, 1.2812370E-002
 4.8501043E+002, 1.4145329E-001, 1.4379242E-001, 1.6134048E-004, 3.9036285E-002, 2.2837066E+002, 1.9564946E+002, 3.4005219E-001, 1.1892394E+003, 8.6310670E-002, 8.6310670E-002, 8.6310670E-002, 8.6310670E-002, 8.6310670E-002, 8.6310670E-002, 8.6310670E-002, 8.6310670E-002, 8.6310670E-002, 8.6310670E-002, 1.1010238E-001, 1.2875067E-002
 4.8600398E+002, 1.4077420E-001, 1.4319473E-001, 1.6299830E-004, 3.9433356E-002, 2.2576624E+002, 1.9754602E+002, 5.7281123E-001, 1.1912388E+003, 8.6186858E-002, 8.6186858E-002, 8.6186858E-002, 8.6186858E-002, 8.6186858E-002, 8.6186858E-002, 8.6186858E-002, 8.6186858E-002, 8.6186858E-002, 8.6186858E-002, 1.1037777E-001, 1.2929553E-002
 4.8700914E+002, 1.3934707E-001, 1.4231730E-001, 1.6648219E-004, 4.0267691E-002, 2.1854650E+002, 1.9780661E+002,-1.7710719E+000, 1.1270010E+003, 6.4614529E-002, 6.4614529E-002, 6.4614529E-002, 6.4614529E-002, 6.4614529E-002, 6.4614529E-002, 6.4614529E-002, 6.4614529E-002, 6.4614529E-002, 6.4614529E-002, 1.1065108E-001, 1.2991645E-002
 4.8800008E+002, 1.3894607E-001, 1.4168727E-001, 1.6746102E-004, 4.0502096E-002, 2.2462545E+002, 1.9598144E+002,-2.6788573E+000, 1.1753319E+003, 6.0850394E-002, 6.0850394E-002, 6.0850394E-002, 6.0850394E-002, 6.0850394E-002, 6.0850394E-002, 6.0850394E-002, 6.0850394E-002, 6.0850394E-002, 6.0850394E-002, 1.1094024E-001, 1.3044013E-002
 4.8900242E+002, 1.3904433E-001, 1.4133155E-001, 1.6722153E-004, 4.0444742E-002, 2.3023240E+002, 1.9656494E+002, 8.0749911E-001, 1.1638429E+003, 6.6413640E-002, 6.6413640E-002, 6.6413640E-002, 6.6413640E-002, 6.6413640E-002, 6.6413640E-002, 6.6413640E-002, 6.6413640E-002, 6.6413640E-002, 6.6413640E-002, 1.1121443E-001, 1.3107165E-002
 4.9001026E+002, 1.3842438E-001, 1.4128179E-001, 1.6873502E-004, 4.0807248E-002, 2.3866030E+002, 1.9473833E+002, 1.7916711E+000, 1.1819061E+003, 6.9859203E-002, 6.9859203E-002, 6.9859203E-002, 6.9859203E-002, 6.9859203E-002, 6.9859203E-002, 6.9859203E-002, 6.9859203E-002, 6.9859203E-002, 6.9859203E-002, 1.1149871E-001, 1.3160338E-002
 4.9100690E+002, 1.3757215E-001, 1.4107814E-001, 1.7081451E-004, 4.1305245E-002, 2.4241196E+002, 1.9614997E+002,-4.7709013E+000, 1.1515573E+003, 6.6323259E-002, 6.6323259E-002, 6.6323259E-002, 6.6323259E-002, 6.6323259E-002, 6.6323259E-002, 6.6323259E-002, 6.6323259E-002, 6.6323259E-002, 6.6323259E-002, 1.1176835E-001, 1.3221369E-002
 4.9200548E+002, 1.3377896E-001, 1.4073934E-001, 1.8007370E-004, 4.3522604E-002, 2.4864196E+002, 1.9584550E+002, 6.4582557E+000, 1.2133856E+003, 7.6335554E-002, 7.6335554E-002, 7.6335554E-002, 7.6335554E-002, 7.6335554E-002, 7.6335554E-002, 7.6335554E-002, 7.6335554E-002, 7.6335554E-002, 7.6335554E-002, 1.1205676E-001, 1.3276775E-002
 4.9301029E+002, 1.3674467E-001, 1.4023915E-001, 1.7283508E-004, 4.1789067E-002, 2.3825396E+002, 1.9492314E+002,-4.9413967E-001, 1.2138102E+003, 6.6858289E-002, 6.6858289E-002, 6.6858289E-002, 6.6858289E-002, 6.6858289E-002, 6.6858289E-002, 6.6858289E-002, 6.6858289E-002, 6.6858289E-002, 6.6858289E-002, 1.1232258E-001, 1.3342608E-002
 4.9400258E+002, 1.3596075E-001, 1.3987984E-001, 1.7474861E-004, 4.2247185E-002, 2.4557071E+002, 1.9575042E+002, 9.4495614E+000, 1.2790425E+003, 8.4920832E-002, 8.4920832E-002, 8.4920832E-002, 8.4920832E-002, 8.4920832E-002, 8.4920832E-002, 8.4920832E-002, 8.4920832E-002, 8.4920832E-002, 8.4920832E-002, 1.1259878E-001, 1.3407941E-002
 4.9500194E+002, 1.3486313E-001, 1.3980364E-001, 1.7742771E-004, 4.2888893E-002, 2.4108303E+002, 1.9759151E+002, 1.7868680E+000, 1.1536836E+003, 7.6292451E-002, 7.6292451E-002, 7.6292451E-002, 7.6292451E-002, 7.6292451E-002, 7.6292451E-002, 7.6292451E-002, 7.6292451E-002, 7.6292451E-002, 7.6292451E-002, 1.1285803E-001, 1.3467540E-002
 4.9601074E+002, 1.3520159E-001, 1.4002530E-001, 1.7660156E-004, 4.2691059E-002, 2.4051422E+002, 1.9989445E+002, 1.8093976E+000, 1.1567237E+003, 7.2039439E-002, 7.2039439E-002, 7.2039439E-002, 7.2039439E-002, 7.2039439E-002, 7.2039439E-002, 7.2039439E-002, 7.2039439E-002, 7.2039439E-002, 7.2039439E-002, 1.1313411E-001, 1.3526597E-002
 4.9700753E+002, 1.3615828E-001, 1.4045266E-001, 1.7426609E-004, 4.2131880E-002, 2.3963284E+002, 2.0112051E+002, 1.0814509E+000, 1.2008936E+003, 5.7864718E-002, 5.7864718E-002, 5.7864718E-002, 5.7864718E-002, 5.7864718E-002, 5.7864718E-002, 5.7864718E-002, 5.7864718E-002, 5.7864718E-002, 5.7864718E-002, 1.1341266E-001, 1.3577925E-002
 4.9800211E+002, 1.3652053E-001, 1.4085749E-001, 1.7338259E-004, 4.1920371E-002, 2.3742386E+002, 2.0325460E+002, 8.6385666E+000, 1.1869101E+003, 6.7809186E-002, 6.7809186E-002, 6.7809186E-002, 6.7809186E-002, 6.7809186E-002, 6.7809186E-002, 6.7809186E-002, 6.7809186E-002, 6.7809186E-002, 6.7809186E-002, 1.1368958E-001, 1.3635959E-002
 4.9900746E+002, 1.3799180E-001, 1.4130388E-001, 1.6979161E-004, 4.1060204E-002, 2.3889408E+002, 2.0702650E+002, 7.4647138E+000, 1.2712775E+003, 6.8921743E-002, 6.8921743E-002, 6.8921743E-002, 6.8921743E-002, 6.8921743E-002, 6.8921743E-002, 6.8921743E-002, 6.8921743E-002, 6.8921743E-002, 6.8921743E-002, 1.1396241E-001, 1.3697304E-002
 5.0001046E+002, 1.3978587E-001, 1.4133575E-001, 1.6541298E-004, 4.0011431E-002, 2.3618676E+002, 2.0786171E+002, 1.2331681E+001, 1.1918081E+003, 8.5446376E-002, 8.5446376E-002, 8.5446376E-002, 8.5446376E-002, 8.5446376E-002, 8.5446376E-002, 8.5446376E-002, 8.5446376E-002, 8.5446376E-002, 8.5446376E-002, 1.1422637E-001, 1.3761902E-002
 5.0100518E+002, 1.4000114E-001, 1.4092201E-001, 1.6488734E-004, 3.9885567E-002, 2.3098752E+002, 2.0582011E+002,-3.9377996E+000, 1.1259955E+003, 5.8274040E-002, 5.8274040E-002, 5.8274040E-002, 5.8274040E-002, 5.8274040E-002, 5.8274040E-002, 5.8274040E-002, 5.8274040E-002, 5.8274040E-002, 5.8274040E-002, 1.1448200E-001, 1.3827835E-002
 5.0201056E+002, 1.3911617E-001, 1.4005735E-001, 1.6704748E-004, 4.0402809E-002, 2.3364921E+002, 2.0456759E+002,-5.8641338E+000, 1.0684947E+003, 5.2225232E-002, 5.2225232E-002, 5.2225232E-002, 5.2225232E-002, 5.2225232E-002, 5.2225232E-002, 5.2225232E-002, 5.2225232E-002, 5.2225232E-002, 5.2225232E-002, 1.1476570E-001, 1.3877919E-002
 5.0301175E+002, 1.3882504E-001, 1.3914796E-001, 1.6775775E-004, 4.0573013E-002, 2.2957068E+002, 2.0639840E+002, 7.0861149E+000, 1.1859370E+003, 5.3355014E-002, 5.3355014E-002, 5.3355014E-002, 5.3355014E-002, 5.3355014E-002, 5.3355014E-002, 5.3355014E-002, 5.3355014E-002, 5.3355014E-002, 5.3355014E-002, 1.1505558E-001, 1.3920254E-002
 5.0400372E+002, 1.3806971E-001, 1.3782839E-001, 1.6960188E-004, 4.1014627E-002, 2.2897283E+002, 2.0597574E+002, 1.3025824E+001, 1.2677924E+003, 7.9602486E-002, 7.9602486E-002, 7.9602486E-002, 7.9602486E-002, 7.9602486E-002, 7.9602486E-002, 7.9602486E-002, 7.9602486E-002, 7.9602486E-002, 7.9602486E-002, 1.1533627E-001, 1.3973148E-002
 5.0500333E+002, 1.3757255E-001, 1.3715454E-001, 1.7081583E-004, 4.1305315E-002, 2.2668909E+002, 2.0836049E+002, 3.2941156E+000, 1.2285009E+003, 7.4757698E-002, 7.4757698E-002, 7.4757698E-002, 7.4757698E-002, 7.4757698E-002, 7.4757698E-002, 7.4757698E-002, 7.4757698E-002, 7.4757698E-002, 7.4757698E-002, 1.1558967E-001, 1.4038139E-002
 5.0600722E+002, 1.3779944E-001, 1.3703990E-001, 1.7026171E-004, 4.1172655E-002, 2.2660684E+002, 2.0358434E+002, 1.2582749E+001, 1.2849750E+003, 7.7584644E-002, 7.7584644E-002, 7.7584644E-002, 7.7584644E-002, 7.7584644E-002, 7.7584644E-002, 7.7584644E-002, 7.7584644E-002, 7.7584644E-002, 7.7584644E-002, 1.1585910E-001, 1.4105364E-002
 5.0700285E+002, 1.3743400E-001, 1.3703626E-001, 1.7115364E-004, 4.1386225E-002, 2.3018613E+002, 2.0397193E+002, 1.4704673E+001, 1.2301426E+003, 8.6160694E-002, 8.6160695E-002, 8.6160695E-002, 8.6160695E-002, 8.6160695E-002, 8.6160695E-002, 8.6160695E-002, 8.6160695E-002, 8.6160695E-002, 8.6160695E-002, 1.1611987E-001, 1.4173441E-002
 5.0801172E+002, 1.3723130E-001, 1.3689603E-001, 1.7164907E-004, 4.1504838E-002, 2.2966095E+002, 2.0268315E+002, 1.1732003E+000, 1.1925946E+003, 6.4183282E-002, 6.4183282E-002, 6.4183282E-002, 6.4183282E-002, 6.4183282E-002, 6.4183282E-002, 6.4183282E-002, 6.4183282E-002, 6.4183282E-002, 6.4183282E-002, 1.1637588E-001, 1.4241452E-002
 5.0900854E+002, 1.3676702E-001, 1.3644138E-001, 1.7278255E-004, 4.1776219E-002, 2.3155380E+002, 2.0371743E+002,-3.7858904E+000, 1.1403554E+003, 4.8452614E-002, 4.8452614E-002, 4.8452614E-002, 4.8452614E-002, 4.8452614E-002, 4.8452614E-002, 4.8452614E-002, 4.8452614E-002, 4.8452614E-002, 4.8452614E-002, 1.1665159E-001, 1.4295498E-002
 5.1000399E+002, 1.3612178E-001, 1.3604546E-001, 1.7435779E-004, 4.2153423E-002, 2.3539827E+002, 2.0545665E+002, 9.2780952E+000, 1.2813977E+003, 5.6764628E-002, 5.6764628E-002, 5.6764628E-002, 5.6764628E-002, 5.6764628E-002, 5.6764628E-002, 5.6764628E-002, 5.6764628E-002, 5.6764628E-002, 5.6764628E-002, 1.1694037E-001, 1.4351441E-002
 5.1101126E+002, 1.3532667E-001, 1.3604369E-001, 1.7629838E-004, 4.2618219E-002, 2.4028570E+002, 2.0730226E+002, 8.1099232E+000, 1.1603684E+003, 7.1455256E-002, 7.1455256E-002, 7.1455256E-002, 7.1455256E-002, 7.1455256E-002, 7.1455256E-002, 7.1455256E-002, 7.1455256E-002, 7.1455256E-002, 7.1455256E-002, 1.1719633E-001, 1.4417914E-002
 5.1201027E+002, 1.3492538E-001, 1.3608102E-001, 1.7727770E-004, 4.2852757E-002, 2.4187546E+002, 2.0706716E+002, 2.2363773E+000, 1.2322808E+003, 5.5571466E-002, 5.5571466E-002, 5.5571466E-002, 5.5571466E-002, 5.5571466E-002, 5.5571466E-002, 5.5571466E-002, 5.5571466E-002, 5.5571466E-002, 5.5571466E-002, 1.1746253E-001, 1.4484429E-002
 5.1300014E+002, 1.3429853E-001, 1.3603932E-001, 1.7880793E-004, 4.3219129E-002, 2.4283623E+002, 2.0505695E+002, 1.9728038E+000, 1.1758550E+003, 5.9891704E-002, 5.9891704E-002, 5.9891704E-002, 5.9891704E-002, 5.9891704E-002, 5.9891704E-002, 5.9891704E-002, 5.9891704E-002, 5.9891704E-002, 5.9891704E-002, 1.1773048E-001, 1.4547993E-002
 5.1400881E+002, 1.3383359E-001, 1.3607902E-001, 1.7994335E-004, 4.3490899E-002, 2.4226071E+002, 2.0817608E+002, 6.3965991E-001, 1.1297039E+003, 5.6235364E-002, 5.6235364E-002, 5.6235364E-002, 5.6235364E-002, 5.6235364E-002, 5.6235364E-002, 5.6235364E-002, 5.6235364E-002, 5.6235364E-002, 5.6235364E-002, 1.1800040E-001, 1.4611289E-002
 5.1501279E+002, 1.3438078E-001, 1.3619340E-001, 1.7860738E-004, 4.3171044E-002, 2.3728204E+002, 2.0956357E+002, 8.1268303E+000, 1.2313234E+003, 5.1581319E-002, 5.1581319E-002, 5.1581319E-002, 5.1581319E-002, 5.1581319E-002, 5.1581319E-002, 5.1581319E-002, 5.1581319E-002, 5.1581319E-002, 5.1581319E-002, 1.1828852E-001, 1.4664347E-002
 5.1600060E+002, 1.3393108E-001, 1.3630490E-001, 1.7970583E-004, 4.3433964E-002, 2.3922368E+002, 2.0688059E+002, 1.1454268E+001, 1.2999201E+003, 7.2003508E-002, 7.2003508E-002, 7.2003508E-002, 7.2003508E-002, 7.2003508E-002, 7.2003508E-002, 7.2003508E-002, 7.2003508E-002, 7.2003508E-002, 7.2003508E-002, 1.1855896E-001, 1.4731339E-002
 5.1700684E+002, 1.3368632E-001, 1.3644749E-001, 1.8030329E-004, 4.3577016E-002, 2.3873953E+002, 2.0695156E+002, 2.6415938E+000, 1.1537384E+003, 6.5709916E-002, 6.5709916E-002, 6.5709916E-002, 6.5709916E-002, 6.5709916E-002, 6.5709916E-002, 6.5709916E-002, 6.5709916E-002, 6.5709916E-002, 6.5709916E-002, 1.1881071E-001, 1.4798897E-002
 5.1800156E+002, 1.3106908E-001, 1.3663916E-001, 1.8669212E-004, 4.5106987E-002, 2.3996108E+002, 2.0694222E+002,-5.0365695E+000, 1.1487807E+003, 4.5964097E-002, 4.5964097E-002, 4.5964097E-002, 4.5964097E-002, 4.5964097E-002, 4.5964097E-002, 4.5964097E-002, 4.5964097E-002, 4.5964097E-002, 4.5964097E-002, 1.1907862E-001, 1.4866402E-002
 5.1900056E+002, 1.3069604E-001, 1.3670767E-001, 1.8760278E-004, 4.5325244E-002, 2.3501509E+002, 2.0695629E+002,-5.4052624E+000, 1.1586570E+003, 4.5453239E-002, 4.5453239E-002, 4.5453239E-002, 4.5453239E-002, 4.5453239E-002, 4.5453239E-002, 4.5453239E-002, 4.5453239E-002, 4.5453239E-002, 4.5453239E-002, 1.1935671E-001, 1.4933152E-002
 5.2000044E+002, 1.2933484E-001, 1.3656752E-001, 1.9092605E-004, 4.6121035E-002, 2.3597256E+002, 2.0523217E+002,-3.7189316E-001, 1.1985762E+003, 3.8552579E-002, 3.8552579E-002, 3.8552579E-002, 3.8552579E-002, 3.8552579E-002, 3.8552579E-002, 3.8552579E-002, 3.8552579E-002, 3.8552579E-002, 3.8552579E-002, 1.1963689E-001, 1.4999538E-002
 5.2100527E+002, 1.2765717E-001, 1.3611783E-001, 1.9502228E-004, 4.7101876E-002, 2.3755264E+002, 2.0759177E+002,-1.6176265E+000, 1.1499594E+003, 4.7331479E-002, 4.7331479E-002, 4.7331479E-002, 4.7331479E-002, 4.7331479E-002, 4.7331479E-002, 4.7331479E-002, 4.7331479E-002, 4.7331479E-002, 4.7331479E-002, 1.1990767E-001, 1.5065933E-002
 5.2200445E+002, 1.2811589E-001, 1.3551476E-001, 1.9390254E-004, 4.6833712E-002, 2.3620856E+002, 2.0799994E+002,-2.8046589E+000, 1.1698393E+003, 4.8723094E-002, 4.8723094E-002, 4.8723094E-002, 4.8723094E-002, 4.8723094E-002, 4.8723094E-002, 4.8723094E-002, 4.8723094E-002, 4.8723094E-002, 4.8723094E-002, 1.2018091E-001, 1.5133220E-002
 5.2300333E+002, 1.2877483E-001, 1.3506998E-001, 1.9229360E-004, 4.6448502E-002, 2.3408316E+002, 2.0907702E+002, 1.1522642E+001, 1.2630590E+003, 5.3950635E-002, 5.3950635E-002, 5.3950635E-002, 5.3950635E-002, 5.3950635E-002, 5.3950635E-002, 5.3950635E-002, 5.3950635E-002, 5.3950635E-002, 5.3950635E-002, 1.2046373E-001, 1.5200533E-002
 5.2400070E+002, 1.2881251E-001, 1.3484349E-001, 1.9220196E-004, 4.6426463E-002, 2.3522461E+002, 2.0971269E+002, 6.1680781E+000, 1.2451000E+003, 5.5537732E-002, 5.5537732E-002, 5.5537732E-002, 5.5537732E-002, 5.5537732E-002, 5.5537732E-002, 5.5537732E-002, 5.5537732E-002, 5.5537732E-002, 5.5537732E-002, 1.2072444E-001, 1.5268932E-002
 5.2500112E+002, 1.2764678E-001, 1.3475563E-001, 1.9504766E-004, 4.7107957E-002, 2.3656726E+002, 2.1295044E+002, 2.3214677E+000, 1.2036541E+003, 5.6438039E-002, 5.6438039E-002, 5.6438039E-002, 5.6438039E-002, 5.6438039E-002, 5.6438039E-002, 5.6438039E-002, 5.6438039E-002, 5.6438039E-002, 5.6438039E-002, 1.2099031E-001, 1.5337695E-002
 5.2600790E+002, 1.2613795E-001, 1.3462470E-001, 1.9873211E-004, 4.7990097E-002, 2.3499324E+002, 2.1365464E+002, 1.3827441E+000, 1.2150128E+003, 6.4857226E-002, 6.4857227E-002, 6.4857227E-002, 6.4857227E-002, 6.4857227E-002, 6.4857227E-002, 6.4857227E-002, 6.4857227E-002, 6.4857227E-002, 6.4857227E-002, 1.2125962E-001, 1.5407811E-002
 5.2700015E+002, 1.2592664E-001, 1.3459387E-001, 1.9924818E-004, 4.8113627E-002, 2.3484578E+002, 2.1369790E+002,-3.4899720E+000, 1.1422102E+003, 4.6585192E-002, 4.6585192E-002, 4.6585192E-002, 4.6585192E-002, 4.6585192E-002, 4.6585192E-002, 4.6585192E-002, 4.6585192E-002, 4.6585192E-002, 4.6585192E-002, 1.2153351E-001, 1.5468896E-002
 5.2800905E+002, 1.2561359E-001, 1.3486893E-001, 2.0001282E-004, 4.8296551E-002, 2.3565762E+002, 2.1413844E+002,-4.7163293E-001, 1.2139052E+003, 4.4814271E-002, 4.4814271E-002, 4.4814271E-002, 4.4814271E-002, 4.4814271E-002, 4.4814226E-002, 4.4814217E-002, 4.4814092E-002, 4.4814161E-002, 4.4814271E-002, 1.2181960E-001, 1.5529634E-002
 5.2900737E+002, 1.2543745E-001, 1.3515935E-001, 2.0044248E-004, 4.8399352E-002, 2.4051813E+002, 2.1541784E+002, 1.4498201E+000, 1.1720951E+003, 4.4343659E-002, 4.4343659E-002, 4.4343659E-002, 4.4343659E-002, 4.4343659E-002, 4.4343659E-002, 4.4343659E-002, 4.4343659E-002, 4.4343659E-002, 4.4343659E-002, 1.2209709E-001, 1.5594736E-002
 5.3000598E+002, 1.2507237E-001, 1.3458863E-001, 2.0133394E-004, 4.8612461E-002, 2.5713496E+002, 2.1333227E+002, 4.6444781E-001, 1.2170980E+003, 4.8010206E-002, 4.8010206E-002, 4.8010206E-002, 4.8010206E-002, 4.8010206E-002, 4.8010206E-002, 4.8010206E-002, 4.8010206E-002, 4.8010206E-002, 4.8010206E-002, 1.2236994E-001, 1.5662898E-002
 5.3101069E+002, 1.2435885E-001, 1.3441202E-001, 2.0307668E-004, 4.9029832E-002, 2.4271628E+002, 2.1585421E+002,-1.1642586E+000, 1.1525485E+003, 4.2299679E-002, 4.2299679E-002, 4.2299679E-002, 4.2299679E-002, 4.2299679E-002, 4.2299679E-002, 4.2299679E-002, 4.2299679E-002, 4.2299679E-002, 4.2299679E-002, 1.2264329E-001, 1.5727829E-002
 5.3200783E+002, 1.2409909E-001, 1.3486591E-001, 2.0371110E-004, 4.9181724E-002, 2.3916514E+002, 2.1560464E+002,-1.4070092E+000, 1.1687218E+003, 3.5484972E-002, 3.5484972E-002, 3.5484972E-002, 3.5484972E-002, 3.5484972E-002, 3.5484972E-002, 3.5484972E-002, 3.5484972E-002, 3.5484972E-002, 3.5484972E-002, 1.2292187E-001, 1.5792182E-002
 5.3301044E+002, 1.2584089E-001, 1.3433127E-001, 1.9945850E-004, 4.8163537E-002, 2.3663608E+002, 2.1495022E+002,-2.6162253E+000, 1.2135920E+003, 3.3670194E-002, 3.3670194E-002, 3.3670194E-002, 3.3670194E-002, 3.3670194E-002, 3.3670194E-002, 3.3670194E-002, 3.3670194E-002, 3.3670194E-002, 3.3670194E-002, 1.2320373E-001, 1.5855632E-002
 5.3400626E+002, 1.2638126E-001, 1.3364827E-001, 1.9813938E-004, 4.7847697E-002, 2.3648799E+002, 2.1594057E+002, 1.2335353E+001, 1.1846972E+003, 5.0199440E-002, 5.0199440E-002, 5.0199440E-002, 5.0199440E-002, 5.0199440E-002, 5.0199440E-002, 5.0199440E-002, 5.0199440E-002, 5.0199440E-002, 5.0199440E-002, 1.2348305E-001, 1.5922280E-002
 5.3500009E+002, 1.2456217E-001, 1.3381587E-001, 2.0258084E-004, 4.8911166E-002, 2.3388678E+002, 2.1299426E+002,-9.8559700E+000, 1.0855580E+003, 3.6528275E-002, 3.6528275E-002, 3.6528275E-002, 3.6528275E-002, 3.6528275E-002, 3.6528275E-002, 3.6528275E-002, 3.6528275E-002, 3.6528275E-002, 3.6528275E-002, 1.2375027E-001, 1.5973497E-002
 5.3600187E+002, 1.2547711E-001, 1.3423638E-001, 2.0034696E-004, 4.8376411E-002, 2.3183319E+002, 2.1440179E+002, 4.3640225E+000, 1.2564183E+003, 3.4545244E-002, 3.4545244E-002, 3.4545244E-002, 3.4545244E-002, 3.4545244E-002, 3.4545244E-002, 3.4545244E-002, 3.4545244E-002, 3.4545244E-002, 3.4545244E-002, 1.2405281E-001, 1.6021734E-002
 5.3700950E+002, 1.2547710E-001, 1.3443655E-001, 2.0034691E-004, 4.8376354E-002, 2.3462361E+002, 2.1575639E+002, 2.8411777E+000, 1.2266735E+003, 4.1928156E-002, 4.1928156E-002, 4.1928156E-002, 4.1928156E-002, 4.1928156E-002, 4.1928156E-002, 4.1928156E-002, 4.1928156E-002, 4.1928156E-002, 4.1928156E-002, 1.2432613E-001, 1.6090913E-002
 5.3800902E+002, 1.2316217E-001, 1.3448311E-001, 2.0600020E-004, 4.9729654E-002, 2.3594092E+002, 2.1450818E+002, 1.6843134E+001, 1.2419367E+003, 5.4467578E-002, 5.4467578E-002, 5.4467578E-002, 5.4467578E-002, 5.4467578E-002, 5.4467578E-002, 5.4467578E-002, 5.4467578E-002, 5.4467578E-002, 5.4467578E-002, 1.2460412E-001, 1.6160786E-002
 5.3900237E+002, 1.2344697E-001, 1.3449421E-001, 2.0530441E-004, 4.9563103E-002, 2.3843780E+002, 2.1444193E+002,-4.8958275E+000, 1.1409566E+003, 4.4998827E-002, 4.4998827E-002, 4.4998827E-002, 4.4998827E-002, 4.4998827E-002, 4.4998827E-002, 4.4998827E-002, 4.4998827E-002, 4.4998827E-002, 4.4998827E-002, 1.2486344E-001, 1.6219299E-002
