s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg,kg
 6.5003779E+001, 2.0475261E-001, 2.0755367E-001, 6.8398502E-006, 2.0227534E-003, 4.9310325E+001, 1.8041329E+001, 7.5824708E+001, 4.2543119E+002, 1.0261024E-003, 1.0261024E-003, 1.0261024E-003, 1.0261024E-003, 1.0261024E-003, 1.0261024E-003, 1.0261024E-003, 1.0261024E-003, 1.0261024E-003, 1.0261024E-003, 4.3496756E-003, 2.9426171E-005
 6.6013879E+001, 2.0493185E-001, 2.0755367E-001, 6.4021838E-006, 1.9180448E-003, 4.7776488E+001, 1.7467329E+001, 7.7068122E+001, 4.3292851E+002, 1.0630206E-003, 1.0630206E-003, 1.0630206E-003, 1.0630206E-003, 1.0630206E-003, 1.0630206E-003, 1.0630206E-003, 1.0630206E-003, 1.0630206E-003, 1.0630206E-003, 4.4817292E-003, 3.0920954E-005
 6.7013501E+001, 2.0475811E-001, 2.0755367E-001, 6.8264464E-006, 2.0195471E-003, 4.8955422E+001, 1.9433832E+001, 7.8733170E+001, 4.3601041E+002, 1.2019868E-003, 1.2019868E-003, 1.2019868E-003, 1.2019868E-003, 1.2019868E-003, 1.2019868E-003, 1.2019868E-003, 1.2019868E-003, 1.2019868E-003, 1.2019868E-003, 4.6158734E-003, 3.2440154E-005
 6.8004197E+001, 2.0460568E-001, 2.0755367E-001, 7.1986412E-006, 2.1085919E-003, 5.0329991E+001, 2.1115941E+001, 8.1291073E+001, 4.4343768E+002, 9.8508602E-004, 9.8508602E-004, 9.8508602E-004, 9.8508602E-004, 9.8508602E-004, 9.8508602E-004, 9.8508602E-004, 9.8508602E-004, 9.8508602E-004, 9.8508602E-004, 4.7505073E-003, 3.3995717E-005
 6.9006222E+001, 2.0456722E-001, 2.0755367E-001, 7.2925549E-006, 2.1310599E-003, 5.0628184E+001, 2.1511006E+001, 8.2707972E+001, 4.5212587E+002, 1.0094382E-003, 1.0094382E-003, 1.0094382E-003, 1.0094382E-003, 1.0094382E-003, 1.0094382E-003, 1.0094382E-003, 1.0094382E-003, 1.0094382E-003, 1.0094382E-003, 4.8870578E-003, 3.5615015E-005
 7.0002598E+001, 2.0439151E-001, 2.0755366E-001, 7.7216277E-006, 2.2337129E-003, 5.2035876E+001, 2.0490300E+001, 8.5508764E+001, 4.6654143E+002, 1.1800854E-003, 1.1800854E-003, 1.1800854E-003, 1.1800854E-003, 1.1800854E-003, 1.1800854E-003, 1.1800854E-003, 1.1800854E-003, 1.1800854E-003, 1.1800854E-003, 5.0272729E-003, 3.7258781E-005
 7.1011694E+001, 2.0433052E-001, 2.0755366E-001, 7.8705583E-006, 2.2693436E-003, 5.2405527E+001, 2.0694676E+001, 8.3658326E+001, 4.6337823E+002, 1.3174084E-003, 1.3174084E-003, 1.3174084E-003, 1.3174084E-003, 1.3174084E-003, 1.3174084E-003, 1.3174084E-003, 1.3174084E-003, 1.3174084E-003, 1.3174084E-003, 5.1673477E-003, 3.9001190E-005
 7.2011668E+001, 2.0422415E-001, 2.0755365E-001, 8.1302850E-006, 2.3314819E-003, 5.3261331E+001, 2.1959486E+001, 8.6506101E+001, 4.7415870E+002, 1.4135500E-003, 1.4135500E-003, 1.4135500E-003, 1.4135500E-003, 1.4135500E-003, 1.4135500E-003, 1.4135500E-003, 1.4135500E-003, 1.4135500E-003, 1.4135500E-003, 5.3107062E-003, 4.0771021E-005
 7.3008931E+001, 2.0412112E-001, 2.0755357E-001, 8.3818629E-006, 2.3916704E-003, 5.4143899E+001, 2.2190008E+001, 9.0736342E+001, 4.7954193E+002, 1.3963843E-003, 1.3963843E-003, 1.3963843E-003, 1.3963843E-003, 1.3963843E-003, 1.3963843E-003, 1.3963843E-003, 1.3963843E-003, 1.3963843E-003, 1.3963843E-003, 5.4551213E-003, 4.2540144E-005
 7.4014276E+001, 2.0404172E-001, 2.0755333E-001, 8.5757380E-006, 2.4380560E-003, 5.4915944E+001, 2.2607783E+001, 9.3010720E+001, 4.8263521E+002, 1.3510162E-003, 1.3510162E-003, 1.3510162E-003, 1.3510162E-003, 1.3510162E-003, 1.3510162E-003, 1.3510162E-003, 1.3510162E-003, 1.3510162E-003, 1.3510162E-003, 5.6016733E-003, 4.4345860E-005
 7.5009964E+001, 2.0399758E-001, 2.0755300E-001, 8.6835210E-006, 2.4638447E-003, 5.5253504E+001, 2.2817425E+001, 9.2985784E+001, 4.8661255E+002, 1.6104494E-003, 1.6104494E-003, 1.6104494E-003, 1.6104494E-003, 1.6104494E-003, 1.6104494E-003, 1.6104494E-003, 1.6104494E-003, 1.6104494E-003, 1.6104494E-003, 5.7492449E-003, 4.6224419E-005
 7.6002712E+001, 2.0403902E-001, 2.0755267E-001, 8.5823112E-006, 2.4396319E-003, 5.4884816E+001, 2.2403853E+001, 9.4123636E+001, 5.0522907E+002, 1.7014383E-003, 1.7014383E-003, 1.7014383E-003, 1.7014383E-003, 1.7014383E-003, 1.7014383E-003, 1.7014383E-003, 1.7014383E-003, 1.7014383E-003, 1.7014383E-003, 5.8983741E-003, 4.8239966E-005
 7.7005385E+001, 2.0404551E-001, 2.0755237E-001, 8.5664680E-006, 2.4358406E-003, 5.4793006E+001, 2.2917218E+001, 9.6773872E+001, 5.0398544E+002, 1.4011994E-003, 1.4011994E-003, 1.4011994E-003, 1.4011994E-003, 1.4011994E-003, 1.4011994E-003, 1.4011994E-003, 1.4011994E-003, 1.4011994E-003, 1.4011994E-003, 6.0494314E-003, 5.0298464E-005
 7.8009880E+001, 2.0404120E-001, 2.0755207E-001, 8.5769994E-006, 2.4383585E-003, 5.4686269E+001, 2.3080900E+001, 9.8423195E+001, 5.1185176E+002, 1.4476824E-003, 1.4476824E-003, 1.4476824E-003, 1.4476824E-003, 1.4476824E-003, 1.4476824E-003, 1.4476824E-003, 1.4476824E-003, 1.4476824E-003, 1.4476824E-003, 6.2027730E-003, 5.2319828E-005
 7.9011434E+001, 2.0400677E-001, 2.0755158E-001, 8.6610614E-006, 2.4584703E-003, 5.4909313E+001, 2.5205479E+001, 1.0308377E+002, 5.2025448E+002, 1.5581794E-003, 1.5581794E-003, 1.5581794E-003, 1.5581794E-003, 1.5581794E-003, 1.5581794E-003, 1.5581794E-003, 1.5581794E-003, 1.5581794E-003, 1.5581794E-003, 6.3591381E-003, 5.4308121E-005
 8.0007409E+001, 2.0397638E-001, 2.0754989E-001, 8.7352612E-006, 2.4762221E-003, 5.5125892E+001, 2.4925306E+001, 1.0373156E+002, 5.1793689E+002, 1.6592082E-003, 1.6592082E-003, 1.6592082E-003, 1.6592082E-003, 1.6592082E-003, 1.6592082E-003, 1.6592082E-003, 1.6592082E-003, 1.6592082E-003, 1.6592082E-003, 6.5157242E-003, 5.6367824E-005
 8.1011524E+001, 2.0397782E-001, 2.0754178E-001, 8.7317482E-006, 2.4753817E-003, 5.5147689E+001, 2.4351767E+001, 1.0468478E+002, 5.3375019E+002, 1.7632648E-003, 1.7632648E-003, 1.7632648E-003, 1.7632648E-003, 1.7632648E-003, 1.7632648E-003, 1.7632648E-003, 1.7632648E-003, 1.7632648E-003, 1.7632648E-003, 6.6734094E-003, 5.8384432E-005
 8.2002263E+001, 2.0404297E-001, 2.0753093E-001, 8.5726672E-006, 2.4373223E-003, 5.4711609E+001, 2.4318475E+001, 1.1094074E+002, 5.3409316E+002, 1.7063291E-003, 1.7063291E-003, 1.7063291E-003, 1.7063291E-003, 1.7063291E-003, 1.7063291E-003, 1.7063291E-003, 1.7063291E-003, 1.7063291E-003, 1.7063291E-003, 6.8350240E-003, 6.0416353E-005
 8.3013037E+001, 2.0411136E-001, 2.0752891E-001, 8.4056679E-006, 2.3973690E-003, 5.4194577E+001, 2.6093880E+001, 1.0990997E+002, 5.4323037E+002, 1.8875125E-003, 1.8875125E-003, 1.8875125E-003, 1.8875125E-003, 1.8875125E-003, 1.8875125E-003, 1.8875125E-003, 1.8875125E-003, 1.8875125E-003, 1.8875125E-003, 6.9955989E-003, 6.2551242E-005
 8.4012740E+001, 2.0414241E-001, 2.0753753E-001, 8.3298559E-006, 2.3792321E-003, 5.3783245E+001, 2.8558367E+001, 1.1061338E+002, 5.4609174E+002, 2.0868363E-003, 2.0868363E-003, 2.0868363E-003, 2.0868363E-003, 2.0868363E-003, 2.0868363E-003, 2.0868363E-003, 2.0868363E-003, 2.0868363E-003, 2.0868363E-003, 7.1612617E-003, 6.4858008E-005
 8.5001692E+001, 2.0408439E-001, 2.0754446E-001, 8.4715005E-006, 2.4131199E-003, 5.4130654E+001, 2.9176806E+001, 1.1195690E+002, 5.6040549E+002, 2.0098019E-003, 2.0098019E-003, 2.0098019E-003, 2.0098019E-003, 2.0098019E-003, 2.0098019E-003, 2.0098019E-003, 2.0098019E-003, 2.0098019E-003, 2.0098019E-003, 7.3260016E-003, 6.7277446E-005
 8.6001413E+001, 2.0378077E-001, 2.0754808E-001, 9.2128832E-006, 2.5904951E-003, 5.6301385E+001, 2.9494958E+001, 1.1538173E+002, 5.7101201E+002, 2.0064248E-003, 2.0064248E-003, 2.0064248E-003, 2.0064248E-003, 2.0064248E-003, 2.0064248E-003, 2.0064248E-003, 2.0064248E-003, 2.0064248E-003, 2.0064248E-003, 7.4918872E-003, 6.9688399E-005
 8.7010783E+001, 2.0367355E-001, 2.0755019E-001, 9.4747151E-006, 2.6531385E-003, 5.6836220E+001, 2.8911655E+001, 1.1803622E+002, 5.6848592E+002, 2.2634715E-003, 2.2634715E-003, 2.2634715E-003, 2.2634715E-003, 2.2634715E-003, 2.2634715E-003, 2.2634715E-003, 2.2634715E-003, 2.2634715E-003, 2.2634715E-003, 7.6611188E-003, 7.2128790E-005
 8.8005927E+001, 2.0342064E-001, 2.0755144E-001, 1.0092286E-005, 2.8008930E-003, 5.8670144E+001, 2.7524842E+001, 1.2133619E+002, 5.7944083E+002, 2.1741425E-003, 2.1741425E-003, 2.1741425E-003, 2.1741425E-003, 2.1741425E-003, 2.1741425E-003, 2.1741425E-003, 2.1741425E-003, 2.1741425E-003, 2.1741425E-003, 7.8327410E-003, 7.4644797E-005
 8.9002762E+001, 2.0306981E-001, 2.0755177E-001, 1.0948983E-005, 3.0058565E-003, 6.0848869E+001, 2.8986089E+001, 1.2004020E+002, 5.8293723E+002, 2.5422141E-003, 2.5422141E-003, 2.5422141E-003, 2.5422141E-003, 2.5422141E-003, 2.5422141E-003, 2.5422141E-003, 2.5422141E-003, 2.5422141E-003, 2.5422141E-003, 8.0029963E-003, 7.7338401E-005
 9.0012781E+001, 2.0270700E-001, 2.0755161E-001, 1.1834933E-005, 3.2178186E-003, 6.3190377E+001, 2.8782568E+001, 1.2152203E+002, 5.9164779E+002, 2.3233805E-003, 2.3233805E-003, 2.3233805E-003, 2.3233805E-003, 2.3233805E-003, 2.3233805E-003, 2.3233805E-003, 2.3233805E-003, 2.3233805E-003, 2.3233805E-003, 8.1783720E-003, 8.0052104E-005
 9.1000410E+001, 2.0236291E-001, 2.0755042E-001, 1.2675121E-005, 3.4188361E-003, 6.6131950E+001, 2.8952233E+001, 1.2298321E+002, 5.9560717E+002, 2.6905553E-003, 2.6905553E-003, 2.6905553E-003, 2.6905553E-003, 2.6905553E-003, 2.6905553E-003, 2.6905553E-003, 2.6905553E-003, 2.6905553E-003, 2.6905553E-003, 8.3540334E-003, 8.2809492E-005
 9.2009023E+001, 2.0228632E-001, 2.0754731E-001, 1.2862155E-005, 3.4635837E-003, 6.6440371E+001, 2.9238335E+001, 1.2342270E+002, 5.9624793E+002, 2.3933345E-003, 2.3933345E-003, 2.3933345E-003, 2.3933345E-003, 2.3933345E-003, 2.3933345E-003, 2.3933345E-003, 2.3933345E-003, 2.3933345E-003, 2.3933345E-003, 8.5303392E-003, 8.5642313E-005
 9.3010349E+001, 2.0227326E-001, 2.0754664E-001, 1.2894036E-005, 3.4712108E-003, 6.6271835E+001, 3.1438065E+001, 1.2486914E+002, 6.1757310E+002, 2.6932601E-003, 2.6932601E-003, 2.6932601E-003, 2.6932601E-003, 2.6932601E-003, 2.6932601E-003, 2.6932601E-003, 2.6932601E-003, 2.6932601E-003, 2.6932601E-003, 8.7094998E-003, 8.8603678E-005
 9.4001204E+001, 2.0199736E-001, 2.0754582E-001, 1.3567757E-005, 3.6324007E-003, 6.8114942E+001, 3.2001679E+001, 1.3061128E+002, 6.1393889E+002, 2.8035356E-003, 2.8035356E-003, 2.8035356E-003, 2.8035356E-003, 2.8035356E-003, 2.8035356E-003, 2.8035356E-003, 2.8035356E-003, 2.8035356E-003, 2.8035356E-003, 8.8913718E-003, 9.1651586E-005
 9.5010271E+001, 2.0208001E-001, 2.0754504E-001, 1.3365998E-005, 3.5841302E-003, 6.6823341E+001, 3.1916308E+001, 1.2924927E+002, 6.2317491E+002, 2.8930693E-003, 2.8930693E-003, 2.8930693E-003, 2.8930693E-003, 2.8930693E-003, 2.8930693E-003, 2.8930693E-003, 2.8930693E-003, 2.8930693E-003, 2.8930693E-003, 9.0721425E-003, 9.4815263E-005
 9.6006292E+001, 2.0205316E-001, 2.0754608E-001, 1.3431581E-005, 3.5998210E-003, 6.6737333E+001, 3.2211877E+001, 1.3088057E+002, 6.3406052E+002, 2.6477293E-003, 2.6477293E-003, 2.6477293E-003, 2.6477293E-003, 2.6477293E-003, 2.6477293E-003, 2.6477293E-003, 2.6477293E-003, 2.6477293E-003, 2.6477293E-003, 9.2563553E-003, 9.8079292E-005
 9.7009734E+001, 2.0197728E-001, 2.0754649E-001, 1.3616883E-005, 3.6441523E-003, 6.7280033E+001, 3.2130988E+001, 1.2997257E+002, 6.2918075E+002, 2.5873141E-003, 2.5873141E-003, 2.5873141E-003, 2.5873141E-003, 2.5873141E-003, 2.5873141E-003, 2.5873141E-003, 2.5873141E-003, 2.5873141E-003, 2.5873141E-003, 9.4406011E-003, 1.0152333E-004
 9.8004226E+001, 2.0206064E-001, 2.0754618E-001, 1.3413367E-005, 3.5954578E-003, 6.6208246E+001, 3.3890466E+001, 1.3143119E+002, 6.4973460E+002, 2.9837489E-003, 2.9837489E-003, 2.9837489E-003, 2.9837489E-003, 2.9837489E-003, 2.9837489E-003, 2.9837489E-003, 2.9837489E-003, 2.9837489E-003, 2.9837489E-003, 9.6268243E-003, 1.0501144E-004
 9.9002964E+001, 2.0202300E-001, 2.0754434E-001, 1.3505278E-005, 3.6174485E-003, 6.6354583E+001, 3.4182316E+001, 1.3648333E+002, 6.5958665E+002, 2.8785735E-003, 2.8785735E-003, 2.8785735E-003, 2.8785735E-003, 2.8785735E-003, 2.8785735E-003, 2.8785735E-003, 2.8785735E-003, 2.8785735E-003, 2.8785735E-003, 9.8159536E-003, 1.0849770E-004
 1.0000776E+002, 2.0180709E-001, 2.0753561E-001, 1.4032447E-005, 3.7435780E-003, 6.8320813E+001, 3.4009077E+001, 1.4033271E+002, 6.5398759E+002, 3.0078254E-003, 3.0078254E-003, 3.0078254E-003, 3.0078254E-003, 3.0078254E-003, 3.0078254E-003, 3.0078254E-003, 3.0078254E-003, 3.0078254E-003, 3.0078254E-003, 1.0005545E-002, 1.1194598E-004
 1.0100353E+002, 2.0167339E-001, 2.0752027E-001, 1.4358913E-005, 3.8216868E-003, 6.9391433E+001, 3.6130686E+001, 1.4590311E+002, 6.5045855E+002, 2.8786215E-003, 2.8786215E-003, 2.8786215E-003, 2.8786215E-003, 2.8786215E-003, 2.8786215E-003, 2.8786215E-003, 2.8786215E-003, 2.8786215E-003, 2.8786215E-003, 1.0197595E-002, 1.1540490E-004
 1.0200931E+002, 2.0154771E-001, 2.0750791E-001, 1.4665793E-005, 3.8951086E-003, 6.9980975E+001, 3.5023909E+001, 1.4573762E+002, 6.7142458E+002, 3.3821992E-003, 3.3821992E-003, 3.3821992E-003, 3.3821992E-003, 3.3821992E-003, 3.3821992E-003, 3.3821992E-003, 3.3821992E-003, 3.3821992E-003, 3.3821992E-003, 1.0390822E-002, 1.1896587E-004
 1.0300813E+002, 2.0140891E-001, 2.0750427E-001, 1.5004812E-005, 3.9762184E-003, 6.9884025E+001, 3.4987683E+001, 1.4691374E+002, 6.8566197E+002, 3.3509432E-003, 3.3509432E-003, 3.3509432E-003, 3.3509432E-003, 3.3509432E-003, 3.3509432E-003, 3.3509432E-003, 3.3509432E-003, 3.3509432E-003, 3.3509432E-003, 1.0586647E-002, 1.2270638E-004
 1.0401107E+002, 2.0120323E-001, 2.0750224E-001, 1.5507104E-005, 4.0963933E-003, 7.0433119E+001, 3.7716671E+001, 1.4992967E+002, 6.8266610E+002, 3.3873852E-003, 3.3873852E-003, 3.3873852E-003, 3.3873852E-003, 3.3873852E-003, 3.3873852E-003, 3.3873852E-003, 3.3873852E-003, 3.3873852E-003, 3.3873852E-003, 1.0783982E-002, 1.2667258E-004
 1.0500033E+002, 2.0094640E-001, 2.0749973E-001, 1.6134223E-005, 4.2464366E-003, 7.1939697E+001, 3.7932086E+001, 1.5123120E+002, 6.8227999E+002, 3.0837315E-003, 3.0837315E-003, 3.0837315E-003, 3.0837315E-003, 3.0837315E-003, 3.0837315E-003, 3.0837315E-003, 3.0837315E-003, 3.0837315E-003, 3.0837315E-003, 1.0980186E-002, 1.3070462E-004
 1.0600630E+002, 2.0073886E-001, 2.0750370E-001, 1.6640989E-005, 4.3676843E-003, 7.3677314E+001, 3.8466416E+001, 1.4961360E+002, 6.9572720E+002, 3.7478158E-003, 3.7478158E-003, 3.7478158E-003, 3.7478158E-003, 3.7478158E-003, 3.7478158E-003, 3.7478158E-003, 3.7478158E-003, 3.7478158E-003, 3.7478158E-003, 1.1176239E-002, 1.3483384E-004
 1.0701025E+002, 2.0079990E-001, 2.0751461E-001, 1.6491950E-005, 4.3320263E-003, 7.2966667E+001, 3.8693825E+001, 1.5329256E+002, 7.0340475E+002, 3.3427743E-003, 3.3427743E-003, 3.3427743E-003, 3.3427743E-003, 3.3427743E-003, 3.3427743E-003, 3.3427743E-003, 3.3427743E-003, 3.3427743E-003, 3.3427743E-003, 1.1376793E-002, 1.3883003E-004
 1.0800856E+002, 2.0076438E-001, 2.0752534E-001, 1.6578642E-005, 4.3527674E-003, 7.3739585E+001, 3.8435916E+001, 1.5912850E+002, 7.0618317E+002, 3.2027448E-003, 3.2027448E-003, 3.2027448E-003, 3.2027448E-003, 3.2027448E-003, 3.2027448E-003, 3.2027448E-003, 3.2027448E-003, 3.2027448E-003, 3.2027448E-003, 1.1579439E-002, 1.4281100E-004
 1.0900093E+002, 2.0055072E-001, 2.0753001E-001, 1.7100265E-005, 4.4775696E-003, 7.6162192E+001, 3.9474008E+001, 1.6187924E+002, 7.1653965E+002, 3.2847895E-003, 3.2847895E-003, 3.2847895E-003, 3.2847895E-003, 3.2847895E-003, 3.2847895E-003, 3.2847895E-003, 3.2847895E-003, 3.2847895E-003, 3.2847895E-003, 1.1783029E-002, 1.4695369E-004
 1.1000866E+002, 2.0040017E-001, 2.0752632E-001, 1.7467917E-005, 4.5655335E-003, 7.6746104E+001, 4.1890114E+001, 1.6396577E+002, 7.2830716E+002, 4.1842200E-003, 4.1842200E-003, 4.1842200E-003, 4.1842200E-003, 4.1842200E-003, 4.1842200E-003, 4.1842200E-003, 4.1842200E-003, 4.1842200E-003, 4.1842200E-003, 1.1989924E-002, 1.5140938E-004
 1.1101066E+002, 2.0014866E-001, 2.0750176E-001, 1.8082030E-005, 4.7124640E-003, 7.8575543E+001, 4.0846815E+001, 1.6303095E+002, 7.3081660E+002, 4.3922846E-003, 4.3922846E-003, 4.3922846E-003, 4.3922846E-003, 4.3922846E-003, 4.3922846E-003, 4.3922846E-003, 4.3922846E-003, 4.3922846E-003, 4.3922846E-003, 1.2196759E-002, 1.5597376E-004
 1.1200601E+002, 1.9976500E-001, 2.0745644E-001, 1.9018846E-005, 4.9366035E-003, 8.1347115E+001, 4.0675050E+001, 1.6847389E+002, 7.4264478E+002, 4.0438561E-003, 4.0438561E-003, 4.0438561E-003, 4.0438561E-003, 4.0438561E-003, 4.0438561E-003, 4.0438561E-003, 4.0438561E-003, 4.0438561E-003, 4.0438561E-003, 1.2407470E-002, 1.6051334E-004
 1.1300513E+002, 1.9992392E-001, 2.0741486E-001, 1.8630858E-005, 4.8437725E-003, 7.8970224E+001, 4.0358747E+001, 1.6884705E+002, 7.3470230E+002, 3.6156674E-003, 3.6156674E-003, 3.6156674E-003, 3.6156674E-003, 3.6156674E-003, 3.6156674E-003, 3.6156674E-003, 3.6156674E-003, 3.6156674E-003, 3.6156674E-003, 1.2613586E-002, 1.6511896E-004
 1.1400193E+002, 2.0005936E-001, 2.0738864E-001, 1.8300209E-005, 4.7646603E-003, 7.7065991E+001, 4.0757379E+001, 1.7028261E+002, 7.4347735E+002, 4.3014652E-003, 4.3014652E-003, 4.3014652E-003, 4.3014652E-003, 4.3014652E-003, 4.3014652E-003, 4.3014652E-003, 4.3014652E-003, 4.3014652E-003, 4.3014652E-003, 1.2822413E-002, 1.6963079E-004
 1.1501071E+002, 1.9999657E-001, 2.0737848E-001, 1.8453541E-005, 4.8013468E-003, 7.7569806E+001, 4.3140041E+001, 1.7693064E+002, 7.5623996E+002, 5.7299106E-003, 5.7299106E-003, 5.7299106E-003, 5.7299106E-003, 5.7299106E-003, 5.7299106E-003, 5.7299106E-003, 5.7299106E-003, 5.7299106E-003, 5.7299106E-003, 1.3038659E-002, 1.7437070E-004
 1.1601085E+002, 1.9985047E-001, 2.0738621E-001, 1.8810297E-005, 4.8867040E-003, 7.8429498E+001, 4.3600363E+001, 1.7878643E+002, 7.6117637E+002, 4.8043349E-003, 4.8043349E-003, 4.8043349E-003, 4.8043349E-003, 4.8043349E-003, 4.8043349E-003, 4.8043349E-003, 4.8043349E-003, 4.8043349E-003, 4.8043349E-003, 1.3253749E-002, 1.7929780E-004
 1.1701062E+002, 1.9973413E-001, 2.0742089E-001, 1.9094334E-005, 4.9546635E-003, 7.9510629E+001, 4.3657462E+001, 1.7999415E+002, 7.7624268E+002, 4.8056389E-003, 4.8056389E-003, 4.8056389E-003, 4.8056389E-003, 4.8056389E-003, 4.8056389E-003, 4.8056389E-003, 4.8056389E-003, 4.8056389E-003, 4.8056389E-003, 1.3468162E-002, 1.8408913E-004
 1.1800316E+002, 1.9953257E-001, 2.0746807E-001, 1.9586363E-005, 5.0723925E-003, 8.2200867E+001, 4.5877238E+001, 1.8278476E+002, 7.5884658E+002, 5.9503218E-003, 5.9503218E-003, 5.9503218E-003, 5.9503218E-003, 5.9503218E-003, 5.9503218E-003, 5.9503218E-003, 5.9503218E-003, 5.9503218E-003, 5.9503218E-003, 1.3683847E-002, 1.8904241E-004
 1.1900858E+002, 1.9910496E-001, 2.0749375E-001, 2.0630488E-005, 5.3222199E-003, 8.5954443E+001, 4.6165231E+001, 1.8687361E+002, 7.8758725E+002, 5.3141864E-003, 5.3141864E-003, 5.3141864E-003, 5.3141864E-003, 5.3141864E-003, 5.3141864E-003, 5.3141864E-003, 5.3141864E-003, 5.3141864E-003, 5.3141864E-003, 1.3902859E-002, 1.9415456E-004
 1.2000197E+002, 1.9908302E-001, 2.0748620E-001, 2.0684058E-005, 5.3350359E-003, 8.5584200E+001, 4.8003833E+001, 1.8893940E+002, 7.8835928E+002, 7.2269557E-003, 7.2269557E-003, 7.2269557E-003, 7.2269557E-003, 7.2269557E-003, 7.2269557E-003, 7.2269557E-003, 7.2269557E-003, 7.2269557E-003, 7.2269557E-003, 1.4121837E-002, 1.9920431E-004
 1.2101173E+002, 1.9914923E-001, 2.0745838E-001, 2.0522466E-005, 5.2963689E-003, 8.4436681E+001, 4.5048409E+001, 1.9260908E+002, 7.8536780E+002, 7.2227606E-003, 7.2227606E-003, 7.2227606E-003, 7.2227606E-003, 7.2227606E-003, 7.2227606E-003, 7.2227606E-003, 7.2227606E-003, 7.2227606E-003, 7.2227606E-003, 1.4343420E-002, 2.0440904E-004
 1.2200524E+002, 1.9923184E-001, 2.0743477E-001, 2.0320835E-005, 5.2481209E-003, 8.3049545E+001, 4.5162660E+001, 1.9538428E+002, 8.1601975E+002, 7.2265309E-003, 7.2265309E-003, 7.2265309E-003, 7.2265309E-003, 7.2265309E-003, 7.2265309E-003, 7.2265309E-003, 7.2265309E-003, 7.2265309E-003, 7.2265309E-003, 1.4566602E-002, 2.0973992E-004
 1.2301195E+002, 1.9921649E-001, 2.0742898E-001, 2.0358376E-005, 5.2571016E-003, 8.2754702E+001, 4.6695924E+001, 1.9848230E+002, 8.2148831E+002, 5.5936580E-003, 5.5936580E-003, 5.5936580E-003, 5.5936580E-003, 5.5936580E-003, 5.5936580E-003, 5.5936580E-003, 5.5936580E-003, 5.5936580E-003, 5.5936580E-003, 1.4791517E-002, 2.1526723E-004
 1.2400178E+002, 1.9916342E-001, 2.0742943E-001, 2.0488003E-005, 5.2881153E-003, 8.2546375E+001, 4.8244570E+001, 2.0001694E+002, 8.0816034E+002, 5.5855390E-003, 5.5855390E-003, 5.5855390E-003, 5.5855390E-003, 5.5855390E-003, 5.5855390E-003, 5.5855390E-003, 5.5855390E-003, 5.5855390E-003, 5.5855390E-003, 1.5016009E-002, 2.2091001E-004
 1.2500096E+002, 1.9915849E-001, 2.0742838E-001, 2.0500033E-005, 5.2909942E-003, 8.2557744E+001, 4.7728816E+001, 1.9981993E+002, 8.2567448E+002, 7.2603727E-003, 7.2603727E-003, 7.2603727E-003, 7.2603727E-003, 7.2603727E-003, 7.2603727E-003, 7.2603727E-003, 7.2603727E-003, 7.2603727E-003, 7.2603727E-003, 1.5238697E-002, 2.2658714E-004
 1.2601051E+002, 1.9903359E-001, 2.0742773E-001, 2.0804868E-005, 5.3639395E-003, 8.4726217E+001, 4.7782753E+001, 2.0349746E+002, 8.0688176E+002, 7.8995845E-003, 7.8995845E-003, 7.8995845E-003, 7.8995845E-003, 7.8995845E-003, 7.8995845E-003, 7.8995845E-003, 7.8995845E-003, 7.8995845E-003, 7.8995845E-003, 1.5467117E-002, 2.3254399E-004
 1.2700955E+002, 1.9881670E-001, 2.0743358E-001, 2.1334317E-005, 5.4906325E-003, 8.7112476E+001, 4.7351926E+001, 2.0850169E+002, 8.5238678E+002, 8.1867456E-003, 8.1867456E-003, 8.1867456E-003, 8.1867456E-003, 8.1867456E-003, 8.1867456E-003, 8.1867456E-003, 8.1867456E-003, 8.1867456E-003, 8.1867456E-003, 1.5698726E-002, 2.3882499E-004
 1.2800833E+002, 1.9842236E-001, 2.0744623E-001, 2.2297154E-005, 5.7210200E-003, 9.0180144E+001, 4.7310145E+001, 2.0460851E+002, 8.4376009E+002, 8.1409274E-003, 8.1409274E-003, 8.1409274E-003, 8.1409274E-003, 8.1409274E-003, 8.1409274E-003, 8.1409274E-003, 8.1409274E-003, 8.1409274E-003, 8.1409274E-003, 1.5924424E-002, 2.4535058E-004
 1.2900337E+002, 1.9848241E-001, 2.0745557E-001, 2.2150759E-005, 5.6859753E-003, 8.8055607E+001, 5.0698601E+001, 2.1167483E+002, 8.3757358E+002, 8.1842452E-003, 8.1842452E-003, 8.1842452E-003, 8.1842452E-003, 8.1842452E-003, 8.1842452E-003, 8.1842452E-003, 8.1842452E-003, 8.1842452E-003, 8.1842452E-003, 1.6157250E-002, 2.5187679E-004
 1.3000228E+002, 1.9841050E-001, 2.0745911E-001, 2.2326709E-005, 5.7280571E-003, 8.4871815E+001, 5.2170965E+001, 2.1038936E+002, 8.5389480E+002, 9.3628039E-003, 9.3628039E-003, 9.3628039E-003, 9.3628039E-003, 9.3628039E-003, 9.3628039E-003, 9.3628039E-003, 9.3628039E-003, 9.3628039E-003, 9.3628039E-003, 1.6385059E-002, 2.5837499E-004
