s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2","GAS SOOT"
 3.7200799E+002, 1.5843417E-001, 1.6545002E-001, 1.1994508E-004, 2.9081469E-002, 2.1737066E+002, 1.7441668E+002, 1.7390672E+001, 4.4852179E-004, 4.4852179E-004, 9.2241402E-002
 3.7300733E+002, 1.5762080E-001, 1.6407236E-001, 1.2193053E-004, 2.9556458E-002, 2.2003270E+002, 1.7387264E+002, 1.7549203E+001, 4.3082496E-004, 4.3082496E-004, 9.2582033E-002
 3.7400534E+002, 1.6072614E-001, 1.6294970E-001, 1.1434774E-004, 2.7742388E-002, 2.2260986E+002, 1.7306583E+002, 2.2189844E+001, 4.2959203E-004, 4.2959203E-004, 9.2925715E-002
 3.7500070E+002, 1.6043827E-001, 1.6313792E-001, 1.1505082E-004, 2.7910591E-002, 2.2691923E+002, 1.7298942E+002, 7.2379254E+000, 4.3283105E-004, 4.3283105E-004, 9.3258950E-002
 3.7600575E+002, 1.6327324E-001, 1.6296615E-001, 1.0812786E-004, 2.6254374E-002, 2.1400745E+002, 1.7524524E+002, 1.2518757E+001, 4.0480524E-004, 4.0480524E-004, 9.3603923E-002
 3.7700611E+002, 1.6207205E-001, 1.6281430E-001, 1.1106117E-004, 2.6956126E-002, 2.1495349E+002, 1.7281864E+002, 1.3007497E+001, 4.5126823E-004, 4.5126823E-004, 9.3949247E-002
 3.7800684E+002, 1.6167181E-001, 1.6265281E-001, 1.1203851E-004, 2.7189939E-002, 2.1659950E+002, 1.7523665E+002, 1.4459372E+001, 4.1974477E-004, 4.1974477E-004, 9.4291990E-002
 3.7900364E+002, 1.6182797E-001, 1.6224038E-001, 1.1165715E-004, 2.7098704E-002, 2.1533480E+002, 1.7498139E+002, 1.2833061E+001, 4.3867843E-004, 4.3867843E-004, 9.4636032E-002
 3.8000003E+002, 1.6025152E-001, 1.6211060E-001, 1.1550709E-004, 2.8019745E-002, 2.1234675E+002, 1.7396185E+002, 3.7601713E+000, 4.0872202E-004, 4.0872202E-004, 9.4973972E-002
 3.8100237E+002, 1.5932334E-001, 1.6226459E-001, 1.1777400E-004, 2.8562070E-002, 2.1240071E+002, 1.7427716E+002, 1.9737659E+001, 4.6278186E-004, 4.6278186E-004, 9.5336545E-002
 3.8200187E+002, 1.5937271E-001, 1.6233798E-001, 1.1765301E-004, 2.8533124E-002, 2.1475390E+002, 1.7544268E+002, 1.2150636E+001, 4.2218160E-004, 4.2218160E-004, 9.5678042E-002
 3.8300135E+002, 1.5792842E-001, 1.6189702E-001, 1.2118000E-004, 2.9376904E-002, 2.2332866E+002, 1.7792459E+002, 4.2945890E+000, 4.1932474E-004, 4.1932474E-004, 9.6021455E-002
 3.8400901E+002, 1.5597281E-001, 1.6162696E-001, 1.2595552E-004, 3.0519376E-002, 2.3099564E+002, 1.7818347E+002, 1.9188565E+000, 4.2462493E-004, 4.2462493E-004, 9.6369863E-002
 3.8501002E+002, 1.5678125E-001, 1.6133297E-001, 1.2398142E-004, 3.0047103E-002, 2.2606694E+002, 1.8012842E+002, 1.4716055E+001, 4.4612512E-004, 4.4612512E-004, 9.6726271E-002
 3.8600118E+002, 1.5650749E-001, 1.6142302E-001, 1.2464977E-004, 3.0206995E-002, 2.2531048E+002, 1.8109818E+002, 4.5064293E+000, 4.1016121E-004, 4.1016121E-004, 9.7062004E-002
 3.8700702E+002, 1.5638929E-001, 1.6197667E-001, 1.2493838E-004, 3.0276040E-002, 2.2338052E+002, 1.8234447E+002, 4.4441926E+000, 4.3575355E-004, 4.3575355E-004, 9.7409911E-002
 3.8800181E+002, 1.5682113E-001, 1.6105874E-001, 1.2388366E-004, 3.0023714E-002, 2.2164857E+002, 1.8120674E+002, 1.2610665E+001, 4.3502955E-004, 4.3502955E-004, 9.7764091E-002
 3.8900326E+002, 1.5790653E-001, 1.6124996E-001, 1.2123316E-004, 2.9389621E-002, 2.1840172E+002, 1.7964332E+002, 1.7415334E+001, 4.4610516E-004, 4.4610516E-004, 9.8114607E-002
 3.9001030E+002, 1.5888339E-001, 1.6140664E-001, 1.1884754E-004, 2.8818898E-002, 2.1562392E+002, 1.8253749E+002, 2.1393447E+001, 4.2877558E-004, 4.2877558E-004, 9.8466266E-002
 3.9100526E+002, 1.5945092E-001, 1.6182731E-001, 1.1746162E-004, 2.8487338E-002, 2.1521979E+002, 1.8343757E+002, 7.7341594E+000, 4.3781219E-004, 4.3781219E-004, 9.8808440E-002
 3.9200293E+002, 1.5967310E-001, 1.6181657E-001, 1.1691927E-004, 2.8357589E-002, 2.1784486E+002, 1.8042458E+002, 2.0066924E+000, 4.0362663E-004, 4.0362663E-004, 9.9149728E-002
 3.9300718E+002, 1.5925212E-001, 1.6164828E-001, 1.1794714E-004, 2.8603490E-002, 2.1592890E+002, 1.8395182E+002, 1.1117044E+001, 4.4779948E-004, 4.4779948E-004, 9.9507860E-002
 3.9400665E+002, 1.5768939E-001, 1.6173602E-001, 1.2176316E-004, 2.9516417E-002, 2.1480481E+002, 1.8492549E+002, 4.1112558E+000, 4.2489082E-004, 4.2489082E-004, 9.9850591E-002
 3.9500184E+002, 1.5756075E-001, 1.6105094E-001, 1.2207740E-004, 2.9591595E-002, 2.1343434E+002, 1.8877727E+002, 4.4152502E-001, 4.0037625E-004, 4.0037625E-004, 1.0019045E-001
 3.9600172E+002, 1.5761100E-001, 1.6060556E-001, 1.2195469E-004, 2.9562236E-002, 2.1229894E+002, 1.8618381E+002, 1.5508163E+001, 4.4056820E-004, 4.4056820E-004, 1.0054337E-001
 3.9701051E+002, 1.5711053E-001, 1.5975090E-001, 1.2317720E-004, 2.9854705E-002, 2.1470635E+002, 1.8216803E+002, 3.6959375E+000, 4.1967453E-004, 4.1967453E-004, 1.0088260E-001
 3.9800386E+002, 1.5623131E-001, 1.5891728E-001, 1.2532447E-004, 3.0368408E-002, 2.1802855E+002, 1.8883646E+002, 1.5967446E+001, 4.4032589E-004, 4.4032589E-004, 1.0124151E-001
 3.9900342E+002, 1.5685108E-001, 1.5827112E-001, 1.2381054E-004, 3.0006221E-002, 2.1441699E+002, 1.8820849E+002, 1.1545013E+001, 4.4924447E-004, 4.4924447E-004, 1.0158339E-001
 4.0000579E+002, 1.5810417E-001, 1.5807940E-001, 1.2075036E-004, 2.9274119E-002, 2.1228624E+002, 1.8733085E+002, 2.6305485E+001, 4.5132333E-004, 4.5132333E-004, 1.0193972E-001
 4.0100675E+002, 1.5837769E-001, 1.5809515E-001, 1.2008233E-004, 2.9114303E-002, 2.1169482E+002, 1.8760604E+002, 5.2842264E+000, 4.0813931E-004, 4.0813931E-004, 1.0226881E-001
 4.0201113E+002, 1.5876505E-001, 1.5820637E-001, 1.1913670E-004, 2.8888075E-002, 2.1612651E+002, 1.9181625E+002, 4.9758202E+000, 4.3877623E-004, 4.3877623E-004, 1.0261848E-001
 4.0301112E+002, 1.5641774E-001, 1.5775777E-001, 1.2486941E-004, 3.0259542E-002, 2.2663243E+002, 1.9338066E+002, 9.4413937E+000, 4.2022769E-004, 4.2022769E-004, 1.0296688E-001
 4.0400758E+002, 1.5877476E-001, 1.5689433E-001, 1.1911287E-004, 2.8882375E-002, 2.2308578E+002, 1.9358721E+002, 3.7403801E+000, 4.1734940E-004, 4.1734940E-004, 1.0330767E-001
 4.0501092E+002, 1.5905264E-001, 1.5587303E-001, 1.1843416E-004, 2.8720002E-002, 2.2148574E+002, 1.9485893E+002,-1.2508025E+000, 4.1192194E-004, 4.1192194E-004, 1.0365141E-001
 4.0600898E+002, 1.5863922E-001, 1.5531339E-001, 1.1944368E-004, 2.8961516E-002, 2.2076352E+002, 1.9894883E+002, 8.7712993E+000, 4.2616053E-004, 4.2616053E-004, 1.0400655E-001
 4.0700796E+002, 1.5806302E-001, 1.5581517E-001, 1.2085063E-004, 2.9298108E-002, 2.2010676E+002, 1.9292272E+002, 1.4180618E+001, 4.5584179E-004, 4.5584179E-004, 1.0435752E-001
 4.0800338E+002, 1.5703727E-001, 1.5542047E-001, 1.2335531E-004, 2.9897315E-002, 2.2188240E+002, 1.9596214E+002, 3.4823980E+000, 4.2000218E-004, 4.2000218E-004, 1.0469579E-001
 4.0901024E+002, 1.5644115E-001, 1.5534341E-001, 1.2481113E-004, 3.0245598E-002, 2.2161964E+002, 1.9480455E+002, 7.8505029E+000, 4.3442926E-004, 4.3442926E-004, 1.0505179E-001
 4.1000046E+002, 1.5665050E-001, 1.5558583E-001, 1.2430012E-004, 3.0123346E-002, 2.1914482E+002, 1.9044302E+002,-5.1988400E-001, 4.3108498E-004, 4.3108498E-004, 1.0539871E-001
 4.1100685E+002, 1.5672262E-001, 1.5529729E-001, 1.2412426E-004, 3.0081274E-002, 2.2005049E+002, 1.8970375E+002, 4.2803744E+000, 4.2022559E-004, 4.2022559E-004, 1.0575289E-001
 4.1200263E+002, 1.5744992E-001, 1.5545430E-001, 1.2234777E-004, 2.9656277E-002, 2.2082208E+002, 1.9268709E+002,-1.6789657E+000, 4.1630032E-004, 4.1630032E-004, 1.0609633E-001
 4.1300452E+002, 1.5536483E-001, 1.5612780E-001, 1.2744007E-004, 3.0874532E-002, 2.2437370E+002, 1.9092350E+002, 8.8175676E+000, 4.1391521E-004, 4.1391521E-004, 1.0644928E-001
 4.1400770E+002, 1.5314892E-001, 1.5660201E-001, 1.3285155E-004, 3.2169150E-002, 2.2742770E+002, 1.9312863E+002, 8.7242022E+000, 4.4175520E-004, 4.4175520E-004, 1.0680527E-001
 4.1500774E+002, 1.5625387E-001, 1.5693160E-001, 1.2526858E-004, 3.0355035E-002, 2.2733803E+002, 1.9450144E+002, 4.7812969E+000, 4.3207826E-004, 4.3207826E-004, 1.0715440E-001
 4.1600137E+002, 1.5826995E-001, 1.5700182E-001, 1.2034552E-004, 2.9177267E-002, 2.2056370E+002, 1.9636613E+002, 3.0068361E+000, 4.1532731E-004, 4.1532731E-004, 1.0750405E-001
 4.1700913E+002, 1.5802088E-001, 1.5714972E-001, 1.2095359E-004, 2.9322739E-002, 2.2108851E+002, 1.9898657E+002,-4.9366676E+000, 4.1252718E-004, 4.1252718E-004, 1.0785506E-001
 4.1800104E+002, 1.5665811E-001, 1.5711663E-001, 1.2428131E-004, 3.0118846E-002, 2.2551251E+002, 1.9561656E+002, 2.9131308E+000, 4.1994570E-004, 4.1994570E-004, 1.0821567E-001
 4.1900373E+002, 1.5663299E-001, 1.5696793E-001, 1.2434233E-004, 3.0133445E-002, 2.2656090E+002, 1.9817748E+002, 7.8675182E+000, 4.3705701E-004, 4.3705701E-004, 1.0856711E-001
 4.2000790E+002, 1.5449705E-001, 1.5699928E-001, 1.2955789E-004, 3.1381188E-002, 2.3575473E+002, 2.0006302E+002, 6.7534723E+000, 4.2427651E-004, 4.2427651E-004, 1.0891217E-001
 4.2100442E+002, 1.5527492E-001, 1.5680170E-001, 1.2765863E-004, 3.0926819E-002, 2.3254862E+002, 2.0156342E+002,-2.8544576E+000, 4.1873694E-004, 4.1873694E-004, 1.0925364E-001
 4.2200971E+002, 1.5269982E-001, 1.5613742E-001, 1.3394694E-004, 3.2431203E-002, 2.3939802E+002, 2.0141169E+002, 5.9528453E+000, 4.3521977E-004, 4.3521977E-004, 1.0961269E-001
 4.2300102E+002, 1.5147740E-001, 1.5588825E-001, 1.3693178E-004, 3.3145281E-002, 2.3729929E+002, 2.0448331E+002, 9.8515366E+000, 4.4684115E-004, 4.4684115E-004, 1.0996382E-001
 4.2400587E+002, 1.5131497E-001, 1.5560780E-001, 1.3732863E-004, 3.3240223E-002, 2.3632813E+002, 2.0113018E+002, 2.9174939E+000, 4.1749540E-004, 4.1749540E-004, 1.1030796E-001
 4.2500218E+002, 1.5111726E-001, 1.5508058E-001, 1.3781189E-004, 3.3355835E-002, 2.3669662E+002, 2.0430424E+002, 2.0016991E+000, 4.2193544E-004, 4.2193544E-004, 1.1065792E-001
 4.2600484E+002, 1.5345085E-001, 1.5519095E-001, 1.3211331E-004, 3.1992535E-002, 2.3010436E+002, 2.0885660E+002, 1.1647576E+001, 4.3813784E-004, 4.3813784E-004, 1.1101119E-001
 4.2700951E+002, 1.5310546E-001, 1.5522782E-001, 1.3295649E-004, 3.2194254E-002, 2.3161542E+002, 2.0733240E+002, 4.4417824E+000, 4.3685289E-004, 4.3685289E-004, 1.1135567E-001
 4.2800805E+002, 1.5182744E-001, 1.5544202E-001, 1.3607734E-004, 3.2940870E-002, 2.3385344E+002, 2.0286425E+002, 5.8206637E+000, 4.2916012E-004, 4.2916012E-004, 1.1170825E-001
 4.2900809E+002, 1.5200302E-001, 1.5608672E-001, 1.3564841E-004, 3.2838255E-002, 2.3260040E+002, 2.0329512E+002, 7.6444782E-001, 4.2312872E-004, 4.2312872E-004, 1.1205219E-001
 4.3000263E+002, 1.5268074E-001, 1.5671514E-001, 1.3399352E-004, 3.2442346E-002, 2.3113064E+002, 2.0328265E+002, 1.7319214E+001, 4.7101857E-004, 4.7101857E-004, 1.1241030E-001
 4.3100957E+002, 1.5342875E-001, 1.5638168E-001, 1.3216703E-004, 3.2005386E-002, 2.3206997E+002, 2.0351209E+002, 7.3403808E+000, 4.0552099E-004, 4.0552099E-004, 1.1274771E-001
 4.3200061E+002, 1.5286145E-001, 1.5593036E-001, 1.3355240E-004, 3.2336816E-002, 2.3304914E+002, 2.0655681E+002, 3.9525217E+000, 4.2382808E-004, 4.2382808E-004, 1.1309570E-001
 4.3300088E+002, 1.5344361E-001, 1.5527758E-001, 1.3213104E-004, 3.1996778E-002, 2.2401700E+002, 2.0698187E+002, 5.8114050E+000, 4.4229585E-004, 4.4229585E-004, 1.1344285E-001
 4.3400967E+002, 1.5239089E-001, 1.5450810E-001, 1.3470203E-004, 3.2611847E-002, 2.2792808E+002, 2.0791879E+002, 2.4420998E+000, 4.1859050E-004, 4.1859050E-004, 1.1378806E-001
 4.3500154E+002, 1.5200599E-001, 1.5382286E-001, 1.3564179E-004, 3.2836672E-002, 2.2905147E+002, 2.0923044E+002, 2.0207223E+000, 4.0150563E-004, 4.0150563E-004, 1.1413434E-001
 4.3600759E+002, 1.5016738E-001, 1.5362918E-001, 1.4013134E-004, 3.3910729E-002, 2.3825133E+002, 2.0778405E+002, 5.5744098E+000, 4.5216791E-004, 4.5216791E-004, 1.1448059E-001
 4.3700254E+002, 1.5099694E-001, 1.5356491E-001, 1.3810502E-004, 3.3425961E-002, 2.3631589E+002, 2.0719942E+002, 2.6431746E+001, 4.4591716E-004, 4.4591716E-004, 1.1483181E-001
 4.3800498E+002, 1.5251110E-001, 1.5345084E-001, 1.3440774E-004, 3.2541442E-002, 2.2805864E+002, 2.1015859E+002, 1.0491531E+001, 4.2791487E-004, 4.2791487E-004, 1.1515853E-001
 4.3900497E+002, 1.5285468E-001, 1.5341116E-001, 1.3356823E-004, 3.2340603E-002, 2.2958399E+002, 2.0687470E+002, 6.8364856E+000, 4.3682998E-004, 4.3682998E-004, 1.1550346E-001
 4.4000260E+002, 1.5354224E-001, 1.5364247E-001, 1.3188956E-004, 3.1939005E-002, 2.2912177E+002, 2.0469891E+002, 5.4581190E+000, 4.4706301E-004, 4.4706301E-004, 1.1585017E-001
 4.4100508E+002, 1.5376894E-001, 1.5354390E-001, 1.3133616E-004, 3.1806613E-002, 2.2684454E+002, 2.0302520E+002, 1.8795024E+001, 4.3914003E-004, 4.3914003E-004, 1.1619982E-001
 4.4200207E+002, 1.5196065E-001, 1.5250828E-001, 1.3575176E-004, 3.2862979E-002, 2.3380591E+002, 2.0182828E+002,-1.4126251E+000, 4.0140593E-004, 4.0140593E-004, 1.1652932E-001
 4.4300191E+002, 1.4933494E-001, 1.5139744E-001, 1.4216336E-004, 3.4396859E-002, 2.4423271E+002, 2.0585270E+002,-3.9892343E+000, 4.0095728E-004, 4.0095728E-004, 1.1686599E-001
 4.4400902E+002, 1.5197351E-001, 1.5084480E-001, 1.3572030E-004, 3.2855452E-002, 2.3224620E+002, 2.0703704E+002, 1.7672206E+001, 4.6721922E-004, 4.6721922E-004, 1.1722533E-001
 4.4501087E+002, 1.5131520E-001, 1.5037150E-001, 1.3732816E-004, 3.3240111E-002, 2.3249200E+002, 2.0360824E+002, 1.9033337E+001, 4.4926920E-004, 4.4926920E-004, 1.1756439E-001
 4.4600533E+002, 1.5087643E-001, 1.4967471E-001, 1.3839978E-004, 3.3496479E-002, 2.3191911E+002, 2.0502095E+002, 1.3068161E+001, 4.3261790E-004, 4.3261790E-004, 1.1790084E-001
 4.4700232E+002, 1.4865392E-001, 1.4959236E-001, 1.4382699E-004, 3.4794859E-002, 2.3772012E+002, 2.0607449E+002,-2.5040240E+000, 4.1663167E-004, 4.1663167E-004, 1.1823825E-001
 4.4800383E+002, 1.5048260E-001, 1.4976738E-001, 1.3936147E-004, 3.3726550E-002, 2.3100318E+002, 2.0823522E+002,-2.5497564E+000, 4.2025069E-004, 4.2025069E-004, 1.1859232E-001
 4.4900264E+002, 1.5165902E-001, 1.5006216E-001, 1.3648872E-004, 3.3039285E-002, 2.2609608E+002, 2.0855100E+002, 1.0457566E+000, 4.2354582E-004, 4.2354582E-004, 1.1894610E-001
 4.5000501E+002, 1.5224310E-001, 1.5008549E-001, 1.3506232E-004, 3.2698041E-002, 2.2259972E+002, 2.0848755E+002, 9.4145439E+000, 4.6893848E-004, 4.6893848E-004, 1.1930376E-001
 4.5100628E+002, 1.5244958E-001, 1.4982229E-001, 1.3455786E-004, 3.2577357E-002, 2.2019089E+002, 2.0874381E+002, 1.1521206E+001, 4.0936555E-004, 4.0936555E-004, 1.1964675E-001
 4.5200984E+002, 1.5123743E-001, 1.4992688E-001, 1.3751764E-004, 3.3285440E-002, 2.1889463E+002, 2.0820360E+002,-4.4735477E+000, 4.1153329E-004, 4.1153329E-004, 1.1998884E-001
 4.5300515E+002, 1.5032666E-001, 1.5010089E-001, 1.3974178E-004, 3.3817532E-002, 2.1995220E+002, 2.1043541E+002, 3.5537708E+000, 4.3916820E-004, 4.3916820E-004, 1.2034662E-001
 4.5400758E+002, 1.4989447E-001, 1.5047842E-001, 1.4079774E-004, 3.4070155E-002, 2.2302889E+002, 2.0944779E+002, 8.4953840E+000, 4.4995753E-004, 4.4995753E-004, 1.2069510E-001
 4.5500047E+002, 1.4957356E-001, 1.5082597E-001, 1.4158118E-004, 3.4257582E-002, 2.2499876E+002, 2.0794691E+002, 7.3065063E+000, 4.2309855E-004, 4.2309855E-004, 1.2103425E-001
 4.5601133E+002, 1.4949760E-001, 1.5056728E-001, 1.4176680E-004, 3.4301988E-002, 2.2615732E+002, 2.0730288E+002, 4.4389822E+000, 4.1819700E-004, 4.1819700E-004, 1.2137695E-001
 4.5700016E+002, 1.4858874E-001, 1.5010124E-001, 1.4398626E-004, 3.4832961E-002, 2.2836631E+002, 2.0818766E+002, 7.5844589E+000, 4.4504763E-004, 4.4504763E-004, 1.2172243E-001
 4.5800250E+002, 1.4628028E-001, 1.4967340E-001, 1.4962317E-004, 3.6181506E-002, 2.3879256E+002, 2.0979217E+002, 6.9347849E+000, 4.3046121E-004, 4.3046121E-004, 1.2206152E-001
 4.5900477E+002, 1.4557503E-001, 1.4926100E-001, 1.5134534E-004, 3.6593511E-002, 2.4161401E+002, 2.0543606E+002, 3.6627966E+000, 4.0532387E-004, 4.0532387E-004, 1.2240242E-001
 4.6000869E+002, 1.4777441E-001, 1.4859473E-001, 1.4597534E-004, 3.5308819E-002, 2.3010176E+002, 2.0665335E+002, 4.6868240E+000, 4.3569908E-004, 4.3569908E-004, 1.2275282E-001
 4.6100769E+002, 1.4763849E-001, 1.4753570E-001, 1.4630603E-004, 3.5387932E-002, 2.2341351E+002, 2.0859650E+002, 1.1353837E+001, 4.4829176E-004, 4.4829176E-004, 1.2310031E-001
 4.6200959E+002, 1.4711123E-001, 1.4719523E-001, 1.4759359E-004, 3.5695960E-002, 2.2085510E+002, 2.0734691E+002, 4.2100785E+000, 4.2280485E-004, 4.2280485E-004, 1.2343604E-001
 4.6300735E+002, 1.4701872E-001, 1.4742393E-001, 1.4781923E-004, 3.5749940E-002, 2.2226142E+002, 2.0956060E+002,-1.2523087E-001, 4.2742948E-004, 4.2742948E-004, 1.2378632E-001
 4.6400711E+002, 1.4715270E-001, 1.4772603E-001, 1.4749226E-004, 3.5671718E-002, 2.2641201E+002, 2.1363751E+002, 2.3963459E-001, 4.2173143E-004, 4.2173143E-004, 1.2413511E-001
 4.6500912E+002, 1.4653385E-001, 1.4802147E-001, 1.4900376E-004, 3.6033323E-002, 2.3383250E+002, 2.1550782E+002,-2.6857219E-001, 4.2707311E-004, 4.2707311E-004, 1.2448606E-001
 4.6600529E+002, 1.4687809E-001, 1.4805695E-001, 1.4816291E-004, 3.5832160E-002, 2.2792760E+002, 2.1594522E+002, 6.4277749E+000, 4.3521213E-004, 4.3521213E-004, 1.2484067E-001
 4.6700251E+002, 1.4555279E-001, 1.4764520E-001, 1.5139873E-004, 3.6606283E-002, 2.2607785E+002, 2.1778677E+002,-4.6404286E+000, 4.2233282E-004, 4.2233282E-004, 1.2518205E-001
 4.6800924E+002, 1.4429649E-001, 1.4751784E-001, 1.5446681E-004, 3.7340274E-002, 2.3076716E+002, 2.2034319E+002, 4.9021084E+000, 4.1804889E-004, 4.1804889E-004, 1.2553837E-001
 4.6900563E+002, 1.4359308E-001, 1.4770000E-001, 1.5618483E-004, 3.7751286E-002, 2.3338352E+002, 2.2438106E+002, 6.2424115E-001, 4.2533891E-004, 4.2533891E-004, 1.2588480E-001
 4.7000386E+002, 1.4347826E-001, 1.4631152E-001, 1.5646554E-004, 3.7818442E-002, 2.3407309E+002, 2.2555594E+002, 9.6854452E-001, 4.2469363E-004, 4.2469363E-004, 1.2622902E-001
 4.7100918E+002, 1.4162847E-001, 1.4474761E-001, 1.6098194E-004, 3.8898922E-002, 2.4470813E+002, 2.2813444E+002, 8.8872618E+000, 4.3936417E-004, 4.3936417E-004, 1.2658062E-001
 4.7200871E+002, 1.4274849E-001, 1.4668516E-001, 1.5824769E-004, 3.8244794E-002, 2.4163627E+002, 2.2916848E+002, 6.3991725E+000, 4.4146339E-004, 4.4146339E-004, 1.2692437E-001
 4.7301201E+002, 1.4371328E-001, 1.4751691E-001, 1.5589184E-004, 3.7681193E-002, 2.3694090E+002, 2.2840298E+002, 2.9727798E+000, 4.3386421E-004, 4.3386421E-004, 1.2726535E-001
 4.7400145E+002, 1.4351614E-001, 1.4744759E-001, 1.5637256E-004, 3.7796196E-002, 2.3400876E+002, 2.2569984E+002,-3.1235235E-001, 4.1822431E-004, 4.1822431E-004, 1.2760537E-001
 4.7500289E+002, 1.4234568E-001, 1.4715939E-001, 1.5923063E-004, 3.8479947E-002, 2.2783513E+002, 2.2899138E+002, 2.2282108E+000, 4.2848879E-004, 4.2848879E-004, 1.2795487E-001
 4.7600792E+002, 1.4042039E-001, 1.4718694E-001, 1.6393183E-004, 3.9604640E-002, 2.2263055E+002, 2.2713464E+002, 3.8144314E-001, 4.3043466E-004, 4.3043466E-004, 1.2829987E-001
 4.7700406E+002, 1.4118459E-001, 1.4719523E-001, 1.6206573E-004, 3.9158204E-002, 2.2112760E+002, 2.2962519E+002,-1.8055508E+000, 4.2267170E-004, 4.2267170E-004, 1.2864559E-001
 4.7800921E+002, 1.4194857E-001, 1.4760434E-001, 1.6020000E-004, 3.8711854E-002, 2.2117722E+002, 2.2878534E+002, 1.2155438E+001, 4.4955973E-004, 4.4955973E-004, 1.2899665E-001
 4.7900003E+002, 1.4237210E-001, 1.4782066E-001, 1.5916521E-004, 3.8464297E-002, 2.2147410E+002, 2.2870702E+002, 1.7310825E+000, 4.1412278E-004, 4.1412278E-004, 1.2932697E-001
 4.8000748E+002, 1.4225863E-001, 1.4692953E-001, 1.5944239E-004, 3.8530609E-002, 2.2170789E+002, 2.3196564E+002, 5.1712637E+000, 4.2745271E-004, 4.2745271E-004, 1.2967163E-001
 4.8101006E+002, 1.4181163E-001, 1.4571232E-001, 1.6053540E-004, 3.8792096E-002, 2.2708622E+002, 2.3295917E+002, 6.1898489E+000, 4.4774738E-004, 4.4774738E-004, 1.3002355E-001
 4.8200650E+002, 1.4030806E-001, 1.4502761E-001, 1.6420618E-004, 3.9670273E-002, 2.3215107E+002, 2.3542645E+002, 2.8182582E+000, 4.1937727E-004, 4.1937727E-004, 1.3036515E-001
 4.8300982E+002, 1.4037851E-001, 1.4433522E-001, 1.6403447E-004, 3.9629196E-002, 2.2272173E+002, 2.3835227E+002,-1.8775251E+000, 4.1524255E-004, 4.1524255E-004, 1.3071458E-001
 4.8400253E+002, 1.4106514E-001, 1.4482358E-001, 1.6235758E-004, 3.9228024E-002, 2.1701259E+002, 2.3998051E+002, 2.1375447E+000, 4.3971885E-004, 4.3971885E-004, 1.3106862E-001
 4.8500894E+002, 1.4058029E-001, 1.4497863E-001, 1.6354133E-004, 3.9511218E-002, 2.2244496E+002, 2.3860711E+002, 4.6243148E+000, 4.2657537E-004, 4.2657537E-004, 1.3141171E-001
 4.8600227E+002, 1.3994307E-001, 1.4440949E-001, 1.6509720E-004, 3.9883437E-002, 2.2806924E+002, 2.3672519E+002,-1.2138827E+000, 4.2072547E-004, 4.2072547E-004, 1.3175692E-001
 4.8700662E+002, 1.3960666E-001, 1.4420556E-001, 1.6591872E-004, 4.0079974E-002, 2.3081710E+002, 2.3586323E+002,-6.7832275E-001, 4.3356821E-004, 4.3356821E-004, 1.3211033E-001
 4.8800252E+002, 1.3982379E-001, 1.4429281E-001, 1.6538826E-004, 3.9953068E-002, 2.2913830E+002, 2.3825038E+002, 1.8081545E+000, 4.0736896E-004, 4.0736896E-004, 1.3245586E-001
 4.8900194E+002, 1.3965361E-001, 1.4435397E-001, 1.6580400E-004, 4.0052529E-002, 2.2734452E+002, 2.3652550E+002, 2.2083407E+000, 4.3776055E-004, 4.3776055E-004, 1.3280255E-001
 4.9000644E+002, 1.3906968E-001, 1.4397764E-001, 1.6722983E-004, 4.0393636E-002, 2.2524693E+002, 2.3916655E+002,-4.4375744E+000, 3.9651401E-004, 3.9651401E-004, 1.3314526E-001
 4.9100106E+002, 1.3878519E-001, 1.4336722E-001, 1.6792468E-004, 4.0559869E-002, 2.2482182E+002, 2.4076727E+002,-2.8251772E+000, 4.3245036E-004, 4.3245036E-004, 1.3350449E-001
 4.9200037E+002, 1.3923449E-001, 1.4305696E-001, 1.6682756E-004, 4.0297400E-002, 2.2041848E+002, 2.4018968E+002, 1.3124097E+001, 4.6262201E-004, 4.6262201E-004, 1.3386064E-001
 4.9300654E+002, 1.4055762E-001, 1.4303303E-001, 1.6359678E-004, 3.9524483E-002, 2.1627666E+002, 2.4299356E+002, 4.1832253E-001, 4.0420442E-004, 4.0420442E-004, 1.3419048E-001
 4.9400638E+002, 1.3939028E-001, 1.4320640E-001, 1.6644734E-004, 4.0206437E-002, 2.1821478E+002, 2.4201558E+002,-1.3020732E+000, 4.3238833E-004, 4.3238833E-004, 1.3454649E-001
 4.9500252E+002, 1.3834625E-001, 1.4364425E-001, 1.6899669E-004, 4.0816331E-002, 2.2066734E+002, 2.4408009E+002, 5.0142005E+000, 4.3334647E-004, 4.3334647E-004, 1.3489564E-001
 4.9600604E+002, 1.3785259E-001, 1.4395193E-001, 1.7020199E-004, 4.1104682E-002, 2.2118846E+002, 2.4569513E+002, 3.8379575E+000, 4.4282136E-004, 4.4282136E-004, 1.3524009E-001
 4.9700682E+002, 1.3732114E-001, 1.4418518E-001, 1.7149983E-004, 4.1415170E-002, 2.2345422E+002, 2.4337204E+002, 2.2964801E+000, 4.3096788E-004, 4.3096788E-004, 1.3557878E-001
