s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,,,,,,,,
 4.5400340E+002, 1.5000937E-001, 1.5255852E-001, 1.4047199E-004, 3.4027307E-002, 2.2960627E+002, 1.8925221E+002, 4.1371283E+000, 1.1596256E+003, 1.0305103E-001, 1.0305103E-001, 1.0305103E-001, 1.0305103E-001, 1.0305103E-001, 1.0296048E-001, 1.0885585E-002
 4.5500501E+002, 1.5025192E-001, 1.5263242E-001, 1.3988048E-004, 3.3885521E-002, 2.3118617E+002, 1.9152826E+002,-2.5095206E-001, 1.1950999E+003, 1.0435569E-001, 1.0435569E-001, 1.0435569E-001, 1.0435569E-001, 1.0435569E-001, 1.0324084E-001, 1.0943758E-002
 4.5600001E+002, 1.4986225E-001, 1.5271195E-001, 1.4083079E-004, 3.4113387E-002, 2.2092010E+002, 1.9436082E+002,-6.6782148E-001, 1.1831348E+003, 1.1164504E-001, 1.1164504E-001, 1.1164504E-001, 1.1164504E-001, 1.1164504E-001, 1.0352546E-001, 1.0999269E-002
 4.5700057E+002, 1.4767801E-001, 1.5270858E-001, 1.4616394E-004, 3.5390227E-002, 2.1676233E+002, 1.9333351E+002, 9.5732096E+000, 1.2195587E+003, 1.0584583E-001, 1.0584594E-001, 1.0584594E-001, 1.0584594E-001, 1.0584594E-001, 1.0381965E-001, 1.1054809E-002
 4.5800718E+002, 1.4775048E-001, 1.5240166E-001, 1.4598690E-004, 3.5347925E-002, 2.1749273E+002, 1.9429484E+002,-1.8320796E+000, 1.1685286E+003, 8.9908578E-002, 8.9908578E-002, 8.9908578E-002, 8.9908578E-002, 8.9908578E-002, 1.0409429E-001, 1.1107741E-002
 4.5900302E+002, 1.4707745E-001, 1.5245135E-001, 1.4762991E-004, 3.5741346E-002, 2.1696378E+002, 1.9532650E+002, 5.1637923E-001, 1.0883350E+003, 1.1059308E-001, 1.1059308E-001, 1.1059308E-001, 1.1059308E-001, 1.1059308E-001, 1.0438447E-001, 1.1157488E-002
 4.6000585E+002, 1.4668914E-001, 1.5238337E-001, 1.4857802E-004, 3.5968283E-002, 2.1682194E+002, 1.9246283E+002,-3.2388933E+000, 1.1112156E+003, 9.7218303E-002, 9.7218303E-002, 9.7218303E-002, 9.7218303E-002, 9.7218303E-002, 1.0467331E-001, 1.1204084E-002
 4.6100910E+002, 1.4608896E-001, 1.5210659E-001, 1.5004378E-004, 3.6319118E-002, 2.1766365E+002, 1.9576070E+002,-2.7417926E+000, 1.1616117E+003, 8.4020896E-002, 8.4020896E-002, 8.4020896E-002, 8.4020896E-002, 8.4020896E-002, 1.0497276E-001, 1.1241435E-002
 4.6200019E+002, 1.4403077E-001, 1.5157405E-001, 1.5506954E-004, 3.7522243E-002, 2.1689068E+002, 1.9427742E+002, 1.0524046E+001, 1.1652090E+003, 1.1585256E-001, 1.1585273E-001, 1.1585273E-001, 1.1585273E-001, 1.1585273E-001, 1.0526206E-001, 1.1291932E-002
 4.6300764E+002, 1.4303532E-001, 1.5120755E-001, 1.5749998E-004, 3.8104110E-002, 2.1646264E+002, 1.9702223E+002, 2.9515911E+000, 1.1508689E+003, 1.0863837E-001, 1.0863837E-001, 1.0863837E-001, 1.0863837E-001, 1.0863837E-001, 1.0552842E-001, 1.1349732E-002
 4.6400020E+002, 1.4524003E-001, 1.5075631E-001, 1.5211688E-004, 3.6815585E-002, 2.1788451E+002, 1.9670704E+002, 3.7581602E+000, 1.2192183E+003, 8.5326545E-002, 8.5326545E-002, 8.5326545E-002, 8.5326545E-002, 8.5326545E-002, 1.0580448E-001, 1.1407274E-002
 4.6500431E+002, 1.4689389E-001, 1.4982327E-001, 1.4807887E-004, 3.5849206E-002, 2.2045756E+002, 1.9565863E+002, 9.6901352E+000, 1.2238241E+003, 1.2154373E-001, 1.2154373E-001, 1.2154373E-001, 1.2154373E-001, 1.2154373E-001, 1.0607992E-001, 1.1465193E-002
 4.6600332E+002, 1.4553174E-001, 1.4961190E-001, 1.5140450E-004, 3.6645300E-002, 2.1956334E+002, 1.9712198E+002, 9.7824281E+000, 1.1508826E+003, 1.3140845E-001, 1.3140845E-001, 1.3140845E-001, 1.3140845E-001, 1.3140845E-001, 1.0634984E-001, 1.1524303E-002
 4.6700582E+002, 1.4338602E-001, 1.4870160E-001, 1.5664357E-004, 3.7899405E-002, 2.1763233E+002, 1.9611357E+002,-5.8788127E+000, 1.1081584E+003, 1.0066304E-001, 1.0066304E-001, 1.0066304E-001, 1.0066304E-001, 1.0066304E-001, 1.0662685E-001, 1.1568802E-002
 4.6800247E+002, 1.4355408E-001, 1.4753688E-001, 1.5623350E-004, 3.7801722E-002, 2.1972064E+002, 1.9703133E+002,-2.2875547E+000, 1.1821746E+003, 9.3759940E-002, 9.3759940E-002, 9.3759940E-002, 9.3759940E-002, 9.3759940E-002, 1.0692168E-001, 1.1617399E-002
 4.6900510E+002, 1.4483206E-001, 1.4714462E-001, 1.5311359E-004, 3.7054522E-002, 2.2115439E+002, 1.9533102E+002, 4.2291845E+000, 1.2017683E+003, 1.0800588E-001, 1.0800588E-001, 1.0800588E-001, 1.0800588E-001, 1.0800588E-001, 1.0720253E-001, 1.1677179E-002
 4.7000373E+002, 1.4563633E-001, 1.4757311E-001, 1.5115002E-004, 3.6584323E-002, 2.2184728E+002, 1.9470714E+002, 2.5942568E+001, 1.3380541E+003, 9.8680794E-002, 9.8680794E-002, 9.8680794E-002, 9.8680794E-002, 9.8680794E-002, 1.0749498E-001, 1.1737259E-002
 4.7100047E+002, 1.4477799E-001, 1.4821523E-001, 1.5324595E-004, 3.7085946E-002, 2.2103080E+002, 1.9409071E+002, 2.2528007E+001, 1.2117341E+003, 1.2293291E-001, 1.2293291E-001, 1.2293291E-001, 1.2293291E-001, 1.2293291E-001, 1.0775699E-001, 1.1798031E-002
 4.7200391E+002, 1.4636936E-001, 1.4869189E-001, 1.4936030E-004, 3.6155862E-002, 2.2919020E+002, 1.9764761E+002,-4.9948002E+000, 1.1217095E+003, 8.9545817E-002, 8.9545817E-002, 8.9545817E-002, 8.9545817E-002, 8.9545817E-002, 1.0802048E-001, 1.1849319E-002
 4.7300179E+002, 1.4673837E-001, 1.4810093E-001, 1.4845866E-004, 3.5940120E-002, 2.2510950E+002, 1.9903649E+002, 9.0246012E+000, 1.1788452E+003, 1.1365670E-001, 1.1365670E-001, 1.1365670E-001, 1.1365670E-001, 1.1365670E-001, 1.0831989E-001, 1.1901563E-002
 4.7400853E+002, 1.4689149E-001, 1.4753820E-001, 1.4808464E-004, 3.5850629E-002, 2.2096997E+002, 2.0176737E+002,-3.8737368E+000, 1.1654297E+003, 7.7001357E-002, 7.7001357E-002, 7.7001357E-002, 7.7001357E-002, 7.7001357E-002, 1.0859594E-001, 1.1950918E-002
 4.7500477E+002, 1.4799215E-001, 1.4710156E-001, 1.4539799E-004, 3.5207358E-002, 2.2221057E+002, 2.0418078E+002,-2.7658133E+000, 1.1131327E+003, 9.5076667E-002, 9.5076667E-002, 9.5076667E-002, 9.5076667E-002, 9.5076667E-002, 1.0887970E-001, 1.2009046E-002
 4.7600629E+002, 1.4836881E-001, 1.4708812E-001, 1.4447817E-004, 3.4987263E-002, 2.2414447E+002, 2.0285841E+002, 3.0552524E+000, 1.1964850E+003, 7.4823563E-002, 7.4823563E-002, 7.4823563E-002, 7.4823563E-002, 7.4823563E-002, 1.0918095E-001, 1.2054200E-002
 4.7700091E+002, 1.4627311E-001, 1.4733685E-001, 1.4959453E-004, 3.6212241E-002, 2.1927822E+002, 2.0211036E+002, 3.7979570E+000, 1.2278748E+003, 8.1225200E-002, 8.1225200E-002, 8.1225200E-002, 8.1225200E-002, 8.1225200E-002, 1.0946122E-001, 1.2113564E-002
 4.7800574E+002, 1.4718678E-001, 1.4688200E-001, 1.4736368E-004, 3.5678124E-002, 2.1764134E+002, 2.0381882E+002, 1.8145212E-001, 1.1610298E+003, 8.4846413E-002, 8.4846413E-002, 8.4846413E-002, 8.4846413E-002, 8.4846413E-002, 1.0973541E-001, 1.2175015E-002
 4.7900711E+002, 1.4714983E-001, 1.4665978E-001, 1.4745370E-004, 3.5699678E-002, 2.1663455E+002, 2.0270792E+002, 1.9788166E+001, 1.3442975E+003, 1.2095442E-001, 1.2095442E-001, 1.2095442E-001, 1.2095442E-001, 1.2095442E-001, 1.1003238E-001, 1.2236798E-002
 4.8000804E+002, 1.4683405E-001, 1.4667658E-001, 1.4822488E-004, 3.5884295E-002, 2.1614488E+002, 2.0268374E+002, 8.5299688E+000, 1.1343882E+003, 1.2007422E-001, 1.2007422E-001, 1.2007422E-001, 1.2007422E-001, 1.2007422E-001, 1.1028618E-001, 1.2298880E-002
 4.8100623E+002, 1.4573231E-001, 1.4662925E-001, 1.5091525E-004, 3.6528347E-002, 2.1610438E+002, 2.0484314E+002,-2.9793733E+000, 1.1398086E+003, 1.0009795E-001, 1.0009795E-001, 1.0009795E-001, 1.0009795E-001, 1.0009795E-001, 1.1056914E-001, 1.2348946E-002
 4.8200243E+002, 1.4393514E-001, 1.4630337E-001, 1.5530344E-004, 3.7578875E-002, 2.1562608E+002, 1.9937185E+002,-7.7046786E+000, 1.0925298E+003, 8.3399768E-002, 8.3399768E-002, 8.3399768E-002, 8.3399768E-002, 8.3399768E-002, 1.1085405E-001, 1.2395312E-002
 4.8300273E+002, 1.4319437E-001, 1.4589349E-001, 1.5711235E-004, 3.8011893E-002, 2.1747489E+002, 2.0082525E+002, 1.4374287E+001, 1.2910583E+003, 8.4987846E-002, 8.4987846E-002, 8.4987846E-002, 8.4987846E-002, 8.4987846E-002, 1.1116237E-001, 1.2442968E-002
 4.8400347E+002, 1.4063346E-001, 1.4533903E-001, 1.6336561E-004, 3.9508619E-002, 2.1271969E+002, 2.0425656E+002, 5.2045309E+000, 1.1671685E+003, 1.0484452E-001, 1.0484452E-001, 1.0484452E-001, 1.0484452E-001, 1.0484452E-001, 1.1142607E-001, 1.2506099E-002
 4.8500332E+002, 1.4148373E-001, 1.4463271E-001, 1.6128941E-004, 3.9011581E-002, 2.1468281E+002, 2.0281981E+002,-9.6921461E+000, 1.0045405E+003, 8.4362085E-002, 8.4362085E-002, 8.4362085E-002, 8.4362085E-002, 8.4362085E-002, 1.1169679E-001, 1.2558378E-002
 4.8600385E+002, 1.4172709E-001, 1.4392739E-001, 1.6069507E-004, 3.8869320E-002, 2.1392291E+002, 2.0468896E+002, 3.0304246E-001, 1.1628250E+003, 6.7280879E-002, 6.7280879E-002, 6.7280879E-002, 6.7280879E-002, 6.7280879E-002, 1.1201200E-001, 1.2584839E-002
 4.8700010E+002, 1.4162189E-001, 1.4317715E-001, 1.6095212E-004, 3.8930864E-002, 2.1413777E+002, 2.0345388E+002, 1.8541132E+001, 1.3213037E+003, 1.1297062E-001, 1.1297062E-001, 1.1297062E-001, 1.1297062E-001, 1.1297062E-001, 1.1230502E-001, 1.2643772E-002
 4.8800240E+002, 1.4168831E-001, 1.4234490E-001, 1.6078969E-004, 3.8892014E-002, 2.1444836E+002, 2.0082864E+002, 1.6230560E+001, 1.1999075E+003, 1.2115528E-001, 1.2115528E-001, 1.2115528E-001, 1.2115528E-001, 1.2115528E-001, 1.1256414E-001, 1.2707099E-002
 4.8900697E+002, 1.4255493E-001, 1.4201699E-001, 1.5867374E-004, 3.8385483E-002, 2.1690810E+002, 2.0093459E+002,-3.7764126E+000, 1.1477868E+003, 8.9568937E-002, 8.9568937E-002, 8.9568937E-002, 8.9568937E-002, 8.9568937E-002, 1.1282137E-001, 1.2770987E-002
 4.9000785E+002, 1.4343366E-001, 1.4186483E-001, 1.5652850E-004, 3.7871891E-002, 2.1876365E+002, 2.0119963E+002,-3.0114284E+000, 1.1375730E+003, 6.7983353E-002, 6.7983353E-002, 6.7983353E-002, 6.7983353E-002, 6.7983353E-002, 1.1311217E-001, 1.2818393E-002
 4.9100060E+002, 1.4309628E-001, 1.4163341E-001, 1.5735230E-004, 3.8069125E-002, 2.1795485E+002, 2.0234920E+002, 2.3849889E-001, 1.1389909E+003, 9.2089308E-002, 9.2089308E-002, 9.2089308E-002, 9.2089308E-002, 9.2089308E-002, 1.1339490E-001, 1.2874090E-002
 4.9200788E+002, 1.4265125E-001, 1.4100917E-001, 1.5843885E-004, 3.8329245E-002, 2.1779244E+002, 2.0018920E+002,-6.9975789E+000, 1.1266471E+003, 7.1260874E-002, 7.1260874E-002, 7.1260874E-002, 7.1260874E-002, 7.1260874E-002, 1.1367567E-001, 1.2922291E-002
 4.9300086E+002, 1.4172443E-001, 1.3883222E-001, 1.6070190E-004, 3.8870855E-002, 2.2527309E+002, 2.0128380E+002, 1.6027255E+001, 1.2858836E+003, 6.9752680E-002, 6.9752680E-002, 6.9752680E-002, 6.9752680E-002, 6.9752680E-002, 1.1397733E-001, 1.2980404E-002
 4.9400700E+002, 1.4033215E-001, 1.3948386E-001, 1.6410172E-004, 3.9684544E-002, 2.3081084E+002, 2.0181169E+002, 3.4000314E+001, 1.3690433E+003, 1.0326717E-001, 1.0326717E-001, 1.0326717E-001, 1.0326717E-001, 1.0326717E-001, 1.1425598E-001, 1.3042675E-002
 4.9500335E+002, 1.4164092E-001, 1.4068140E-001, 1.6090624E-004, 3.8919781E-002, 2.2585597E+002, 2.0108912E+002, 1.4423364E+001, 1.1277300E+003, 1.0262036E-001, 1.0262036E-001, 1.0262036E-001, 1.0262036E-001, 1.0262036E-001, 1.1449980E-001, 1.3106297E-002
 4.9600300E+002, 1.4254712E-001, 1.4019005E-001, 1.5869360E-004, 3.8390201E-002, 2.2522636E+002, 2.0002995E+002, 1.8325094E+000, 1.2544481E+003, 8.8797671E-002, 8.8797671E-002, 8.8797671E-002, 8.8797671E-002, 8.8797671E-002, 1.1478313E-001, 1.3161344E-002
 4.9700154E+002, 1.4231456E-001, 1.3935992E-001, 1.5926140E-004, 3.8526144E-002, 2.2541709E+002, 2.0357167E+002, 1.9133834E+000, 1.1366781E+003, 1.0586794E-001, 1.0586794E-001, 1.0586794E-001, 1.0586794E-001, 1.0586794E-001, 1.1505661E-001, 1.3225529E-002
 4.9800230E+002, 1.4201760E-001, 1.3972555E-001, 1.5998666E-004, 3.8699780E-002, 2.2638826E+002, 2.0275043E+002, 2.9957914E+000, 1.2178584E+003, 9.6892510E-002, 9.6892510E-002, 9.6892510E-002, 9.6892510E-002, 9.6892510E-002, 1.1534891E-001, 1.3278233E-002
 4.9900056E+002, 1.4148481E-001, 1.3950364E-001, 1.6128800E-004, 3.9011355E-002, 2.2731777E+002, 2.0518439E+002,-6.0880816E+000, 1.1153048E+003, 6.7110840E-002, 6.7110840E-002, 6.7110840E-002, 6.7110840E-002, 6.7110840E-002, 1.1561944E-001, 1.3340714E-002
 5.0000696E+002, 1.4070801E-001, 1.3894671E-001, 1.6318514E-004, 3.9465455E-002, 2.2956099E+002, 2.0700677E+002, 8.4934984E+000, 1.2193272E+003, 7.7969459E-002, 7.7969459E-002, 7.7969459E-002, 7.7969459E-002, 7.7969459E-002, 1.1592019E-001, 1.3393587E-002
 5.0100262E+002, 1.3944435E-001, 1.3799592E-001, 1.6627058E-004, 4.0204098E-002, 2.3262417E+002, 2.0966013E+002,-3.2623521E+000, 1.1789239E+003, 7.7318246E-002, 7.7318246E-002, 7.7318246E-002, 7.7318246E-002, 7.7318246E-002, 1.1618610E-001, 1.3457462E-002
 5.0200075E+002, 1.3934937E-001, 1.3602568E-001, 1.6650219E-004, 4.0259536E-002, 2.3471351E+002, 2.0324557E+002,-9.0802566E-001, 1.1657021E+003, 6.8518888E-002, 6.8518888E-002, 6.8518888E-002, 6.8518888E-002, 6.8518888E-002, 1.1646590E-001, 1.3521674E-002
 5.0300457E+002, 1.3781176E-001, 1.3530449E-001, 1.7025644E-004, 4.1158141E-002, 2.4250694E+002, 1.9838793E+002,-4.2667287E+000, 1.1341805E+003, 5.9359141E-002, 5.9359141E-002, 5.9359141E-002, 5.9359141E-002, 5.9359141E-002, 1.1674181E-001, 1.3585420E-002
 5.0400534E+002, 1.3521414E-001, 1.3539711E-001, 1.7659891E-004, 4.2676041E-002, 2.5939346E+002, 2.0008893E+002, 4.0822298E+000, 1.2351023E+003, 7.0120844E-002, 7.0120844E-002, 7.0120844E-002, 7.0120844E-002, 7.0120844E-002, 1.1703074E-001, 1.3649340E-002
 5.0500486E+002, 1.3711122E-001, 1.3564255E-001, 1.7196673E-004, 4.1567371E-002, 2.4993474E+002, 1.9839942E+002, 1.5130946E+001, 1.2605173E+003, 6.7789775E-002, 6.7789775E-002, 6.7789775E-002, 6.7789775E-002, 6.7789775E-002, 1.1731000E-001, 1.3714216E-002
 5.0600301E+002, 1.3765266E-001, 1.3659396E-001, 1.7064474E-004, 4.1251068E-002, 2.4404962E+002, 1.9955489E+002,-4.3440191E+000, 1.0923435E+003, 6.5737957E-002, 6.5737957E-002, 6.5737957E-002, 6.5737957E-002, 6.5737957E-002, 1.1756689E-001, 1.3778225E-002
 5.0700201E+002, 1.3857322E-001, 1.3698319E-001, 1.6839706E-004, 4.0713068E-002, 2.3974017E+002, 2.0396868E+002,-6.5565031E+000, 1.1210772E+003, 6.6346238E-002, 6.6346238E-002, 6.6346238E-002, 6.6346238E-002, 6.6346238E-002, 1.1786668E-001, 1.3816475E-002
 5.0800300E+002, 1.4027020E-001, 1.3587857E-001, 1.6425417E-004, 3.9721339E-002, 2.3352515E+002, 2.0477431E+002, 5.0794309E+000, 1.2283579E+003, 7.0554722E-002, 7.0554722E-002, 7.0554722E-002, 7.0554722E-002, 7.0554722E-002, 1.1816537E-001, 1.3870552E-002
 5.0900786E+002, 1.4031476E-001, 1.3510098E-001, 1.6414529E-004, 3.9695341E-002, 2.3295584E+002, 2.0270273E+002, 3.1619481E+000, 1.1688750E+003, 6.5907723E-002, 6.5907723E-002, 6.5907723E-002, 6.5907723E-002, 6.5907723E-002, 1.1843449E-001, 1.3935234E-002
 5.1000088E+002, 1.4062293E-001, 1.3525814E-001, 1.6339284E-004, 3.9515246E-002, 2.3060396E+002, 2.0674901E+002,-1.0673341E-001, 1.1926262E+003, 6.6477503E-002, 6.6477503E-002, 6.6477503E-002, 6.6477503E-002, 6.6477503E-002, 1.1870898E-001, 1.3998789E-002
 5.1100623E+002, 1.4065711E-001, 1.3540296E-001, 1.6330935E-004, 3.9495215E-002, 2.3205113E+002, 2.0923227E+002, 4.6999398E+000, 1.1900072E+003, 7.3830958E-002, 7.3830958E-002, 7.3830958E-002, 7.3830958E-002, 7.3830958E-002, 1.1898571E-001, 1.4062681E-002
 5.1200620E+002, 1.4002680E-001, 1.3482193E-001, 1.6484815E-004, 3.9863560E-002, 2.3507032E+002, 2.0748211E+002,-7.2629639E+000, 1.0885209E+003, 5.5415760E-002, 5.5415760E-002, 5.5415760E-002, 5.5415760E-002, 5.5415760E-002, 1.1925413E-001, 1.4122709E-002
 5.1300368E+002, 1.3897807E-001, 1.3483074E-001, 1.6740917E-004, 4.0476554E-002, 2.3596032E+002, 2.1006422E+002,-5.7456505E+000, 1.1325326E+003, 5.8768628E-002, 5.8768628E-002, 5.8768628E-002, 5.8768628E-002, 5.8768628E-002, 1.1955035E-001, 1.4172569E-002
 5.1400887E+002, 1.3739767E-001, 1.3486445E-001, 1.7126795E-004, 4.1400351E-002, 2.3471085E+002, 2.1117469E+002, 2.2962692E+001, 1.3522821E+003, 8.7756282E-002, 8.7756282E-002, 8.7756282E-002, 8.7756282E-002, 8.7756282E-002, 1.1985239E-001, 1.4237308E-002
 5.1500577E+002, 1.3618920E-001, 1.3517372E-001, 1.7421835E-004, 4.2106738E-002, 2.3534971E+002, 2.0890039E+002, 5.4498392E+000, 1.1665748E+003, 7.4439116E-002, 7.4439116E-002, 7.4439116E-002, 7.4439116E-002, 7.4439116E-002, 1.2010125E-001, 1.4305117E-002
 5.1600146E+002, 1.3607681E-001, 1.3561381E-001, 1.7449294E-004, 4.2172455E-002, 2.3516668E+002, 2.0907446E+002, 5.5714094E+000, 1.2615104E+003, 6.6006843E-002, 6.6006843E-002, 6.6006843E-002, 6.6006843E-002, 6.6006843E-002, 1.2038059E-001, 1.4372101E-002
 5.1700383E+002, 1.3699619E-001, 1.3597840E-001, 1.7224848E-004, 4.1635109E-002, 2.3528734E+002, 2.0928382E+002, 8.5598154E+000, 1.2376432E+003, 7.8246543E-002, 7.8246543E-002, 7.8246543E-002, 7.8246543E-002, 7.8246543E-002, 1.2065496E-001, 1.4439114E-002
 5.1800248E+002, 1.3668575E-001, 1.3606634E-001, 1.7300646E-004, 4.1816543E-002, 2.3611103E+002, 2.0855690E+002,-3.1006263E+000, 1.1308989E+003, 7.2475952E-002, 7.2475952E-002, 7.2475952E-002, 7.2475952E-002, 7.2475952E-002, 1.2091889E-001, 1.4501441E-002
 5.1900695E+002, 1.3640301E-001, 1.3624581E-001, 1.7369707E-004, 4.1981787E-002, 2.3446631E+002, 2.0814868E+002,-1.6996633E+000, 1.1224997E+003, 5.4546637E-002, 5.4546637E-002, 5.4546637E-002, 5.4546637E-002, 5.4546637E-002, 1.2120823E-001, 1.4553700E-002
 5.2000059E+002, 1.3612113E-001, 1.3603161E-001, 1.7438550E-004, 4.2146543E-002, 2.3284114E+002, 2.0997652E+002,-1.9322417E+000, 1.1757791E+003, 4.9920168E-002, 4.9920168E-002, 4.9920168E-002, 4.9920168E-002, 4.9920168E-002, 1.2149887E-001, 1.4607404E-002
 5.2100367E+002, 1.3611485E-001, 1.3567523E-001, 1.7440154E-004, 4.2150175E-002, 2.4300567E+002, 2.1326186E+002, 4.4747721E+000, 1.2217140E+003, 5.5861048E-002, 5.5861048E-002, 5.5861048E-002, 5.5861048E-002, 5.5861048E-002, 1.2178074E-001, 1.4669719E-002
 5.2200431E+002, 1.3622315E-001, 1.3471837E-001, 1.7413690E-004, 4.2086962E-002, 2.4158300E+002, 2.1443832E+002, 6.8791620E+000, 1.1849517E+003, 6.6927187E-002, 6.6927187E-002, 6.6927187E-002, 6.6927187E-002, 6.6927187E-002, 1.2205227E-001, 1.4735208E-002
 5.2300009E+002, 1.3589018E-001, 1.3444328E-001, 1.7495028E-004, 4.2281648E-002, 2.4103997E+002, 2.1904417E+002,-6.0338866E+000, 1.1676484E+003, 6.8252804E-002, 6.8252804E-002, 6.8252804E-002, 6.8252804E-002, 6.8252804E-002, 1.2232100E-001, 1.4799683E-002
 5.2400793E+002, 1.3493596E-001, 1.3545940E-001, 1.7728047E-004, 4.2839394E-002, 2.4290875E+002, 2.1465805E+002, 2.9284450E+001, 1.3677365E+003, 6.9756245E-002, 6.9756245E-002, 6.9756245E-002, 6.9756245E-002, 6.9756245E-002, 1.2263591E-001, 1.4859071E-002
 5.2500509E+002, 1.3441634E-001, 1.3436706E-001, 1.7854902E-004, 4.3143083E-002, 2.4254191E+002, 2.1701847E+002, 3.6184977E+000, 1.1484958E+003, 9.0019953E-002, 9.0019955E-002, 9.0019955E-002, 9.0019955E-002, 9.0019955E-002, 1.2287686E-001, 1.4928099E-002
 5.2600703E+002, 1.3291624E-001, 1.3380658E-001, 1.8221205E-004, 4.4019900E-002, 2.4428838E+002, 2.1210206E+002,-8.7714770E+000, 1.0951809E+003, 5.2143703E-002, 5.2143703E-002, 5.2143703E-002, 5.2143703E-002, 5.2143703E-002, 1.2315823E-001, 1.4980398E-002
 5.2700578E+002, 1.3125277E-001, 1.3410648E-001, 1.8627381E-004, 4.4992260E-002, 2.4645991E+002, 2.1217458E+002, 6.4745400E+000, 1.2786601E+003, 5.7954277E-002, 5.7954277E-002, 5.7954277E-002, 5.7954277E-002, 5.7954277E-002, 1.2346391E-001, 1.5040075E-002
 5.2800487E+002, 1.3161251E-001, 1.3449727E-001, 1.8539536E-004, 4.4782085E-002, 2.4479324E+002, 2.1175832E+002, 6.6860095E+000, 1.1816249E+003, 6.5660229E-002, 6.5660229E-002, 6.5660229E-002, 6.5660229E-002, 6.5660229E-002, 1.2373220E-001, 1.5107862E-002
 5.2900495E+002, 1.3188583E-001, 1.3465730E-001, 1.8472801E-004, 4.4622379E-002, 2.4013742E+002, 2.1525321E+002,-2.4658113E+000, 1.1742773E+003, 8.6598863E-002, 8.6598863E-002, 8.6598863E-002, 8.6598863E-002, 8.6598863E-002, 1.2399937E-001, 1.5176254E-002
 5.3000621E+002, 1.3278034E-001, 1.3469275E-001, 1.8254449E-004, 4.4099594E-002, 2.3218180E+002, 2.1683456E+002,-4.6115183E+000, 1.1688991E+003, 5.4630937E-002, 5.4630937E-002, 5.4630937E-002, 5.4630937E-002, 5.4630937E-002, 1.2428830E-001, 1.5231040E-002
 5.3100483E+002, 1.3365291E-001, 1.3461588E-001, 1.8041268E-004, 4.3589333E-002, 2.3718556E+002, 2.1674335E+002, 1.8096223E+001, 1.2569302E+003, 6.4713460E-002, 6.4713460E-002, 6.4713460E-002, 6.4713460E-002, 6.4713460E-002, 1.2458261E-001, 1.5294083E-002
 5.3200127E+002, 1.3353444E-001, 1.3439266E-001, 1.8070247E-004, 4.3658616E-002, 2.3860893E+002, 2.1547201E+002,-6.8022096E+000, 1.1186843E+003, 4.9865156E-002, 4.9865156E-002, 4.9865156E-002, 4.9865156E-002, 4.9865156E-002, 1.2483275E-001, 1.5360512E-002
 5.3300703E+002, 1.3288784E-001, 1.3392657E-001, 1.8228170E-004, 4.4036705E-002, 2.4018167E+002, 2.1464279E+002,-3.5209933E+000, 1.1656055E+003, 6.1285203E-002, 6.1285203E-002, 6.1285203E-002, 6.1285203E-002, 6.1285203E-002, 1.2513079E-001, 1.5418557E-002
 5.3400158E+002, 1.3341869E-001, 1.3249220E-001, 1.8098551E-004, 4.3726356E-002, 2.4566714E+002, 2.1730413E+002,-5.9317670E+000, 1.1278945E+003, 7.0831932E-002, 7.0831932E-002, 7.0831932E-002, 7.0831932E-002, 7.0831932E-002, 1.2540708E-001, 1.5485558E-002
 5.3500872E+002, 1.3451863E-001, 1.3154693E-001, 1.7829946E-004, 4.3083476E-002, 2.4672597E+002, 2.2019620E+002,-7.0869287E+000, 1.1069178E+003, 4.8235148E-002, 4.8235148E-002, 4.8235148E-002, 4.8235148E-002, 4.8235148E-002, 1.2570270E-001, 1.5534069E-002
 5.3600675E+002, 1.3489349E-001, 1.3140504E-001, 1.7738386E-004, 4.2864353E-002, 2.4853569E+002, 2.1753065E+002, 3.6315509E-001, 1.1916175E+003, 4.0538179E-002, 4.0538179E-002, 4.0538179E-002, 4.0538179E-002, 4.0538179E-002, 1.2600246E-001, 1.5588364E-002
 5.3700100E+002, 1.3245108E-001, 1.3125637E-001, 1.8334889E-004, 4.4291837E-002, 2.4987285E+002, 2.1826668E+002, 6.4144995E+000, 1.3029229E+003, 5.3211260E-002, 5.3211260E-002, 5.3211260E-002, 5.3211260E-002, 5.3211260E-002, 1.2628179E-001, 1.5654677E-002
 5.3800906E+002, 1.3101274E-001, 1.3117607E-001, 1.8686056E-004, 4.5132402E-002, 2.5634770E+002, 2.1757205E+002, 4.1592051E+001, 1.2770854E+003, 6.0773239E-002, 6.0773239E-002, 6.0773239E-002, 6.0773239E-002, 6.0773239E-002, 1.2656561E-001, 1.5722112E-002
 5.3900082E+002, 1.3054484E-001, 1.3115722E-001, 1.8800365E-004, 4.5406137E-002, 2.5352475E+002, 2.1860925E+002,-5.3432586E+000, 1.1206915E+003, 5.0910829E-002, 5.0910829E-002, 5.0910829E-002, 5.0910829E-002, 5.0910829E-002, 1.2679719E-001, 1.5783271E-002
 5.4000745E+002, 1.2925522E-001, 1.3104200E-001, 1.9115268E-004, 4.6159740E-002, 2.5173141E+002, 2.1973616E+002, 4.8328794E+000, 1.2346090E+003, 5.1119284E-002, 5.1119284E-002, 5.1119284E-002, 5.1119284E-002, 5.1119284E-002, 1.2709054E-001, 1.5844435E-002
