s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,,,,,,,,
 5.4100051E+002, 1.2962076E-001, 1.3146749E-001, 1.9026075E-004, 4.5946235E-002, 2.4751011E+002, 2.1862163E+002,-5.7597112E+000, 1.0928191E+003, 5.1606128E-002, 5.1606128E-002, 5.1606128E-002, 5.1606128E-002, 5.1606128E-002, 1.2735758E-001, 1.5908988E-002
 5.4200516E+002, 1.3076704E-001, 1.3241596E-001, 1.8746230E-004, 4.5276283E-002, 2.5554057E+002, 2.2132052E+002,-8.1273418E+000, 1.0768834E+003, 4.7268336E-002, 4.7268336E-002, 4.7268336E-002, 4.7268336E-002, 4.7268336E-002, 1.2765441E-001, 1.5955334E-002
 5.4300445E+002, 1.3032109E-001, 1.3312036E-001, 1.8855001E-004, 4.5536631E-002, 2.6126352E+002, 2.2040199E+002, 4.1014247E+000, 1.2519813E+003, 4.8988138E-002, 4.8988138E-002, 4.8988138E-002, 4.8988138E-002, 4.8988138E-002, 1.2796103E-001, 1.6003517E-002
 5.4400452E+002, 1.2906627E-001, 1.3383808E-001, 1.9161399E-004, 4.6269890E-002, 2.6328196E+002, 2.2465249E+002, 1.0605976E+000, 1.1641099E+003, 6.1791580E-002, 6.1791580E-002, 6.1791580E-002, 6.1791580E-002, 6.1791580E-002, 1.2822644E-001, 1.6070611E-002
 5.4500319E+002, 1.2777154E-001, 1.3426352E-001, 1.9477517E-004, 4.7026656E-002, 2.5989153E+002, 2.2378758E+002, 9.6311780E+000, 1.2985587E+003, 5.7563494E-002, 5.7563494E-002, 5.7563494E-002, 5.7563494E-002, 5.7563494E-002, 1.2850736E-001, 1.6139175E-002
 5.4600329E+002, 1.3099620E-001, 1.3437567E-001, 1.8690222E-004, 4.5142362E-002, 2.5044777E+002, 2.2472315E+002, 2.9587720E+000, 1.1745974E+003, 5.8390306E-002, 5.8390306E-002, 5.8390306E-002, 5.8390306E-002, 5.8390306E-002, 1.2876840E-001, 1.6208861E-002
 5.4700078E+002, 1.3003960E-001, 1.3350634E-001, 1.8923752E-004, 4.5701405E-002, 2.5332011E+002, 2.2660313E+002, 5.4649621E+000, 1.2536900E+003, 5.5007989E-002, 5.5007989E-002, 5.5007989E-002, 5.5007989E-002, 5.5007989E-002, 1.2904951E-001, 1.6278668E-002
 5.4800414E+002, 1.2891649E-001, 1.3151462E-001, 1.9198016E-004, 4.6357930E-002, 2.5212248E+002, 2.2229409E+002,-6.7062370E+000, 1.1065776E+003, 4.4936623E-002, 4.4936623E-002, 4.4936623E-002, 4.4936623E-002, 4.4936623E-002, 1.2931426E-001, 1.6348000E-002
 5.4900180E+002, 1.2730167E-001, 1.3139418E-001, 1.9592337E-004, 4.7301588E-002, 2.6058096E+002, 2.2317611E+002, 9.9317721E-001, 1.2290572E+003, 4.5370155E-002, 4.5370155E-002, 4.5370155E-002, 4.5370155E-002, 4.5370155E-002, 1.2961591E-001, 1.6404791E-002
 5.5000039E+002, 1.2550069E-001, 1.3040117E-001, 2.0032121E-004, 4.8353847E-002, 2.6639920E+002, 2.2716771E+002,-2.8489174E+000, 1.1623474E+003, 5.2566880E-002, 5.2566880E-002, 5.2566880E-002, 5.2566880E-002, 5.2566880E-002, 1.2988796E-001, 1.6473635E-002
 5.5100455E+002, 1.2624811E-001, 1.3031289E-001, 1.9849666E-004, 4.7917083E-002, 2.5926511E+002, 2.2615852E+002,-5.9542654E+000, 1.1356492E+003, 4.0147241E-002, 4.0147241E-002, 4.0147241E-002, 4.0147241E-002, 4.0147241E-002, 1.3017155E-001, 1.6536605E-002
 5.5200271E+002, 1.2832831E-001, 1.3049344E-001, 1.9341758E-004, 4.6701782E-002, 2.5623264E+002, 2.2769559E+002, 4.0337197E+000, 1.2265230E+003, 5.8963741E-002, 5.8963741E-002, 5.8963741E-002, 5.8963741E-002, 5.8963741E-002, 1.3046458E-001, 1.6598269E-002
 5.5300284E+002, 1.2828763E-001, 1.3011632E-001, 1.9351681E-004, 4.6725555E-002, 2.5510054E+002, 2.2692331E+002,-7.9081221E+000, 1.1043381E+003, 3.8630588E-002, 3.8630588E-002, 3.8630588E-002, 3.8630588E-002, 3.8630588E-002, 1.3073863E-001, 1.6657771E-002
 5.5400448E+002, 1.2799110E-001, 1.3025698E-001, 1.9424139E-004, 4.6898997E-002, 2.5218421E+002, 2.2971269E+002, 5.0746220E+000, 1.2229872E+003, 5.0411811E-002, 5.0411811E-002, 5.0411784E-002, 5.0411759E-002, 5.0411811E-002, 1.3103545E-001, 1.6721665E-002
 5.5500579E+002, 1.2748704E-001, 1.3027331E-001, 1.9547241E-004, 4.7193591E-002, 2.5078177E+002, 2.3075042E+002,-7.5999796E+000, 1.1213297E+003, 3.7142984E-002, 3.7142984E-002, 3.7142984E-002, 3.7142984E-002, 3.7142984E-002, 1.3130027E-001, 1.6792541E-002
 5.5600763E+002, 1.2674141E-001, 1.2989427E-001, 1.9729330E-004, 4.7629305E-002, 2.5122144E+002, 2.3182023E+002, 4.0745217E+000, 1.2327089E+003, 3.2930371E-002, 3.2930371E-002, 3.2930371E-002, 3.2930371E-002, 3.2930371E-002, 1.3160029E-001, 1.6849740E-002
 5.5700657E+002, 1.2431992E-001, 1.3006425E-001, 2.0320599E-004, 4.9044093E-002, 2.5990150E+002, 2.3113964E+002, 7.5528530E+000, 1.2297275E+003, 4.7754079E-002, 4.7754079E-002, 4.7754079E-002, 4.7754079E-002, 4.7754079E-002, 1.3187274E-001, 1.6919255E-002
 5.5800221E+002, 1.2365885E-001, 1.2998629E-001, 2.0482032E-004, 4.9430444E-002, 2.5889093E+002, 2.3271170E+002,-7.8125560E+000, 1.1051474E+003, 3.9512293E-002, 3.9512293E-002, 3.9512293E-002, 3.9512293E-002, 3.9512293E-002, 1.3213581E-001, 1.6984761E-002
 5.5900075E+002, 1.2383611E-001, 1.2952445E-001, 2.0438763E-004, 4.9326931E-002, 2.5505006E+002, 2.3242366E+002,-9.8043636E+000, 1.0636480E+003, 3.5417381E-002, 3.5417381E-002, 3.5417381E-002, 3.5417381E-002, 3.5417381E-002, 1.3243952E-001, 1.7026000E-002
 5.6000525E+002, 1.2429618E-001, 1.2942386E-001, 2.0326458E-004, 4.9058075E-002, 2.5156104E+002, 2.3527120E+002, 4.1798360E+000, 1.2216512E+003, 4.1179666E-002, 4.1179666E-002, 4.1179666E-002, 4.1179666E-002, 4.1179666E-002, 1.3274547E-001, 1.7080930E-002
 5.6100529E+002, 1.2466217E-001, 1.2957367E-001, 2.0237076E-004, 4.8844183E-002, 2.4975980E+002, 2.3383951E+002,-3.1746266E+000, 1.1509288E+003, 3.2448234E-002, 3.2448234E-002, 3.2448234E-002, 3.2448234E-002, 3.2448234E-002, 1.3301456E-001, 1.7143036E-002
 5.6200849E+002, 1.2491622E-001, 1.2944305E-001, 2.0175054E-004, 4.8695898E-002, 2.4788290E+002, 2.3436637E+002, 2.3885240E+000, 1.2129986E+003, 4.8200632E-002, 4.8200632E-002, 4.8200632E-002, 4.8200632E-002, 4.8200632E-002, 1.3329836E-001, 1.7206694E-002
 5.6300198E+002, 1.2517436E-001, 1.2956155E-001, 2.0112012E-004, 4.8545268E-002, 2.4605784E+002, 2.3670286E+002, 6.3496259E+000, 1.2710188E+003, 4.7632624E-002, 4.7632624E-002, 4.7632624E-002, 4.7632624E-002, 4.7632624E-002, 1.3356945E-001, 1.7277379E-002
 5.6400333E+002, 1.2545291E-001, 1.2906504E-001, 2.0043998E-004, 4.8382456E-002, 2.4667016E+002, 2.3829139E+002, 1.7626166E+001, 1.3144310E+003, 6.0070939E-002, 6.0070939E-002, 6.0070939E-002, 6.0070939E-002, 6.0070939E-002, 1.3383899E-001, 1.7348730E-002
 5.6500202E+002, 1.2536698E-001, 1.2711687E-001, 2.0064963E-004, 4.8432701E-002, 2.4697059E+002, 2.3841747E+002, 6.5749593E-001, 1.1536779E+003, 4.0683307E-002, 4.0683307E-002, 4.0683307E-002, 4.0683307E-002, 4.0683307E-002, 1.3408892E-001, 1.7415413E-002
 5.6600797E+002, 1.2513635E-001, 1.2509515E-001, 2.0121295E-004, 4.8567506E-002, 2.4793926E+002, 2.3373875E+002, 3.4779091E+000, 1.1072643E+003, 3.9004522E-002, 3.9004522E-002, 3.9004522E-002, 3.9004522E-002, 3.9004522E-002, 1.3437230E-001, 1.7473964E-002
 5.6700782E+002, 1.2478395E-001, 1.2615922E-001, 2.0207378E-004, 4.8773566E-002, 2.4502259E+002, 2.3711816E+002,-8.4861700E+000, 1.0806907E+003, 1.8713868E-002, 1.8713868E-002, 1.8713868E-002, 1.8713868E-002, 1.8713868E-002, 1.3467366E-001, 1.7507988E-002
 5.6800747E+002, 1.2658277E-001, 1.2582361E-001, 1.9768140E-004, 4.7722194E-002, 2.4602115E+002, 2.4215348E+002, 5.1886044E+000, 1.2337772E+003, 4.2047129E-002, 4.2047129E-002, 4.2047129E-002, 4.2047129E-002, 4.2047129E-002, 1.3497941E-001, 1.7561424E-002
 5.6900042E+002, 1.2439587E-001, 1.2640296E-001, 2.0302190E-004, 4.9000218E-002, 2.5140611E+002, 2.4282203E+002, 5.4869289E+000, 1.2121925E+003, 3.7857818E-002, 3.7857818E-002, 3.7857818E-002, 3.7857818E-002, 3.7857818E-002, 1.3524056E-001, 1.7630927E-002
 5.7000688E+002, 1.2340415E-001, 1.2572728E-001, 2.0544417E-004, 4.9579927E-002, 2.5170364E+002, 2.4187354E+002, 1.1143083E+001, 1.2989539E+003, 3.4348840E-002, 3.4348840E-002, 3.4348840E-002, 3.4348840E-002, 3.4348840E-002, 1.3551450E-001, 1.7700704E-002
 5.7100248E+002, 1.2319576E-001, 1.2532752E-001, 2.0595309E-004, 4.9701783E-002, 2.4913072E+002, 2.3808557E+002, 9.9473952E-001, 1.0892167E+003, 3.3638714E-002, 3.3638714E-002, 3.3638714E-002, 3.3638714E-002, 3.3638714E-002, 1.3576415E-001, 1.7770800E-002
 5.7200905E+002, 1.2308092E-001, 1.2739879E-001, 2.0623431E-004, 4.9768745E-002, 2.5983371E+002, 2.4352729E+002,-7.8085387E+000, 1.0807162E+003, 2.1451953E-002, 2.1451953E-002, 2.1451953E-002, 2.1451953E-002, 2.1451953E-002, 1.3605133E-001, 1.7821417E-002
 5.7300204E+002, 1.2249792E-001, 1.2884643E-001, 2.0765667E-004, 5.0109032E-002, 2.6976263E+002, 2.4447836E+002,-4.1568873E+000, 1.1308752E+003, 2.1581735E-002, 2.1581735E-002, 2.1581735E-002, 2.1581735E-002, 2.1581735E-002, 1.3635632E-001, 1.7863730E-002
 5.7400093E+002, 1.2121524E-001, 1.2889455E-001, 2.1078873E-004, 5.0858609E-002, 2.7266911E+002, 2.4007553E+002, 5.2643928E+000, 1.2565995E+003, 2.2222201E-002, 2.2222201E-002, 2.2222201E-002, 2.2222201E-002, 2.2222201E-002, 1.3664261E-001, 1.7929083E-002
 5.7500506E+002, 1.2351813E-001, 1.2834218E-001, 2.0516573E-004, 4.9512932E-002, 2.7116298E+002, 2.4449885E+002, 1.6022580E+001, 1.2762501E+003, 3.0973881E-002, 3.0973881E-002, 3.0973881E-002, 3.0973881E-002, 3.0973881E-002, 1.3691053E-001, 1.7998044E-002
 5.7600463E+002, 1.2320641E-001, 1.2690993E-001, 2.0592698E-004, 4.9694991E-002, 2.7311028E+002, 2.4814510E+002, 4.9713131E-001, 1.0731488E+003, 3.9986883E-002, 3.9986883E-002, 3.9986883E-002, 3.9986883E-002, 3.9986883E-002, 1.3715868E-001, 1.8065198E-002
 5.7700644E+002, 1.2341107E-001, 1.2570148E-001, 2.0542672E-004, 4.9575501E-002, 2.6674887E+002, 2.5018464E+002, 2.7528400E+000, 1.2507992E+003, 2.9661060E-002, 2.9661060E-002, 2.9661060E-002, 2.9661060E-002, 2.9661060E-002, 1.3745735E-001, 1.8110866E-002
 5.7800076E+002, 1.2233016E-001, 1.2593803E-001, 2.0806649E-004, 5.0207136E-002, 2.6721369E+002, 2.4422313E+002,-6.9421029E-002, 1.1321314E+003, 3.0399654E-002, 3.0399654E-002, 3.0399654E-002, 3.0399654E-002, 3.0399654E-002, 1.3772180E-001, 1.8175601E-002
 5.7900163E+002, 1.2090684E-001, 1.2615721E-001, 2.1154272E-004, 5.1039147E-002, 2.6453986E+002, 2.3695784E+002, 5.5120593E+000, 1.2213051E+003, 3.8098189E-002, 3.8098189E-002, 3.8098189E-002, 3.8098189E-002, 3.8098189E-002, 1.3800372E-001, 1.8236562E-002
 5.8000892E+002, 1.2005084E-001, 1.2572877E-001, 2.1363315E-004, 5.1539357E-002, 2.6851561E+002, 2.3894504E+002, 4.8014405E+000, 1.2579654E+003, 4.0562808E-002, 4.0562808E-002, 4.0562808E-002, 4.0562808E-002, 4.0562808E-002, 1.3827444E-001, 1.8308432E-002
 5.8100246E+002, 1.2129341E-001, 1.2471255E-001, 2.1059896E-004, 5.0813161E-002, 2.6054482E+002, 2.3772278E+002, 1.3483081E+001, 1.3020525E+003, 4.8115215E-002, 4.8115215E-002, 4.8115215E-002, 4.8115215E-002, 4.8115215E-002, 1.3854444E-001, 1.8381884E-002
 5.8200565E+002, 1.2196888E-001, 1.2458097E-001, 2.0894968E-004, 5.0418659E-002, 2.5821637E+002, 2.3807046E+002, 4.6302417E+000, 1.1604184E+003, 5.0551392E-002, 5.0551392E-002, 5.0551392E-002, 5.0551392E-002, 5.0551392E-002, 1.3879674E-001, 1.8456728E-002
 5.8300166E+002, 1.2124877E-001, 1.2490387E-001, 2.1070859E-004, 5.0839542E-002, 2.6068932E+002, 2.4364358E+002,-3.9781595E+000, 1.1840916E+003, 2.8416530E-002, 2.8416530E-002, 2.8416530E-002, 2.8416530E-002, 2.8416530E-002, 1.3908968E-001, 1.8505692E-002
 5.8400959E+002, 1.2332805E-001, 1.2486389E-001, 2.0563032E-004, 4.9624288E-002, 2.5794417E+002, 2.4927891E+002, 9.5360268E+000, 1.1579607E+003, 3.9532622E-002, 3.9532622E-002, 3.9532622E-002, 3.9532622E-002, 3.9532622E-002, 1.3937681E-001, 1.8568872E-002
 5.8500009E+002, 1.2451854E-001, 1.2460364E-001, 2.0272308E-004, 4.8928597E-002, 2.5171184E+002, 2.5066718E+002,-1.2633737E+001, 1.0468550E+003, 2.0000139E-002, 2.0000139E-002, 2.0000139E-002, 2.0000139E-002, 2.0000139E-002, 1.3964561E-001, 1.8610116E-002
 5.8600943E+002, 1.2425671E-001, 1.2415148E-001, 2.0336237E-004, 4.9081614E-002, 2.5141569E+002, 2.5204767E+002,-3.9872726E+000, 1.1667236E+003, 2.9657623E-002, 2.9657623E-002, 2.9657623E-002, 2.9657623E-002, 2.9657623E-002, 1.3995466E-001, 1.8654858E-002
 5.8700660E+002, 1.2381345E-001, 1.2333016E-001, 2.0444512E-004, 4.9340653E-002, 2.5418894E+002, 2.5396430E+002,-4.5393931E+000, 1.1823243E+003, 3.4498708E-002, 3.4498708E-002, 3.4498708E-002, 3.4498708E-002, 3.4498708E-002, 1.4023251E-001, 1.8729817E-002
 5.8800794E+002, 1.2311712E-001, 1.2311931E-001, 2.0614581E-004, 4.9747609E-002, 2.5704884E+002, 2.5315057E+002, 8.3761399E-001, 1.2073248E+003, 3.6349759E-002, 3.6349759E-002, 3.6349759E-002, 3.6349759E-002, 3.6349759E-002, 1.4051171E-001, 1.8806288E-002
 5.8900680E+002, 1.2462589E-001, 1.2295706E-001, 2.0246160E-004, 4.8865956E-002, 2.5347720E+002, 2.5004786E+002,-8.7095488E+000, 1.1177374E+003, 3.3742053E-002, 3.3742884E-002, 3.3742884E-002, 3.3742884E-002, 3.3742884E-002, 1.4078733E-001, 1.8873054E-002
 5.9000031E+002, 1.2522354E-001, 1.2265948E-001, 2.0100163E-004, 4.8516693E-002, 2.4891846E+002, 2.5394816E+002,-6.8573656E+000, 1.1246826E+003, 3.3167743E-002, 3.3167781E-002, 3.3167781E-002, 3.3167781E-002, 3.3167781E-002, 1.4109047E-001, 1.8927675E-002
 5.9100159E+002, 1.2075728E-001, 1.2238473E-001, 2.1190970E-004, 5.1127129E-002, 2.4752954E+002, 2.5039729E+002,-2.6194243E+000, 1.1986280E+003, 2.2384504E-002, 2.2384504E-002, 2.2384504E-002, 2.2384504E-002, 2.2384504E-002, 1.4139273E-001, 1.8982003E-002
 5.9200203E+002, 1.1747234E-001, 1.2211672E-001, 2.1993309E-004, 5.3046979E-002, 2.4376971E+002, 2.4949496E+002, 2.0018158E+001, 1.3106991E+003, 4.2561186E-002, 4.2561186E-002, 4.2561186E-002, 4.2561186E-002, 4.2561186E-002, 1.4167820E-001, 1.9054029E-002
 5.9300234E+002, 1.1787519E-001, 1.2200946E-001, 2.1894845E-004, 5.2811374E-002, 2.4523532E+002, 2.5039236E+002, 2.2579077E+000, 1.1958029E+003, 3.8349556E-002, 3.8349556E-002, 3.8349556E-002, 3.8349556E-002, 3.8349556E-002, 1.4191834E-001, 1.9130732E-002
 5.9400345E+002, 1.1791465E-001, 1.2181210E-001, 2.1885206E-004, 5.2788421E-002, 2.4271327E+002, 2.4765418E+002,-7.8808352E+000, 1.1313811E+003, 2.4720797E-002, 2.4720797E-002, 2.4720797E-002, 2.4720797E-002, 2.4720797E-002, 1.4220009E-001, 1.9191479E-002
 5.9500455E+002, 1.1790536E-001, 1.2178394E-001, 2.1887467E-004, 5.2793686E-002, 2.4612735E+002, 2.5212035E+002, 3.6771056E+000, 1.2113177E+003, 2.9054693E-002, 2.9054693E-002, 2.9054693E-002, 2.9054693E-002, 2.9054693E-002, 1.4248853E-001, 1.9262178E-002
 5.9600246E+002, 1.1747359E-001, 1.2206820E-001, 2.1992880E-004, 5.3045934E-002, 2.4815654E+002, 2.5284431E+002,-4.3515636E+000, 1.1525305E+003, 2.4006294E-002, 2.4006294E-002, 2.4006294E-002, 2.4006294E-002, 2.4006294E-002, 1.4275848E-001, 1.9326697E-002
 5.9700409E+002, 1.1706921E-001, 1.2240716E-001, 2.2091646E-004, 5.3282159E-002, 2.4848596E+002, 2.5622742E+002,-2.2487804E+000, 1.2036045E+003, 2.5712252E-002, 2.5712252E-002, 2.5712252E-002, 2.5712252E-002, 2.5712252E-002, 1.4303571E-001, 1.9396784E-002
 5.9800258E+002, 1.1668329E-001, 1.2233977E-001, 2.2185898E-004, 5.3507664E-002, 2.4884031E+002, 2.6003178E+002,-3.6456604E+000, 1.1537842E+003, 3.4767275E-002, 3.4767275E-002, 3.4767275E-002, 3.4767275E-002, 3.4767275E-002, 1.4330546E-001, 1.9470860E-002
 5.9900006E+002, 1.1639473E-001, 1.2203247E-001, 2.2256423E-004, 5.3676508E-002, 2.4808933E+002, 2.5867576E+002,-4.9868593E+000, 1.1795986E+003, 2.5976212E-002, 2.5976212E-002, 2.5976212E-002, 2.5976212E-002, 2.5976212E-002, 1.4358700E-001, 1.9536614E-002
 6.0000677E+002, 1.1633755E-001, 1.2162744E-001, 2.2270402E-004, 5.3710003E-002, 2.4874349E+002, 2.4929603E+002, 1.3774917E+001, 1.3679674E+003, 2.7499587E-002, 2.7499587E-002, 2.7499587E-002, 2.7499587E-002, 2.7499587E-002, 1.4387434E-001, 1.9609607E-002
 6.0100451E+002, 1.1598663E-001, 1.2106238E-001, 2.2356095E-004, 5.3914990E-002, 2.4905410E+002, 2.5012375E+002, 5.9333627E+001, 1.4002072E+003, 4.1272960E-002, 4.1272960E-002, 4.1272960E-002, 4.1272960E-002, 4.1272960E-002, 1.4414826E-001, 1.9684500E-002
 6.0200445E+002, 1.1686942E-001, 1.2066837E-001, 2.2140590E-004, 5.3399219E-002, 2.4835013E+002, 2.5514060E+002, 5.8657536E+000, 1.1120812E+003, 2.5931377E-002, 2.5931377E-002, 2.5931377E-002, 2.5931377E-002, 2.5931377E-002, 1.4434160E-001, 1.9760778E-002
 6.0300582E+002, 1.1576284E-001, 1.2023247E-001, 2.2410824E-004, 5.4045761E-002, 2.5559211E+002, 2.5548080E+002,-1.1635855E+001, 9.8363117E+002, 1.5504242E-002, 1.5504242E-002, 1.5504242E-002, 1.5504242E-002, 1.5504242E-002, 1.4462857E-001, 1.9801912E-002
 6.0400478E+002, 1.1480908E-001, 1.2061751E-001, 2.2643734E-004, 5.4603112E-002, 2.5307419E+002, 2.5312303E+002,-5.7521419E+000, 1.1177334E+003, 1.3553708E-002, 1.3553708E-002, 1.3553708E-002, 1.3553708E-002, 1.3553708E-002, 1.4494651E-001, 1.9826466E-002
 6.0500383E+002, 1.1583841E-001, 1.2120007E-001, 2.2392382E-004, 5.4001649E-002, 2.4863646E+002, 2.5652237E+002, 2.2832824E+001, 1.3972050E+003, 2.1529739E-002, 2.1529739E-002, 2.1529739E-002, 2.1529739E-002, 2.1529739E-002, 1.4523985E-001, 1.9891636E-002
 6.0600162E+002, 1.1688367E-001, 1.2124975E-001, 2.2137095E-004, 5.3390787E-002, 2.4930918E+002, 2.5845228E+002, 7.0057999E+001, 1.4719187E+003, 2.7818431E-002, 2.7818431E-002, 2.7818431E-002, 2.7818431E-002, 2.7818431E-002, 1.4550406E-001, 1.9963846E-002
 6.0700596E+002, 1.1655213E-001, 1.2086161E-001, 2.2218056E-004, 5.3584578E-002, 2.4421287E+002, 2.6403416E+002, 1.9779733E+001, 1.1055209E+003, 2.3565786E-002, 2.3565786E-002, 2.3565786E-002, 2.3565786E-002, 2.3565786E-002, 1.4568883E-001, 2.0038179E-002
 6.0800799E+002, 1.1779079E-001, 1.2072329E-001, 2.1915573E-004, 5.2860789E-002, 2.4311320E+002, 2.5381300E+002,-1.9845851E+000, 1.2030437E+003, 1.7735563E-002, 1.7735563E-002, 1.7735563E-002, 1.7735563E-002, 1.7735563E-002, 1.4595865E-001, 2.0102014E-002
 6.0900040E+002, 1.1832078E-001, 1.2076012E-001, 2.1786073E-004, 5.2551086E-002, 2.4815845E+002, 2.5095980E+002,-2.7147956E+000, 1.1742663E+003, 2.9436891E-002, 2.9436891E-002, 2.9436891E-002, 2.9436891E-002, 2.9436891E-002, 1.4623125E-001, 2.0176047E-002
 6.1000349E+002, 1.1755535E-001, 1.1876832E-001, 2.1973035E-004, 5.2998391E-002, 2.4693568E+002, 2.5296570E+002,-1.1855911E+001, 1.0288228E+003, 1.8737551E-002, 1.8737551E-002, 1.8737551E-002, 1.8737551E-002, 1.8737551E-002, 1.4652466E-001, 2.0218425E-002
 6.1100744E+002, 1.1766385E-001, 1.1650984E-001, 2.1946543E-004, 5.2934967E-002, 2.5189872E+002, 2.5621838E+002,-9.3836060E+000, 1.0514649E+003, 2.2552775E-002, 2.2552775E-002, 2.2552775E-002, 2.2552775E-002, 2.2552775E-002, 1.4684139E-001, 2.0254149E-002
 6.1200781E+002, 1.1766343E-001, 1.1593184E-001, 2.1946658E-004, 5.2935219E-002, 2.5127970E+002, 2.5622509E+002, 3.8517266E+000, 1.2140672E+003, 1.7745086E-002, 1.7745086E-002, 1.7745086E-002, 1.7745086E-002, 1.7745086E-002, 1.4716786E-001, 2.0284940E-002
 6.1300602E+002, 1.1755462E-001, 1.1612973E-001, 2.1973216E-004, 5.2998796E-002, 2.4997996E+002, 2.5720170E+002, 9.7854998E+000, 1.2817593E+003, 2.0958792E-002, 2.0958792E-002, 2.0958792E-002, 2.0958792E-002, 2.0958792E-002, 1.4743390E-001, 2.0355304E-002
 6.1400818E+002, 1.1690707E-001, 1.1599582E-001, 2.2131380E-004, 5.3377257E-002, 2.4985480E+002, 2.5477264E+002, 3.3996173E+001, 1.3711147E+003, 2.5650983E-002, 2.5650984E-002, 2.5650984E-002, 2.5650984E-002, 2.5650984E-002, 1.4769852E-001, 2.0430690E-002
 6.1500769E+002, 1.1604445E-001, 1.1672293E-001, 2.2342085E-004, 5.3881453E-002, 2.4597967E+002, 2.5464275E+002, 3.4990497E+000, 1.1326771E+003, 2.6733090E-002, 2.6733090E-002, 2.6733090E-002, 2.6733090E-002, 2.6733090E-002, 1.4791572E-001, 2.0507075E-002
 6.1600446E+002, 1.1535565E-001, 1.1726181E-001, 2.2510321E-004, 5.4284034E-002, 2.4164691E+002, 2.5240867E+002,-6.7746751E+000, 1.1374550E+003, 2.4007438E-002, 2.4007438E-002, 2.4007438E-002, 2.4007438E-002, 2.4007438E-002, 1.4818202E-001, 2.0583299E-002
 6.1700095E+002, 1.1653820E-001, 1.1690240E-001, 2.2221499E-004, 5.3592974E-002, 2.4301286E+002, 2.5199772E+002,-7.3344436E+000, 1.1313502E+003, 2.2574700E-002, 2.2574700E-002, 2.2574700E-002, 2.2574700E-002, 2.2574700E-002, 1.4846653E-001, 2.0654618E-002
 6.1800477E+002, 1.1655775E-001, 1.1652579E-001, 2.2216658E-004, 5.3581425E-002, 2.4494183E+002, 2.4956592E+002, 7.5154152E+000, 1.2754509E+003, 1.7316840E-002, 1.7316840E-002, 1.7316840E-002, 1.7316840E-002, 1.7316840E-002, 1.4875676E-001, 2.0729345E-002
 6.1900834E+002, 1.1368309E-001, 1.1634524E-001, 2.2918821E-004, 5.5261474E-002, 2.3831408E+002, 2.4755229E+002, 8.7482575E+000, 1.2562895E+003, 2.0072538E-002, 2.0072538E-002, 2.0072538E-002, 2.0072538E-002, 2.0072538E-002, 1.4901330E-001, 2.0804482E-002
 6.2000391E+002, 1.1567056E-001, 1.1624297E-001, 2.2433374E-004, 5.4099882E-002, 2.4527856E+002, 2.4859426E+002,-2.6015307E+000, 1.0885114E+003, 3.0316015E-002, 3.0319686E-002, 3.0319686E-002, 3.0319686E-002, 3.0319686E-002, 1.4925988E-001, 2.0879015E-002
 6.2100571E+002, 1.1466827E-001, 1.1617418E-001, 2.2678124E-004, 5.4685576E-002, 2.4569753E+002, 2.5152782E+002,-9.5622869E+000, 1.0835847E+003, 1.2182554E-002, 1.2182554E-002, 1.2182554E-002, 1.2182554E-002, 1.2182554E-002, 1.4954662E-001, 2.0920474E-002
 6.2200202E+002, 1.1410242E-001, 1.1579212E-001, 2.2816357E-004, 5.5016320E-002, 2.4065619E+002, 2.5769431E+002,-4.5600396E+000, 1.1329206E+003, 1.6608968E-002, 1.6608968E-002, 1.6608968E-002, 1.6608968E-002, 1.6608968E-002, 1.4984588E-001, 2.0973832E-002
 6.2300188E+002, 1.1331306E-001, 1.1535899E-001, 2.3009175E-004, 5.5477663E-002, 2.3780476E+002, 2.6135774E+002,-8.7250436E+000, 1.0573163E+003, 1.4869634E-002, 1.4869634E-002, 1.4869634E-002, 1.4869634E-002, 1.4869634E-002, 1.5013606E-001, 2.1026369E-002
 6.2400129E+002, 1.1258546E-001, 1.1577551E-001, 2.3186886E-004, 5.5902865E-002, 2.3567376E+002, 2.7010236E+002,-1.9866801E+000, 1.1684800E+003, 1.4065538E-002, 1.4065538E-002, 1.4065538E-002, 1.4065538E-002, 1.4065538E-002, 1.5045031E-001, 2.1065479E-002
 6.2500270E+002, 1.1247176E-001, 1.1545455E-001, 2.3214647E-004, 5.5969299E-002, 2.3530307E+002, 2.6784422E+002,-1.1634035E+000, 1.1905137E+003, 1.5670826E-002, 1.5670826E-002, 1.5670826E-002, 1.5670826E-002, 1.5670826E-002, 1.5071916E-001, 2.1136143E-002
 6.2600701E+002, 1.1129653E-001, 1.1414383E-001, 2.3501698E-004, 5.6656082E-002, 2.3642107E+002, 2.7072550E+002,-2.6271953E+000, 1.1612316E+003, 1.5890726E-002, 1.5890726E-002, 1.5890726E-002, 1.5890726E-002, 1.5890726E-002, 1.5098462E-001, 2.1211528E-002
 6.2701078E+002, 1.1102151E-001, 1.1428621E-001, 2.3568924E-004, 5.6816832E-002, 2.4323189E+002, 2.7419744E+002,-3.2939414E+000, 1.0740493E+003, 2.3242711E-002, 2.3242711E-002, 2.3242711E-002, 2.3242711E-002, 2.3242711E-002, 1.5123949E-001, 2.1288108E-002
