s,C,kg/m3,Pa,kg/kg,%,kJ,kJ
 3.4749999E+000, 2.2539382E+001, 1.2210812E+000, 4.1038241E+003, 2.0686231E-002, 1.0139469E+002, 6.0390984E+002, 1.6999443E+001
 3.4849999E+000, 2.2538057E+001, 1.2210819E+000, 4.1033607E+003, 2.0685385E-002, 1.0139814E+002, 6.0391518E+002, 1.6994631E+001
 3.4949999E+000, 2.2536742E+001, 1.2210826E+000, 4.1029001E+003, 2.0684553E-002, 1.0140162E+002, 6.0392268E+002, 1.6989857E+001
 3.5050001E+000, 2.2535436E+001, 1.2210833E+000, 4.1024430E+003, 2.0683735E-002, 1.0140510E+002, 6.0392950E+002, 1.6985117E+001
 3.5150001E+000, 2.2534140E+001, 1.2210840E+000, 4.1019898E+003, 2.0682929E-002, 1.0140860E+002, 6.0393742E+002, 1.6980413E+001
 3.5250001E+000, 2.2532778E+001, 1.2210839E+000, 4.1014459E+003, 2.0682135E-002, 1.0141253E+002, 6.0394311E+002, 1.6975569E+001
 3.5350001E+000, 2.2531438E+001, 1.2210839E+000, 4.1009198E+003, 2.0681354E-002, 1.0141639E+002, 6.0394869E+002, 1.6970886E+001
 3.5450001E+000, 2.2530184E+001, 1.2210847E+000, 4.1004920E+003, 2.0680584E-002, 1.0141982E+002, 6.0395467E+002, 1.6966244E+001
 3.5550001E+000, 2.2528862E+001, 1.2210846E+000, 4.0999698E+003, 2.0679827E-002, 1.0142370E+002, 6.0396029E+002, 1.6961502E+001
 3.5650001E+000, 2.2527554E+001, 1.2210846E+000, 4.0994560E+003, 2.0679079E-002, 1.0142754E+002, 6.0396924E+002, 1.6956896E+001
 3.5750000E+000, 2.2526333E+001, 1.2210854E+000, 4.0990417E+003, 2.0678342E-002, 1.0143094E+002, 6.0397485E+002, 1.6952344E+001
 3.5850000E+000, 2.2525120E+001, 1.2210862E+000, 4.0986283E+003, 2.0677614E-002, 1.0143433E+002, 6.0398122E+002, 1.6947837E+001
 3.5950000E+000, 2.2523917E+001, 1.2210869E+000, 4.0982168E+003, 2.0676898E-002, 1.0143773E+002, 6.0398768E+002, 1.6943371E+001
 3.6050000E+000, 2.2522722E+001, 1.2210876E+000, 4.0978077E+003, 2.0676190E-002, 1.0144112E+002, 6.0399354E+002, 1.6938944E+001
 3.6150000E+000, 2.2521537E+001, 1.2210883E+000, 4.0974009E+003, 2.0675492E-002, 1.0144451E+002, 6.0399987E+002, 1.6934557E+001
 3.6250000E+000, 2.2520361E+001, 1.2210890E+000, 4.0969966E+003, 2.0674803E-002, 1.0144788E+002, 6.0400504E+002, 1.6930206E+001
 3.6350000E+000, 2.2519194E+001, 1.2210896E+000, 4.0965949E+003, 2.0674122E-002, 1.0145124E+002, 6.0400796E+002, 1.6925894E+001
 3.6450000E+000, 2.2518036E+001, 1.2210903E+000, 4.0961915E+003, 2.0673449E-002, 1.0145459E+002, 6.0401163E+002, 1.6921562E+001
 3.6550000E+000, 2.2516737E+001, 1.2210893E+000, 4.0956095E+003, 2.0672790E-002, 1.0145882E+002, 6.0401780E+002, 1.6917231E+001
 3.6650000E+000, 2.2515432E+001, 1.2210882E+000, 4.0950034E+003, 2.0672130E-002, 1.0146308E+002, 6.0402285E+002, 1.6912884E+001
 3.6750000E+000, 2.2514152E+001, 1.2210872E+000, 4.0944208E+003, 2.0671480E-002, 1.0146725E+002, 6.0402914E+002, 1.6908625E+001
 3.6849999E+000, 2.2513058E+001, 1.2210879E+000, 4.0940570E+003, 2.0670838E-002, 1.0147038E+002, 6.0403371E+002, 1.6904419E+001
 3.6949999E+000, 2.2511972E+001, 1.2210887E+000, 4.0936929E+003, 2.0670201E-002, 1.0147349E+002, 6.0404017E+002, 1.6900256E+001
 3.7049999E+000, 2.2510892E+001, 1.2210894E+000, 4.0933294E+003, 2.0669569E-002, 1.0147660E+002, 6.0404578E+002, 1.6896130E+001
 3.7149999E+000, 2.2509821E+001, 1.2210901E+000, 4.0929671E+003, 2.0668944E-002, 1.0147968E+002, 6.0405243E+002, 1.6892041E+001
 3.7249999E+000, 2.2508758E+001, 1.2210907E+000, 4.0926063E+003, 2.0668324E-002, 1.0148275E+002, 6.0405707E+002, 1.6887986E+001
 3.7349999E+000, 2.2507711E+001, 1.2210914E+000, 4.0922473E+003, 2.0667663E-002, 1.0148552E+002, 6.0406298E+002, 1.6883965E+001
 3.7449999E+000, 2.2506704E+001, 1.2210920E+000, 4.0918902E+003, 2.0666830E-002, 1.0148722E+002, 6.0406875E+002, 1.6879979E+001
 3.7550001E+000, 2.2505700E+001, 1.2210926E+000, 4.0915351E+003, 2.0666034E-002, 1.0148908E+002, 6.0407564E+002, 1.6876025E+001
 3.7650001E+000, 2.2504694E+001, 1.2210932E+000, 4.0911822E+003, 2.0665296E-002, 1.0149124E+002, 6.0408090E+002, 1.6872103E+001
 3.7750001E+000, 2.2503688E+001, 1.2210938E+000, 4.0908316E+003, 2.0664614E-002, 1.0149367E+002, 6.0408564E+002, 1.6868212E+001
 3.7850001E+000, 2.2502682E+001, 1.2210944E+000, 4.0904832E+003, 2.0663984E-002, 1.0149635E+002, 6.0408775E+002, 1.6864353E+001
 3.7950001E+000, 2.2501677E+001, 1.2210950E+000, 4.0901374E+003, 2.0663402E-002, 1.0149927E+002, 6.0409097E+002, 1.6860522E+001
 3.8050001E+000, 2.2500674E+001, 1.2210955E+000, 4.0897939E+003, 2.0662866E-002, 1.0150241E+002, 6.0409514E+002, 1.6856723E+001
 3.8150001E+000, 2.2499673E+001, 1.2210960E+000, 4.0894528E+003, 2.0662373E-002, 1.0150574E+002, 6.0410159E+002, 1.6852954E+001
 3.8250000E+000, 2.2498675E+001, 1.2210966E+000, 4.0891143E+003, 2.0661920E-002, 1.0150925E+002, 6.0410783E+002, 1.6849215E+001
 3.8350000E+000, 2.2497679E+001, 1.2210971E+000, 4.0887783E+003, 2.0661503E-002, 1.0151293E+002, 6.0411229E+002, 1.6845505E+001
 3.8450000E+000, 2.2496688E+001, 1.2210976E+000, 4.0884448E+003, 2.0661121E-002, 1.0151675E+002, 6.0411586E+002, 1.6841824E+001
 3.8550000E+000, 2.2495700E+001, 1.2210981E+000, 4.0881140E+003, 2.0660771E-002, 1.0152071E+002, 6.0411951E+002, 1.6838172E+001
 3.8650000E+000, 2.2494631E+001, 1.2210977E+000, 4.0876780E+003, 2.0660451E-002, 1.0152529E+002, 6.0412386E+002, 1.6834488E+001
 3.8750000E+000, 2.2493574E+001, 1.2210974E+000, 4.0872534E+003, 2.0660157E-002, 1.0152992E+002, 6.0412942E+002, 1.6830850E+001
 3.8850000E+000, 2.2492610E+001, 1.2210979E+000, 4.0869411E+003, 2.0659886E-002, 1.0153413E+002, 6.0413414E+002, 1.6827251E+001
 3.8950000E+000, 2.2491650E+001, 1.2210985E+000, 4.0866296E+003, 2.0659639E-002, 1.0153844E+002, 6.0413881E+002, 1.6823685E+001
 3.9050000E+000, 2.2490622E+001, 1.2210982E+000, 4.0862280E+003, 2.0659412E-002, 1.0154323E+002, 6.0414247E+002, 1.6819949E+001
 3.9150000E+000, 2.2489613E+001, 1.2210981E+000, 4.0858434E+003, 2.0659206E-002, 1.0154803E+002, 6.0414874E+002, 1.6816379E+001
 3.9250000E+000, 2.2488681E+001, 1.2210987E+000, 4.0855518E+003, 2.0659015E-002, 1.0155245E+002, 6.0415418E+002, 1.6812852E+001
 3.9349999E+000, 2.2487751E+001, 1.2210993E+000, 4.0852593E+003, 2.0658837E-002, 1.0155692E+002, 6.0415932E+002, 1.6809365E+001
 3.9449999E+000, 2.2486823E+001, 1.2210998E+000, 4.0849663E+003, 2.0658673E-002, 1.0156145E+002, 6.0416518E+002, 1.6805914E+001
 3.9549999E+000, 2.2485900E+001, 1.2211004E+000, 4.0846735E+003, 2.0658520E-002, 1.0156601E+002, 6.0416913E+002, 1.6802497E+001
 3.9649999E+000, 2.2484980E+001, 1.2211009E+000, 4.0843816E+003, 2.0658377E-002, 1.0157060E+002, 6.0417249E+002, 1.6799112E+001
 3.9749999E+000, 2.2484064E+001, 1.2211014E+000, 4.0840908E+003, 2.0658243E-002, 1.0157521E+002, 6.0417695E+002, 1.6795757E+001
 3.9849999E+000, 2.2483154E+001, 1.2211019E+000, 4.0838014E+003, 2.0658117E-002, 1.0157983E+002, 6.0418098E+002, 1.6792431E+001
 3.9949999E+000, 2.2482248E+001, 1.2211024E+000, 4.0835137E+003, 2.0657998E-002, 1.0158445E+002, 6.0418496E+002, 1.6789134E+001
 4.0050001E+000, 2.2481346E+001, 1.2211029E+000, 4.0832278E+003, 2.0657883E-002, 1.0158908E+002, 6.0418858E+002, 1.6785863E+001
 4.0149999E+000, 2.2480450E+001, 1.2211034E+000, 4.0829437E+003, 2.0657773E-002, 1.0159369E+002, 6.0419198E+002, 1.6782618E+001
 4.0250001E+000, 2.2479559E+001, 1.2211039E+000, 4.0826616E+003, 2.0657665E-002, 1.0159829E+002, 6.0419495E+002, 1.6779399E+001
 4.0349998E+000, 2.2478672E+001, 1.2211044E+000, 4.0823815E+003, 2.0657561E-002, 1.0160288E+002, 6.0419843E+002, 1.6776203E+001
 4.0450001E+000, 2.2477790E+001, 1.2211049E+000, 4.0821035E+003, 2.0657457E-002, 1.0160744E+002, 6.0420404E+002, 1.6773033E+001
 4.0549998E+000, 2.2476914E+001, 1.2211054E+000, 4.0818275E+003, 2.0657354E-002, 1.0161199E+002, 6.0420967E+002, 1.6769887E+001
 4.0650001E+000, 2.2476042E+001, 1.2211059E+000, 4.0815536E+003, 2.0657252E-002, 1.0161650E+002, 6.0421394E+002, 1.6766764E+001
 4.0749998E+000, 2.2475175E+001, 1.2211064E+000, 4.0812819E+003, 2.0657149E-002, 1.0162098E+002, 6.0421815E+002, 1.6763665E+001
 4.0850000E+000, 2.2474313E+001, 1.2211069E+000, 4.0810124E+003, 2.0657045E-002, 1.0162543E+002, 6.0422163E+002, 1.6760589E+001
 4.0949998E+000, 2.2473455E+001, 1.2211074E+000, 4.0807451E+003, 2.0656939E-002, 1.0162985E+002, 6.0422568E+002, 1.6757534E+001
 4.1050000E+000, 2.2472603E+001, 1.2211079E+000, 4.0804800E+003, 2.0656832E-002, 1.0163423E+002, 6.0422977E+002, 1.6754501E+001
 4.1149998E+000, 2.2471755E+001, 1.2211085E+000, 4.0802171E+003, 2.0656722E-002, 1.0163857E+002, 6.0423381E+002, 1.6751490E+001
 4.1250000E+000, 2.2470912E+001, 1.2211090E+000, 4.0799564E+003, 2.0656609E-002, 1.0164287E+002, 6.0423725E+002, 1.6748499E+001
 4.1350002E+000, 2.2470073E+001, 1.2211096E+000, 4.0796979E+003, 2.0656493E-002, 1.0164713E+002, 6.0424152E+002, 1.6745530E+001
 4.1450000E+000, 2.2469238E+001, 1.2211101E+000, 4.0794415E+003, 2.0656374E-002, 1.0165135E+002, 6.0424496E+002, 1.6742582E+001
 4.1550002E+000, 2.2468408E+001, 1.2211107E+000, 4.0791872E+003, 2.0656252E-002, 1.0165553E+002, 6.0424899E+002, 1.6739655E+001
 4.1650000E+000, 2.2467582E+001, 1.2211113E+000, 4.0789351E+003, 2.0656126E-002, 1.0165966E+002, 6.0425329E+002, 1.6736749E+001
 4.1750002E+000, 2.2466761E+001, 1.2211119E+000, 4.0786852E+003, 2.0655996E-002, 1.0166376E+002, 6.0425691E+002, 1.6733864E+001
 4.1849999E+000, 2.2465943E+001, 1.2211125E+000, 4.0784375E+003, 2.0655863E-002, 1.0166781E+002, 6.0426033E+002, 1.6730998E+001
 4.1950002E+000, 2.2465043E+001, 1.2211122E+000, 4.0780858E+003, 2.0655723E-002, 1.0167230E+002, 6.0426356E+002, 1.6728069E+001
 4.2049999E+000, 2.2464155E+001, 1.2211121E+000, 4.0777482E+003, 2.0655578E-002, 1.0167670E+002, 6.0426599E+002, 1.6725126E+001
 4.2150002E+000, 2.2463211E+001, 1.2211113E+000, 4.0773296E+003, 2.0655431E-002, 1.0168142E+002, 6.0426947E+002, 1.6722168E+001
 4.2249999E+000, 2.2462432E+001, 1.2211121E+000, 4.0771134E+003, 2.0655284E-002, 1.0168518E+002, 6.0427326E+002, 1.6719317E+001
 4.2350001E+000, 2.2461652E+001, 1.2211128E+000, 4.0768908E+003, 2.0655131E-002, 1.0168892E+002, 6.0427518E+002, 1.6716477E+001
 4.2449999E+000, 2.2460703E+001, 1.2211119E+000, 4.0764618E+003, 2.0654973E-002, 1.0169361E+002, 6.0427955E+002, 1.6713627E+001
 4.2550001E+000, 2.2459936E+001, 1.2211127E+000, 4.0762501E+003, 2.0654811E-002, 1.0169723E+002, 6.0428430E+002, 1.6710827E+001
 4.2649999E+000, 2.2459170E+001, 1.2211136E+000, 4.0760388E+003, 2.0654646E-002, 1.0170083E+002, 6.0428831E+002, 1.6708061E+001
 4.2750001E+000, 2.2458406E+001, 1.2211144E+000, 4.0758266E+003, 2.0654479E-002, 1.0170441E+002, 6.0429322E+002, 1.6705322E+001
 4.2849998E+000, 2.2457643E+001, 1.2211152E+000, 4.0756143E+003, 2.0654308E-002, 1.0170796E+002, 6.0429599E+002, 1.6702611E+001
 4.2950001E+000, 2.2456883E+001, 1.2211160E+000, 4.0754023E+003, 2.0654134E-002, 1.0171149E+002, 6.0429942E+002, 1.6699923E+001
 4.3049998E+000, 2.2456124E+001, 1.2211168E+000, 4.0751909E+003, 2.0653958E-002, 1.0171500E+002, 6.0430251E+002, 1.6697259E+001
 4.3150001E+000, 2.2455367E+001, 1.2211176E+000, 4.0749802E+003, 2.0653779E-002, 1.0171848E+002, 6.0430672E+002, 1.6694618E+001
 4.3249998E+000, 2.2454611E+001, 1.2211185E+000, 4.0747705E+003, 2.0653597E-002, 1.0172193E+002, 6.0430958E+002, 1.6691998E+001
 4.3350000E+000, 2.2453858E+001, 1.2211193E+000, 4.0745619E+003, 2.0653412E-002, 1.0172536E+002, 6.0431176E+002, 1.6689398E+001
 4.3449998E+000, 2.2453107E+001, 1.2211201E+000, 4.0743546E+003, 2.0653226E-002, 1.0172878E+002, 6.0431445E+002, 1.6686819E+001
 4.3550000E+000, 2.2452358E+001, 1.2211210E+000, 4.0741486E+003, 2.0653038E-002, 1.0173217E+002, 6.0431774E+002, 1.6684259E+001
 4.3649998E+000, 2.2451612E+001, 1.2211218E+000, 4.0739440E+003, 2.0652849E-002, 1.0173554E+002, 6.0432114E+002, 1.6681719E+001
 4.3750000E+000, 2.2450780E+001, 1.2211218E+000, 4.0736326E+003, 2.0652657E-002, 1.0173938E+002, 6.0432428E+002, 1.6679124E+001
 4.3850002E+000, 2.2449964E+001, 1.2211219E+000, 4.0733407E+003, 2.0652464E-002, 1.0174313E+002, 6.0432895E+002, 1.6676541E+001
 4.3950000E+000, 2.2449241E+001, 1.2211229E+000, 4.0731576E+003, 2.0652272E-002, 1.0174636E+002, 6.0433328E+002, 1.6674000E+001
 4.4050002E+000, 2.2448516E+001, 1.2211239E+000, 4.0729717E+003, 2.0652080E-002, 1.0174959E+002, 6.0433739E+002, 1.6671492E+001
 4.4150000E+000, 2.2447792E+001, 1.2211249E+000, 4.0727862E+003, 2.0651888E-002, 1.0175282E+002, 6.0433940E+002, 1.6668960E+001
 4.4250002E+000, 2.2446911E+001, 1.2211242E+000, 4.0723995E+003, 2.0651696E-002, 1.0175695E+002, 6.0434379E+002, 1.6666393E+001
 4.4349999E+000, 2.2446191E+001, 1.2211253E+000, 4.0722318E+003, 2.0651569E-002, 1.0176047E+002, 6.0434890E+002, 1.6663898E+001
 4.4450002E+000, 2.2445431E+001, 1.2211264E+000, 4.0720586E+003, 2.0651669E-002, 1.0176535E+002, 6.0435209E+002, 1.6661435E+001
 4.4549999E+000, 2.2444679E+001, 1.2211274E+000, 4.0718837E+003, 2.0651728E-002, 1.0176998E+002, 6.0435713E+002, 1.6658999E+001
 4.4650002E+000, 2.2443937E+001, 1.2211284E+000, 4.0717077E+003, 2.0651730E-002, 1.0177427E+002, 6.0436034E+002, 1.6656589E+001
 4.4749999E+000, 2.2443206E+001, 1.2211294E+000, 4.0715311E+003, 2.0651676E-002, 1.0177821E+002, 6.0436158E+002, 1.6654203E+001
 4.4850001E+000, 2.2442486E+001, 1.2211304E+000, 4.0713543E+003, 2.0651568E-002, 1.0178184E+002, 6.0436278E+002, 1.6651839E+001
 4.4949999E+000, 2.2441775E+001, 1.2211314E+000, 4.0711776E+003, 2.0651408E-002, 1.0178514E+002, 6.0436550E+002, 1.6649496E+001
 4.5050001E+000, 2.2441075E+001, 1.2211324E+000, 4.0710012E+003, 2.0651198E-002, 1.0178815E+002, 6.0436694E+002, 1.6647173E+001
 4.5149999E+000, 2.2440383E+001, 1.2211335E+000, 4.0708253E+003, 2.0650941E-002, 1.0179087E+002, 6.0436959E+002, 1.6644869E+001
 4.5250001E+000, 2.2439701E+001, 1.2211345E+000, 4.0706502E+003, 2.0650638E-002, 1.0179331E+002, 6.0437246E+002, 1.6642584E+001
 4.5349998E+000, 2.2439029E+001, 1.2211355E+000, 4.0704759E+003, 2.0650292E-002, 1.0179548E+002, 6.0437467E+002, 1.6640316E+001
 4.5450001E+000, 2.2438365E+001, 1.2211365E+000, 4.0703025E+003, 2.0649905E-002, 1.0179740E+002, 6.0437786E+002, 1.6638066E+001
 4.5549998E+000, 2.2437709E+001, 1.2211375E+000, 4.0701301E+003, 2.0649477E-002, 1.0179908E+002, 6.0438134E+002, 1.6635832E+001
 4.5650001E+000, 2.2437062E+001, 1.2211385E+000, 4.0699588E+003, 2.0649011E-002, 1.0180051E+002, 6.0438308E+002, 1.6633616E+001
 4.5749998E+000, 2.2436423E+001, 1.2211396E+000, 4.0697885E+003, 2.0648506E-002, 1.0180171E+002, 6.0438665E+002, 1.6631413E+001
 4.5850000E+000, 2.2435793E+001, 1.2211406E+000, 4.0696195E+003, 2.0647967E-002, 1.0180268E+002, 6.0438919E+002, 1.6629227E+001
 4.5949998E+000, 2.2435169E+001, 1.2211416E+000, 4.0694516E+003, 2.0647394E-002, 1.0180346E+002, 6.0439121E+002, 1.6627057E+001
 4.6050000E+000, 2.2434553E+001, 1.2211427E+000, 4.0692849E+003, 2.0646790E-002, 1.0180403E+002, 6.0439367E+002, 1.6624903E+001
 4.6149998E+000, 2.2433944E+001, 1.2211438E+000, 4.0691196E+003, 2.0646157E-002, 1.0180442E+002, 6.0439642E+002, 1.6622764E+001
 4.6250000E+000, 2.2433342E+001, 1.2211448E+000, 4.0689556E+003, 2.0645497E-002, 1.0180464E+002, 6.0440024E+002, 1.6620639E+001
 4.6350002E+000, 2.2432747E+001, 1.2211459E+000, 4.0687929E+003, 2.0644812E-002, 1.0180469E+002, 6.0440254E+002, 1.6618529E+001
 4.6450000E+000, 2.2432158E+001, 1.2211470E+000, 4.0686317E+003, 2.0644103E-002, 1.0180460E+002, 6.0440444E+002, 1.6616433E+001
 4.6550002E+000, 2.2431575E+001, 1.2211481E+000, 4.0684718E+003, 2.0643373E-002, 1.0180436E+002, 6.0440746E+002, 1.6614351E+001
 4.6650000E+000, 2.2430998E+001, 1.2211492E+000, 4.0683132E+003, 2.0642623E-002, 1.0180399E+002, 6.0440952E+002, 1.6612283E+001
 4.6750002E+000, 2.2430427E+001, 1.2211503E+000, 4.0681561E+003, 2.0641856E-002, 1.0180350E+002, 6.0441248E+002, 1.6610229E+001
 4.6849999E+000, 2.2429861E+001, 1.2211514E+000, 4.0680028E+003, 2.0641072E-002, 1.0180290E+002, 6.0441305E+002, 1.6608164E+001
 4.6950002E+000, 2.2429134E+001, 1.2211507E+000, 4.0676342E+003, 2.0640277E-002, 1.0180317E+002, 6.0441685E+002, 1.6606048E+001
 4.7049999E+000, 2.2428594E+001, 1.2211520E+000, 4.0675030E+003, 2.0639462E-002, 1.0180227E+002, 6.0441917E+002, 1.6603968E+001
 4.7150002E+000, 2.2428057E+001, 1.2211532E+000, 4.0673666E+003, 2.0638638E-002, 1.0180130E+002, 6.0442025E+002, 1.6601866E+001
 4.7249999E+000, 2.2427360E+001, 1.2211528E+000, 4.0670280E+003, 2.0637803E-002, 1.0180120E+002, 6.0442490E+002, 1.6599755E+001
 4.7350001E+000, 2.2426841E+001, 1.2211541E+000, 4.0669001E+003, 2.0636964E-002, 1.0180005E+002, 6.0442706E+002, 1.6597713E+001
 4.7449999E+000, 2.2426323E+001, 1.2211553E+000, 4.0667695E+003, 2.0636118E-002, 1.0179887E+002, 6.0443030E+002, 1.6595698E+001
 4.7550001E+000, 2.2425807E+001, 1.2211565E+000, 4.0666374E+003, 2.0635266E-002, 1.0179764E+002, 6.0443359E+002, 1.6593703E+001
 4.7649999E+000, 2.2425293E+001, 1.2211577E+000, 4.0665044E+003, 2.0634409E-002, 1.0179638E+002, 6.0443622E+002, 1.6591729E+001
 4.7750001E+000, 2.2424782E+001, 1.2211589E+000, 4.0663709E+003, 2.0633549E-002, 1.0179508E+002, 6.0443773E+002, 1.6589772E+001
 4.7849998E+000, 2.2424272E+001, 1.2211601E+000, 4.0662374E+003, 2.0632687E-002, 1.0179377E+002, 6.0444118E+002, 1.6587832E+001
 4.7950001E+000, 2.2423766E+001, 1.2211613E+000, 4.0661041E+003, 2.0631824E-002, 1.0179243E+002, 6.0444397E+002, 1.6585908E+001
 4.8049998E+000, 2.2423262E+001, 1.2211624E+000, 4.0659712E+003, 2.0630961E-002, 1.0179108E+002, 6.0444619E+002, 1.6584000E+001
 4.8150001E+000, 2.2422762E+001, 1.2211636E+000, 4.0658388E+003, 2.0630101E-002, 1.0178972E+002, 6.0444808E+002, 1.6582106E+001
 4.8249998E+000, 2.2422264E+001, 1.2211647E+000, 4.0657070E+003, 2.0629242E-002, 1.0178836E+002, 6.0445128E+002, 1.6580226E+001
 4.8350000E+000, 2.2421769E+001, 1.2211659E+000, 4.0655759E+003, 2.0628387E-002, 1.0178699E+002, 6.0445343E+002, 1.6578360E+001
 4.8449998E+000, 2.2421277E+001, 1.2211670E+000, 4.0654456E+003, 2.0627536E-002, 1.0178563E+002, 6.0445541E+002, 1.6576507E+001
 4.8550000E+000, 2.2420788E+001, 1.2211682E+000, 4.0653162E+003, 2.0626691E-002, 1.0178428E+002, 6.0445931E+002, 1.6574667E+001
 4.8649998E+000, 2.2420302E+001, 1.2211693E+000, 4.0651876E+003, 2.0625850E-002, 1.0178294E+002, 6.0446179E+002, 1.6572840E+001
 4.8750000E+000, 2.2419819E+001, 1.2211704E+000, 4.0650600E+003, 2.0625017E-002, 1.0178161E+002, 6.0446346E+002, 1.6571025E+001
 4.8850002E+000, 2.2419338E+001, 1.2211715E+000, 4.0649334E+003, 2.0624191E-002, 1.0178030E+002, 6.0446667E+002, 1.6569222E+001
 4.8950000E+000, 2.2418860E+001, 1.2211727E+000, 4.0648078E+003, 2.0623373E-002, 1.0177902E+002, 6.0446884E+002, 1.6567431E+001
 4.9050002E+000, 2.2418386E+001, 1.2211738E+000, 4.0646832E+003, 2.0622563E-002, 1.0177776E+002, 6.0447108E+002, 1.6565652E+001
 4.9150000E+000, 2.2417914E+001, 1.2211749E+000, 4.0645596E+003, 2.0621762E-002, 1.0177653E+002, 6.0447468E+002, 1.6563886E+001
 4.9250002E+000, 2.2417445E+001, 1.2211760E+000, 4.0644371E+003, 2.0620971E-002, 1.0177533E+002, 6.0447695E+002, 1.6562131E+001
 4.9349999E+000, 2.2416978E+001, 1.2211770E+000, 4.0643157E+003, 2.0620189E-002, 1.0177417E+002, 6.0447996E+002, 1.6560387E+001
 4.9450002E+000, 2.2416515E+001, 1.2211781E+000, 4.0641954E+003, 2.0619419E-002, 1.0177303E+002, 6.0448318E+002, 1.6558654E+001
 4.9549999E+000, 2.2416054E+001, 1.2211792E+000, 4.0640762E+003, 2.0618659E-002, 1.0177194E+002, 6.0448505E+002, 1.6556932E+001
 4.9650002E+000, 2.2415596E+001, 1.2211803E+000, 4.0639580E+003, 2.0617910E-002, 1.0177089E+002, 6.0448613E+002, 1.6555221E+001
 4.9749999E+000, 2.2415141E+001, 1.2211813E+000, 4.0638409E+003, 2.0617173E-002, 1.0176987E+002, 6.0448679E+002, 1.6553521E+001
 4.9850001E+000, 2.2414688E+001, 1.2211824E+000, 4.0637249E+003, 2.0616448E-002, 1.0176891E+002, 6.0448883E+002, 1.6551832E+001
 4.9949999E+000, 2.2414238E+001, 1.2211834E+000, 4.0636099E+003, 2.0615736E-002, 1.0176798E+002, 6.0449061E+002, 1.6550153E+001
 5.0050001E+000, 2.2413791E+001, 1.2211844E+000, 4.0634960E+003, 2.0615037E-002, 1.0176711E+002, 6.0449261E+002, 1.6548484E+001
 5.0149999E+000, 2.2413347E+001, 1.2211855E+000, 4.0633832E+003, 2.0614350E-002, 1.0176628E+002, 6.0449389E+002, 1.6546826E+001
 5.0250001E+000, 2.2412905E+001, 1.2211865E+000, 4.0632715E+003, 2.0613677E-002, 1.0176551E+002, 6.0449639E+002, 1.6545178E+001
 5.0349998E+000, 2.2412466E+001, 1.2211875E+000, 4.0631607E+003, 2.0613017E-002, 1.0176478E+002, 6.0449764E+002, 1.6543540E+001
 5.0450001E+000, 2.2412029E+001, 1.2211885E+000, 4.0630510E+003, 2.0612370E-002, 1.0176411E+002, 6.0449924E+002, 1.6541912E+001
 5.0549998E+000, 2.2411594E+001, 1.2211895E+000, 4.0629422E+003, 2.0611737E-002, 1.0176349E+002, 6.0450115E+002, 1.6540293E+001
 5.0650001E+000, 2.2411161E+001, 1.2211905E+000, 4.0628345E+003, 2.0611118E-002, 1.0176293E+002, 6.0450286E+002, 1.6538684E+001
 5.0749998E+000, 2.2410729E+001, 1.2211915E+000, 4.0627277E+003, 2.0610512E-002, 1.0176243E+002, 6.0450418E+002, 1.6537085E+001
 5.0850000E+000, 2.2410300E+001, 1.2211925E+000, 4.0626219E+003, 2.0609919E-002, 1.0176198E+002, 6.0450648E+002, 1.6535496E+001
 5.0949998E+000, 2.2409873E+001, 1.2211934E+000, 4.0625171E+003, 2.0609340E-002, 1.0176158E+002, 6.0450815E+002, 1.6533916E+001
 5.1050000E+000, 2.2409447E+001, 1.2211944E+000, 4.0624133E+003, 2.0608774E-002, 1.0176124E+002, 6.0451049E+002, 1.6532346E+001
 5.1149998E+000, 2.2409023E+001, 1.2211954E+000, 4.0623105E+003, 2.0608221E-002, 1.0176096E+002, 6.0451328E+002, 1.6530785E+001
 5.1250000E+000, 2.2408600E+001, 1.2211963E+000, 4.0622087E+003, 2.0607682E-002, 1.0176073E+002, 6.0451512E+002, 1.6529234E+001
 5.1350002E+000, 2.2408179E+001, 1.2211973E+000, 4.0621078E+003, 2.0607155E-002, 1.0176055E+002, 6.0451771E+002, 1.6527692E+001
 5.1450000E+000, 2.2407760E+001, 1.2211982E+000, 4.0620079E+003, 2.0606640E-002, 1.0176043E+002, 6.0451866E+002, 1.6526160E+001
 5.1550002E+000, 2.2407343E+001, 1.2211992E+000, 4.0619089E+003, 2.0606138E-002, 1.0176036E+002, 6.0452106E+002, 1.6524636E+001
 5.1650000E+000, 2.2406926E+001, 1.2212001E+000, 4.0618109E+003, 2.0605648E-002, 1.0176034E+002, 6.0452352E+002, 1.6523122E+001
 5.1750002E+000, 2.2406512E+001, 1.2212010E+000, 4.0617138E+003, 2.0605170E-002, 1.0176037E+002, 6.0452557E+002, 1.6521617E+001
 5.1849999E+000, 2.2406099E+001, 1.2212020E+000, 4.0616177E+003, 2.0604706E-002, 1.0176046E+002, 6.0452800E+002, 1.6520120E+001
 5.1950002E+000, 2.2405686E+001, 1.2212029E+000, 4.0615224E+003, 2.0604255E-002, 1.0176061E+002, 6.0452971E+002, 1.6518632E+001
 5.2049999E+000, 2.2405276E+001, 1.2212038E+000, 4.0614281E+003, 2.0603816E-002, 1.0176081E+002, 6.0453141E+002, 1.6517154E+001
