s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
 1.6625674E+002, 4.9969147E+004, 4.9969148E+004, 4.9969145E+004, 5.5010141E+001, 5.4844459E+001, 5.4997882E+001, 1.5969611E+000, 1.5977677E+000, 1.5970207E+000
 1.6681015E+002, 4.9969135E+004, 4.9969136E+004, 4.9969133E+004, 5.5009332E+001, 5.4827317E+001, 5.5003589E+001, 1.5969649E+000, 1.5978511E+000, 1.5969928E+000
 1.6744260E+002, 4.9969123E+004, 4.9969124E+004, 4.9969121E+004, 5.5008260E+001, 5.4809167E+001, 5.5008829E+001, 1.5969700E+000, 1.5979394E+000, 1.5969672E+000
 1.6807506E+002, 4.9969110E+004, 4.9969111E+004, 4.9969108E+004, 5.5006475E+001, 5.4792987E+001, 5.5015861E+001, 1.5969785E+000, 1.5980181E+000, 1.5969328E+000
 1.6862846E+002, 4.9969097E+004, 4.9969099E+004, 4.9969096E+004, 5.5002876E+001, 5.4783042E+001, 5.5024874E+001, 1.5969959E+000, 1.5980665E+000, 1.5968888E+000
 1.6926091E+002, 4.9969085E+004, 4.9969086E+004, 4.9969083E+004, 5.4996337E+001, 5.4778293E+001, 5.5036691E+001, 1.5970276E+000, 1.5980895E+000, 1.5968312E+000
 1.6981432E+002, 4.9969071E+004, 4.9969073E+004, 4.9969070E+004, 5.4987361E+001, 5.4776895E+001, 5.5050963E+001, 1.5970711E+000, 1.5980961E+000, 1.5967616E+000
 1.7044676E+002, 4.9969058E+004, 4.9969060E+004, 4.9969057E+004, 5.4977326E+001, 5.4776696E+001, 5.5067044E+001, 1.5971198E+000, 1.5980970E+000, 1.5966833E+000
 1.7100017E+002, 4.9969044E+004, 4.9969046E+004, 4.9969043E+004, 5.4967706E+001, 5.4775730E+001, 5.5083772E+001, 1.5971665E+000, 1.5981015E+000, 1.5966017E+000
 1.7163261E+002, 4.9969031E+004, 4.9969032E+004, 4.9969030E+004, 5.4959229E+001, 5.4772812E+001, 5.5099879E+001, 1.5972076E+000, 1.5981156E+000, 1.5965233E+000
 1.7226508E+002, 4.9969017E+004, 4.9969018E+004, 4.9969015E+004, 5.4951271E+001, 5.4767358E+001, 5.5115100E+001, 1.5972462E+000, 1.5981420E+000, 1.5964491E+000
 1.7281848E+002, 4.9969004E+004, 4.9969006E+004, 4.9969003E+004, 5.4944266E+001, 5.4760445E+001, 5.5126703E+001, 1.5972802E+000, 1.5981756E+000, 1.5963925E+000
 1.7345093E+002, 4.9968992E+004, 4.9968994E+004, 4.9968991E+004, 5.4937155E+001, 5.4752349E+001, 5.5135211E+001, 1.5973147E+000, 1.5982149E+000, 1.5963510E+000
 1.7400433E+002, 4.9968981E+004, 4.9968982E+004, 4.9968979E+004, 5.4929683E+001, 5.4743568E+001, 5.5140660E+001, 1.5973509E+000, 1.5982576E+000, 1.5963244E+000
 1.7463678E+002, 4.9968970E+004, 4.9968972E+004, 4.9968969E+004, 5.4921885E+001, 5.4734278E+001, 5.5142901E+001, 1.5973888E+000, 1.5983028E+000, 1.5963134E+000
 1.7526924E+002, 4.9968960E+004, 4.9968961E+004, 4.9968959E+004, 5.4913531E+001, 5.4723870E+001, 5.5141757E+001, 1.5974294E+000, 1.5983534E+000, 1.5963189E+000
 1.7582263E+002, 4.9968951E+004, 4.9968952E+004, 4.9968950E+004, 5.4906053E+001, 5.4713682E+001, 5.5137131E+001, 1.5974657E+000, 1.5984030E+000, 1.5963413E+000
 1.7645509E+002, 4.9968943E+004, 4.9968944E+004, 4.9968942E+004, 5.4899295E+001, 5.4703215E+001, 5.5128674E+001, 1.5974985E+000, 1.5984539E+000, 1.5963823E+000
 1.7700850E+002, 4.9968935E+004, 4.9968936E+004, 4.9968934E+004, 5.4893445E+001, 5.4692733E+001, 5.5116391E+001, 1.5975269E+000, 1.5985050E+000, 1.5964419E+000
 1.7764095E+002, 4.9968928E+004, 4.9968929E+004, 4.9968927E+004, 5.4888599E+001, 5.4682557E+001, 5.5100115E+001, 1.5975504E+000, 1.5985545E+000, 1.5965210E+000
 1.7827341E+002, 4.9968920E+004, 4.9968922E+004, 4.9968919E+004, 5.4884380E+001, 5.4672364E+001, 5.5078677E+001, 1.5975709E+000, 1.5986041E+000, 1.5966252E+000
 1.7882680E+002, 4.9968914E+004, 4.9968915E+004, 4.9968913E+004, 5.4881101E+001, 5.4663683E+001, 5.5055018E+001, 1.5975868E+000, 1.5986464E+000, 1.5967402E+000
 1.7945926E+002, 4.9968907E+004, 4.9968909E+004, 4.9968906E+004, 5.4878258E+001, 5.4656091E+001, 5.5028114E+001, 1.5976006E+000, 1.5986833E+000, 1.5968711E+000
 1.8001265E+002, 4.9968901E+004, 4.9968903E+004, 4.9968900E+004, 5.4875675E+001, 5.4649712E+001, 5.4998452E+001, 1.5976131E+000, 1.5987144E+000, 1.5970154E+000
 1.8064511E+002, 4.9968896E+004, 4.9968897E+004, 4.9968894E+004, 5.4873309E+001, 5.4644769E+001, 5.4966421E+001, 1.5976246E+000, 1.5987384E+000, 1.5971712E+000
 1.8127757E+002, 4.9968890E+004, 4.9968891E+004, 4.9968888E+004, 5.4871060E+001, 5.4641221E+001, 5.4930576E+001, 1.5976355E+000, 1.5987557E+000, 1.5973456E+000
 1.8183096E+002, 4.9968884E+004, 4.9968885E+004, 4.9968883E+004, 5.4869319E+001, 5.4639684E+001, 5.4896450E+001, 1.5976439E+000, 1.5987631E+000, 1.5975117E+000
 1.8246342E+002, 4.9968879E+004, 4.9968880E+004, 4.9968878E+004, 5.4868066E+001, 5.4640087E+001, 5.4863086E+001, 1.5976499E+000, 1.5987611E+000, 1.5976742E+000
 1.8301682E+002, 4.9968874E+004, 4.9968875E+004, 4.9968873E+004, 5.4867328E+001, 5.4642432E+001, 5.4831634E+001, 1.5976535E+000, 1.5987496E+000, 1.5978273E+000
 1.8364928E+002, 4.9968869E+004, 4.9968870E+004, 4.9968868E+004, 5.4867083E+001, 5.4646806E+001, 5.4803172E+001, 1.5976546E+000, 1.5987282E+000, 1.5979660E+000
 1.8420267E+002, 4.9968865E+004, 4.9968866E+004, 4.9968863E+004, 5.4867212E+001, 5.4653011E+001, 5.4778113E+001, 1.5976539E+000, 1.5986979E+000, 1.5980880E+000
 1.8483513E+002, 4.9968861E+004, 4.9968861E+004, 4.9968859E+004, 5.4867638E+001, 5.4660892E+001, 5.4756674E+001, 1.5976518E+000, 1.5986594E+000, 1.5981925E+000
 1.8546759E+002, 4.9968856E+004, 4.9968857E+004, 4.9968855E+004, 5.4868279E+001, 5.4670684E+001, 5.4737274E+001, 1.5976486E+000, 1.5986116E+000, 1.5982870E+000
 1.8602098E+002, 4.9968853E+004, 4.9968853E+004, 4.9968851E+004, 5.4868953E+001, 5.4680681E+001, 5.4721777E+001, 1.5976453E+000, 1.5985628E+000, 1.5983625E+000
 1.8665344E+002, 4.9968849E+004, 4.9968849E+004, 4.9968847E+004, 5.4869637E+001, 5.4690903E+001, 5.4708444E+001, 1.5976419E+000, 1.5985130E+000, 1.5984274E+000
 1.8720683E+002, 4.9968846E+004, 4.9968846E+004, 4.9968844E+004, 5.4870299E+001, 5.4700748E+001, 5.4696938E+001, 1.5976387E+000, 1.5984649E+000, 1.5984835E+000
 1.8783929E+002, 4.9968843E+004, 4.9968843E+004, 4.9968841E+004, 5.4870931E+001, 5.4709613E+001, 5.4687430E+001, 1.5976356E+000, 1.5984217E+000, 1.5985298E+000
 1.8847176E+002, 4.9968839E+004, 4.9968839E+004, 4.9968837E+004, 5.4871578E+001, 5.4717521E+001, 5.4679875E+001, 1.5976324E+000, 1.5983831E+000, 1.5985666E+000
 1.8902515E+002, 4.9968837E+004, 4.9968837E+004, 4.9968835E+004, 5.4872189E+001, 5.4723268E+001, 5.4675881E+001, 1.5976294E+000, 1.5983550E+000, 1.5985861E+000
 1.8965761E+002, 4.9968834E+004, 4.9968834E+004, 4.9968832E+004, 5.4872847E+001, 5.4727470E+001, 5.4675765E+001, 1.5976261E+000, 1.5983345E+000, 1.5985866E+000
 1.9021100E+002, 4.9968832E+004, 4.9968831E+004, 4.9968830E+004, 5.4873601E+001, 5.4730657E+001, 5.4680005E+001, 1.5976224E+000, 1.5983190E+000, 1.5985659E+000
 1.9084346E+002, 4.9968829E+004, 4.9968829E+004, 4.9968827E+004, 5.4874502E+001, 5.4733566E+001, 5.4689177E+001, 1.5976180E+000, 1.5983047E+000, 1.5985212E+000
 1.9147591E+002, 4.9968827E+004, 4.9968827E+004, 4.9968825E+004, 5.4875669E+001, 5.4737370E+001, 5.4704080E+001, 1.5976123E+000, 1.5982862E+000, 1.5984485E+000
 1.9202931E+002, 4.9968825E+004, 4.9968825E+004, 4.9968823E+004, 5.4877005E+001, 5.4742355E+001, 5.4722090E+001, 1.5976058E+000, 1.5982619E+000, 1.5983606E+000
 1.9266177E+002, 4.9968824E+004, 4.9968823E+004, 4.9968821E+004, 5.4878652E+001, 5.4749125E+001, 5.4742702E+001, 1.5975978E+000, 1.5982288E+000, 1.5982602E+000
 1.9321516E+002, 4.9968822E+004, 4.9968822E+004, 4.9968820E+004, 5.4880688E+001, 5.4757429E+001, 5.4764045E+001, 1.5975878E+000, 1.5981884E+000, 1.5981561E+000
 1.9384763E+002, 4.9968821E+004, 4.9968820E+004, 4.9968819E+004, 5.4883257E+001, 5.4766719E+001, 5.4784220E+001, 1.5975753E+000, 1.5981431E+000, 1.5980578E+000
 1.9440102E+002, 4.9968820E+004, 4.9968819E+004, 4.9968818E+004, 5.4886473E+001, 5.4776250E+001, 5.4801720E+001, 1.5975596E+000, 1.5980966E+000, 1.5979725E+000
 1.9503348E+002, 4.9968819E+004, 4.9968819E+004, 4.9968817E+004, 5.4890493E+001, 5.4785594E+001, 5.4815459E+001, 1.5975400E+000, 1.5980511E+000, 1.5979055E+000
 1.9566592E+002, 4.9968819E+004, 4.9968818E+004, 4.9968817E+004, 5.4895726E+001, 5.4795508E+001, 5.4825962E+001, 1.5975146E+000, 1.5980028E+000, 1.5978544E+000
 1.9621933E+002, 4.9968819E+004, 4.9968819E+004, 4.9968817E+004, 5.4901506E+001, 5.4805422E+001, 5.4832569E+001, 1.5974864E+000, 1.5979544E+000, 1.5978222E+000
 1.9685179E+002, 4.9968820E+004, 4.9968819E+004, 4.9968818E+004, 5.4908051E+001, 5.4816848E+001, 5.4837160E+001, 1.5974546E+000, 1.5978988E+000, 1.5977998E+000
 1.9740518E+002, 4.9968821E+004, 4.9968821E+004, 4.9968819E+004, 5.4915140E+001, 5.4830303E+001, 5.4841124E+001, 1.5974200E+000, 1.5978332E+000, 1.5977805E+000
 1.9803764E+002, 4.9968823E+004, 4.9968822E+004, 4.9968821E+004, 5.4922533E+001, 5.4845912E+001, 5.4845613E+001, 1.5973841E+000, 1.5977572E+000, 1.5977587E+000
 1.9867009E+002, 4.9968826E+004, 4.9968825E+004, 4.9968824E+004, 5.4930385E+001, 5.4864262E+001, 5.4851783E+001, 1.5973459E+000, 1.5976679E+000, 1.5977287E+000
 1.9922350E+002, 4.9968828E+004, 4.9968827E+004, 4.9968826E+004, 5.4937335E+001, 5.4882210E+001, 5.4859068E+001, 1.5973121E+000, 1.5975805E+000, 1.5976932E+000
 1.9985594E+002, 4.9968831E+004, 4.9968831E+004, 4.9968830E+004, 5.4943411E+001, 5.4900060E+001, 5.4867591E+001, 1.5972825E+000, 1.5974936E+000, 1.5976517E+000
 2.0040935E+002, 4.9968835E+004, 4.9968834E+004, 4.9968833E+004, 5.4948185E+001, 5.4917236E+001, 5.4876815E+001, 1.5972593E+000, 1.5974100E+000, 1.5976068E+000
 2.0104181E+002, 4.9968839E+004, 4.9968838E+004, 4.9968837E+004, 5.4951132E+001, 5.4933267E+001, 5.4886262E+001, 1.5972450E+000, 1.5973320E+000, 1.5975609E+000
 2.0167426E+002, 4.9968843E+004, 4.9968842E+004, 4.9968841E+004, 5.4951908E+001, 5.4948598E+001, 5.4896212E+001, 1.5972413E+000, 1.5972574E+000, 1.5975125E+000
 2.0222766E+002, 4.9968847E+004, 4.9968846E+004, 4.9968846E+004, 5.4950165E+001, 5.4960534E+001, 5.4905290E+001, 1.5972498E+000, 1.5971993E+000, 1.5974683E+000
 2.0286011E+002, 4.9968851E+004, 4.9968850E+004, 4.9968850E+004, 5.4945830E+001, 5.4968858E+001, 5.4914080E+001, 1.5972709E+000, 1.5971588E+000, 1.5974255E+000
 2.0341351E+002, 4.9968855E+004, 4.9968854E+004, 4.9968854E+004, 5.4939036E+001, 5.4972455E+001, 5.4922496E+001, 1.5973041E+000, 1.5971414E+000, 1.5973846E+000
 2.0404596E+002, 4.9968859E+004, 4.9968858E+004, 4.9968858E+004, 5.4929908E+001, 5.4970047E+001, 5.4930234E+001, 1.5973486E+000, 1.5971531E+000, 1.5973470E+000
 2.0467842E+002, 4.9968864E+004, 4.9968862E+004, 4.9968862E+004, 5.4918404E+001, 5.4960862E+001, 5.4937239E+001, 1.5974046E+000, 1.5971979E+000, 1.5973129E+000
 2.0523183E+002, 4.9968867E+004, 4.9968866E+004, 4.9968866E+004, 5.4907283E+001, 5.4947191E+001, 5.4942080E+001, 1.5974588E+000, 1.5972645E+000, 1.5972894E+000
 2.0586427E+002, 4.9968871E+004, 4.9968870E+004, 4.9968870E+004, 5.4897910E+001, 5.4930990E+001, 5.4944734E+001, 1.5975045E+000, 1.5973434E+000, 1.5972765E+000
 2.0641768E+002, 4.9968874E+004, 4.9968873E+004, 4.9968874E+004, 5.4892370E+001, 5.4915454E+001, 5.4945117E+001, 1.5975315E+000, 1.5974191E+000, 1.5972747E+000
 2.0705013E+002, 4.9968878E+004, 4.9968877E+004, 4.9968877E+004, 5.4892286E+001, 5.4903703E+001, 5.4943269E+001, 1.5975319E+000, 1.5974763E+000, 1.5972837E+000
 2.0760353E+002, 4.9968881E+004, 4.9968880E+004, 4.9968880E+004, 5.4896866E+001, 5.4897527E+001, 5.4939662E+001, 1.5975097E+000, 1.5975065E+000, 1.5973013E+000
 2.0823598E+002, 4.9968884E+004, 4.9968883E+004, 4.9968884E+004, 5.4903063E+001, 5.4897504E+001, 5.4934722E+001, 1.5974795E+000, 1.5975066E+000, 1.5973254E+000
 2.0886844E+002, 4.9968887E+004, 4.9968886E+004, 4.9968887E+004, 5.4906155E+001, 5.4902470E+001, 5.4928556E+001, 1.5974645E+000, 1.5974824E+000, 1.5973554E+000
 2.0942184E+002, 4.9968889E+004, 4.9968889E+004, 4.9968890E+004, 5.4902166E+001, 5.4909247E+001, 5.4922292E+001, 1.5974840E+000, 1.5974495E+000, 1.5973860E+000
 2.1005429E+002, 4.9968892E+004, 4.9968892E+004, 4.9968892E+004, 5.4891101E+001, 5.4915314E+001, 5.4915779E+001, 1.5975379E+000, 1.5974200E+000, 1.5974177E+000
 2.1060770E+002, 4.9968895E+004, 4.9968894E+004, 4.9968895E+004, 5.4876540E+001, 5.4918673E+001, 5.4909145E+001, 1.5976088E+000, 1.5974036E+000, 1.5974500E+000
 2.1124014E+002, 4.9968898E+004, 4.9968897E+004, 4.9968898E+004, 5.4863793E+001, 5.4918075E+001, 5.4902451E+001, 1.5976709E+000, 1.5974066E+000, 1.5974827E+000
 2.1187260E+002, 4.9968901E+004, 4.9968900E+004, 4.9968901E+004, 5.4857922E+001, 5.4912961E+001, 5.4895287E+001, 1.5976996E+000, 1.5974315E+000, 1.5975176E+000
 2.1242599E+002, 4.9968904E+004, 4.9968903E+004, 4.9968904E+004, 5.4862713E+001, 5.4904321E+001, 5.4888565E+001, 1.5976763E+000, 1.5974736E+000, 1.5975503E+000
 2.1305846E+002, 4.9968907E+004, 4.9968906E+004, 4.9968907E+004, 5.4877683E+001, 5.4892460E+001, 5.4881838E+001, 1.5976034E+000, 1.5975314E+000, 1.5975831E+000
 2.1361186E+002, 4.9968910E+004, 4.9968910E+004, 4.9968911E+004, 5.4899776E+001, 5.4878153E+001, 5.4875095E+001, 1.5974958E+000, 1.5976011E+000, 1.5976160E+000
 2.1424431E+002, 4.9968914E+004, 4.9968913E+004, 4.9968914E+004, 5.4925411E+001, 5.4862008E+001, 5.4868315E+001, 1.5973710E+000, 1.5976798E+000, 1.5976491E+000
 2.1487677E+002, 4.9968918E+004, 4.9968917E+004, 4.9968919E+004, 5.4952202E+001, 5.4843881E+001, 5.4861024E+001, 1.5972406E+000, 1.5977681E+000, 1.5976846E+000
 2.1543016E+002, 4.9968922E+004, 4.9968922E+004, 4.9968923E+004, 5.4973340E+001, 5.4827218E+001, 5.4854123E+001, 1.5971378E+000, 1.5978494E+000, 1.5977183E+000
 2.1606262E+002, 4.9968927E+004, 4.9968926E+004, 4.9968927E+004, 5.4987750E+001, 5.4812231E+001, 5.4847163E+001, 1.5970677E+000, 1.5979224E+000, 1.5977522E+000
 2.1661601E+002, 4.9968932E+004, 4.9968931E+004, 4.9968932E+004, 5.4994445E+001, 5.4800015E+001, 5.4840180E+001, 1.5970352E+000, 1.5979820E+000, 1.5977863E+000
 2.1724847E+002, 4.9968937E+004, 4.9968936E+004, 4.9968937E+004, 5.4993637E+001, 5.4791541E+001, 5.4833247E+001, 1.5970392E+000, 1.5980233E+000, 1.5978201E+000
 2.1780188E+002, 4.9968942E+004, 4.9968941E+004, 4.9968943E+004, 5.4987911E+001, 5.4786877E+001, 5.4826486E+001, 1.5970671E+000, 1.5980461E+000, 1.5978531E+000
 2.1843433E+002, 4.9968948E+004, 4.9968947E+004, 4.9968948E+004, 5.4980435E+001, 5.4785687E+001, 5.4820096E+001, 1.5971035E+000, 1.5980520E+000, 1.5978843E+000
 2.1906679E+002, 4.9968954E+004, 4.9968954E+004, 4.9968955E+004, 5.4974151E+001, 5.4786898E+001, 5.4813961E+001, 1.5971342E+000, 1.5980462E+000, 1.5979143E+000
 2.1962018E+002, 4.9968961E+004, 4.9968960E+004, 4.9968961E+004, 5.4971906E+001, 5.4789037E+001, 5.4809174E+001, 1.5971452E+000, 1.5980358E+000, 1.5979377E+000
 2.2025264E+002, 4.9968967E+004, 4.9968966E+004, 4.9968968E+004, 5.4973812E+001, 5.4791125E+001, 5.4805735E+001, 1.5971360E+000, 1.5980257E+000, 1.5979545E+000
 2.2080603E+002, 4.9968974E+004, 4.9968973E+004, 4.9968974E+004, 5.4978911E+001, 5.4792869E+001, 5.4803949E+001, 1.5971112E+000, 1.5980173E+000, 1.5979633E+000
 2.2143849E+002, 4.9968981E+004, 4.9968980E+004, 4.9968981E+004, 5.4985716E+001, 5.4794847E+001, 5.4804231E+001, 1.5970782E+000, 1.5980077E+000, 1.5979620E+000
 2.2207095E+002, 4.9968988E+004, 4.9968988E+004, 4.9968989E+004, 5.4992626E+001, 5.4798697E+001, 5.4806984E+001, 1.5970446E+000, 1.5979890E+000, 1.5979486E+000
 2.2262434E+002, 4.9968996E+004, 4.9968995E+004, 4.9968996E+004, 5.4997066E+001, 5.4805680E+001, 5.4811912E+001, 1.5970231E+000, 1.5979551E+000, 1.5979247E+000
 2.2325681E+002, 4.9969003E+004, 4.9969002E+004, 4.9969003E+004, 5.4998440E+001, 5.4817718E+001, 5.4819005E+001, 1.5970165E+000, 1.5978965E+000, 1.5978902E+000
 2.2381020E+002, 4.9969010E+004, 4.9969009E+004, 4.9969010E+004, 5.4996814E+001, 5.4835595E+001, 5.4827774E+001, 1.5970245E+000, 1.5978095E+000, 1.5978476E+000
 2.2444266E+002, 4.9969017E+004, 4.9969016E+004, 4.9969018E+004, 5.4992830E+001, 5.4859712E+001, 5.4837689E+001, 1.5970439E+000, 1.5976921E+000, 1.5977993E+000
 2.2507512E+002, 4.9969025E+004, 4.9969024E+004, 4.9969025E+004, 5.4987512E+001, 5.4891101E+001, 5.4848720E+001, 1.5970699E+000, 1.5975393E+000, 1.5977457E+000
 2.2562851E+002, 4.9969032E+004, 4.9969031E+004, 4.9969033E+004, 5.4982927E+001, 5.4924090E+001, 5.4858826E+001, 1.5970923E+000, 1.5973787E+000, 1.5976965E+000
 2.2626097E+002, 4.9969040E+004, 4.9969039E+004, 4.9969040E+004, 5.4979876E+001, 5.4958371E+001, 5.4868178E+001, 1.5971072E+000, 1.5972119E+000, 1.5976511E+000
 2.2681436E+002, 4.9969047E+004, 4.9969046E+004, 4.9969047E+004, 5.4978819E+001, 5.4991830E+001, 5.4876547E+001, 1.5971124E+000, 1.5970491E+000, 1.5976104E+000
 2.2744682E+002, 4.9969054E+004, 4.9969053E+004, 4.9969054E+004, 5.4979803E+001, 5.5022822E+001, 5.4883844E+001, 1.5971077E+000, 1.5968984E+000, 1.5975749E+000
 2.2800021E+002, 4.9969061E+004, 4.9969060E+004, 4.9969062E+004, 5.4982260E+001, 5.5050686E+001, 5.4890230E+001, 1.5970958E+000, 1.5967629E+000, 1.5975439E+000
 2.2863268E+002, 4.9969069E+004, 4.9969068E+004, 4.9969069E+004, 5.4985519E+001, 5.5075357E+001, 5.4895869E+001, 1.5970801E+000, 1.5966429E+000, 1.5975165E+000
 2.2926514E+002, 4.9969077E+004, 4.9969076E+004, 4.9969077E+004, 5.4989073E+001, 5.5099442E+001, 5.4901335E+001, 1.5970628E+000, 1.5965259E+000, 1.5974900E+000
 2.2981853E+002, 4.9969084E+004, 4.9969083E+004, 4.9969084E+004, 5.4991983E+001, 5.5121397E+001, 5.4906137E+001, 1.5970488E+000, 1.5964192E+000, 1.5974667E+000
 2.3045099E+002, 4.9969091E+004, 4.9969090E+004, 4.9969091E+004, 5.4994237E+001, 5.5143900E+001, 5.4910770E+001, 1.5970379E+000, 1.5963098E+000, 1.5974442E+000
 2.3100438E+002, 4.9969099E+004, 4.9969098E+004, 4.9969099E+004, 5.4995856E+001, 5.5167252E+001, 5.4915348E+001, 1.5970301E+000, 1.5961963E+000, 1.5974220E+000
 2.3163684E+002, 4.9969106E+004, 4.9969105E+004, 4.9969106E+004, 5.4996941E+001, 5.5190851E+001, 5.4919948E+001, 1.5970249E+000, 1.5960817E+000, 1.5973997E+000
 2.3226929E+002, 4.9969115E+004, 4.9969113E+004, 4.9969115E+004, 5.4997727E+001, 5.5214674E+001, 5.4924940E+001, 1.5970211E+000, 1.5959660E+000, 1.5973754E+000
 2.3282269E+002, 4.9969122E+004, 4.9969121E+004, 4.9969122E+004, 5.4998279E+001, 5.5233863E+001, 5.4929733E+001, 1.5970185E+000, 1.5958728E+000, 1.5973522E+000
 2.3345515E+002, 4.9969130E+004, 4.9969129E+004, 4.9969130E+004, 5.4998767E+001, 5.5248017E+001, 5.4934639E+001, 1.5970162E+000, 1.5958041E+000, 1.5973284E+000
 2.3400854E+002, 4.9969138E+004, 4.9969137E+004, 4.9969138E+004, 5.4999253E+001, 5.5256100E+001, 5.4939623E+001, 1.5970139E+000, 1.5957649E+000, 1.5973042E+000
 2.3464101E+002, 4.9969146E+004, 4.9969145E+004, 4.9969145E+004, 5.4999757E+001, 5.5257404E+001, 5.4944619E+001, 1.5970116E+000, 1.5957587E+000, 1.5972800E+000
 2.3527345E+002, 4.9969154E+004, 4.9969153E+004, 4.9969154E+004, 5.5000302E+001, 5.5252144E+001, 5.4949852E+001, 1.5970090E+000, 1.5957843E+000, 1.5972546E+000
 2.3582686E+002, 4.9969162E+004, 4.9969161E+004, 4.9969161E+004, 5.5000803E+001, 5.5242282E+001, 5.4954548E+001, 1.5970066E+000, 1.5958323E+000, 1.5972318E+000
 2.3645930E+002, 4.9969169E+004, 4.9969168E+004, 4.9969169E+004, 5.5001272E+001, 5.5229310E+001, 5.4958912E+001, 1.5970044E+000, 1.5958954E+000, 1.5972106E+000
 2.3701271E+002, 4.9969177E+004, 4.9969176E+004, 4.9969177E+004, 5.5001698E+001, 5.5215242E+001, 5.4962863E+001, 1.5970025E+000, 1.5959639E+000, 1.5971915E+000
 2.3764517E+002, 4.9969185E+004, 4.9969184E+004, 4.9969184E+004, 5.5002072E+001, 5.5201813E+001, 5.4966333E+001, 1.5970007E+000, 1.5960292E+000, 1.5971747E+000
 2.3827762E+002, 4.9969192E+004, 4.9969191E+004, 4.9969192E+004, 5.5002414E+001, 5.5189568E+001, 5.4969534E+001, 1.5969991E+000, 1.5960888E+000, 1.5971592E+000
 2.3883102E+002, 4.9969199E+004, 4.9969199E+004, 4.9969199E+004, 5.5002683E+001, 5.5180699E+001, 5.4972143E+001, 1.5969979E+000, 1.5961320E+000, 1.5971465E+000
 2.3946347E+002, 4.9969206E+004, 4.9969205E+004, 4.9969206E+004, 5.5002901E+001, 5.5174561E+001, 5.4974505E+001, 1.5969969E+000, 1.5961619E+000, 1.5971351E+000
 2.4001688E+002, 4.9969213E+004, 4.9969212E+004, 4.9969212E+004, 5.5003070E+001, 5.5170733E+001, 5.4976798E+001, 1.5969962E+000, 1.5961806E+000, 1.5971240E+000
 2.4064932E+002, 4.9969219E+004, 4.9969218E+004, 4.9969219E+004, 5.5003186E+001, 5.5168684E+001, 5.4979200E+001, 1.5969957E+000, 1.5961906E+000, 1.5971124E+000
 2.4120273E+002, 4.9969225E+004, 4.9969224E+004, 4.9969225E+004, 5.5003257E+001, 5.5167514E+001, 5.4981855E+001, 1.5969954E+000, 1.5961964E+000, 1.5970995E+000
 2.4183519E+002, 4.9969231E+004, 4.9969230E+004, 4.9969230E+004, 5.5003294E+001, 5.5166334E+001, 5.4984879E+001, 1.5969953E+000, 1.5962022E+000, 1.5970849E+000
 2.4246764E+002, 4.9969236E+004, 4.9969236E+004, 4.9969236E+004, 5.5003317E+001, 5.5164114E+001, 5.4988549E+001, 1.5969952E+000, 1.5962130E+000, 1.5970671E+000
 2.4302104E+002, 4.9969242E+004, 4.9969241E+004, 4.9969241E+004, 5.5003338E+001, 5.5160437E+001, 5.4992391E+001, 1.5969952E+000, 1.5962310E+000, 1.5970484E+000
 2.4365349E+002, 4.9969246E+004, 4.9969246E+004, 4.9969246E+004, 5.5003358E+001, 5.5154702E+001, 5.4996575E+001, 1.5969951E+000, 1.5962589E+000, 1.5970281E+000
 2.4420689E+002, 4.9969251E+004, 4.9969251E+004, 4.9969251E+004, 5.5003346E+001, 5.5146864E+001, 5.5001004E+001, 1.5969952E+000, 1.5962971E+000, 1.5970066E+000
 2.4483934E+002, 4.9969255E+004, 4.9969255E+004, 4.9969255E+004, 5.5003236E+001, 5.5137038E+001, 5.5005600E+001, 1.5969958E+000, 1.5963449E+000, 1.5969843E+000
 2.4547180E+002, 4.9969260E+004, 4.9969259E+004, 4.9969260E+004, 5.5002902E+001, 5.5125038E+001, 5.5010596E+001, 1.5969975E+000, 1.5964033E+000, 1.5969600E+000
 2.4602521E+002, 4.9969264E+004, 4.9969263E+004, 4.9969264E+004, 5.5002271E+001, 5.5113188E+001, 5.5015296E+001, 1.5970006E+000, 1.5964610E+000, 1.5969372E+000
 2.4665765E+002, 4.9969267E+004, 4.9969267E+004, 4.9969267E+004, 5.5001217E+001, 5.5101740E+001, 5.5019980E+001, 1.5970058E+000, 1.5965167E+000, 1.5969144E+000
 2.4721106E+002, 4.9969271E+004, 4.9969271E+004, 4.9969271E+004, 5.4999709E+001, 5.5091571E+001, 5.5024638E+001, 1.5970131E+000, 1.5965662E+000, 1.5968918E+000
 2.4784351E+002, 4.9969274E+004, 4.9969274E+004, 4.9969274E+004, 5.4997757E+001, 5.5083444E+001, 5.5029272E+001, 1.5970227E+000, 1.5966058E+000, 1.5968693E+000
 2.4847597E+002, 4.9969278E+004, 4.9969277E+004, 4.9969278E+004, 5.4995328E+001, 5.5077282E+001, 5.5034196E+001, 1.5970345E+000, 1.5966358E+000, 1.5968454E+000
 2.4902937E+002, 4.9969281E+004, 4.9969280E+004, 4.9969281E+004, 5.4992906E+001, 5.5073641E+001, 5.5038797E+001, 1.5970463E+000, 1.5966535E+000, 1.5968230E+000
