s,kW,kW,kW,kW,kg/s,atm
 1.1910616E+002, 1.5829236E+002, 8.5179900E+001, 2.1592610E+001, 1.4736245E+002, 3.3840503E-003, 1.0601309E+000
 1.1940704E+002, 1.4996085E+002, 8.2940152E+001, 2.1200640E+001, 1.4601055E+002, 3.3840503E-003, 1.0593222E+000
 1.1970029E+002, 1.5860928E+002, 8.6226422E+001, 2.0798214E+001, 1.4694361E+002, 3.3840503E-003, 1.0586945E+000
 1.2000819E+002, 1.6305526E+002, 8.6690658E+001, 2.0907729E+001, 1.4997015E+002, 3.3840503E-003, 1.0582155E+000
 1.2030144E+002, 1.6464492E+002, 8.7084000E+001, 2.1067864E+001, 1.5145420E+002, 3.3840503E-003, 1.0578074E+000
 1.2060934E+002, 1.5846362E+002, 8.5418568E+001, 2.0873400E+001, 1.5259285E+002, 3.3840503E-003, 1.0571292E+000
 1.2090552E+002, 1.5265019E+002, 8.4403562E+001, 2.0878341E+001, 1.5193108E+002, 3.3840503E-003, 1.0562221E+000
 1.2121196E+002, 1.6279172E+002, 8.7472123E+001, 2.0973891E+001, 1.5055882E+002, 3.3840503E-003, 1.0556154E+000
 1.2150227E+002, 1.6671399E+002, 8.7231495E+001, 2.0533301E+001, 1.5169244E+002, 3.3840503E-003, 1.0553675E+000
 1.2181194E+002, 1.5482750E+002, 8.4112564E+001, 2.0359397E+001, 1.4968773E+002, 3.3840503E-003, 1.0547057E+000
 1.2210942E+002, 1.6069046E+002, 8.6542647E+001, 2.0333331E+001, 1.4873019E+002, 3.3840503E-003, 1.0542039E+000
 1.2240742E+002, 1.6356062E+002, 8.6715360E+001, 1.9994633E+001, 1.4934804E+002, 3.3840503E-003, 1.0539000E+000
 1.2270070E+002, 1.6049689E+002, 8.6161276E+001, 2.0017281E+001, 1.4933753E+002, 3.3840503E-003, 1.0534726E+000
 1.2301814E+002, 1.6091127E+002, 8.6230878E+001, 1.9975180E+001, 1.4942552E+002, 3.3840503E-003, 1.0530115E+000
 1.2330390E+002, 1.5984591E+002, 8.6262030E+001, 1.9349570E+001, 1.4989823E+002, 3.3840503E-003, 1.0525397E+000
 1.2360528E+002, 1.6449477E+002, 8.8100701E+001, 1.9509198E+001, 1.5104205E+002, 3.3840503E-003, 1.0521208E+000
 1.2391177E+002, 1.6528002E+002, 8.7697120E+001, 1.9228180E+001, 1.5247191E+002, 3.3840503E-003, 1.0518055E+000
 1.2420792E+002, 1.5414565E+002, 8.4925773E+001, 1.9115440E+001, 1.5076811E+002, 3.3840503E-003, 1.0510320E+000
 1.2450405E+002, 1.6526625E+002, 8.8631826E+001, 1.9280525E+001, 1.5192928E+002, 3.3840503E-003, 1.0505925E+000
 1.2480019E+002, 1.5708181E+002, 8.5490413E+001, 1.8850048E+001, 1.5242862E+002, 3.3840503E-003, 1.0499511E+000
 1.2511113E+002, 1.6176196E+002, 8.7737863E+001, 1.8626481E+001, 1.5245875E+002, 3.3840503E-003, 1.0493382E+000
 1.2540727E+002, 1.5472560E+002, 8.5564777E+001, 1.8777401E+001, 1.5333571E+002, 3.3840503E-003, 1.0484816E+000
 1.2570341E+002, 1.6249578E+002, 8.7735698E+001, 1.8724572E+001, 1.5302764E+002, 3.3840503E-003, 1.0479551E+000
 1.2601435E+002, 1.5522606E+002, 8.4944193E+001, 1.8478819E+001, 1.5200498E+002, 3.3840503E-003, 1.0472563E+000
 1.2631049E+002, 1.6425922E+002, 8.8804819E+001, 1.8344991E+001, 1.5195333E+002, 3.3840503E-003, 1.0467590E+000
 1.2660663E+002, 1.6121761E+002, 8.7809361E+001, 1.8237966E+001, 1.5356291E+002, 3.3840503E-003, 1.0462165E+000
 1.2691326E+002, 1.5770776E+002, 8.6402407E+001, 1.7985071E+001, 1.5347407E+002, 3.3840503E-003, 1.0455585E+000
 1.2720907E+002, 1.6198553E+002, 8.7858638E+001, 1.7931540E+001, 1.5275187E+002, 3.3840503E-003, 1.0450681E+000
 1.2750819E+002, 1.5577309E+002, 8.5775237E+001, 1.7775653E+001, 1.5294868E+002, 3.3840503E-003, 1.0444320E+000
 1.2781316E+002, 1.4901193E+002, 8.4596014E+001, 1.7913496E+001, 1.4924033E+002, 3.3840503E-003, 1.0434781E+000
 1.2810469E+002, 1.4969327E+002, 8.4360996E+001, 1.7432866E+001, 1.4909181E+002, 3.3840503E-003, 1.0426523E+000
 1.2841249E+002, 1.6595898E+002, 8.8148175E+001, 1.7374561E+001, 1.5237474E+002, 3.3840503E-003, 1.0423875E+000
 1.2871170E+002, 1.5129066E+002, 8.3981443E+001, 1.7081873E+001, 1.5011922E+002, 3.3840503E-003, 1.0416309E+000
 1.2901091E+002, 1.5418382E+002, 8.4631427E+001, 1.6755237E+001, 1.5038081E+002, 3.3840503E-003, 1.0410479E+000
 1.2930460E+002, 1.4587253E+002, 8.2734764E+001, 1.6923384E+001, 1.4804591E+002, 3.3840503E-003, 1.0401136E+000
 1.2960789E+002, 1.4498973E+002, 8.1841207E+001, 1.6938878E+001, 1.4809393E+002, 3.3840503E-003, 1.0391921E+000
 1.2991078E+002, 1.3297333E+002, 7.8948505E+001, 1.6490518E+001, 1.4638103E+002, 3.3840503E-003, 1.0378236E+000
 1.3021365E+002, 1.1192452E+002, 7.3920813E+001, 1.5398241E+001, 1.4186604E+002, 3.3840503E-003, 1.0356366E+000
 1.3051654E+002, 1.1298785E+002, 7.4215767E+001, 1.5045562E+001, 1.3929762E+002, 3.3840503E-003, 1.0335547E+000
 1.3080595E+002, 1.2529895E+002, 7.6771036E+001, 1.4658912E+001, 1.3826545E+002, 3.3840503E-003, 1.0320767E+000
 1.3111691E+002, 1.1907290E+002, 7.3051126E+001, 1.3798819E+001, 1.3805567E+002, 3.3840503E-003, 1.0305465E+000
 1.3140196E+002, 1.0940223E+002, 7.1033578E+001, 1.2944177E+001, 1.3492955E+002, 3.3840503E-003, 1.0287152E+000
 1.3170737E+002, 1.2035579E+002, 7.4527757E+001, 1.2239688E+001, 1.3480852E+002, 3.3840503E-003, 1.0272512E+000
 1.3201012E+002, 1.2602281E+002, 7.5800986E+001, 1.1625270E+001, 1.3445460E+002, 3.3840503E-003, 1.0260379E+000
 1.3230576E+002, 1.4218354E+002, 7.8627429E+001, 1.1190137E+001, 1.3636236E+002, 3.3840503E-003, 1.0255918E+000
 1.3260822E+002, 1.1914823E+002, 7.1100370E+001, 1.0743156E+001, 1.3419538E+002, 3.3840503E-003, 1.0245098E+000
 1.3291559E+002, 9.7455966E+001, 6.6721512E+001, 1.0436402E+001, 1.2977937E+002, 3.3840503E-003, 1.0225367E+000
 1.3321623E+002, 8.4985450E+001, 6.5020355E+001, 9.5844767E+000, 1.2592934E+002, 3.3840503E-003, 1.0200043E+000
 1.3351840E+002, 8.8383158E+001, 6.6476652E+001, 8.2284595E+000, 1.2511667E+002, 3.3840503E-003, 1.0175738E+000
 1.3382059E+002, 9.5639481E+001, 6.7876612E+001, 7.0631170E+000, 1.2462478E+002, 3.3840503E-003, 1.0155083E+000
 1.3411555E+002, 8.7224565E+001, 6.3852834E+001, 5.8740716E+000, 1.2407383E+002, 3.3840503E-003, 1.0135270E+000
 1.3440587E+002, 4.4316230E+001, 5.2387766E+001, 3.6105617E+000, 1.1669563E+002, 3.3840503E-003, 1.0101913E+000
 1.3471150E+002, 3.8243625E+001, 5.3288219E+001,-3.1338228E+000, 1.0973110E+002, 3.3840503E-003, 1.0064639E+000
 1.3500998E+002, 3.0613792E+001, 5.0129960E+001,-6.9599542E+000, 1.0693415E+002, 3.3840503E-003, 1.0027936E+000
 1.3530576E+002, 2.6844871E+001, 4.8786873E+001,-9.9523626E+000, 1.0347474E+002, 3.3840503E-003, 9.9918845E-001
 1.3560808E+002, 2.5194054E+001, 4.7590537E+001,-1.3580690E+001, 1.0070769E+002, 3.3840503E-003, 9.9566519E-001
 1.3590466E+002, 2.0255045E+001, 4.5588396E+001,-1.5873645E+001, 9.7726341E+001, 3.3840503E-003, 9.9219688E-001
 1.3621536E+002, 1.3480106E+001, 4.3028849E+001,-1.7580361E+001, 9.4410079E+001, 3.3840503E-003, 9.8846109E-001
 1.3653181E+002, 1.3606939E+001, 4.2567517E+001,-1.9049269E+001, 9.1490971E+001, 3.3840503E-003, 9.8479435E-001
 1.3683832E+002, 1.0290856E+001, 4.0424094E+001,-2.0429475E+001, 8.9222412E+001, 3.3840503E-003, 9.8130072E-001
 1.3713211E+002, 9.3672355E+000, 3.9381037E+001,-2.2005548E+001, 8.7106495E+001, 3.3840503E-003, 9.7802384E-001
 1.3740231E+002, 1.0427419E+001, 3.9127651E+001,-2.3120829E+001, 8.5333010E+001, 3.3840503E-003, 9.7515011E-001
 1.3775198E+002, 8.5222513E+000, 3.7696375E+001,-2.4370308E+001, 8.3737337E+001, 3.3840503E-003, 9.7148942E-001
 1.3802304E+002, 7.7244965E+000, 3.6712810E+001,-2.5627094E+001, 8.2183784E+001, 3.3840503E-003, 9.6871142E-001
 1.3833206E+002, 4.4049819E+000, 3.5175546E+001,-2.6623541E+001, 8.0441645E+001, 3.3840503E-003, 9.6552225E-001
 1.3864107E+002, 4.5593840E+000, 3.4837195E+001,-2.7892498E+001, 7.8594500E+001, 3.3840503E-003, 9.6240954E-001
 1.3895009E+002, 4.7759833E+000, 3.4344710E+001,-2.8910379E+001, 7.7081940E+001, 3.3840503E-003, 9.5939473E-001
 1.3922820E+002, 5.2535662E+000, 3.3870260E+001,-2.9869399E+001, 7.5818504E+001, 3.3840503E-003, 9.5676991E-001
 1.3951146E+002, 6.6841078E+000, 3.3657804E+001,-3.0719053E+001, 7.4766870E+001, 3.3840503E-003, 9.5421782E-001
 1.3985136E+002, 6.8838181E+000, 3.2992254E+001,-3.1573928E+001, 7.3634283E+001, 3.3840503E-003, 9.5127378E-001
 1.4013463E+002, 7.7844902E+000, 3.2590468E+001,-3.2213076E+001, 7.2572256E+001, 3.3840503E-003, 9.4892879E-001
 1.4041789E+002, 8.6319576E+000, 3.2300603E+001,-3.2754668E+001, 7.1549787E+001, 3.3840503E-003, 9.4668809E-001
 1.4070116E+002, 9.3366438E+000, 3.1951626E+001,-3.3326648E+001, 7.0639241E+001, 3.3840503E-003, 9.4454692E-001
 1.4104108E+002, 9.4175214E+000, 3.1330584E+001,-3.3865081E+001, 6.9668027E+001, 3.3840503E-003, 9.4206339E-001
 1.4131271E+002, 9.6915928E+000, 3.0864469E+001,-3.4323720E+001, 6.8722436E+001, 3.3840503E-003, 9.4015705E-001
 1.4161778E+002, 9.8598097E+000, 3.0474256E+001,-3.4729057E+001, 6.7740873E+001, 3.3840503E-003, 9.3808022E-001
 1.4192285E+002, 1.0978653E+001, 3.0337217E+001,-3.4994389E+001, 6.6761907E+001, 3.3840503E-003, 9.3610643E-001
 1.4222791E+002, 1.2363363E+001, 3.0197488E+001,-3.5341006E+001, 6.5861886E+001, 3.3840503E-003, 9.3424437E-001
 1.4253297E+002, 1.5520753E+001, 3.0635668E+001,-3.5577198E+001, 6.5195410E+001, 3.3840503E-003, 9.3257959E-001
 1.4281375E+002, 1.7070369E+001, 3.0608504E+001,-3.5691287E+001, 6.4613126E+001, 3.3840503E-003, 9.3115663E-001
 1.4311659E+002, 2.2376599E+001, 3.1726643E+001,-3.5992671E+001, 6.4381817E+001, 3.3840503E-003, 9.2985753E-001
 1.4341060E+002, 2.7747942E+001, 3.2773814E+001,-3.6228058E+001, 6.4406585E+001, 3.3840503E-003, 9.2884431E-001
 1.4373450E+002, 2.6755325E+001, 3.1519631E+001,-3.6494954E+001, 6.4518491E+001, 3.3840503E-003, 9.2782047E-001
 1.4402242E+002, 2.7452384E+001, 3.1306038E+001,-3.6731633E+001, 6.4000313E+001, 3.3840503E-003, 9.2703041E-001
 1.4431033E+002, 1.8243686E+001, 2.8143986E+001,-3.6703014E+001, 6.2494768E+001, 3.3840503E-003, 9.2594321E-001
 1.4463425E+002, 2.0042690E+001, 2.8996597E+001,-3.6766939E+001, 6.0805570E+001, 3.3840503E-003, 9.2476573E-001
 1.4492360E+002, 2.6921352E+001, 3.0866200E+001,-3.6829962E+001, 6.0637240E+001, 3.3840503E-003, 9.2399350E-001
 1.4522095E+002, 2.7389382E+001, 3.0336662E+001,-3.6876001E+001, 6.0840124E+001, 3.3840503E-003, 9.2328357E-001
 1.4553035E+002, 3.4914606E+001, 3.2278323E+001,-3.7032370E+001, 6.1046068E+001, 3.3840503E-003, 9.2280909E-001
 1.4583357E+002, 4.5476968E+001, 3.4856935E+001,-3.7063911E+001, 6.2279200E+001, 3.3840503E-003, 9.2277488E-001
 1.4610785E+002, 6.3464885E+001, 3.9895330E+001,-3.6955744E+001, 6.4223984E+001, 3.3840503E-003, 9.2330925E-001
 1.4642360E+002, 7.4751393E+001, 4.1897457E+001,-3.6875581E+001, 6.7178837E+001, 3.3840503E-003, 9.2452281E-001
 1.4670018E+002, 9.0746311E+001, 4.5420698E+001,-3.6646069E+001, 7.0844305E+001, 3.3840503E-003, 9.2616081E-001
 1.4700504E+002, 1.0664117E+002, 4.8972380E+001,-3.6501382E+001, 7.4629213E+001, 3.3840503E-003, 9.2859747E-001
 1.4730989E+002, 1.0722382E+002, 4.7636114E+001,-3.6470909E+001, 7.7819678E+001, 3.3840503E-003, 9.3118002E-001
 1.4761475E+002, 1.0236731E+002, 4.6288073E+001,-3.5981457E+001, 7.9202978E+001, 3.3840503E-003, 9.3357277E-001
 1.4790654E+002, 1.0992564E+002, 5.0182475E+001,-3.5171682E+001, 7.9298675E+001, 3.3840503E-003, 9.3580800E-001
 1.4821793E+002, 1.4155789E+002, 5.8751113E+001,-3.4104363E+001, 8.5789057E+001, 3.3840503E-003, 9.3931106E-001
 1.4850537E+002, 1.4945393E+002, 5.9429293E+001,-3.2674113E+001, 9.1668016E+001, 3.3840503E-003, 9.4294931E-001
 1.4881418E+002, 1.3774184E+002, 5.5411637E+001,-3.1383349E+001, 9.1821835E+001, 3.3840503E-003, 9.4644591E-001
 1.4911751E+002, 1.2049347E+002, 5.1302773E+001,-3.0597185E+001, 8.9382263E+001, 3.3840503E-003, 9.4925946E-001
 1.4941640E+002, 1.0397813E+002, 4.8638741E+001,-2.9726240E+001, 8.7062164E+001, 3.3840503E-003, 9.5119920E-001
 1.4970474E+002, 9.2781654E+001, 4.6105396E+001,-2.9146841E+001, 8.6566469E+001, 3.3840503E-003, 9.5260056E-001
 1.5001033E+002, 9.7913763E+001, 4.9201108E+001,-2.8609929E+001, 8.5234584E+001, 3.3840503E-003, 9.5406181E-001
 1.5031137E+002, 8.1343436E+001, 4.3306020E+001,-2.8120486E+001, 8.5279055E+001, 3.3840503E-003, 9.5499666E-001
 1.5060236E+002, 7.4234859E+001, 4.2406560E+001,-2.7766824E+001, 8.2043303E+001, 3.3840503E-003, 9.5560917E-001
 1.5090590E+002, 7.6407944E+001, 4.3900142E+001,-2.7195850E+001, 7.9926920E+001, 3.3840503E-003, 9.5621866E-001
 1.5120117E+002, 8.0700824E+001, 4.4932286E+001,-2.6724240E+001, 8.0992950E+001, 3.3840503E-003, 9.5702170E-001
 1.5150471E+002, 8.6516307E+001, 4.6565552E+001,-2.6610168E+001, 8.1757581E+001, 3.3840503E-003, 9.5799336E-001
 1.5181735E+002, 8.1213580E+001, 4.4356185E+001,-2.6604438E+001, 8.2318173E+001, 3.3840503E-003, 9.5895740E-001
 1.5211786E+002, 8.5283172E+001, 4.6046445E+001,-2.5996769E+001, 8.0707841E+001, 3.3840503E-003, 9.5989131E-001
 1.5240836E+002, 1.0827019E+002, 5.3623002E+001,-2.5314161E+001, 8.1697718E+001, 3.3840503E-003, 9.6152896E-001
 1.5270218E+002, 1.2776574E+002, 5.8568517E+001,-2.5077332E+001, 8.6159156E+001, 3.3840503E-003, 9.6395718E-001
 1.5300827E+002, 1.2088297E+002, 5.4431432E+001,-2.4876093E+001, 8.9937476E+001, 3.3840503E-003, 9.6648120E-001
 1.5331479E+002, 9.1492287E+001, 4.5805849E+001,-2.4478821E+001, 8.7966829E+001, 3.3840503E-003, 9.6782041E-001
 1.5362129E+002, 9.4199806E+001, 4.8898080E+001,-2.3894690E+001, 8.4904589E+001, 3.3840503E-003, 9.6901756E-001
 1.5392781E+002, 1.0805955E+002, 5.3507305E+001,-2.3729516E+001, 8.6895151E+001, 3.3840503E-003, 9.7063363E-001
 1.5420367E+002, 9.1466487E+001, 4.7254006E+001,-2.3419161E+001, 8.8911930E+001, 3.3840503E-003, 9.7167436E-001
 1.5450699E+002, 6.6354906E+001, 4.0164631E+001,-2.3115990E+001, 8.5780218E+001, 3.3840503E-003, 9.7185132E-001
 1.5481451E+002, 5.9010544E+001, 4.0335539E+001,-2.3315754E+001, 8.0701462E+001, 3.3840503E-003, 9.7148073E-001
 1.5512682E+002, 6.2157970E+001, 4.1888856E+001,-2.3450576E+001, 7.9725906E+001, 3.3840503E-003, 9.7122226E-001
 1.5541917E+002, 5.4988352E+001, 3.9327053E+001,-2.3421973E+001, 8.0075621E+001, 3.3840503E-003, 9.7072161E-001
 1.5572881E+002, 5.1543081E+001, 3.8625965E+001,-2.3617663E+001, 7.9169265E+001, 3.3840503E-003, 9.7003442E-001
 1.5601151E+002, 5.2285887E+001, 3.8911162E+001,-2.3909884E+001, 7.8282222E+001, 3.3840503E-003, 9.6945764E-001
 1.5632956E+002, 5.2736298E+001, 3.9063675E+001,-2.4340409E+001, 7.7877361E+001, 3.3840503E-003, 9.6883547E-001
 1.5662640E+002, 4.8948601E+001, 3.7445223E+001,-2.4715967E+001, 7.7625895E+001, 3.3840503E-003, 9.6820678E-001
 1.5693739E+002, 4.4871997E+001, 3.6083144E+001,-2.5178755E+001, 7.6307598E+001, 3.3840503E-003, 9.6738351E-001
 1.5720950E+002, 4.0802361E+001, 3.4791662E+001,-2.5940946E+001, 7.4484037E+001, 3.3840503E-003, 9.6655556E-001
 1.5752049E+002, 3.7855513E+001, 3.3881277E+001,-2.6532139E+001, 7.2807037E+001, 3.3840503E-003, 9.6558921E-001
 1.5783147E+002, 2.9533332E+001, 3.1197191E+001,-2.7400224E+001, 7.0509277E+001, 3.3840503E-003, 9.6435173E-001
 1.5810358E+002, 2.9573666E+001, 3.1508715E+001,-2.8154554E+001, 6.8172143E+001, 3.3840503E-003, 9.6326950E-001
 1.5843788E+002, 2.8113370E+001, 3.0854318E+001,-2.8795561E+001, 6.6705201E+001, 3.3840503E-003, 9.6197277E-001
 1.5870300E+002, 2.3912905E+001, 2.9265627E+001,-2.9521090E+001, 6.5108738E+001, 3.3840503E-003, 9.6088688E-001
 1.5903226E+002, 2.3607171E+001, 2.9153951E+001,-2.9955043E+001, 6.3267909E+001, 3.3840503E-003, 9.5954797E-001
 1.5932388E+002, 2.4564306E+001, 2.9209742E+001,-3.0292960E+001, 6.1925377E+001, 3.3840503E-003, 9.5849326E-001
 1.5961983E+002, 2.2403200E+001, 2.8136407E+001,-3.0533360E+001, 6.0828512E+001, 3.3840503E-003, 9.5738135E-001
 1.5993286E+002, 2.4386091E+001, 2.8494308E+001,-3.0527095E+001, 5.9887298E+001, 3.3840503E-003, 9.5633500E-001
 1.6021016E+002, 2.5694278E+001, 2.8699822E+001,-3.0666468E+001, 5.9130375E+001, 3.3840503E-003, 9.5546834E-001
 1.6053223E+002, 3.4952489E+001, 3.1516944E+001,-3.0538897E+001, 5.9165183E+001, 3.3840503E-003, 9.5483577E-001
 1.6084982E+002, 4.7737920E+001, 3.5215068E+001,-3.0247491E+001, 6.0249373E+001, 3.3840503E-003, 9.5474972E-001
 1.6110745E+002, 5.5953814E+001, 3.7172631E+001,-3.0073575E+001, 6.2293271E+001, 3.3840503E-003, 9.5494561E-001
 1.6140359E+002, 6.4337227E+001, 3.9120804E+001,-2.9802856E+001, 6.5076625E+001, 3.3840503E-003, 9.5557703E-001
 1.6171320E+002, 7.0812910E+001, 4.0036234E+001,-2.9437673E+001, 6.7688294E+001, 3.3840503E-003, 9.5656021E-001
 1.6201521E+002, 7.5266080E+001, 4.0722879E+001,-2.8245232E+001, 6.8869830E+001, 3.3840503E-003, 9.5762549E-001
 1.6230833E+002, 8.1825297E+001, 4.2175088E+001,-2.7917310E+001, 7.0056270E+001, 3.3840503E-003, 9.5894055E-001
 1.6260146E+002, 7.0381402E+001, 3.7752790E+001,-2.8242010E+001, 7.0189730E+001, 3.3840503E-003, 9.5995817E-001
 1.6291568E+002, 4.9458975E+001, 3.1521354E+001,-2.8419748E+001, 6.7333279E+001, 3.3840503E-003, 9.6025647E-001
 1.6320007E+002, 3.0473472E+001, 2.7488937E+001,-2.9130323E+001, 6.1965631E+001, 3.3840503E-003, 9.5968926E-001
 1.6351031E+002, 3.0745146E+001, 2.9222439E+001,-2.9907926E+001, 5.9580411E+001, 3.3840503E-003, 9.5895040E-001
 1.6381538E+002, 3.4396860E+001, 3.0268810E+001,-3.0366222E+001, 6.0805235E+001, 3.3840503E-003, 9.5833862E-001
 1.6412822E+002, 3.2406141E+001, 2.9334922E+001,-3.0305162E+001, 6.1314970E+001, 3.3840503E-003, 9.5766348E-001
 1.6441261E+002, 3.0883145E+001, 2.8906536E+001,-3.0215741E+001, 6.0882419E+001, 3.3840503E-003, 9.5700380E-001
 1.6471407E+002, 3.0121182E+001, 2.8650597E+001,-3.0362039E+001, 6.0477232E+001, 3.3840503E-003, 9.5627107E-001
 1.6500691E+002, 3.6050412E+001, 3.0485035E+001,-3.0363423E+001, 6.0519136E+001, 3.3840503E-003, 9.5576769E-001
 1.6534001E+002, 4.4671875E+001, 3.2901375E+001,-3.0569213E+001, 6.1372411E+001, 3.3840503E-003, 9.5549986E-001
 1.6562505E+002, 6.2592352E+001, 3.8142012E+001,-3.0579002E+001, 6.3491326E+001, 3.3840503E-003, 9.5592108E-001
 1.6590436E+002, 7.7708566E+001, 4.1917331E+001,-3.0509414E+001, 6.7299205E+001, 3.3840503E-003, 9.5689922E-001
 1.6621669E+002, 7.9957831E+001, 4.0962812E+001,-2.9969073E+001, 7.0688328E+001, 3.3840503E-003, 9.5827453E-001
 1.6651813E+002, 8.2786180E+001, 4.1355744E+001,-2.9585019E+001, 7.0989988E+001, 3.3840503E-003, 9.5967855E-001
 1.6681450E+002, 6.4428301E+001, 3.5184801E+001,-2.8486505E+001, 7.0388570E+001, 3.3840503E-003, 9.6043734E-001
 1.6710741E+002, 5.3844619E+001, 3.3072345E+001,-2.8012374E+001, 6.6520226E+001, 3.3840503E-003, 9.6064122E-001
 1.6742041E+002, 5.5690327E+001, 3.4037238E+001,-2.7850526E+001, 6.5469692E+001, 3.3840503E-003, 9.6091451E-001
 1.6770901E+002, 4.8401805E+001, 3.1907308E+001,-2.7361615E+001, 6.4357336E+001, 3.3840503E-003, 9.6088688E-001
 1.6801535E+002, 4.8695531E+001, 3.2117955E+001,-2.7842083E+001, 6.3565833E+001, 3.3840503E-003, 9.6089424E-001
 1.6831973E+002, 4.5142341E+001, 3.0856463E+001,-2.7945654E+001, 6.3118315E+001, 3.3840503E-003, 9.6079180E-001
 1.6862299E+002, 4.0461358E+001, 2.9672811E+001,-2.8163581E+001, 6.2163142E+001, 3.3840503E-003, 9.6055537E-001
 1.6891614E+002, 3.3464852E+001, 2.7714668E+001,-2.8869552E+001, 6.0718849E+001, 3.3840503E-003, 9.6007657E-001
 1.6920155E+002, 3.8334335E+001, 2.9682232E+001,-2.9370075E+001, 5.9441884E+001, 3.3840503E-003, 9.5974800E-001
 1.6952773E+002, 4.5984247E+001, 3.1865793E+001,-2.9406552E+001, 5.9473108E+001, 3.3840503E-003, 9.5965937E-001
 1.6982851E+002, 5.0751522E+001, 3.2749570E+001,-2.9623547E+001, 6.0237154E+001, 3.3840503E-003, 9.5983598E-001
 1.7012239E+002, 4.8464060E+001, 3.1328774E+001,-2.9783783E+001, 6.0491744E+001, 3.3840503E-003, 9.6002719E-001
 1.7041220E+002, 5.0946307E+001, 3.1815775E+001,-2.9780158E+001, 6.0182230E+001, 3.3840503E-003, 9.6031723E-001
 1.7070201E+002, 4.5821054E+001, 2.9959029E+001,-2.9824850E+001, 5.9411037E+001, 3.3840503E-003, 9.6044923E-001
 1.7102805E+002, 4.8159443E+001, 3.0714156E+001,-2.9846011E+001, 5.9061195E+001, 3.3840503E-003, 9.6071020E-001
 1.7131784E+002, 4.3127928E+001, 2.9022997E+001,-3.0280834E+001, 5.8691115E+001, 3.3840503E-003, 9.6078716E-001
 1.7160765E+002, 4.0143000E+001, 2.8458976E+001,-3.0818973E+001, 5.7808047E+001, 3.3840503E-003, 9.6072560E-001
 1.7193369E+002, 3.8511694E+001, 2.8191515E+001,-3.0875649E+001, 5.7307624E+001, 3.3840503E-003, 9.6058850E-001
 1.7222350E+002, 4.0504397E+001, 2.9096639E+001,-3.0470823E+001, 5.7048535E+001, 3.3840503E-003, 9.6047569E-001
 1.7251913E+002, 4.7660043E+001, 3.1200357E+001,-3.0184377E+001, 5.7848088E+001, 3.3840503E-003, 9.6063928E-001
 1.7283270E+002, 4.8542798E+001, 3.0935469E+001,-2.9341106E+001, 5.8841934E+001, 3.3840503E-003, 9.6088540E-001
 1.7312395E+002, 5.2895766E+001, 3.2152381E+001,-2.9368757E+001, 5.8997218E+001, 3.3840503E-003, 9.6123010E-001
 1.7342682E+002, 5.4378955E+001, 3.2057721E+001,-2.8833474E+001, 5.9188754E+001, 3.3840503E-003, 9.6174263E-001
 1.7370123E+002, 4.0706309E+001, 2.7101703E+001,-2.8531931E+001, 5.8463066E+001, 3.3840503E-003, 9.6179731E-001
 1.7400931E+002, 4.2710523E+001, 2.8748341E+001,-2.9058353E+001, 5.6571890E+001, 3.3840503E-003, 9.6179513E-001
 1.7430991E+002, 4.0201294E+001, 2.8083342E+001,-2.8886207E+001, 5.6599768E+001, 3.3840503E-003, 9.6177646E-001
 1.7461050E+002, 3.5411749E+001, 2.6769549E+001,-2.8999286E+001, 5.5962142E+001, 3.3840503E-003, 9.6153118E-001
 1.7493576E+002, 3.8623804E+001, 2.8193926E+001,-2.8923645E+001, 5.5621716E+001, 3.3840503E-003, 9.6135947E-001
 1.7522675E+002, 3.7380472E+001, 2.7555805E+001,-2.8560286E+001, 5.5866167E+001, 3.3840503E-003, 9.6120054E-001
 1.7552863E+002, 2.8932220E+001, 2.4763717E+001,-2.8661805E+001, 5.4991582E+001, 3.3840503E-003, 9.6079312E-001
 1.7580870E+002, 3.2407447E+001, 2.6129107E+001,-2.8815412E+001, 5.3689449E+001, 3.3840503E-003, 9.6046872E-001
 1.7612878E+002, 3.1577960E+001, 2.5624607E+001,-2.9067474E+001, 5.3066224E+001, 3.3840503E-003, 9.6013892E-001
 1.7640884E+002, 3.2887695E+001, 2.5888267E+001,-2.9177273E+001, 5.2595584E+001, 3.3840503E-003, 9.5992516E-001
 1.7672893E+002, 3.5046893E+001, 2.6407386E+001,-2.9127788E+001, 5.2075432E+001, 3.3840503E-003, 9.5981586E-001
 1.7702100E+002, 3.2091861E+001, 2.5134013E+001,-2.9177736E+001, 5.1583747E+001, 3.3840503E-003, 9.5961278E-001
 1.7732909E+002, 3.8075299E+001, 2.6962370E+001,-2.9410714E+001, 5.1312373E+001, 3.3840503E-003, 9.5963329E-001
 1.7762186E+002, 4.1002931E+001, 2.7538594E+001,-2.9269520E+001, 5.1571844E+001, 3.3840503E-003, 9.5982540E-001
 1.7793315E+002, 4.5336405E+001, 2.8579367E+001,-2.9115534E+001, 5.2122427E+001, 3.3840503E-003, 9.6014620E-001
 1.7820552E+002, 5.0302598E+001, 2.9944205E+001,-2.8785063E+001, 5.3149497E+001, 3.3840503E-003, 9.6069004E-001
 1.7851682E+002, 5.4060037E+001, 3.0721338E+001,-2.8339349E+001, 5.4424432E+001, 3.3840503E-003, 9.6137207E-001
