s,kg,kg
 2.7939645E+002, 1.5023270E+002, 3.0030758E+000
 2.7976160E+002, 1.5023270E+002, 3.0030758E+000
 2.7994415E+002, 1.5023270E+002, 3.0030758E+000
 2.8030933E+002, 1.5023270E+002, 3.0030758E+000
 2.8067447E+002, 1.5023270E+002, 3.0030758E+000
 2.8085703E+002, 1.5023270E+002, 3.0030758E+000
 2.8122217E+002, 1.5023270E+002, 3.0030758E+000
 2.8140475E+002, 1.5023270E+002, 3.0030758E+000
 2.8176990E+002, 1.5023270E+002, 3.0030758E+000
 2.8213504E+002, 1.5023270E+002, 3.0030758E+000
 2.8231763E+002, 1.5023270E+002, 3.0030758E+000
 2.8268277E+002, 1.5023270E+002, 3.0030758E+000
 2.8304791E+002, 1.5023270E+002, 3.0030758E+000
 2.8323050E+002, 1.5023270E+002, 3.0030758E+000
 2.8359564E+002, 1.5023270E+002, 3.0030758E+000
 2.8396078E+002, 1.5023270E+002, 3.0030758E+000
 2.8414337E+002, 1.5023270E+002, 3.0030758E+000
 2.8450851E+002, 1.5023270E+002, 3.0030758E+000
 2.8487366E+002, 1.5023270E+002, 3.0030758E+000
 2.8505624E+002, 1.5023270E+002, 3.0030758E+000
 2.8542139E+002, 1.5023270E+002, 3.0030758E+000
 2.8560397E+002, 1.5023270E+002, 3.0030758E+000
 2.8596912E+002, 1.5023270E+002, 3.0030758E+000
 2.8633426E+002, 1.5023270E+002, 3.0030758E+000
 2.8651685E+002, 1.5023270E+002, 3.0030758E+000
 2.8688199E+002, 1.5023270E+002, 3.0030758E+000
 2.8724713E+002, 1.5023270E+002, 3.0030758E+000
 2.8742972E+002, 1.5023270E+002, 3.0030758E+000
 2.8779486E+002, 1.5023270E+002, 3.0030758E+000
 2.8816000E+002, 1.5023270E+002, 3.0030758E+000
 2.8834259E+002, 1.5023270E+002, 3.0030758E+000
 2.8870773E+002, 1.5023270E+002, 3.0030758E+000
 2.8907288E+002, 1.5023270E+002, 3.0030758E+000
 2.8925543E+002, 1.5023270E+002, 3.0030758E+000
 2.8962061E+002, 1.5023270E+002, 3.0030758E+000
 2.8980316E+002, 1.5023270E+002, 3.0030758E+000
 2.9016830E+002, 1.5023270E+002, 3.0030758E+000
 2.9053348E+002, 1.5023270E+002, 3.0030758E+000
 2.9071603E+002, 1.5023270E+002, 3.0030758E+000
 2.9108118E+002, 1.5023270E+002, 3.0030758E+000
 2.9144635E+002, 1.5023270E+002, 3.0030758E+000
 2.9162891E+002, 1.5023270E+002, 3.0030758E+000
 2.9199405E+002, 1.5023270E+002, 3.0030758E+000
 2.9235922E+002, 1.5023270E+002, 3.0030758E+000
 2.9254178E+002, 1.5023270E+002, 3.0030758E+000
 2.9290692E+002, 1.5023270E+002, 3.0030758E+000
 2.9327206E+002, 1.5023270E+002, 3.0030758E+000
 2.9345465E+002, 1.5023270E+002, 3.0030758E+000
 2.9381979E+002, 1.5023270E+002, 3.0030758E+000
 2.9400238E+002, 1.5023270E+002, 3.0030758E+000
 2.9436752E+002, 1.5023270E+002, 3.0030758E+000
 2.9473267E+002, 1.5023270E+002, 3.0030758E+000
 2.9491525E+002, 1.5023270E+002, 3.0030758E+000
 2.9528040E+002, 1.5023270E+002, 3.0030758E+000
 2.9564554E+002, 1.5023270E+002, 3.0030758E+000
 2.9582812E+002, 1.5023270E+002, 3.0030758E+000
 2.9619327E+002, 1.5023270E+002, 3.0030758E+000
 2.9655841E+002, 1.5023270E+002, 3.0030758E+000
 2.9674100E+002, 1.5023270E+002, 3.0030758E+000
 2.9710614E+002, 1.5023270E+002, 3.0030758E+000
 2.9747128E+002, 1.5023270E+002, 3.0030758E+000
 2.9765387E+002, 1.5023270E+002, 3.0030758E+000
 2.9801901E+002, 1.5023270E+002, 3.0030758E+000
 2.9820157E+002, 1.5023270E+002, 3.0030758E+000
 2.9856674E+002, 1.5023270E+002, 3.0030758E+000
 2.9893188E+002, 1.5023270E+002, 3.0030758E+000
 2.9911444E+002, 1.5023270E+002, 3.0030758E+000
 2.9947961E+002, 1.5023270E+002, 3.0030758E+000
 2.9984476E+002, 1.5023270E+002, 3.0030758E+000
 3.0002731E+002, 1.5023270E+002, 3.0030758E+000
